Date;Hour  (GMT);Benceno (µg/m3);CO (mg/m3);CO 8h (mg/m3);Etilbenceno (µg/m3);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;Ortoxileno (µg/m3);PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;Tolueno (µg/m3);ICA Estación
31/12/2024;08:00;1,25;0,35;0,28;0,78;63;139;42;Bueno / Ona;5,3;21,96;Bueno / Ona;13,96;Bueno / Ona;5;Muy bueno / Oso ona;4,87;Bueno / Ona
31/12/2024;07:00;0,67;0,37;0,29;0,3;50;111;35;Muy bueno / Oso ona;1,92;21,75;Bueno / Ona;13,79;Bueno / Ona;4;Muy bueno / Oso ona;1,89;Bueno / Ona
31/12/2024;06:00;0,57;0,24;0,31;0,26;23;67;32;Muy bueno / Oso ona;1,57;21,54;Bueno / Ona;13,58;Bueno / Ona;4;Muy bueno / Oso ona;1,54;Bueno / Ona
31/12/2024;05:00;0,55;0,21;0,38;0,25;6;37;28;Muy bueno / Oso ona;1,51;21,29;Bueno / Ona;13,33;Bueno / Ona;4;Muy bueno / Oso ona;1,42;Bueno / Ona
31/12/2024;04:00;0,61;0,24;0,47;0,29;8;43;30;Muy bueno / Oso ona;1,8;21;Bueno / Ona;13,08;Bueno / Ona;4;Muy bueno / Oso ona;1,76;Bueno / Ona
31/12/2024;03:00;0,58;0,23;0,56;0,31;2;28;25;Muy bueno / Oso ona;2;;Sin datos / Daturik gabe;12,88;Bueno / Ona;3;Muy bueno / Oso ona;1,89;Bueno / Ona
31/12/2024;02:00;0,76;0,26;0,63;0,45;4;30;24;Muy bueno / Oso ona;3,04;;Sin datos / Daturik gabe;12,71;Bueno / Ona;3;Muy bueno / Oso ona;2,61;Bueno / Ona
31/12/2024;01:00;;0,35;0,66;;9;41;28;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;12,58;Bueno / Ona;4;Muy bueno / Oso ona;;Bueno / Ona
30/12/2024;24:00;1,25;0,47;0,66;0,76;39;92;32;Muy bueno / Oso ona;5,01;;Sin datos / Daturik gabe;12,46;Bueno / Ona;4;Muy bueno / Oso ona;4,57;Bueno / Ona
30/12/2024;23:00;1,62;0,51;0,64;1,12;32;83;35;Muy bueno / Oso ona;7,44;;Sin datos / Daturik gabe;12,33;Bueno / Ona;4;Muy bueno / Oso ona;6,15;Bueno / Ona
30/12/2024;22:00;2,39;0,74;0,63;1,94;82;169;44;Bueno / Ona;12,61;;Sin datos / Daturik gabe;12,21;Bueno / Ona;5;Muy bueno / Oso ona;10,8;Bueno / Ona
30/12/2024;21:00;2,88;0,95;0,59;2,31;117;224;45;Bueno / Ona;15,05;20;Muy bueno / Oso ona;12,04;Bueno / Ona;6;Muy bueno / Oso ona;13,5;Bueno / Ona
30/12/2024;20:00;3,03;1;0,53;2,53;126;242;49;Bueno / Ona;16,4;19,71;Muy bueno / Oso ona;11,92;Bueno / Ona;6;Muy bueno / Oso ona;15,13;Bueno / Ona
30/12/2024;19:00;2,05;0,8;0,46;1,21;88;180;44;Bueno / Ona;8,29;19,17;Muy bueno / Oso ona;11,67;Bueno / Ona;5;Muy bueno / Oso ona;7,41;Bueno / Ona
30/12/2024;18:00;0,76;0,48;0,41;0,3;18;57;29;Muy bueno / Oso ona;1,83;18,88;Muy bueno / Oso ona;11,46;Bueno / Ona;4;Muy bueno / Oso ona;1,73;Bueno / Ona
30/12/2024;17:00;0,67;0,35;0,4;0,23;1;23;20;Muy bueno / Oso ona;1,41;18,79;Muy bueno / Oso ona;11,42;Bueno / Ona;3;Muy bueno / Oso ona;1,35;Bueno / Ona
30/12/2024;16:00;0,63;0,33;0,41;0,21;2;19;15;Muy bueno / Oso ona;1,23;18,63;Muy bueno / Oso ona;11,33;Bueno / Ona;4;Muy bueno / Oso ona;1,19;Bueno / Ona
30/12/2024;15:00;0,69;0,41;0,42;0,3;4;19;13;Muy bueno / Oso ona;1,83;18,75;Muy bueno / Oso ona;11,29;Bueno / Ona;3;Muy bueno / Oso ona;1,62;Bueno / Ona
30/12/2024;14:00;0,76;0,45;0,42;0,4;8;30;18;Muy bueno / Oso ona;2,46;18,83;Muy bueno / Oso ona;11,25;Bueno / Ona;4;Muy bueno / Oso ona;2,37;Bueno / Ona
30/12/2024;13:00;0,91;0,43;0,4;0,5;18;54;26;Muy bueno / Oso ona;3,17;18,46;Muy bueno / Oso ona;11,13;Bueno / Ona;4;Muy bueno / Oso ona;2,98;Bueno / Ona
30/12/2024;12:00;0,97;0,43;0,38;0,53;28;75;32;Muy bueno / Oso ona;3,58;18,38;Muy bueno / Oso ona;11,04;Bueno / Ona;4;Muy bueno / Oso ona;3,13;Bueno / Ona
30/12/2024;11:00;1,12;0,41;0,35;0,51;42;100;35;Muy bueno / Oso ona;3,6;18,13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;3,16;Muy bueno / Oso ona
30/12/2024;10:00;1,4;0,43;0,33;0,76;65;140;41;Bueno / Ona;5,49;17,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;5,25;Bueno / Ona
30/12/2024;09:00;1,2;0,43;0,31;0,57;78;163;44;Bueno / Ona;3,93;17,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;3,95;Bueno / Ona
30/12/2024;08:00;1,36;0,4;0,3;0,96;75;158;43;Bueno / Ona;6,79;17,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;6,13;Bueno / Ona
30/12/2024;07:00;0,75;0,38;0,29;0,3;57;124;36;Muy bueno / Oso ona;1,96;18,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;1,88;Muy bueno / Oso ona
30/12/2024;06:00;0,6;0,28;0,31;0,23;15;51;28;Muy bueno / Oso ona;1,49;18,21;Muy bueno / Oso ona;11;Bueno / Ona;4;Muy bueno / Oso ona;1,49;Bueno / Ona
30/12/2024;05:00;0,55;0,26;0,35;0,24;7;35;24;Muy bueno / Oso ona;1,55;18,33;Muy bueno / Oso ona;11,04;Bueno / Ona;3;Muy bueno / Oso ona;1,54;Bueno / Ona
30/12/2024;04:00;0,51;0,24;0,41;0,4;2;23;19;Muy bueno / Oso ona;2,75;18,63;Muy bueno / Oso ona;11,08;Bueno / Ona;3;Muy bueno / Oso ona;1,1;Bueno / Ona
30/12/2024;03:00;0,54;0,26;0,49;0,18;2;25;21;Muy bueno / Oso ona;1,06;19,04;Muy bueno / Oso ona;11,13;Bueno / Ona;3;Muy bueno / Oso ona;1,07;Bueno / Ona
30/12/2024;02:00;0,64;0,26;0,56;0,26;5;30;23;Muy bueno / Oso ona;1,53;19,75;Muy bueno / Oso ona;11,25;Bueno / Ona;3;Muy bueno / Oso ona;1,62;Bueno / Ona
30/12/2024;01:00;;0,31;0,59;;5;33;26;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;11,33;Bueno / Ona;3;Muy bueno / Oso ona;;Bueno / Ona
29/12/2024;24:00;1,15;0,38;0,59;0,64;16;56;32;Muy bueno / Oso ona;4,41;;Sin datos / Daturik gabe;11,38;Bueno / Ona;4;Muy bueno / Oso ona;3,96;Bueno / Ona
29/12/2024;23:00;1,47;0,49;0,58;0,95;25;72;35;Muy bueno / Oso ona;6,86;21;Bueno / Ona;11,38;Bueno / Ona;4;Muy bueno / Oso ona;5,75;Bueno / Ona
29/12/2024;22:00;1,65;0,61;0,56;1,05;34;91;38;Muy bueno / Oso ona;7,22;21,58;Bueno / Ona;11,42;Bueno / Ona;4;Muy bueno / Oso ona;6,09;Bueno / Ona
29/12/2024;21:00;2,33;0,74;0,52;1,53;57;135;48;Bueno / Ona;10,18;22,17;Bueno / Ona;11,42;Bueno / Ona;5;Muy bueno / Oso ona;8,55;Bueno / Ona
29/12/2024;20:00;2,28;0,88;0,47;1,5;79;174;52;Bueno / Ona;10,11;22,29;Bueno / Ona;11,38;Bueno / Ona;5;Muy bueno / Oso ona;8,16;Bueno / Ona
29/12/2024;19:00;2,52;0,8;0,4;1,94;71;161;53;Bueno / Ona;12,52;22,33;Bueno / Ona;11,38;Bueno / Ona;4;Muy bueno / Oso ona;13,07;Bueno / Ona
29/12/2024;18:00;1,18;0,55;0,35;0,82;22;72;38;Muy bueno / Oso ona;5,39;22,29;Bueno / Ona;11,33;Bueno / Ona;4;Muy bueno / Oso ona;5,24;Bueno / Ona
29/12/2024;17:00;0,48;0,28;0,32;0,22;4;26;19;Muy bueno / Oso ona;1,26;21,92;Bueno / Ona;11,17;Bueno / Ona;3;Muy bueno / Oso ona;1,08;Bueno / Ona
29/12/2024;16:00;0,5;0,27;0,34;0,16;0;13;13;Muy bueno / Oso ona;0,88;21,46;Bueno / Ona;11,04;Bueno / Ona;3;Muy bueno / Oso ona;0,9;Bueno / Ona
29/12/2024;15:00;0,4;0,33;0,35;0,16;1;11;9;Muy bueno / Oso ona;0,8;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;0,73;Muy bueno / Oso ona
29/12/2024;14:00;0,38;0,34;0,34;0,17;2;14;10;Muy bueno / Oso ona;0,96;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;0,78;Muy bueno / Oso ona
29/12/2024;13:00;0,56;0,32;0,34;0,26;3;17;12;Muy bueno / Oso ona;1,53;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;1,17;Muy bueno / Oso ona
29/12/2024;12:00;0,63;0,34;0,34;0,23;8;32;19;Muy bueno / Oso ona;1,45;19,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;1,24;Muy bueno / Oso ona
29/12/2024;11:00;0,77;0,33;0,33;0,35;14;44;23;Muy bueno / Oso ona;2,28;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;2,03;Muy bueno / Oso ona
29/12/2024;10:00;0,95;0,39;0,32;0,51;30;79;33;Muy bueno / Oso ona;3,4;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;3,35;Muy bueno / Oso ona
29/12/2024;09:00;0,97;0,4;0,31;0,5;24;64;28;Muy bueno / Oso ona;3,14;21,38;Bueno / Ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;3,35;Bueno / Ona
29/12/2024;08:00;0,58;0,33;0,3;0,33;21;60;28;Muy bueno / Oso ona;2,17;21,46;Bueno / Ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;2,1;Bueno / Ona
29/12/2024;07:00;0,56;0,31;0,31;0,31;6;34;24;Muy bueno / Oso ona;1,9;21,5;Bueno / Ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;1,89;Bueno / Ona
29/12/2024;06:00;0,43;0,31;0,33;0,22;6;28;20;Muy bueno / Oso ona;1,4;21,5;Bueno / Ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;1,34;Bueno / Ona
29/12/2024;05:00;0,45;0,29;0,36;0,25;3;26;21;Muy bueno / Oso ona;1,62;21,71;Bueno / Ona;11,08;Bueno / Ona;3;Muy bueno / Oso ona;1,54;Bueno / Ona
29/12/2024;04:00;0,49;0,29;0,41;0,23;7;33;22;Muy bueno / Oso ona;1,39;21,92;Bueno / Ona;11,29;Bueno / Ona;3;Muy bueno / Oso ona;1,34;Bueno / Ona
29/12/2024;03:00;0,51;0,28;0,48;0,26;5;32;25;Muy bueno / Oso ona;1,73;22,08;Bueno / Ona;11,58;Bueno / Ona;3;Muy bueno / Oso ona;1,39;Bueno / Ona
29/12/2024;02:00;0,69;0,31;0,54;0,42;10;40;25;Muy bueno / Oso ona;2,72;22;Bueno / Ona;11,83;Bueno / Ona;3;Muy bueno / Oso ona;2,11;Bueno / Ona
29/12/2024;01:00;;0,31;0,58;;10;41;25;Muy bueno / Oso ona;;22,04;Bueno / Ona;12,13;Bueno / Ona;3;Muy bueno / Oso ona;;Bueno / Ona
28/12/2024;24:00;1,01;0,38;0,58;0,51;16;53;29;Muy bueno / Oso ona;3,63;21,71;Bueno / Ona;12,29;Bueno / Ona;3;Muy bueno / Oso ona;2,76;Bueno / Ona
28/12/2024;23:00;1,24;0,47;0,56;0,85;20;66;36;Muy bueno / Oso ona;5,88;21,88;Bueno / Ona;12,63;Bueno / Ona;4;Muy bueno / Oso ona;4,83;Bueno / Ona
28/12/2024;22:00;1,43;0,53;0,54;0,93;35;97;43;Bueno / Ona;6,28;21,58;Bueno / Ona;12,79;Bueno / Ona;4;Muy bueno / Oso ona;5,15;Bueno / Ona
28/12/2024;21:00;2,2;0,71;0,52;1,41;55;130;46;Bueno / Ona;9,26;21,04;Bueno / Ona;12,83;Bueno / Ona;4;Muy bueno / Oso ona;8,08;Bueno / Ona
28/12/2024;20:00;2,05;0,81;0,47;1,22;86;184;52;Bueno / Ona;8,19;;Sin datos / Daturik gabe;12,83;Bueno / Ona;5;Muy bueno / Oso ona;7,05;Bueno / Ona
28/12/2024;19:00;2,39;0,78;0,41;1,59;89;191;54;Bueno / Ona;10,67;21,25;Bueno / Ona;12,92;Bueno / Ona;4;Muy bueno / Oso ona;9,01;Bueno / Ona
28/12/2024;18:00;1,47;0,63;0,36;1,02;43;112;46;Bueno / Ona;6,62;21,54;Bueno / Ona;13,04;Bueno / Ona;5;Muy bueno / Oso ona;6,95;Bueno / Ona
28/12/2024;17:00;0,68;0,31;0,34;0,36;7;30;20;Muy bueno / Oso ona;2,29;21,71;Bueno / Ona;13,08;Bueno / Ona;4;Muy bueno / Oso ona;2,09;Bueno / Ona
28/12/2024;16:00;0,34;0,25;0,36;0,18;0;10;9;Muy bueno / Oso ona;1;22,21;Bueno / Ona;13,21;Bueno / Ona;3;Muy bueno / Oso ona;0,82;Bueno / Ona
28/12/2024;15:00;0,38;0,31;0,38;0,18;1;12;10;Muy bueno / Oso ona;1,12;23,04;Bueno / Ona;13,46;Bueno / Ona;4;Muy bueno / Oso ona;0,9;Bueno / Ona
28/12/2024;14:00;0,39;0,35;0,39;0,2;4;17;12;Muy bueno / Oso ona;1,23;23,75;Bueno / Ona;13,75;Bueno / Ona;4;Muy bueno / Oso ona;1,01;Bueno / Ona
28/12/2024;13:00;0,36;0,3;0,39;0,19;2;13;10;Muy bueno / Oso ona;1,2;23,83;Bueno / Ona;13,92;Bueno / Ona;4;Muy bueno / Oso ona;0,94;Bueno / Ona
28/12/2024;12:00;0,89;0,32;0,4;0,52;7;27;17;Muy bueno / Oso ona;3,42;24,13;Bueno / Ona;14,21;Bueno / Ona;4;Muy bueno / Oso ona;2,69;Bueno / Ona
28/12/2024;11:00;1,01;0,44;0,41;0,69;27;85;45;Bueno / Ona;4,61;23,71;Bueno / Ona;14,13;Bueno / Ona;4;Muy bueno / Oso ona;3,69;Bueno / Ona
28/12/2024;10:00;1,34;0,45;0,41;0,78;43;111;45;Bueno / Ona;5,26;23,08;Bueno / Ona;13,88;Bueno / Ona;5;Muy bueno / Oso ona;5,54;Bueno / Ona
28/12/2024;09:00;2,57;0,46;0,41;1,32;49;115;40;Muy bueno / Oso ona;8,61;22,17;Bueno / Ona;13,58;Bueno / Ona;5;Muy bueno / Oso ona;10,47;Bueno / Ona
28/12/2024;08:00;0,93;0,4;0,43;0,6;48;115;41;Bueno / Ona;4,04;21,83;Bueno / Ona;13,42;Bueno / Ona;5;Muy bueno / Oso ona;3,58;Bueno / Ona
28/12/2024;07:00;0,72;0,41;0,46;0,55;45;103;34;Muy bueno / Oso ona;3,62;21,46;Bueno / Ona;13,21;Bueno / Ona;4;Muy bueno / Oso ona;3,29;Bueno / Ona
28/12/2024;06:00;0,92;0,37;0,5;0,76;27;76;34;Muy bueno / Oso ona;5,37;21,17;Bueno / Ona;13,04;Bueno / Ona;4;Muy bueno / Oso ona;4,78;Bueno / Ona
28/12/2024;05:00;0,79;0,36;0,58;0,62;15;57;34;Muy bueno / Oso ona;3,88;;Sin datos / Daturik gabe;12,92;Bueno / Ona;4;Muy bueno / Oso ona;4,58;Bueno / Ona
28/12/2024;04:00;0,97;0,37;0,66;0,7;24;73;36;Muy bueno / Oso ona;4,65;;Sin datos / Daturik gabe;12,75;Bueno / Ona;4;Muy bueno / Oso ona;4,89;Bueno / Ona
28/12/2024;03:00;1,07;0,44;0,76;0,69;29;78;34;Muy bueno / Oso ona;4,53;19,96;Muy bueno / Oso ona;12,46;Bueno / Ona;4;Muy bueno / Oso ona;4,74;Bueno / Ona
28/12/2024;02:00;1,39;0,5;0,84;0,96;35;96;42;Bueno / Ona;6,66;19,58;Muy bueno / Oso ona;12,21;Bueno / Ona;4;Muy bueno / Oso ona;5,9;Bueno / Ona
28/12/2024;01:00;;0,58;0,85;;43;105;40;Muy bueno / Oso ona;;19,29;Muy bueno / Oso ona;11,96;Bueno / Ona;4;Muy bueno / Oso ona;;Bueno / Ona
27/12/2024;24:00;1,81;0,65;0,83;1,36;64;144;45;Bueno / Ona;8,62;19,04;Muy bueno / Oso ona;11,79;Bueno / Ona;5;Muy bueno / Oso ona;7,3;Bueno / Ona
27/12/2024;23:00;2,21;0,77;0,78;1,73;68;151;46;Bueno / Ona;11,55;18,71;Muy bueno / Oso ona;11,54;Bueno / Ona;5;Muy bueno / Oso ona;8,87;Bueno / Ona
27/12/2024;22:00;2,64;1;0,74;1,98;101;208;52;Bueno / Ona;13,47;18,38;Muy bueno / Oso ona;11,33;Bueno / Ona;5;Muy bueno / Oso ona;10,5;Bueno / Ona
27/12/2024;21:00;2,73;0,95;0,66;2,57;96;199;53;Bueno / Ona;17,3;18,13;Muy bueno / Oso ona;11,21;Bueno / Ona;5;Muy bueno / Oso ona;13,57;Bueno / Ona
27/12/2024;20:00;4,02;1,16;0,6;4,32;171;316;54;Bueno / Ona;29,65;17,75;Muy bueno / Oso ona;11,04;Bueno / Ona;7;Muy bueno / Oso ona;22,55;Bueno / Ona
27/12/2024;19:00;2,73;1,13;0,51;2,2;160;296;50;Bueno / Ona;15,12;17,42;Muy bueno / Oso ona;;Sin datos / Daturik gabe;6;Muy bueno / Oso ona;12,17;Bueno / Ona
27/12/2024;18:00;1,43;0,61;0,41;1,1;56;117;32;Muy bueno / Oso ona;7,64;17,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;7,15;Muy bueno / Oso ona
27/12/2024;17:00;0,7;0,36;0,38;0,35;8;34;22;Muy bueno / Oso ona;2,28;17,17;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;1,96;Muy bueno / Oso ona
27/12/2024;16:00;0,58;0,31;0,38;0,33;2;19;16;Muy bueno / Oso ona;2,08;16,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;1,75;Muy bueno / Oso ona
27/12/2024;15:00;0,55;0,39;0,38;0,31;10;37;23;Muy bueno / Oso ona;1,99;16,33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;1,63;Muy bueno / Oso ona
27/12/2024;14:00;0,71;0,36;0,37;0,47;7;26;15;Muy bueno / Oso ona;3,1;16;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;2,68;Muy bueno / Oso ona
27/12/2024;13:00;1,08;0,51;0,35;0,83;42;94;29;Muy bueno / Oso ona;5,2;15,96;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona
27/12/2024;12:00;0,75;0,4;0,32;0,54;34;78;26;Muy bueno / Oso ona;3,17;15,5;Muy bueno / Oso ona;9,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;3,89;Muy bueno / Oso ona
27/12/2024;11:00;0,76;0,38;0,3;0,55;32;76;27;Muy bueno / Oso ona;3,34;15,65;Muy bueno / Oso ona;9,61;Muy bueno / Oso ona;4;Muy bueno / Oso ona;3,97;Muy bueno / Oso ona
27/12/2024;10:00;0,71;0,36;0,28;0,4;33;75;25;Muy bueno / Oso ona;2,52;15,86;Muy bueno / Oso ona;9,73;Muy bueno / Oso ona;4;Muy bueno / Oso ona;2,52;Muy bueno / Oso ona
27/12/2024;09:00;0,53;0,33;0,27;0,27;23;60;25;Muy bueno / Oso ona;1,62;15,77;Muy bueno / Oso ona;9,64;Muy bueno / Oso ona;4;Muy bueno / Oso ona;1,64;Muy bueno / Oso ona
27/12/2024;08:00;0,57;0,29;0,26;0,26;17;48;22;Muy bueno / Oso ona;1,71;15,64;Muy bueno / Oso ona;9,55;Muy bueno / Oso ona;3;Muy bueno / Oso ona;1,63;Muy bueno / Oso ona
27/12/2024;07:00;0,45;0,3;0,27;0,16;13;36;17;Muy bueno / Oso ona;0,97;15,55;Muy bueno / Oso ona;9,45;Muy bueno / Oso ona;3;Muy bueno / Oso ona;0,96;Muy bueno / Oso ona
27/12/2024;06:00;0,41;0,26;0,28;0,13;3;14;10;Muy bueno / Oso ona;0,82;15,73;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;0,81;Muy bueno / Oso ona
27/12/2024;05:00;0,39;0,25;0,3;0,14;1;10;9;Muy bueno / Oso ona;0,92;15,95;Muy bueno / Oso ona;9,55;Muy bueno / Oso ona;3;Muy bueno / Oso ona;0,91;Muy bueno / Oso ona
27/12/2024;04:00;0,37;0,25;0,32;0,14;1;7;6;Muy bueno / Oso ona;0,87;16;Muy bueno / Oso ona;9,55;Muy bueno / Oso ona;3;Muy bueno / Oso ona;0,77;Muy bueno / Oso ona
27/12/2024;03:00;0,47;0,24;0,34;0,42;1;9;8;Muy bueno / Oso ona;2,64;16,09;Muy bueno / Oso ona;9,59;Muy bueno / Oso ona;3;Muy bueno / Oso ona;1,81;Muy bueno / Oso ona
27/12/2024;02:00;0,48;0,27;0,36;0,33;7;24;14;Muy bueno / Oso ona;1,99;15,91;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;1,36;Muy bueno / Oso ona
27/12/2024;01:00;;0,27;0,37;;4;22;15;Muy bueno / Oso ona;;15,64;Muy bueno / Oso ona;9,36;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;Muy bueno / Oso ona
26/12/2024;24:00;0,68;0,31;0,38;0,37;3;25;20;Muy bueno / Oso ona;2,33;15,59;Muy bueno / Oso ona;9,32;Muy bueno / Oso ona;3;Muy bueno / Oso ona;2,04;Muy bueno / Oso ona
26/12/2024;23:00;0,87;0,38;0,38;0,43;7;36;26;Muy bueno / Oso ona;2,93;15,32;Muy bueno / Oso ona;9,14;Muy bueno / Oso ona;3;Muy bueno / Oso ona;2,59;Muy bueno / Oso ona
26/12/2024;22:00;1,04;0,39;0,37;0,65;16;55;31;Muy bueno / Oso ona;4,47;15,14;Muy bueno / Oso ona;9;Muy bueno / Oso ona;3;Muy bueno / Oso ona;3,74;Muy bueno / Oso ona
26/12/2024;21:00;0,99;0,44;0,36;0,57;15;57;34;Muy bueno / Oso ona;3,99;15,05;Muy bueno / Oso ona;8,77;Muy bueno / Oso ona;3;Muy bueno / Oso ona;3,34;Muy bueno / Oso ona
26/12/2024;20:00;0,88;0,4;0,34;0,47;17;57;31;Muy bueno / Oso ona;3,24;15;Muy bueno / Oso ona;8,59;Muy bueno / Oso ona;3;Muy bueno / Oso ona;2,62;Muy bueno / Oso ona
26/12/2024;19:00;0,98;0,38;0,34;0,62;21;62;30;Muy bueno / Oso ona;4,23;14,91;Muy bueno / Oso ona;8,41;Muy bueno / Oso ona;3;Muy bueno / Oso ona;3,17;Muy bueno / Oso ona
26/12/2024;18:00;0,85;0,39;0,33;0,46;22;70;37;Muy bueno / Oso ona;3,18;14,55;Muy bueno / Oso ona;8,18;Muy bueno / Oso ona;3;Muy bueno / Oso ona;2,74;Muy bueno / Oso ona
26/12/2024;17:00;0,72;0,34;0,31;0,51;8;37;24;Muy bueno / Oso ona;3,43;14,36;Muy bueno / Oso ona;8;Muy bueno / Oso ona;3;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona
