Date;Hour  (GMT);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;O3 (µg/m3);OZONO;O3 - ICA;O3 8h (µg/m3);PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
16/09/2024;17:00;2;12;9;Muy bueno / Oso ona;86;86;Bueno / Ona;73;8,04;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1021,8;0;81,6;;;Bueno / Ona
16/09/2024;16:00;2;9;7;Muy bueno / Oso ona;87;87;Bueno / Ona;63;7,88;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1022;0;98,1;;;Bueno / Ona
16/09/2024;15:00;3;14;9;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;53;7,75;Muy bueno / Oso ona;3,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1022,3;0;414,8;;;Muy bueno / Oso ona
16/09/2024;14:00;3;13;9;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;43;7,63;Muy bueno / Oso ona;3,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;90;1022,8;0;607,2;;;Muy bueno / Oso ona
16/09/2024;13:00;3;12;7;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;34;7,5;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;330;70;1023,2;0;721,6;18,3;2,18;Muy bueno / Oso ona
16/09/2024;12:00;3;14;9;Muy bueno / Oso ona;74;74;Muy bueno / Oso ona;26;7,42;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;97;1023,4;0;740,7;;;Muy bueno / Oso ona
16/09/2024;11:00;5;22;13;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;19;7,33;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1023,5;0;613,1;;;Muy bueno / Oso ona
16/09/2024;10:00;7;24;14;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;11;7,29;Muy bueno / Oso ona;3,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1023,6;0;524,4;;;Muy bueno / Oso ona
16/09/2024;09:00;46;108;38;Muy bueno / Oso ona;13;13;Muy bueno / Oso ona;8;7,17;Muy bueno / Oso ona;3,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;100;1023,5;0;285,8;;;Muy bueno / Oso ona
16/09/2024;08:00;75;155;41;Bueno / Ona;6;6;Muy bueno / Oso ona;10;6,5;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;5;Muy bueno / Oso ona;189;90;1023,3;0;124,7;13,2;0,19;Bueno / Ona
16/09/2024;07:00;94;183;40;Muy bueno / Oso ona;3;3;Muy bueno / Oso ona;12;5,83;Muy bueno / Oso ona;3,08;Muy bueno / Oso ona;5;Muy bueno / Oso ona;186;95;1023,3;0;19,2;10,8;0,75;Muy bueno / Oso ona
16/09/2024;06:00;39;84;24;Muy bueno / Oso ona;2;2;Muy bueno / Oso ona;15;5,58;Muy bueno / Oso ona;2,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1023,1;0;1,2;;;Muy bueno / Oso ona
16/09/2024;05:00;3;20;15;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;19;5,46;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1023,2;0;0,4;;;Muy bueno / Oso ona
16/09/2024;04:00;2;12;10;Muy bueno / Oso ona;13;13;Muy bueno / Oso ona;23;5,42;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;175;97;1023,3;0;0,4;10,4;1,56;Muy bueno / Oso ona
16/09/2024;03:00;0;9;8;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;28;5,38;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;170;96;1023,5;0;0,4;10,4;1,35;Muy bueno / Oso ona
16/09/2024;02:00;0;8;8;Muy bueno / Oso ona;14;14;Muy bueno / Oso ona;31;5,38;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;165;95;1023,7;0;0,4;10,6;1,24;Muy bueno / Oso ona
16/09/2024;01:00;1;10;9;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;38;5,46;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;165;95;1024;0;0,4;10,9;1,22;Muy bueno / Oso ona
15/09/2024;24:00;1;10;9;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;45;5,46;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;171;94;1023,9;0;0,4;11,4;0,43;Muy bueno / Oso ona
15/09/2024;23:00;1;11;11;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;53;5,54;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;197;93;1024,2;0;0,4;11,8;1,16;Muy bueno / Oso ona
15/09/2024;22:00;1;12;11;Muy bueno / Oso ona;31;31;Muy bueno / Oso ona;59;5,54;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;211;92;1024,1;0;0,4;12,2;0,95;Muy bueno / Oso ona
15/09/2024;21:00;0;12;12;Muy bueno / Oso ona;35;35;Muy bueno / Oso ona;64;5,54;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;205;89;1024,1;0;0,4;12,8;0,9;Muy bueno / Oso ona
15/09/2024;20:00;3;13;9;Muy bueno / Oso ona;43;43;Muy bueno / Oso ona;69;5,58;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;204;86;1023,8;0;0,4;13,6;1,01;Muy bueno / Oso ona
15/09/2024;19:00;3;16;11;Muy bueno / Oso ona;49;49;Muy bueno / Oso ona;71;5,58;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;216;78;1023,6;0;2,9;15;0,67;Muy bueno / Oso ona
15/09/2024;18:00;3;12;7;Muy bueno / Oso ona;58;58;Muy bueno / Oso ona;72;5,63;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;330;68;1023,5;0;15;17,7;1,09;Muy bueno / Oso ona
15/09/2024;17:00;1;8;6;Muy bueno / Oso ona;76;76;Muy bueno / Oso ona;67;5,63;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;327;64;1023,5;0;36,1;17,8;1,21;Muy bueno / Oso ona
15/09/2024;16:00;1;5;4;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;59;5,63;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;337;62;1023,4;0;51,5;17,9;1,32;Muy bueno / Oso ona
15/09/2024;15:00;1;4;2;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;50;5,71;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;329;62;1023,6;0;528,7;17,2;2,12;Muy bueno / Oso ona
15/09/2024;14:00;2;7;4;Muy bueno / Oso ona;74;74;Muy bueno / Oso ona;42;5,79;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;328;65;1023,8;0;763,3;16,8;2,64;Muy bueno / Oso ona
15/09/2024;13:00;1;4;2;Muy bueno / Oso ona;76;76;Muy bueno / Oso ona;33;5,88;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;343;60;1024;0;801,3;17;2,13;Muy bueno / Oso ona
15/09/2024;12:00;1;7;6;Muy bueno / Oso ona;70;70;Muy bueno / Oso ona;25;5,96;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;11;69;1024,2;0;773,2;16,8;2,85;Muy bueno / Oso ona
15/09/2024;11:00;2;8;5;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;18;6,04;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;332;78;1024,3;0;629,4;15,9;2,43;Muy bueno / Oso ona
15/09/2024;10:00;5;17;9;Muy bueno / Oso ona;45;45;Muy bueno / Oso ona;13;6,08;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;357;76;1024,4;0;560;16,2;1,75;Muy bueno / Oso ona
15/09/2024;09:00;9;29;14;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;10;6,08;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;117;76;1024,2;0;381;15,3;0,31;Muy bueno / Oso ona
15/09/2024;08:00;19;45;17;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;8;6,75;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;154;88;1023,9;0;160,8;11,8;0,98;Muy bueno / Oso ona
15/09/2024;07:00;14;37;15;Muy bueno / Oso ona;6;6;Muy bueno / Oso ona;9;6,88;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;177;94;1023,7;0;15,2;9,6;1,08;Muy bueno / Oso ona
15/09/2024;06:00;3;17;13;Muy bueno / Oso ona;6;6;Muy bueno / Oso ona;10;6,92;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;186;96;1023,6;0;1,6;9,3;0,57;Muy bueno / Oso ona
15/09/2024;05:00;1;12;11;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;12;7,08;Muy bueno / Oso ona;2,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;181;95;1023,5;0;0,4;9,4;1,56;Muy bueno / Oso ona
15/09/2024;04:00;1;11;10;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;14;7,5;Muy bueno / Oso ona;3,17;Muy bueno / Oso ona;4;Muy bueno / Oso ona;178;95;1023,6;0;0,4;9,7;1,29;Muy bueno / Oso ona
15/09/2024;03:00;1;13;12;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;18;8,58;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;166;94;1023,7;0;0,4;10,1;0,83;Muy bueno / Oso ona
15/09/2024;02:00;1;17;16;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;22;10,63;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;174;93;1024;0;0,4;10,5;1,23;Muy bueno / Oso ona
15/09/2024;01:00;2;23;20;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;29;13,21;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;185;92;1024,3;0;0,4;11;1,14;Muy bueno / Oso ona
14/09/2024;24:00;3;28;24;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;37;13,33;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;203;92;1024,5;0;0,4;11,5;0,74;Muy bueno / Oso ona
14/09/2024;23:00;3;29;25;Muy bueno / Oso ona;12;12;Muy bueno / Oso ona;45;13,38;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;199;90;1024,6;0;0,4;12;0,98;Muy bueno / Oso ona
14/09/2024;22:00;5;30;22;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;52;13,54;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;203;88;1024,8;0;0,4;12,5;0,97;Muy bueno / Oso ona
14/09/2024;21:00;2;20;18;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;59;13,75;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;188;86;1024,8;0;0,4;13,2;1,11;Muy bueno / Oso ona
14/09/2024;20:00;6;27;18;Muy bueno / Oso ona;30;30;Muy bueno / Oso ona;64;13,96;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;195;80;1024,7;0;0,4;14,7;0,7;Muy bueno / Oso ona
14/09/2024;19:00;3;20;16;Muy bueno / Oso ona;44;44;Muy bueno / Oso ona;66;14;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;221;68;1024,5;0;2,3;17,2;0,51;Muy bueno / Oso ona
14/09/2024;18:00;2;16;12;Muy bueno / Oso ona;57;57;Muy bueno / Oso ona;66;14,04;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;6;54;1024,3;0;14,7;20,6;2,49;Muy bueno / Oso ona
14/09/2024;17:00;2;12;10;Muy bueno / Oso ona;70;70;Muy bueno / Oso ona;62;14,08;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;22;49;1023,9;0;36,1;20,9;3,16;Muy bueno / Oso ona
14/09/2024;16:00;2;11;9;Muy bueno / Oso ona;73;73;Muy bueno / Oso ona;55;14,13;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;21;53;1023,9;0;52,2;20,5;3,53;Muy bueno / Oso ona
14/09/2024;15:00;2;10;7;Muy bueno / Oso ona;74;74;Muy bueno / Oso ona;47;14,17;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;24;54;1024,1;0;527,7;20;3,64;Muy bueno / Oso ona
14/09/2024;14:00;2;10;8;Muy bueno / Oso ona;75;75;Muy bueno / Oso ona;39;14,21;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;25;56;1024,6;0;764,4;19,4;3,49;Muy bueno / Oso ona
14/09/2024;13:00;3;13;8;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;30;14,29;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;26;56;1024,9;0;801,8;19,1;3,22;Muy bueno / Oso ona
14/09/2024;12:00;3;13;8;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;23;14,33;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;16;62;1025,2;0;731;18;3,72;Muy bueno / Oso ona
14/09/2024;11:00;5;19;12;Muy bueno / Oso ona;51;51;Muy bueno / Oso ona;17;14,42;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;24;61;1025,7;0;633,4;17,7;1,12;Muy bueno / Oso ona
14/09/2024;10:00;7;23;13;Muy bueno / Oso ona;44;44;Muy bueno / Oso ona;13;14,54;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;9;66;1025,9;0;563,6;16,3;0,76;Muy bueno / Oso ona
14/09/2024;09:00;13;34;15;Muy bueno / Oso ona;25;25;Muy bueno / Oso ona;9;14,58;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;155;75;1026,3;0;379,1;14,1;0,47;Muy bueno / Oso ona
14/09/2024;08:00;19;48;19;Muy bueno / Oso ona;13;13;Muy bueno / Oso ona;9;14;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;177;87;1026,4;0;169,4;11,3;0,68;Muy bueno / Oso ona
14/09/2024;07:00;14;40;19;Muy bueno / Oso ona;7;7;Muy bueno / Oso ona;9;14,08;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;166;95;1026,3;0;16;8,8;1,55;Muy bueno / Oso ona
14/09/2024;06:00;4;19;13;Muy bueno / Oso ona;7;7;Muy bueno / Oso ona;10;14,21;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;181;96;1026,3;0;1,6;8,4;0,74;Muy bueno / Oso ona
14/09/2024;05:00;1;15;14;Muy bueno / Oso ona;7;7;Muy bueno / Oso ona;12;14,17;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;187;96;1026,2;0;0,4;8,7;1,34;Muy bueno / Oso ona
14/09/2024;04:00;1;15;14;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;16;13,79;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;193;96;1026,3;0;0,4;8,9;1,07;Muy bueno / Oso ona
14/09/2024;03:00;1;15;13;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;19;12,75;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;189;96;1026,4;0;0,4;9,3;1,22;Muy bueno / Oso ona
14/09/2024;02:00;1;15;13;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;23;10,75;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;190;96;1026,7;0;0,4;9,7;1,21;Muy bueno / Oso ona
14/09/2024;01:00;0;15;15;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;30;8,17;Muy bueno / Oso ona;3,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;196;95;1027,2;0;0,4;10,1;1,03;Muy bueno / Oso ona
13/09/2024;24:00;1;16;15;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;38;8,08;Muy bueno / Oso ona;3,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;230;94;1027,7;0;0,4;10,7;0,25;Muy bueno / Oso ona
13/09/2024;23:00;2;18;16;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;45;8,33;Muy bueno / Oso ona;3,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;189;90;1028;0;0,4;11,5;1,01;Muy bueno / Oso ona
13/09/2024;22:00;1;19;18;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;51;8,46;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;197;85;1028;0;0,4;12,6;1,3;Muy bueno / Oso ona
13/09/2024;21:00;4;33;28;Muy bueno / Oso ona;22;22;Muy bueno / Oso ona;57;8,46;Muy bueno / Oso ona;3,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;206;81;1027,8;0;0,4;13,3;0,99;Muy bueno / Oso ona
13/09/2024;20:00;3;25;21;Muy bueno / Oso ona;32;32;Muy bueno / Oso ona;62;8,38;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;181;77;1027,6;0;0,4;13,7;1,28;Muy bueno / Oso ona
13/09/2024;19:00;6;31;23;Muy bueno / Oso ona;39;39;Muy bueno / Oso ona;66;8,46;Muy bueno / Oso ona;3,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;345;63;1026,9;0;2,2;15,6;1,14;Muy bueno / Oso ona
13/09/2024;18:00;3;14;9;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;67;8,54;Muy bueno / Oso ona;3,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;96;1026,5;0;15,5;;;Muy bueno / Oso ona
13/09/2024;17:00;2;9;7;Muy bueno / Oso ona;73;73;Muy bueno / Oso ona;65;8,71;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1026,1;0;37,2;;;Muy bueno / Oso ona
13/09/2024;16:00;2;9;7;Muy bueno / Oso ona;71;71;Muy bueno / Oso ona;60;8,88;Muy bueno / Oso ona;3,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1026;0;53,3;;;Muy bueno / Oso ona
13/09/2024;15:00;6;19;10;Muy bueno / Oso ona;66;66;Muy bueno / Oso ona;58;9;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1026,2;0;537,3;;;Muy bueno / Oso ona
13/09/2024;14:00;4;14;8;Muy bueno / Oso ona;66;66;Muy bueno / Oso ona;57;9,08;Muy bueno / Oso ona;3,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;97;1026,3;0;771,6;;;Muy bueno / Oso ona
13/09/2024;13:00;5;18;9;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;56;8,96;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;27;55;1026,6;0;801;17,6;3,1;Muy bueno / Oso ona
13/09/2024;12:00;;;;Sin datos / Daturik gabe;67;67;Muy bueno / Oso ona;54;8,88;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;95;1026,7;0;727,5;;;Muy bueno / Oso ona
13/09/2024;11:00;;;;Sin datos / Daturik gabe;61;61;Muy bueno / Oso ona;52;8,75;Muy bueno / Oso ona;3,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1026,5;0;476,3;;;Muy bueno / Oso ona
13/09/2024;10:00;;;;Sin datos / Daturik gabe;59;59;Muy bueno / Oso ona;50;8,46;Muy bueno / Oso ona;3,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1026,2;0;503,1;;;Muy bueno / Oso ona
13/09/2024;09:00;8;43;31;Muy bueno / Oso ona;44;44;Muy bueno / Oso ona;50;8,25;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;96;1025,6;0,2;164,5;;;Muy bueno / Oso ona
13/09/2024;08:00;9;44;31;Muy bueno / Oso ona;40;40;Muy bueno / Oso ona;51;8;Muy bueno / Oso ona;3,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;65;73;1024,3;0;68,9;16,2;1,3;Muy bueno / Oso ona
13/09/2024;07:00;10;35;21;Muy bueno / Oso ona;57;57;Muy bueno / Oso ona;46;7,67;Muy bueno / Oso ona;3,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;8;69;1023,7;0;26,1;16,9;2,79;Muy bueno / Oso ona
13/09/2024;06:00;8;30;18;Muy bueno / Oso ona;58;58;Muy bueno / Oso ona;42;7,42;Muy bueno / Oso ona;3,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;96;1023,2;0;2,1;;;Muy bueno / Oso ona
13/09/2024;05:00;1;11;10;Muy bueno / Oso ona;50;50;Muy bueno / Oso ona;38;7,17;Muy bueno / Oso ona;3,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1022,7;0;0,4;;;Muy bueno / Oso ona
13/09/2024;04:00;1;8;7;Muy bueno / Oso ona;50;50;Muy bueno / Oso ona;37;7;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;21;98;1022,5;2,6;0,4;14,1;0,5;Muy bueno / Oso ona
13/09/2024;03:00;0;5;5;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;36;6,92;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;192;98;1022,1;0,7;0,4;13,3;0,97;Muy bueno / Oso ona
13/09/2024;02:00;0;4;4;Muy bueno / Oso ona;45;45;Muy bueno / Oso ona;38;6,96;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;194;96;1022,3;0;0,4;13,6;1,23;Muy bueno / Oso ona
13/09/2024;01:00;0;3;3;Muy bueno / Oso ona;59;59;Muy bueno / Oso ona;39;7,08;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;150;94;1022,2;1,6;0,4;14;0,02;Muy bueno / Oso ona
12/09/2024;24:00;0;15;15;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;42;7,17;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;248;94;1021,9;0,7;0,4;13,6;1,18;Muy bueno / Oso ona
12/09/2024;23:00;1;10;9;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;46;6,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;4;Muy bueno / Oso ona;190;94;1021,7;0;0,4;13,5;0,79;Muy bueno / Oso ona
12/09/2024;22:00;1;6;6;Muy bueno / Oso ona;30;30;Muy bueno / Oso ona;50;6,5;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;214;92;1021,5;0;0,4;13,5;0,67;Muy bueno / Oso ona
12/09/2024;21:00;3;15;11;Muy bueno / Oso ona;41;41;Muy bueno / Oso ona;53;6,33;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;179;83;1021,3;0;0,4;15,1;0,45;Muy bueno / Oso ona
12/09/2024;20:00;5;20;14;Muy bueno / Oso ona;36;36;Muy bueno / Oso ona;55;6,08;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;351;75;1021;0;0,4;15,7;0,03;Muy bueno / Oso ona
12/09/2024;19:00;5;17;10;Muy bueno / Oso ona;44;44;Muy bueno / Oso ona;56;5,88;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;2;65;1020,6;0;3,3;17,1;1,57;Muy bueno / Oso ona
12/09/2024;18:00;5;20;13;Muy bueno / Oso ona;55;55;Muy bueno / Oso ona;56;5,71;Muy bueno / Oso ona;2,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;96;1020,2;0;38,1;;;Muy bueno / Oso ona
12/09/2024;17:00;5;19;11;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;55;5,71;Muy bueno / Oso ona;2,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1019,9;0;66;;;Muy bueno / Oso ona
12/09/2024;16:00;5;17;10;Muy bueno / Oso ona;60;60;Muy bueno / Oso ona;53;5,92;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;87;1019,5;0;150,5;;;Muy bueno / Oso ona
12/09/2024;15:00;7;22;12;Muy bueno / Oso ona;58;58;Muy bueno / Oso ona;52;6,13;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;223;86;1019,3;0;171,2;17;2,31;Muy bueno / Oso ona
12/09/2024;14:00;7;24;13;Muy bueno / Oso ona;54;54;Muy bueno / Oso ona;53;6,38;Muy bueno / Oso ona;2,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;224;88;1019,4;0;191,5;16,3;2,31;Muy bueno / Oso ona
12/09/2024;13:00;6;19;11;Muy bueno / Oso ona;58;58;Muy bueno / Oso ona;53;6,75;Muy bueno / Oso ona;3,17;Muy bueno / Oso ona;4;Muy bueno / Oso ona;232;90;1019,3;0,3;152,9;15,9;1,8;Muy bueno / Oso ona
12/09/2024;12:00;7;26;15;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;53;7,04;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;98;1019,2;0;200,1;;;Muy bueno / Oso ona
12/09/2024;11:00;9;34;20;Muy bueno / Oso ona;49;49;Muy bueno / Oso ona;55;7,33;Muy bueno / Oso ona;3,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;206;97;1019,1;0,1;122,9;15,1;1,31;Muy bueno / Oso ona
12/09/2024;10:00;10;35;20;Muy bueno / Oso ona;49;49;Muy bueno / Oso ona;56;7,63;Muy bueno / Oso ona;3,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;198;99;1018,8;0,6;107,5;14,7;1,02;Muy bueno / Oso ona
