Date;Hour  (GMT);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;O3 (µg/m3);OZONO;O3 - ICA;O3 8h (µg/m3);PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);Tº (ºC);V.vien (m/s);ICA Estación
31/12/2024;24:00;2;23;20;Muy bueno / Oso ona;22;22;Muy bueno / Oso ona;11;17,54;Muy bueno / Oso ona;14,71;Bueno / Ona;6;Muy bueno / Oso ona;115;77;1017,6;0;4,4;1,06;Bueno / Ona
31/12/2024;23:00;2;19;17;Muy bueno / Oso ona;25;25;Muy bueno / Oso ona;10;16,75;Muy bueno / Oso ona;14,04;Bueno / Ona;5;Muy bueno / Oso ona;125;78;1017,8;0;4,6;1,2;Bueno / Ona
31/12/2024;22:00;4;33;28;Muy bueno / Oso ona;12;12;Muy bueno / Oso ona;10;16,63;Muy bueno / Oso ona;13,92;Bueno / Ona;5;Muy bueno / Oso ona;101;88;1018;0;4,2;0,51;Bueno / Ona
31/12/2024;21:00;7;42;32;Muy bueno / Oso ona;4;4;Muy bueno / Oso ona;12;16,54;Muy bueno / Oso ona;13,79;Bueno / Ona;5;Muy bueno / Oso ona;133;99;1018,1;0;4,1;0,55;Bueno / Ona
31/12/2024;20:00;8;41;29;Muy bueno / Oso ona;3;3;Muy bueno / Oso ona;14;16,46;Muy bueno / Oso ona;13,58;Bueno / Ona;5;Muy bueno / Oso ona;156;99;1017,9;0;5;0,77;Bueno / Ona
31/12/2024;19:00;6;38;29;Muy bueno / Oso ona;4;4;Muy bueno / Oso ona;17;16,33;Muy bueno / Oso ona;13,25;Bueno / Ona;5;Muy bueno / Oso ona;254;100;1017,9;0;5,6;0,54;Bueno / Ona
31/12/2024;18:00;3;29;26;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;18;17,04;Muy bueno / Oso ona;13,58;Bueno / Ona;5;Muy bueno / Oso ona;291;99;1017,6;0;5,8;0,97;Bueno / Ona
31/12/2024;17:00;4;28;22;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;18;17,25;Muy bueno / Oso ona;13,38;Bueno / Ona;5;Muy bueno / Oso ona;284;96;1017,4;0;6,3;1,94;Bueno / Ona
31/12/2024;16:00;7;29;18;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;18;17,42;Muy bueno / Oso ona;13,21;Bueno / Ona;5;Muy bueno / Oso ona;282;88;1017,4;0;7,7;1,57;Bueno / Ona
31/12/2024;15:00;7;27;16;Muy bueno / Oso ona;21;21;Muy bueno / Oso ona;17;17,38;Muy bueno / Oso ona;13,04;Bueno / Ona;5;Muy bueno / Oso ona;280;84;1017,6;0;8,1;1,62;Bueno / Ona
31/12/2024;14:00;6;22;12;Muy bueno / Oso ona;25;25;Muy bueno / Oso ona;16;17,38;Muy bueno / Oso ona;12,92;Bueno / Ona;5;Muy bueno / Oso ona;290;83;1017,8;0;8,3;2,11;Bueno / Ona
31/12/2024;13:00;7;28;17;Muy bueno / Oso ona;25;25;Muy bueno / Oso ona;15;17,46;Muy bueno / Oso ona;12,75;Bueno / Ona;5;Muy bueno / Oso ona;311;67;1018,1;0;10,1;0,91;Bueno / Ona
31/12/2024;12:00;6;26;17;Muy bueno / Oso ona;22;22;Muy bueno / Oso ona;15;17,46;Muy bueno / Oso ona;12,71;Bueno / Ona;5;Muy bueno / Oso ona;89;66;1018,5;0;9;1,13;Bueno / Ona
31/12/2024;11:00;12;40;22;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;15;17,58;Muy bueno / Oso ona;12,75;Bueno / Ona;5;Muy bueno / Oso ona;89;73;1019,1;0;7;1,43;Bueno / Ona
31/12/2024;10:00;13;41;21;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;15;17,42;Muy bueno / Oso ona;12,58;Bueno / Ona;5;Muy bueno / Oso ona;98;80;1019;0;5,1;1,19;Bueno / Ona
31/12/2024;09:00;9;37;23;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;16;17,29;Muy bueno / Oso ona;12,38;Bueno / Ona;5;Muy bueno / Oso ona;109;86;1018,7;0;3,2;0,64;Bueno / Ona
31/12/2024;08:00;3;29;24;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;18;17,08;Muy bueno / Oso ona;12,21;Bueno / Ona;5;Muy bueno / Oso ona;126;90;1018,5;0;2;0,96;Bueno / Ona
31/12/2024;07:00;2;25;21;Muy bueno / Oso ona;12;12;Muy bueno / Oso ona;20;16,88;Muy bueno / Oso ona;11,96;Bueno / Ona;6;Muy bueno / Oso ona;158;88;1018,4;0;2,4;0,52;Bueno / Ona
31/12/2024;06:00;1;15;12;Muy bueno / Oso ona;21;21;Muy bueno / Oso ona;21;16,67;Muy bueno / Oso ona;11,71;Bueno / Ona;5;Muy bueno / Oso ona;166;87;1018,3;0;2,9;0,59;Bueno / Ona
31/12/2024;05:00;1;15;13;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;20;16,46;Muy bueno / Oso ona;11,46;Bueno / Ona;5;Muy bueno / Oso ona;135;88;1018,2;0;2,9;0,62;Bueno / Ona
31/12/2024;04:00;1;13;11;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;18;16,25;Muy bueno / Oso ona;11,25;Bueno / Ona;5;Muy bueno / Oso ona;163;85;1018,2;0;3,5;0,75;Bueno / Ona
31/12/2024;03:00;1;11;9;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;15;16,13;Muy bueno / Oso ona;11,08;Bueno / Ona;5;Muy bueno / Oso ona;188;85;1018,1;0;3,8;0,83;Bueno / Ona
31/12/2024;02:00;1;14;12;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;15;16,08;Muy bueno / Oso ona;11;Bueno / Ona;5;Muy bueno / Oso ona;183;85;1017,9;0;3,9;0,77;Bueno / Ona
31/12/2024;01:00;1;16;14;Muy bueno / Oso ona;22;22;Muy bueno / Oso ona;12;15,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;153;85;1018;0;3,9;0,43;Muy bueno / Oso ona
30/12/2024;24:00;1;19;17;Muy bueno / Oso ona;21;21;Muy bueno / Oso ona;12;15,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;141;84;1018,2;0;4,4;0,43;Muy bueno / Oso ona
30/12/2024;23:00;2;25;22;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;12;15,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;159;83;1018;0;4,6;0,36;Muy bueno / Oso ona
30/12/2024;22:00;3;32;28;Muy bueno / Oso ona;13;13;Muy bueno / Oso ona;14;15,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;176;84;1017,8;0;5,1;0,52;Muy bueno / Oso ona
30/12/2024;21:00;10;49;33;Muy bueno / Oso ona;5;5;Muy bueno / Oso ona;15;15,71;Muy bueno / Oso ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;194;89;1017,5;0;5,7;0,68;Muy bueno / Oso ona
30/12/2024;20:00;77;165;47;Bueno / Ona;1;1;Muy bueno / Oso ona;17;15,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;6;Muy bueno / Oso ona;149;95;1017,3;0;6,3;0,25;Bueno / Ona
30/12/2024;19:00;9;50;36;Muy bueno / Oso ona;12;12;Muy bueno / Oso ona;19;15,33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;213;91;1017,1;0;7,6;0,91;Muy bueno / Oso ona
30/12/2024;18:00;14;61;39;Muy bueno / Oso ona;5;5;Muy bueno / Oso ona;20;14,04;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;5;Muy bueno / Oso ona;277;89;1017;0;7,9;1,2;Muy bueno / Oso ona
30/12/2024;17:00;6;33;25;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;21;13,83;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;5;Muy bueno / Oso ona;298;86;1016,6;0;8,6;1,26;Muy bueno / Oso ona
30/12/2024;16:00;4;18;13;Muy bueno / Oso ona;27;27;Muy bueno / Oso ona;20;13,63;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;5;Muy bueno / Oso ona;291;82;1016,3;0;9,3;1,42;Muy bueno / Oso ona
30/12/2024;15:00;5;19;12;Muy bueno / Oso ona;29;29;Muy bueno / Oso ona;17;13,67;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;294;78;1016,1;0;9,8;1,84;Muy bueno / Oso ona
30/12/2024;14:00;9;33;19;Muy bueno / Oso ona;25;25;Muy bueno / Oso ona;15;13,67;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;5;Muy bueno / Oso ona;295;69;1016,3;0;11,7;1,21;Muy bueno / Oso ona
30/12/2024;13:00;13;49;30;Muy bueno / Oso ona;22;22;Muy bueno / Oso ona;14;13,29;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;5;Muy bueno / Oso ona;9;56;1016,8;0;12,5;0,75;Muy bueno / Oso ona
30/12/2024;12:00;17;59;33;Muy bueno / Oso ona;14;14;Muy bueno / Oso ona;13;13,21;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;6;Muy bueno / Oso ona;33;61;1017,6;0;11,3;0,61;Muy bueno / Oso ona
30/12/2024;11:00;9;35;21;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;13;13;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;80;68;1018,1;0;9,2;0,74;Muy bueno / Oso ona
30/12/2024;10:00;14;44;22;Muy bueno / Oso ona;14;14;Muy bueno / Oso ona;13;12,96;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;6;Muy bueno / Oso ona;112;78;1017,8;0;6,5;1,31;Muy bueno / Oso ona
30/12/2024;09:00;13;47;27;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;13;12,92;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;116;85;1017,4;0;4,4;1,15;Muy bueno / Oso ona
30/12/2024;08:00;7;38;28;Muy bueno / Oso ona;5;5;Muy bueno / Oso ona;15;12,92;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;120;89;1017;0;3,4;1,41;Muy bueno / Oso ona
30/12/2024;07:00;1;19;17;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;16;13,04;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;5;Muy bueno / Oso ona;161;88;1016,7;0;3,7;0,71;Muy bueno / Oso ona
30/12/2024;06:00;1;16;14;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;16;13,25;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;5;Muy bueno / Oso ona;136;90;1016,5;0;3,7;0,82;Muy bueno / Oso ona
30/12/2024;05:00;1;15;13;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;16;13,46;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;5;Muy bueno / Oso ona;142;91;1016,5;0;3,9;1,13;Muy bueno / Oso ona
30/12/2024;04:00;1;13;11;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;16;13,67;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;5;Muy bueno / Oso ona;152;91;1016,7;0;4,2;0,81;Muy bueno / Oso ona
30/12/2024;03:00;1;14;12;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;17;13,92;Muy bueno / Oso ona;9;Muy bueno / Oso ona;5;Muy bueno / Oso ona;142;92;1017;0;4,5;1,29;Muy bueno / Oso ona
30/12/2024;02:00;1;15;13;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;20;14,71;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;5;Muy bueno / Oso ona;148;92;1017,1;0;4,6;0,6;Muy bueno / Oso ona
30/12/2024;01:00;1;18;16;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;24;15;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;5;Muy bueno / Oso ona;156;91;1017,6;0;5,4;0,92;Muy bueno / Oso ona
29/12/2024;24:00;1;20;18;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;28;15,33;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;5;Muy bueno / Oso ona;165;91;1017,9;0;6,1;1,31;Muy bueno / Oso ona
29/12/2024;23:00;1;23;21;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;31;15,38;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;147;91;1017,7;0;6,4;1,53;Muy bueno / Oso ona
29/12/2024;22:00;2;32;30;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;36;15,75;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;150;91;1017,6;0;6,8;1,21;Muy bueno / Oso ona
29/12/2024;21:00;2;35;32;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;40;16,17;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;5;Muy bueno / Oso ona;172;90;1017,6;0;7,7;1,11;Muy bueno / Oso ona
29/12/2024;20:00;2;29;26;Muy bueno / Oso ona;27;27;Muy bueno / Oso ona;44;17,71;Muy bueno / Oso ona;9,33;Muy bueno / Oso ona;5;Muy bueno / Oso ona;172;84;1017,5;0;9,1;0,77;Muy bueno / Oso ona
29/12/2024;19:00;1;21;19;Muy bueno / Oso ona;43;43;Muy bueno / Oso ona;45;19,04;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;100;74;1017,4;0;10,5;1,06;Muy bueno / Oso ona
29/12/2024;18:00;1;22;20;Muy bueno / Oso ona;44;44;Muy bueno / Oso ona;44;19,5;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;5;Muy bueno / Oso ona;36;74;1017,2;0;10,9;0,45;Muy bueno / Oso ona
29/12/2024;17:00;1;16;14;Muy bueno / Oso ona;48;48;Muy bueno / Oso ona;42;19,29;Muy bueno / Oso ona;9,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;327;77;1017,1;0;11,8;1,25;Muy bueno / Oso ona
29/12/2024;16:00;1;10;8;Muy bueno / Oso ona;48;48;Muy bueno / Oso ona;40;19,17;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;330;78;1017;0;12,2;2;Muy bueno / Oso ona
29/12/2024;15:00;1;9;7;Muy bueno / Oso ona;48;48;Muy bueno / Oso ona;37;18,58;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;5;Muy bueno / Oso ona;317;75;1017;0;12,3;1,79;Muy bueno / Oso ona
29/12/2024;14:00;2;11;9;Muy bueno / Oso ona;48;48;Muy bueno / Oso ona;35;18;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;5;Muy bueno / Oso ona;345;72;1017,3;0;12,7;1,51;Muy bueno / Oso ona
29/12/2024;13:00;3;18;13;Muy bueno / Oso ona;46;46;Muy bueno / Oso ona;32;17,83;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;5;Muy bueno / Oso ona;357;61;1017,6;0;14,2;1,03;Muy bueno / Oso ona
29/12/2024;12:00;3;18;13;Muy bueno / Oso ona;36;36;Muy bueno / Oso ona;29;17,88;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;58;62;1018,2;0;13,8;0,6;Muy bueno / Oso ona
29/12/2024;11:00;4;16;11;Muy bueno / Oso ona;35;35;Muy bueno / Oso ona;28;18,13;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;5;Muy bueno / Oso ona;112;71;1018,7;0;11,7;0,91;Muy bueno / Oso ona
29/12/2024;10:00;5;21;14;Muy bueno / Oso ona;27;27;Muy bueno / Oso ona;27;18,75;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;130;78;1018,6;0;9,8;1,27;Muy bueno / Oso ona
29/12/2024;09:00;3;16;12;Muy bueno / Oso ona;28;28;Muy bueno / Oso ona;25;19,38;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;5;Muy bueno / Oso ona;142;84;1018,3;0;8,2;0,97;Muy bueno / Oso ona
29/12/2024;08:00;1;13;11;Muy bueno / Oso ona;28;28;Muy bueno / Oso ona;25;19,71;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;5;Muy bueno / Oso ona;160;87;1018;0;7,6;1,38;Muy bueno / Oso ona
29/12/2024;07:00;1;12;10;Muy bueno / Oso ona;28;28;Muy bueno / Oso ona;24;19,58;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;5;Muy bueno / Oso ona;163;87;1017,7;0;8;1,29;Muy bueno / Oso ona
29/12/2024;06:00;1;12;10;Muy bueno / Oso ona;29;29;Muy bueno / Oso ona;23;19,33;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;5;Muy bueno / Oso ona;159;86;1017,5;0;8,3;1,06;Muy bueno / Oso ona
29/12/2024;05:00;1;13;11;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;21;19,13;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;163;87;1017,5;0;8,3;1,27;Muy bueno / Oso ona
29/12/2024;04:00;1;14;12;Muy bueno / Oso ona;22;22;Muy bueno / Oso ona;19;18,88;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;152;87;1017,6;0;8,3;1,12;Muy bueno / Oso ona
29/12/2024;03:00;1;15;13;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;17;18,46;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;5;Muy bueno / Oso ona;142;87;1017,8;0;8,2;1,21;Muy bueno / Oso ona
29/12/2024;02:00;1;18;16;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;17;17,42;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;155;87;1017,7;0;8,2;1,14;Muy bueno / Oso ona
29/12/2024;01:00;1;14;12;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;21;16,79;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;5;Muy bueno / Oso ona;183;87;1018;0;8,2;1,24;Muy bueno / Oso ona
28/12/2024;24:00;1;18;15;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;24;16,08;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;5;Muy bueno / Oso ona;186;86;1018,3;0;8,4;1,02;Muy bueno / Oso ona
28/12/2024;23:00;2;22;20;Muy bueno / Oso ona;22;22;Muy bueno / Oso ona;28;15,75;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;183;86;1018,4;0;8,7;0,86;Muy bueno / Oso ona
28/12/2024;22:00;4;32;27;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;33;15;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;5;Muy bueno / Oso ona;153;87;1018,4;0;8,8;1,34;Muy bueno / Oso ona
28/12/2024;21:00;12;58;41;Bueno / Ona;8;8;Muy bueno / Oso ona;38;14,13;Muy bueno / Oso ona;6;Muy bueno / Oso ona;5;Muy bueno / Oso ona;156;87;1018,6;0;8,7;1,06;Bueno / Ona
28/12/2024;20:00;24;86;50;Bueno / Ona;4;4;Muy bueno / Oso ona;43;12,25;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;5;Muy bueno / Oso ona;144;88;1018,4;0;8,6;0,58;Bueno / Ona
28/12/2024;19:00;14;55;34;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;49;10,88;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;173;83;1017,8;0;9,7;0,51;Muy bueno / Oso ona
28/12/2024;18:00;1;17;15;Muy bueno / Oso ona;47;47;Muy bueno / Oso ona;48;10,96;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;5;Muy bueno / Oso ona;273;78;1017,4;0;10,8;0,48;Muy bueno / Oso ona
28/12/2024;17:00;1;11;9;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;44;11,29;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;5;Muy bueno / Oso ona;307;75;1017;0;11,6;0,78;Muy bueno / Oso ona
28/12/2024;16:00;1;7;5;Muy bueno / Oso ona;55;55;Muy bueno / Oso ona;40;11,63;Muy bueno / Oso ona;6;Muy bueno / Oso ona;5;Muy bueno / Oso ona;306;71;1016,8;0;12,6;0,89;Muy bueno / Oso ona
28/12/2024;15:00;1;7;5;Muy bueno / Oso ona;56;56;Muy bueno / Oso ona;38;12,33;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;338;72;1016,6;0;12,9;1,52;Muy bueno / Oso ona
28/12/2024;14:00;1;8;6;Muy bueno / Oso ona;55;55;Muy bueno / Oso ona;36;12,88;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;331;70;1016,6;0;13,5;1,16;Muy bueno / Oso ona
28/12/2024;13:00;2;10;8;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;34;13,33;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;5;Muy bueno / Oso ona;310;68;1016,9;0;13,6;0,84;Muy bueno / Oso ona
28/12/2024;12:00;4;18;12;Muy bueno / Oso ona;48;48;Muy bueno / Oso ona;34;13,38;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;5;Muy bueno / Oso ona;294;64;1017,6;0;13,4;1,25;Muy bueno / Oso ona
28/12/2024;11:00;18;63;36;Muy bueno / Oso ona;20;20;Muy bueno / Oso ona;34;13,25;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;6;Muy bueno / Oso ona;65;60;1017,8;0;12,6;0,26;Muy bueno / Oso ona
28/12/2024;10:00;16;60;36;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;36;12,63;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;5;Muy bueno / Oso ona;104;69;1017,6;0;9,9;0,84;Muy bueno / Oso ona
28/12/2024;09:00;10;49;34;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;42;11,83;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;5;Muy bueno / Oso ona;91;73;1017;0;7,8;0,6;Muy bueno / Oso ona
28/12/2024;08:00;1;21;19;Muy bueno / Oso ona;36;36;Muy bueno / Oso ona;48;11,38;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;5;Muy bueno / Oso ona;121;74;1016,7;0;7,1;0,51;Muy bueno / Oso ona
28/12/2024;07:00;1;16;14;Muy bueno / Oso ona;41;41;Muy bueno / Oso ona;50;11,33;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;5;Muy bueno / Oso ona;133;71;1016,4;0;7,5;0,96;Muy bueno / Oso ona
28/12/2024;06:00;1;14;12;Muy bueno / Oso ona;43;43;Muy bueno / Oso ona;51;11,38;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;5;Muy bueno / Oso ona;128;69;1016,2;0;7,7;1,14;Muy bueno / Oso ona
28/12/2024;05:00;1;16;14;Muy bueno / Oso ona;47;47;Muy bueno / Oso ona;53;11,42;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;5;Muy bueno / Oso ona;148;65;1016,2;0;8,5;1,13;Muy bueno / Oso ona
28/12/2024;04:00;1;15;13;Muy bueno / Oso ona;50;50;Muy bueno / Oso ona;51;11,58;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;5;Muy bueno / Oso ona;131;61;1016,1;0;9,2;0,91;Muy bueno / Oso ona
28/12/2024;03:00;1;17;15;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;45;11,92;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;5;Muy bueno / Oso ona;100;53;1016,1;0;10,1;0,52;Muy bueno / Oso ona
28/12/2024;02:00;1;14;12;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;39;12,5;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;5;Muy bueno / Oso ona;205;48;1015,9;0;11,1;0,17;Muy bueno / Oso ona
28/12/2024;01:00;1;19;17;Muy bueno / Oso ona;57;57;Muy bueno / Oso ona;32;13,13;Muy bueno / Oso ona;8;Muy bueno / Oso ona;5;Muy bueno / Oso ona;199;44;1016;0;12,2;0,54;Muy bueno / Oso ona
27/12/2024;24:00;1;28;26;Muy bueno / Oso ona;47;47;Muy bueno / Oso ona;27;13,71;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;6;Muy bueno / Oso ona;104;48;1016,1;0;11,8;0,52;Muy bueno / Oso ona
27/12/2024;23:00;1;21;19;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;23;14,29;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;6;Muy bueno / Oso ona;113;50;1016,2;0;12;0,7;Muy bueno / Oso ona
27/12/2024;22:00;1;14;12;Muy bueno / Oso ona;59;59;Muy bueno / Oso ona;18;14,88;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;5;Muy bueno / Oso ona;165;48;1016,1;0;12,5;1,07;Muy bueno / Oso ona
27/12/2024;21:00;3;37;33;Muy bueno / Oso ona;33;33;Muy bueno / Oso ona;13;15,5;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;6;Muy bueno / Oso ona;184;59;1016,2;0;11,1;0,34;Muy bueno / Oso ona
27/12/2024;20:00;23;92;58;Bueno / Ona;3;3;Muy bueno / Oso ona;10;15,58;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;5;Muy bueno / Oso ona;114;81;1016,1;0;10,8;0,7;Bueno / Ona
27/12/2024;19:00;31;96;48;Bueno / Ona;1;1;Muy bueno / Oso ona;10;15,46;Muy bueno / Oso ona;9,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;103;87;1016;0;11;0,92;Bueno / Ona
27/12/2024;18:00;15;66;43;Bueno / Ona;1;1;Muy bueno / Oso ona;11;15,21;Muy bueno / Oso ona;9,33;Muy bueno / Oso ona;5;Muy bueno / Oso ona;113;84;1015,7;0;11,7;0,54;Bueno / Ona
27/12/2024;17:00;4;35;28;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;11;14,79;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;253;81;1015,4;0;12;0,06;Muy bueno / Oso ona
27/12/2024;16:00;8;34;22;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;10;14,42;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;276;77;1015,1;0;13,3;1,39;Muy bueno / Oso ona
27/12/2024;15:00;17;59;33;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;8;13,96;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;1;69;1015,1;0;15,2;0,5;Muy bueno / Oso ona
27/12/2024;14:00;20;59;28;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;8;13,79;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;5;Muy bueno / Oso ona;47;78;1015,7;0;13,4;0,19;Muy bueno / Oso ona
27/12/2024;13:00;48;105;32;Muy bueno / Oso ona;6;6;Muy bueno / Oso ona;8;13,33;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;5;Muy bueno / Oso ona;7;95;1016,5;0;10,9;0,69;Muy bueno / Oso ona
