Date;Hour  (GMT);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;O3 (µg/m3);OZONO;O3 - ICA;O3 8h (µg/m3);PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);Tº (ºC);V.vien (m/s);ICA Estación
11/07/2024;17:00;1;5;3;Muy bueno / Oso ona;54;54;Muy bueno / Oso ona;58;17,29;Muy bueno / Oso ona;14,29;Bueno / Ona;4;Muy bueno / Oso ona;281;80;1005,9;0;23,2;0,96;Bueno / Ona
11/07/2024;16:00;1;5;3;Muy bueno / Oso ona;60;60;Muy bueno / Oso ona;55;18,38;Muy bueno / Oso ona;15,29;Bueno / Ona;4;Muy bueno / Oso ona;296;82;1005,7;0;23;1,96;Bueno / Ona
11/07/2024;15:00;1;4;2;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;50;18,92;Muy bueno / Oso ona;15,79;Bueno / Ona;4;Muy bueno / Oso ona;300;80;1005,2;0;23,7;2,28;Bueno / Ona
11/07/2024;14:00;1;4;2;Muy bueno / Oso ona;66;66;Muy bueno / Oso ona;43;18,79;Muy bueno / Oso ona;15,63;Bueno / Ona;4;Muy bueno / Oso ona;303;79;1004,8;0;23,9;2,33;Bueno / Ona
11/07/2024;13:00;1;5;3;Muy bueno / Oso ona;58;58;Muy bueno / Oso ona;37;18,67;Muy bueno / Oso ona;15,5;Bueno / Ona;4;Muy bueno / Oso ona;308;80;1004,2;0;24,2;1,65;Bueno / Ona
11/07/2024;12:00;1;5;3;Muy bueno / Oso ona;57;57;Muy bueno / Oso ona;32;18,75;Muy bueno / Oso ona;15,58;Bueno / Ona;4;Muy bueno / Oso ona;301;80;1003,9;0;24;1,15;Bueno / Ona
11/07/2024;11:00;1;6;4;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;28;18,79;Muy bueno / Oso ona;15,58;Bueno / Ona;4;Muy bueno / Oso ona;314;83;1003,7;0;23,6;1,31;Bueno / Ona
11/07/2024;10:00;2;10;8;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;25;19;Muy bueno / Oso ona;15,71;Bueno / Ona;4;Muy bueno / Oso ona;312;83;1003,4;0;23,2;1,37;Bueno / Ona
11/07/2024;09:00;6;28;18;Muy bueno / Oso ona;28;28;Muy bueno / Oso ona;24;18,79;Muy bueno / Oso ona;15,54;Bueno / Ona;4;Muy bueno / Oso ona;323;78;1003,3;0;24;0,34;Bueno / Ona
11/07/2024;08:00;6;29;20;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;28;18,54;Muy bueno / Oso ona;15,29;Bueno / Ona;4;Muy bueno / Oso ona;97;86;1003,3;0;22;0,16;Bueno / Ona
11/07/2024;07:00;6;31;21;Muy bueno / Oso ona;14;14;Muy bueno / Oso ona;31;18,42;Muy bueno / Oso ona;15,25;Bueno / Ona;4;Muy bueno / Oso ona;124;91;1003,5;0;20,6;0,92;Bueno / Ona
11/07/2024;06:00;4;25;20;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;36;18;Muy bueno / Oso ona;14,92;Bueno / Ona;4;Muy bueno / Oso ona;147;93;1003,9;0;20,1;0,53;Bueno / Ona
11/07/2024;05:00;1;13;11;Muy bueno / Oso ona;21;21;Muy bueno / Oso ona;41;17,5;Muy bueno / Oso ona;14,46;Bueno / Ona;4;Muy bueno / Oso ona;200;95;1004,3;0;20;0,46;Bueno / Ona
11/07/2024;04:00;1;9;7;Muy bueno / Oso ona;26;26;Muy bueno / Oso ona;46;17,42;Muy bueno / Oso ona;14,42;Bueno / Ona;4;Muy bueno / Oso ona;201;93;1004,7;0;20,3;0,56;Bueno / Ona
11/07/2024;03:00;1;10;8;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;51;17,25;Muy bueno / Oso ona;14,25;Bueno / Ona;4;Muy bueno / Oso ona;251;93;1005,2;0;20,7;0,37;Bueno / Ona
11/07/2024;02:00;1;10;8;Muy bueno / Oso ona;44;44;Muy bueno / Oso ona;54;16,92;Muy bueno / Oso ona;13,96;Bueno / Ona;4;Muy bueno / Oso ona;181;92;1005,8;0;20,8;0,3;Bueno / Ona
11/07/2024;01:00;1;3;1;Muy bueno / Oso ona;54;54;Muy bueno / Oso ona;57;17;Muy bueno / Oso ona;14,08;Bueno / Ona;4;Muy bueno / Oso ona;317;92;1006,3;0;21,1;0,54;Bueno / Ona
10/07/2024;24:00;1;7;5;Muy bueno / Oso ona;46;46;Muy bueno / Oso ona;59;17,13;Muy bueno / Oso ona;14,17;Bueno / Ona;4;Muy bueno / Oso ona;266;91;1006,5;0;20,9;0,26;Bueno / Ona
10/07/2024;23:00;1;7;5;Muy bueno / Oso ona;46;46;Muy bueno / Oso ona;63;17,42;Muy bueno / Oso ona;14,5;Bueno / Ona;4;Muy bueno / Oso ona;265;91;1006,7;0;21;0,33;Bueno / Ona
10/07/2024;22:00;1;8;6;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;67;17,67;Muy bueno / Oso ona;14,75;Bueno / Ona;4;Muy bueno / Oso ona;281;90;1006,8;0;21;0,64;Bueno / Ona
10/07/2024;21:00;1;8;6;Muy bueno / Oso ona;57;57;Muy bueno / Oso ona;69;17,5;Muy bueno / Oso ona;14,63;Bueno / Ona;4;Muy bueno / Oso ona;295;90;1006,6;0;21,1;0,72;Bueno / Ona
10/07/2024;20:00;1;6;4;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;69;17,13;Muy bueno / Oso ona;14,21;Bueno / Ona;4;Muy bueno / Oso ona;297;86;1006,3;0;22,1;1,11;Bueno / Ona
10/07/2024;19:00;1;5;3;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;69;16,67;Muy bueno / Oso ona;13,71;Bueno / Ona;4;Muy bueno / Oso ona;326;81;1005,8;0;23,2;1,28;Bueno / Ona
10/07/2024;18:00;1;5;3;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;66;16,08;Muy bueno / Oso ona;12,96;Bueno / Ona;4;Muy bueno / Oso ona;327;80;1005,3;0;23,6;1,73;Bueno / Ona
10/07/2024;17:00;1;6;4;Muy bueno / Oso ona;70;70;Muy bueno / Oso ona;62;15,04;Muy bueno / Oso ona;11,63;Bueno / Ona;4;Muy bueno / Oso ona;328;79;1005,1;0;23,9;1,72;Bueno / Ona
10/07/2024;16:00;1;6;4;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;56;13,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;313;78;1005,3;0;23,9;1,63;Muy bueno / Oso ona
10/07/2024;15:00;1;6;4;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;47;12,29;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;320;76;1005,4;0;23,9;1,39;Muy bueno / Oso ona
10/07/2024;14:00;1;7;5;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;38;11,38;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;313;75;1005,3;0;23,9;1,29;Muy bueno / Oso ona
10/07/2024;13:00;1;5;3;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;30;10,63;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;301;79;1005,3;0;23,1;1,23;Muy bueno / Oso ona
10/07/2024;12:00;2;8;5;Muy bueno / Oso ona;60;60;Muy bueno / Oso ona;23;10;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;298;78;1005,3;0;22,7;1,57;Muy bueno / Oso ona
10/07/2024;11:00;2;11;8;Muy bueno / Oso ona;47;47;Muy bueno / Oso ona;16;9,75;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;304;77;1005,4;0;23,1;1,23;Muy bueno / Oso ona
10/07/2024;10:00;6;20;12;Muy bueno / Oso ona;32;32;Muy bueno / Oso ona;11;9,67;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;304;75;1005,2;0;23,2;0,75;Muy bueno / Oso ona
10/07/2024;09:00;10;30;15;Muy bueno / Oso ona;22;22;Muy bueno / Oso ona;7;10;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;122;78;1005,4;0;21,8;0,62;Muy bueno / Oso ona
10/07/2024;08:00;16;42;18;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;5;10,5;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;4;Muy bueno / Oso ona;120;89;1005,6;0;19,8;0,86;Muy bueno / Oso ona
10/07/2024;07:00;18;45;17;Muy bueno / Oso ona;5;5;Muy bueno / Oso ona;5;10,88;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;142;94;1005,4;0;18,4;0,55;Muy bueno / Oso ona
10/07/2024;06:00;11;33;16;Muy bueno / Oso ona;3;3;Muy bueno / Oso ona;6;11,38;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;186;97;1005;0;17,7;0,59;Muy bueno / Oso ona
10/07/2024;05:00;4;25;19;Muy bueno / Oso ona;4;4;Muy bueno / Oso ona;7;11,71;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;228;97;1004,6;0;17,7;0,7;Muy bueno / Oso ona
10/07/2024;04:00;1;16;14;Muy bueno / Oso ona;4;4;Muy bueno / Oso ona;10;11,63;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;137;98;1004,2;0;17,8;0,6;Muy bueno / Oso ona
10/07/2024;03:00;1;15;13;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;13;11,42;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;172;98;1004,6;0,1;18,1;0,32;Muy bueno / Oso ona
10/07/2024;02:00;1;15;13;Muy bueno / Oso ona;3;3;Muy bueno / Oso ona;15;11,46;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;168;97;1004,6;0;18,5;0,36;Muy bueno / Oso ona
10/07/2024;01:00;1;15;12;Muy bueno / Oso ona;7;7;Muy bueno / Oso ona;19;11,71;Muy bueno / Oso ona;7;Muy bueno / Oso ona;4;Muy bueno / Oso ona;172;96;1004,8;0;18,5;0,15;Muy bueno / Oso ona
09/07/2024;24:00;1;13;11;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;23;11,63;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;142;97;1005,2;0,1;18,8;0,43;Muy bueno / Oso ona
09/07/2024;23:00;1;12;10;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;26;11,42;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;170;96;1005,6;0,5;19,2;0,38;Muy bueno / Oso ona
09/07/2024;22:00;2;18;15;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;29;11,33;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;222;95;1005,7;0,1;19,5;0,58;Muy bueno / Oso ona
09/07/2024;21:00;2;11;8;Muy bueno / Oso ona;22;22;Muy bueno / Oso ona;32;11,58;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;263;93;1005,2;0;19,3;0,24;Muy bueno / Oso ona
09/07/2024;20:00;1;7;5;Muy bueno / Oso ona;27;27;Muy bueno / Oso ona;35;11,96;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;297;93;1004,8;0;19,7;0,51;Muy bueno / Oso ona
09/07/2024;19:00;1;7;5;Muy bueno / Oso ona;31;31;Muy bueno / Oso ona;38;12,42;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;291;90;1004,9;0;20,3;0,83;Muy bueno / Oso ona
09/07/2024;18:00;1;7;5;Muy bueno / Oso ona;35;35;Muy bueno / Oso ona;41;13,13;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;302;85;1003,9;0;20,8;1,34;Muy bueno / Oso ona
09/07/2024;17:00;1;10;8;Muy bueno / Oso ona;34;34;Muy bueno / Oso ona;42;13,96;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;316;78;1003,1;0;21,9;0,57;Muy bueno / Oso ona
09/07/2024;16:00;1;5;3;Muy bueno / Oso ona;36;36;Muy bueno / Oso ona;43;15;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;313;82;1003;0;21,7;0,5;Muy bueno / Oso ona
09/07/2024;15:00;1;5;3;Muy bueno / Oso ona;37;37;Muy bueno / Oso ona;42;16;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;307;84;1002,7;0;21,5;0,92;Muy bueno / Oso ona
09/07/2024;14:00;1;5;3;Muy bueno / Oso ona;36;36;Muy bueno / Oso ona;38;17,08;Muy bueno / Oso ona;11,96;Bueno / Ona;4;Muy bueno / Oso ona;311;87;1002,4;0;21,3;1,01;Bueno / Ona
09/07/2024;13:00;1;5;3;Muy bueno / Oso ona;46;46;Muy bueno / Oso ona;37;18;Muy bueno / Oso ona;12,83;Bueno / Ona;3;Muy bueno / Oso ona;312;86;1002,2;0;21,5;1,34;Bueno / Ona
09/07/2024;12:00;1;6;4;Muy bueno / Oso ona;51;51;Muy bueno / Oso ona;35;18,42;Muy bueno / Oso ona;13,25;Bueno / Ona;4;Muy bueno / Oso ona;307;83;1001,9;0;22,3;1,56;Bueno / Ona
09/07/2024;11:00;1;8;5;Muy bueno / Oso ona;50;50;Muy bueno / Oso ona;35;18,88;Muy bueno / Oso ona;13,46;Bueno / Ona;3;Muy bueno / Oso ona;304;80;1001,7;0;23,1;1,38;Bueno / Ona
09/07/2024;10:00;3;18;13;Muy bueno / Oso ona;42;42;Muy bueno / Oso ona;33;19,08;Muy bueno / Oso ona;13,54;Bueno / Ona;3;Muy bueno / Oso ona;312;77;1001,2;0;23,7;1,58;Bueno / Ona
09/07/2024;09:00;5;26;19;Muy bueno / Oso ona;44;44;Muy bueno / Oso ona;36;19,13;Muy bueno / Oso ona;13,54;Bueno / Ona;4;Muy bueno / Oso ona;197;65;1000,6;0;25,6;0,53;Bueno / Ona
09/07/2024;08:00;11;41;24;Muy bueno / Oso ona;26;26;Muy bueno / Oso ona;38;19,04;Muy bueno / Oso ona;13,33;Bueno / Ona;4;Muy bueno / Oso ona;189;76;999,8;0;22,7;0,31;Bueno / Ona
09/07/2024;07:00;14;52;32;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;41;18,92;Muy bueno / Oso ona;13,17;Bueno / Ona;4;Muy bueno / Oso ona;215;91;999,2;0;19,3;0,39;Bueno / Ona
09/07/2024;06:00;2;25;22;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;47;18,5;Muy bueno / Oso ona;12,71;Bueno / Ona;4;Muy bueno / Oso ona;170;93;998,8;0;18,6;0,1;Bueno / Ona
09/07/2024;05:00;1;12;10;Muy bueno / Oso ona;33;33;Muy bueno / Oso ona;51;18,38;Muy bueno / Oso ona;12,63;Bueno / Ona;3;Muy bueno / Oso ona;140;93;998,8;0;18,6;0,39;Bueno / Ona
09/07/2024;04:00;1;5;3;Muy bueno / Oso ona;54;54;Muy bueno / Oso ona;55;18,29;Muy bueno / Oso ona;12,54;Bueno / Ona;4;Muy bueno / Oso ona;247;90;998,7;0;19;0,06;Bueno / Ona
09/07/2024;03:00;1;4;2;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;57;18,17;Muy bueno / Oso ona;12,46;Bueno / Ona;3;Muy bueno / Oso ona;222;90;999,1;0;19;0,27;Bueno / Ona
09/07/2024;02:00;1;3;1;Muy bueno / Oso ona;60;60;Muy bueno / Oso ona;60;17,83;Muy bueno / Oso ona;12,17;Bueno / Ona;4;Muy bueno / Oso ona;252;91;999,2;0;19,4;0,44;Bueno / Ona
09/07/2024;01:00;1;4;2;Muy bueno / Oso ona;58;58;Muy bueno / Oso ona;62;17,58;Muy bueno / Oso ona;11,92;Bueno / Ona;4;Muy bueno / Oso ona;255;93;999;0;19,5;0,3;Bueno / Ona
08/07/2024;24:00;1;8;6;Muy bueno / Oso ona;48;48;Muy bueno / Oso ona;65;17,58;Muy bueno / Oso ona;11,88;Bueno / Ona;4;Muy bueno / Oso ona;271;94;998,6;0;19,7;0,56;Bueno / Ona
08/07/2024;23:00;1;10;8;Muy bueno / Oso ona;53;53;Muy bueno / Oso ona;69;17,79;Muy bueno / Oso ona;12,04;Bueno / Ona;4;Muy bueno / Oso ona;256;92;998,4;0;20,2;0,58;Bueno / Ona
08/07/2024;22:00;1;16;14;Muy bueno / Oso ona;50;50;Muy bueno / Oso ona;73;17,75;Muy bueno / Oso ona;12,04;Bueno / Ona;4;Muy bueno / Oso ona;249;90;998,7;0;20,7;0,49;Bueno / Ona
08/07/2024;21:00;1;12;10;Muy bueno / Oso ona;59;59;Muy bueno / Oso ona;77;17,67;Muy bueno / Oso ona;12;Bueno / Ona;3;Muy bueno / Oso ona;212;87;998,6;0;21;0,3;Bueno / Ona
08/07/2024;20:00;1;5;3;Muy bueno / Oso ona;72;72;Muy bueno / Oso ona;79;17,54;Muy bueno / Oso ona;11,92;Bueno / Ona;4;Muy bueno / Oso ona;301;83;998,5;0;22,2;0,9;Bueno / Ona
08/07/2024;19:00;1;4;2;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;78;17,17;Muy bueno / Oso ona;11,54;Bueno / Ona;3;Muy bueno / Oso ona;313;80;998,7;0;23,3;1,31;Bueno / Ona
08/07/2024;18:00;1;5;3;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;74;16,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;316;76;998,6;0;24;1,21;Muy bueno / Oso ona
08/07/2024;17:00;1;6;4;Muy bueno / Oso ona;84;84;Bueno / Ona;68;15,29;Muy bueno / Oso ona;9,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;327;75;998,8;0;24,2;1,79;Bueno / Ona
08/07/2024;16:00;1;10;8;Muy bueno / Oso ona;81;81;Bueno / Ona;61;14,04;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;311;66;998,8;0;26;1,3;Bueno / Ona
08/07/2024;15:00;1;6;4;Muy bueno / Oso ona;81;81;Bueno / Ona;52;13;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;325;67;999,5;0;25;1,54;Bueno / Ona
08/07/2024;14:00;1;7;5;Muy bueno / Oso ona;86;86;Bueno / Ona;43;12;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;311;69;1000;0;24,8;2,04;Bueno / Ona
08/07/2024;13:00;1;10;8;Muy bueno / Oso ona;72;72;Muy bueno / Oso ona;33;10,96;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;307;55;1000,2;0;27,8;0,49;Muy bueno / Oso ona
08/07/2024;12:00;2;13;10;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;25;10,46;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;9;56;1000,4;0;27,2;0,3;Muy bueno / Oso ona
08/07/2024;11:00;6;30;21;Muy bueno / Oso ona;44;44;Muy bueno / Oso ona;19;9,83;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;40;57;1000,6;0;26,1;0,33;Muy bueno / Oso ona
08/07/2024;10:00;8;36;24;Muy bueno / Oso ona;33;33;Muy bueno / Oso ona;16;9,38;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;91;60;1000,9;0;24,3;0,56;Muy bueno / Oso ona
08/07/2024;09:00;11;42;26;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;14;8,71;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;31;63;1001,1;0;22,8;0,17;Muy bueno / Oso ona
08/07/2024;08:00;16;47;22;Muy bueno / Oso ona;13;13;Muy bueno / Oso ona;14;8,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;4;Muy bueno / Oso ona;102;72;1001,4;0;20,1;0,6;Muy bueno / Oso ona
08/07/2024;07:00;15;43;20;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;16;7,92;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;110;80;1001,3;0;17;0,82;Muy bueno / Oso ona
08/07/2024;06:00;8;30;18;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;20;8;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;120;90;1001,4;0;14,6;0,74;Muy bueno / Oso ona
08/07/2024;05:00;2;21;19;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;25;8;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;125;93;1001,6;0;13,7;0,85;Muy bueno / Oso ona
08/07/2024;04:00;1;15;13;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;32;8,04;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;154;92;1001,6;0;13,8;0,32;Muy bueno / Oso ona
08/07/2024;03:00;1;13;11;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;38;8,17;Muy bueno / Oso ona;2,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;142;92;1001,8;0;14,1;0,52;Muy bueno / Oso ona
08/07/2024;02:00;1;14;12;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;41;8,17;Muy bueno / Oso ona;2,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;158;92;1002,4;0;14,2;0,66;Muy bueno / Oso ona
08/07/2024;01:00;1;13;11;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;47;8,08;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;152;90;1003,1;0;14,5;0,55;Muy bueno / Oso ona
07/07/2024;24:00;1;15;13;Muy bueno / Oso ona;28;28;Muy bueno / Oso ona;52;8,29;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;172;87;1003,5;0;15,2;0,63;Muy bueno / Oso ona
07/07/2024;23:00;1;13;11;Muy bueno / Oso ona;36;36;Muy bueno / Oso ona;57;8,08;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;210;84;1003,8;0;16;1,6;Muy bueno / Oso ona
07/07/2024;22:00;1;13;11;Muy bueno / Oso ona;47;47;Muy bueno / Oso ona;60;8,21;Muy bueno / Oso ona;2,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;183;77;1004,1;0;17;0,44;Muy bueno / Oso ona
07/07/2024;21:00;1;10;8;Muy bueno / Oso ona;54;54;Muy bueno / Oso ona;63;8,21;Muy bueno / Oso ona;2,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;72;74;1004;0;17,4;0,3;Muy bueno / Oso ona
07/07/2024;20:00;1;8;6;Muy bueno / Oso ona;56;56;Muy bueno / Oso ona;63;8,21;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;49;68;1003,6;0;19;0,28;Muy bueno / Oso ona
07/07/2024;19:00;1;4;2;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;63;8,13;Muy bueno / Oso ona;2,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;2;60;1003,7;0;20,6;0,25;Muy bueno / Oso ona
07/07/2024;18:00;1;3;1;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;63;8,25;Muy bueno / Oso ona;2,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;330;62;1003,7;0;20,3;1,38;Muy bueno / Oso ona
07/07/2024;17:00;1;3;1;Muy bueno / Oso ona;68;68;Muy bueno / Oso ona;61;8,04;Muy bueno / Oso ona;2,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;330;61;1003,7;0;20,5;1,24;Muy bueno / Oso ona
07/07/2024;16:00;1;4;2;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;57;8;Muy bueno / Oso ona;2,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;326;59;1003,7;0;20,8;1,42;Muy bueno / Oso ona
07/07/2024;15:00;1;3;1;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;52;7,75;Muy bueno / Oso ona;2,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;331;57;1004;0;21;1,03;Muy bueno / Oso ona
07/07/2024;14:00;1;3;1;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;46;7,46;Muy bueno / Oso ona;1,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;331;59;1004,1;0;20,6;1,48;Muy bueno / Oso ona
07/07/2024;13:00;1;4;2;Muy bueno / Oso ona;60;60;Muy bueno / Oso ona;40;7,25;Muy bueno / Oso ona;1,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;330;58;1004,2;0;20,6;1,24;Muy bueno / Oso ona
07/07/2024;12:00;1;5;3;Muy bueno / Oso ona;57;57;Muy bueno / Oso ona;35;7,13;Muy bueno / Oso ona;1,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;340;54;1004,3;0;21,8;0,55;Muy bueno / Oso ona
07/07/2024;11:00;1;4;2;Muy bueno / Oso ona;56;56;Muy bueno / Oso ona;30;7,13;Muy bueno / Oso ona;2,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;330;59;1004,4;0;20,4;0,74;Muy bueno / Oso ona
07/07/2024;10:00;1;7;5;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;26;7;Muy bueno / Oso ona;2,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;311;63;1004,3;0;19,4;0,97;Muy bueno / Oso ona
07/07/2024;09:00;2;11;8;Muy bueno / Oso ona;38;38;Muy bueno / Oso ona;21;7;Muy bueno / Oso ona;2,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;103;71;1004,4;0;18,2;0,67;Muy bueno / Oso ona
07/07/2024;08:00;3;14;10;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;20;7,08;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;142;83;1004,6;0;16,4;0,42;Muy bueno / Oso ona
07/07/2024;07:00;2;14;11;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;20;7;Muy bueno / Oso ona;2,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;161;89;1004,4;0;15;0,51;Muy bueno / Oso ona
07/07/2024;06:00;1;14;11;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;21;7,13;Muy bueno / Oso ona;2,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;157;93;1004,3;0;14,3;0,47;Muy bueno / Oso ona
07/07/2024;05:00;1;13;11;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;23;7,08;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;126;94;1004,3;0;14;0,83;Muy bueno / Oso ona
07/07/2024;04:00;1;10;8;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;25;6,92;Muy bueno / Oso ona;2,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;130;95;1004,5;0;14;0,83;Muy bueno / Oso ona
