Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;ICA Estación
31/12/2024;24:00;0,53;0,56;23;69;34;Muy bueno / Oso ona;22,78;Bueno / Ona;13,13;Bueno / Ona;Bueno / Ona
31/12/2024;23:00;0,41;0,55;6;36;28;Muy bueno / Oso ona;22,67;Bueno / Ona;12,13;Bueno / Ona;Bueno / Ona
31/12/2024;22:00;0,44;0,55;12;52;33;Muy bueno / Oso ona;23,25;Bueno / Ona;12,17;Bueno / Ona;Bueno / Ona
31/12/2024;21:00;0,72;0,54;30;83;37;Muy bueno / Oso ona;23,63;Bueno / Ona;12,17;Bueno / Ona;Bueno / Ona
31/12/2024;20:00;0,6;0,49;43;102;35;Muy bueno / Oso ona;24;Bueno / Ona;12,17;Bueno / Ona;Bueno / Ona
31/12/2024;19:00;0,54;0,47;28;79;36;Muy bueno / Oso ona;23,92;Bueno / Ona;12,13;Bueno / Ona;Bueno / Ona
31/12/2024;18:00;0,6;0,45;37;89;32;Muy bueno / Oso ona;23,92;Bueno / Ona;12,13;Bueno / Ona;Bueno / Ona
31/12/2024;17:00;0,64;0,43;56;123;38;Muy bueno / Oso ona;23,88;Bueno / Ona;12,13;Bueno / Ona;Bueno / Ona
31/12/2024;16:00;0,45;0,39;20;56;26;Muy bueno / Oso ona;23,63;Bueno / Ona;11,92;Bueno / Ona;Bueno / Ona
31/12/2024;15:00;0,41;0,37;21;55;23;Muy bueno / Oso ona;24,08;Bueno / Ona;12,08;Bueno / Ona;Bueno / Ona
31/12/2024;14:00;0,33;0,36;9;27;13;Muy bueno / Oso ona;24,92;Bueno / Ona;12,17;Bueno / Ona;Bueno / Ona
31/12/2024;13:00;0,35;0,35;18;48;21;Muy bueno / Oso ona;25,25;Bueno / Ona;11,96;Bueno / Ona;Bueno / Ona
31/12/2024;12:00;0,41;0,34;24;66;29;Muy bueno / Oso ona;25,13;Bueno / Ona;11,83;Bueno / Ona;Bueno / Ona
31/12/2024;11:00;0,44;0,32;27;71;30;Muy bueno / Oso ona;25,13;Bueno / Ona;11,92;Bueno / Ona;Bueno / Ona
31/12/2024;10:00;0,43;0,29;41;95;32;Muy bueno / Oso ona;25,13;Bueno / Ona;11,88;Bueno / Ona;Bueno / Ona
31/12/2024;09:00;0,34;0,27;23;66;31;Muy bueno / Oso ona;25;Bueno / Ona;11,75;Bueno / Ona;Bueno / Ona
31/12/2024;08:00;0,28;0,27;18;56;29;Muy bueno / Oso ona;24,75;Bueno / Ona;11,58;Bueno / Ona;Bueno / Ona
31/12/2024;07:00;0,28;0,28;22;61;27;Muy bueno / Oso ona;24,71;Bueno / Ona;11,67;Bueno / Ona;Bueno / Ona
31/12/2024;06:00;0,27;0,3;14;46;25;Muy bueno / Oso ona;24,54;Bueno / Ona;11,71;Bueno / Ona;Bueno / Ona
31/12/2024;05:00;0,3;0,33;15;48;25;Muy bueno / Oso ona;24,46;Bueno / Ona;11,75;Bueno / Ona;Bueno / Ona
31/12/2024;04:00;0,23;0,4;2;23;20;Muy bueno / Oso ona;24,25;Bueno / Ona;11,63;Bueno / Ona;Bueno / Ona
31/12/2024;03:00;0,24;0,47;2;26;23;Muy bueno / Oso ona;24,08;Bueno / Ona;11,67;Bueno / Ona;Bueno / Ona
31/12/2024;02:00;0,26;0,51;5;34;26;Muy bueno / Oso ona;24,04;Bueno / Ona;11,33;Bueno / Ona;Bueno / Ona
31/12/2024;01:00;0,29;0,55;5;36;28;Muy bueno / Oso ona;23,67;Bueno / Ona;11,25;Bueno / Ona;Bueno / Ona
30/12/2024;24:00;0,41;0,6;11;48;32;Muy bueno / Oso ona;23,71;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
30/12/2024;23:00;0,45;0,59;20;63;32;Muy bueno / Oso ona;24,42;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
30/12/2024;22:00;0,47;0,59;15;56;33;Muy bueno / Oso ona;24,63;Bueno / Ona;11,04;Bueno / Ona;Bueno / Ona
30/12/2024;21:00;0,82;0,58;86;174;43;Bueno / Ona;24,46;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
30/12/2024;20:00;0,8;0,52;92;176;34;Muy bueno / Oso ona;24,54;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
30/12/2024;19:00;0,57;0,46;47;111;39;Muy bueno / Oso ona;24,58;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
30/12/2024;18:00;0,62;0,43;40;102;41;Bueno / Ona;24,79;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
30/12/2024;17:00;0,65;0,38;64;139;41;Bueno / Ona;24,25;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
30/12/2024;16:00;0,35;0,34;19;48;20;Muy bueno / Oso ona;23,75;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
30/12/2024;15:00;0,42;0,33;33;78;29;Muy bueno / Oso ona;23;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
30/12/2024;14:00;0,4;0,31;35;86;32;Muy bueno / Oso ona;22;Bueno / Ona;9,88;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;13:00;0,39;0,29;33;81;31;Muy bueno / Oso ona;22,04;Bueno / Ona;9,79;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;12:00;0,33;0,27;22;63;29;Muy bueno / Oso ona;22,13;Bueno / Ona;10;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;11:00;0,28;0,25;18;56;30;Muy bueno / Oso ona;22,08;Bueno / Ona;9,92;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;10:00;0,27;0,25;14;48;28;Muy bueno / Oso ona;22,08;Bueno / Ona;9,92;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;09:00;0,3;0,24;20;63;32;Muy bueno / Oso ona;22,13;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
30/12/2024;08:00;0,27;0,24;8;39;27;Muy bueno / Oso ona;22,83;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
30/12/2024;07:00;0,23;0,25;7;35;23;Muy bueno / Oso ona;23,54;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
30/12/2024;06:00;0,23;0,29;5;29;21;Muy bueno / Oso ona;24,13;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
30/12/2024;05:00;0,23;0,33;1;20;17;Muy bueno / Oso ona;24,75;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
30/12/2024;04:00;0,22;0,37;1;17;15;Muy bueno / Oso ona;25,5;Bueno / Ona;11,17;Bueno / Ona;Bueno / Ona
30/12/2024;03:00;0,23;0,44;1;18;16;Muy bueno / Oso ona;25,88;Bueno / Ona;11,25;Bueno / Ona;Bueno / Ona
30/12/2024;02:00;0,24;0,48;1;19;17;Muy bueno / Oso ona;26;Bueno / Ona;11,25;Bueno / Ona;Bueno / Ona
30/12/2024;01:00;0,25;0,55;2;25;22;Muy bueno / Oso ona;26,54;Bueno / Ona;11,21;Bueno / Ona;Bueno / Ona
29/12/2024;24:00;0,39;0,61;12;47;30;Muy bueno / Oso ona;26,71;Bueno / Ona;11,38;Bueno / Ona;Bueno / Ona
29/12/2024;23:00;0,53;0,59;20;62;32;Muy bueno / Oso ona;26,42;Bueno / Ona;11,29;Bueno / Ona;Bueno / Ona
29/12/2024;22:00;0,54;0,55;22;69;36;Muy bueno / Oso ona;26,29;Bueno / Ona;11,13;Bueno / Ona;Bueno / Ona
29/12/2024;21:00;0,55;0,51;30;86;41;Bueno / Ona;26,29;Bueno / Ona;11,17;Bueno / Ona;Bueno / Ona
29/12/2024;20:00;0,79;0,48;70;158;50;Bueno / Ona;26,25;Bueno / Ona;11,29;Bueno / Ona;Bueno / Ona
29/12/2024;19:00;0,61;0,42;46;117;47;Bueno / Ona;26,04;Bueno / Ona;11,42;Bueno / Ona;Bueno / Ona
29/12/2024;18:00;0,74;0,38;87;195;62;Bueno / Ona;25,75;Bueno / Ona;11,17;Bueno / Ona;Bueno / Ona
29/12/2024;17:00;0,78;0,32;74;168;56;Bueno / Ona;26,08;Bueno / Ona;11,38;Bueno / Ona;Bueno / Ona
29/12/2024;16:00;0,2;0,28;2;11;8;Muy bueno / Oso ona;26,13;Bueno / Ona;11,54;Bueno / Ona;Bueno / Ona
29/12/2024;15:00;0,2;0,31;1;10;8;Muy bueno / Oso ona;25,75;Bueno / Ona;11,38;Bueno / Ona;Bueno / Ona
29/12/2024;14:00;0,19;0,33;3;11;6;Muy bueno / Oso ona;25,54;Bueno / Ona;11,38;Bueno / Ona;Bueno / Ona
29/12/2024;13:00;0,3;0,35;12;38;19;Muy bueno / Oso ona;25,63;Bueno / Ona;11,5;Bueno / Ona;Bueno / Ona
29/12/2024;12:00;0,34;0,34;14;45;23;Muy bueno / Oso ona;26,83;Bueno / Ona;11,67;Bueno / Ona;Bueno / Ona
29/12/2024;11:00;0,26;0,33;10;35;21;Muy bueno / Oso ona;27,17;Bueno / Ona;11,83;Bueno / Ona;Bueno / Ona
29/12/2024;10:00;0,27;0,32;19;54;25;Muy bueno / Oso ona;27,17;Bueno / Ona;11,83;Bueno / Ona;Bueno / Ona
29/12/2024;09:00;0,48;0,32;56;111;26;Muy bueno / Oso ona;27,33;Bueno / Ona;11,71;Bueno / Ona;Bueno / Ona
29/12/2024;08:00;0,43;0,3;38;87;30;Muy bueno / Oso ona;27;Bueno / Ona;11,42;Bueno / Ona;Bueno / Ona
29/12/2024;07:00;0,39;0,3;31;76;29;Muy bueno / Oso ona;26,29;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
29/12/2024;06:00;0,3;0,31;12;45;26;Muy bueno / Oso ona;25,46;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
29/12/2024;05:00;0,25;0,33;6;35;25;Muy bueno / Oso ona;24,75;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
29/12/2024;04:00;0,22;0,4;1;23;20;Muy bueno / Oso ona;24,25;Bueno / Ona;9,96;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;03:00;0,22;0,46;9;42;29;Muy bueno / Oso ona;24,08;Bueno / Ona;9,92;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;02:00;0,26;0,51;4;32;25;Muy bueno / Oso ona;24,08;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
29/12/2024;01:00;0,33;0,55;10;47;32;Muy bueno / Oso ona;23,88;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
28/12/2024;24:00;0,43;0,61;9;42;28;Muy bueno / Oso ona;23,58;Bueno / Ona;11;Bueno / Ona;Bueno / Ona
28/12/2024;23:00;0,44;0,59;19;67;38;Muy bueno / Oso ona;23,79;Bueno / Ona;11,33;Bueno / Ona;Bueno / Ona
28/12/2024;22:00;0,52;0,57;33;93;42;Bueno / Ona;24,25;Bueno / Ona;11,67;Bueno / Ona;Bueno / Ona
28/12/2024;21:00;0,74;0,54;65;145;46;Bueno / Ona;24,46;Bueno / Ona;11,75;Bueno / Ona;Bueno / Ona
28/12/2024;20:00;0,72;0,5;64;144;46;Bueno / Ona;24,29;Bueno / Ona;11,58;Bueno / Ona;Bueno / Ona
28/12/2024;19:00;0,67;0,45;55;133;49;Bueno / Ona;24,33;Bueno / Ona;11,42;Bueno / Ona;Bueno / Ona
28/12/2024;18:00;0,56;0,44;34;89;38;Muy bueno / Oso ona;24,42;Bueno / Ona;11,67;Bueno / Ona;Bueno / Ona
28/12/2024;17:00;0,77;0,44;97;209;61;Bueno / Ona;25,46;Bueno / Ona;11,71;Bueno / Ona;Bueno / Ona
28/12/2024;16:00;0,32;0,39;19;58;29;Muy bueno / Oso ona;27,5;Bueno / Ona;12;Bueno / Ona;Bueno / Ona
28/12/2024;15:00;0,25;0,4;11;36;19;Muy bueno / Oso ona;29,5;Bueno / Ona;12,38;Bueno / Ona;Bueno / Ona
28/12/2024;14:00;0,32;0,4;14;42;21;Muy bueno / Oso ona;30,29;Bueno / Ona;12,46;Bueno / Ona;Bueno / Ona
28/12/2024;13:00;0,35;0,4;23;62;26;Muy bueno / Oso ona;29,71;Bueno / Ona;12,04;Bueno / Ona;Bueno / Ona
28/12/2024;12:00;0,36;0,39;19;53;24;Muy bueno / Oso ona;28,63;Bueno / Ona;11,63;Bueno / Ona;Bueno / Ona
28/12/2024;11:00;0,61;0,39;85;185;55;Bueno / Ona;28,71;Bueno / Ona;11,58;Bueno / Ona;Bueno / Ona
28/12/2024;10:00;0,52;0,37;59;135;44;Bueno / Ona;29;Bueno / Ona;11,71;Bueno / Ona;Bueno / Ona
28/12/2024;09:00;0,4;0,38;39;97;37;Muy bueno / Oso ona;29;Bueno / Ona;11,88;Bueno / Ona;Bueno / Ona
28/12/2024;08:00;0,35;0,42;31;82;35;Muy bueno / Oso ona;28,54;Bueno / Ona;11,75;Bueno / Ona;Bueno / Ona
28/12/2024;07:00;0,29;0,45;19;61;32;Muy bueno / Oso ona;28,38;Bueno / Ona;11,83;Bueno / Ona;Bueno / Ona
28/12/2024;06:00;0,3;0,51;13;49;29;Muy bueno / Oso ona;28,33;Bueno / Ona;11,92;Bueno / Ona;Bueno / Ona
28/12/2024;05:00;0,31;0,59;12;45;27;Muy bueno / Oso ona;28,29;Bueno / Ona;11,96;Bueno / Ona;Bueno / Ona
28/12/2024;04:00;0,36;0,65;26;67;27;Muy bueno / Oso ona;27,88;Bueno / Ona;11,83;Bueno / Ona;Bueno / Ona
28/12/2024;03:00;0,46;0,7;44;95;28;Muy bueno / Oso ona;27,63;Bueno / Ona;11,58;Bueno / Ona;Bueno / Ona
28/12/2024;02:00;0,56;0,71;65;128;29;Muy bueno / Oso ona;27,42;Bueno / Ona;11,29;Bueno / Ona;Bueno / Ona
28/12/2024;01:00;0,69;0,73;74;145;31;Muy bueno / Oso ona;27,21;Bueno / Ona;11,13;Bueno / Ona;Bueno / Ona
27/12/2024;24:00;0,65;0,76;76;150;34;Muy bueno / Oso ona;26,58;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
27/12/2024;23:00;0,76;0,74;89;175;39;Muy bueno / Oso ona;25,29;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
27/12/2024;22:00;0,9;0,7;117;222;42;Bueno / Ona;24,17;Bueno / Ona;9,79;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;21:00;0,8;0,65;88;175;41;Bueno / Ona;23,42;Bueno / Ona;9,33;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;20:00;0,76;0,62;91;185;46;Bueno / Ona;23,04;Bueno / Ona;9,33;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;19:00;0,55;0,58;45;104;35;Muy bueno / Oso ona;22,75;Bueno / Ona;9,13;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;18:00;0,71;0,58;79;160;39;Muy bueno / Oso ona;22,13;Bueno / Ona;8,83;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;17:00;0,9;0,55;110;217;49;Bueno / Ona;19,88;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;16:00;0,49;0,48;47;111;38;Muy bueno / Oso ona;17,13;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;15:00;0,49;0,46;48;105;32;Muy bueno / Oso ona;14,79;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;14:00;0,51;0,43;47;106;34;Muy bueno / Oso ona;13,5;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;13:00;0,5;0,4;54;113;31;Muy bueno / Oso ona;13,17;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;12:00;0,5;0,37;77;155;36;Muy bueno / Oso ona;13,13;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;11:00;0,55;0,34;75;145;30;Muy bueno / Oso ona;13,18;Muy bueno / Oso ona;6,18;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;10:00;0,42;0,31;41;91;28;Muy bueno / Oso ona;12,95;Muy bueno / Oso ona;6,14;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;09:00;0,37;0,29;31;74;27;Muy bueno / Oso ona;12,86;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;08:00;0,34;0,27;17;53;27;Muy bueno / Oso ona;12,95;Muy bueno / Oso ona;6,18;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;07:00;0,28;0,27;8;30;17;Muy bueno / Oso ona;13,18;Muy bueno / Oso ona;6,27;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;06:00;0,26;0,27;7;23;13;Muy bueno / Oso ona;13,5;Muy bueno / Oso ona;6,09;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;05:00;0,26;0,28;1;10;8;Muy bueno / Oso ona;13,5;Muy bueno / Oso ona;6,23;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;04:00;0,26;0,3;1;11;9;Muy bueno / Oso ona;13,55;Muy bueno / Oso ona;6,23;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;03:00;0,26;0,31;1;13;11;Muy bueno / Oso ona;13,27;Muy bueno / Oso ona;6,36;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;02:00;0,27;0,32;3;23;19;Muy bueno / Oso ona;12,95;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;01:00;0,27;0,33;2;17;15;Muy bueno / Oso ona;12,41;Muy bueno / Oso ona;6,23;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;24:00;0,31;0,33;5;31;23;Muy bueno / Oso ona;12,27;Muy bueno / Oso ona;5,91;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;23:00;0,3;0,32;4;27;22;Muy bueno / Oso ona;12,41;Muy bueno / Oso ona;5,82;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;22:00;0,35;0,32;9;41;27;Muy bueno / Oso ona;12,55;Muy bueno / Oso ona;5,68;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;21:00;0,39;0,3;14;52;31;Muy bueno / Oso ona;12,27;Muy bueno / Oso ona;5,64;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;20:00;0,39;0,29;16;59;35;Muy bueno / Oso ona;11,95;Muy bueno / Oso ona;5,41;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;19:00;0,31;0,27;6;28;18;Muy bueno / Oso ona;11,55;Muy bueno / Oso ona;5,23;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;18:00;0,34;0,31;6;37;28;Muy bueno / Oso ona;11,09;Muy bueno / Oso ona;4,95;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;17:00;0,26;0,36;4;18;12;Muy bueno / Oso ona;11,09;Muy bueno / Oso ona;5,09;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;16:00;0,24;0,43;2;11;8;Muy bueno / Oso ona;11;Muy bueno / Oso ona;5,14;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;15:00;0,27;0,49;3;11;7;Muy bueno / Oso ona;10,77;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;14:00;0,23;0,53;4;14;8;Muy bueno / Oso ona;11,05;Muy bueno / Oso ona;5,05;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;13:00;;0,57;4;14;8;Muy bueno / Oso ona;11;Muy bueno / Oso ona;5,23;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;12:00;;0,6;;;;Sin datos / Daturik gabe;10,61;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;11:00;0,55;0,58;16;42;17;Muy bueno / Oso ona;10,25;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;10:00;0,68;0,58;33;78;28;Muy bueno / Oso ona;10,38;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;09:00;0,8;0,55;40;100;39;Muy bueno / Oso ona;10,38;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;08:00;0,65;0,51;38;97;39;Muy bueno / Oso ona;10,63;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;07:00;0,52;0,49;24;68;31;Muy bueno / Oso ona;10,71;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;06:00;0,51;0,49;10;43;27;Muy bueno / Oso ona;10,5;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;05:00;0,49;0,49;2;20;18;Muy bueno / Oso ona;10,38;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;04:00;0,47;0,49;1;11;9;Muy bueno / Oso ona;10,25;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;03:00;0,49;0,48;1;17;15;Muy bueno / Oso ona;10,46;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;02:00;0,49;0,47;1;23;21;Muy bueno / Oso ona;10,42;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;01:00;0,49;0,46;1;17;15;Muy bueno / Oso ona;10,42;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;24:00;0,51;0,46;3;19;15;Muy bueno / Oso ona;10,88;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;23:00;0,51;0,45;3;14;10;Muy bueno / Oso ona;11,29;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;22:00;0,49;0,44;3;21;16;Muy bueno / Oso ona;11,17;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;21:00;0,47;0,43;2;9;6;Muy bueno / Oso ona;10,96;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;20:00;0,42;0,42;2;8;6;Muy bueno / Oso ona;10,46;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;19:00;0,42;0,43;2;9;6;Muy bueno / Oso ona;10,38;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;18:00;0,4;0,43;2;8;5;Muy bueno / Oso ona;10,71;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;17:00;0,43;0,44;3;14;10;Muy bueno / Oso ona;10,79;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;16:00;0,46;0,45;4;14;8;Muy bueno / Oso ona;10,92;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;15:00;0,41;0,45;1;6;5;Muy bueno / Oso ona;11,21;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;14:00;0,41;0,46;1;5;4;Muy bueno / Oso ona;11,08;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;13:00;0,42;0,46;3;15;9;Muy bueno / Oso ona;11,33;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;12:00;0,46;0,46;5;22;15;Muy bueno / Oso ona;11,75;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;11:00;0,44;0,45;5;20;13;Muy bueno / Oso ona;12,08;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;10:00;0,47;0,46;5;29;21;Muy bueno / Oso ona;12,29;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;09:00;0,5;0,47;31;78;31;Muy bueno / Oso ona;12,21;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;08:00;0,5;0,48;23;62;27;Muy bueno / Oso ona;12;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;07:00;0,47;0,5;6;31;22;Muy bueno / Oso ona;11,79;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;06:00;0,43;0,51;5;23;16;Muy bueno / Oso ona;11,67;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;05:00;0,42;0,53;0;7;7;Muy bueno / Oso ona;11,63;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;04:00;0,41;0,53;1;11;9;Muy bueno / Oso ona;11,92;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;03:00;0,52;0,53;8;50;38;Muy bueno / Oso ona;12,25;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;02:00;0,49;0,53;10;51;36;Muy bueno / Oso ona;12,83;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;01:00;0,59;0,52;8;50;38;Muy bueno / Oso ona;13,5;Muy bueno / Oso ona;3,75;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;24:00;0,65;0,49;8;47;35;Muy bueno / Oso ona;14,17;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;23:00;0,56;0,47;4;45;39;Muy bueno / Oso ona;15,33;Muy bueno / Oso ona;3,29;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;22:00;0,56;0,45;1;30;28;Muy bueno / Oso ona;16,79;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;21:00;0,46;0,43;3;23;19;Muy bueno / Oso ona;18,33;Muy bueno / Oso ona;3,38;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;20:00;0,41;0,42;3;17;12;Muy bueno / Oso ona;20;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;19:00;0,51;0,43;4;20;13;Muy bueno / Oso ona;21;Bueno / Ona;3,54;Muy bueno / Oso ona;Bueno / Ona
24/12/2024;18:00;0,42;0,42;3;16;12;Muy bueno / Oso ona;21,04;Bueno / Ona;3,58;Muy bueno / Oso ona;Bueno / Ona
24/12/2024;17:00;0,4;0,42;3;18;14;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3,67;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;16:00;0,43;0,42;6;33;24;Muy bueno / Oso ona;21,75;Bueno / Ona;3,75;Muy bueno / Oso ona;Bueno / Ona
24/12/2024;15:00;0,4;0,41;2;16;13;Muy bueno / Oso ona;22,54;Bueno / Ona;3,83;Muy bueno / Oso ona;Bueno / Ona
