Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;D.vien (grados);H (%);Tº (ºC);V.vien (m/s);ICA Estación
12/03/2025;23:00;0,19;0,23;0;8;8;Muy bueno / Oso ona;15,08;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;9;Muy bueno / Oso ona;285;81;9,4;1,25;Muy bueno / Oso ona
12/03/2025;22:00;0,21;0,23;1;17;16;Muy bueno / Oso ona;15;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;6;Muy bueno / Oso ona;276;78;10;1,13;Muy bueno / Oso ona
12/03/2025;21:00;0,25;0,23;1;28;27;Muy bueno / Oso ona;14,71;Muy bueno / Oso ona;6;Muy bueno / Oso ona;11;Muy bueno / Oso ona;200;82;10,6;0,52;Muy bueno / Oso ona
12/03/2025;20:00;0,25;0,23;2;32;30;Muy bueno / Oso ona;14,25;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;14;Muy bueno / Oso ona;243;83;10,5;1,14;Muy bueno / Oso ona
12/03/2025;19:00;0,26;0,22;2;35;33;Muy bueno / Oso ona;13,83;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;7;Muy bueno / Oso ona;255;84;10,6;1,26;Muy bueno / Oso ona
12/03/2025;18:00;0,26;0,22;2;40;37;Muy bueno / Oso ona;13,46;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;9;Muy bueno / Oso ona;263;85;10,6;1,08;Muy bueno / Oso ona
12/03/2025;17:00;0,24;0,21;3;35;32;Muy bueno / Oso ona;13,38;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;270;84;10,4;1,06;Muy bueno / Oso ona
12/03/2025;16:00;0,2;0,2;2;14;13;Muy bueno / Oso ona;13,63;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;291;75;11,4;2,64;Muy bueno / Oso ona
12/03/2025;15:00;0,19;0,21;2;17;15;Muy bueno / Oso ona;13,67;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;9;Muy bueno / Oso ona;288;73;12,2;2,94;Muy bueno / Oso ona
12/03/2025;14:00;0,21;0,21;1;15;14;Muy bueno / Oso ona;13,75;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;287;79;11,6;1,99;Muy bueno / Oso ona
12/03/2025;13:00;0,21;0,21;2;13;10;Muy bueno / Oso ona;13,79;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;290;79;11,6;2,75;Muy bueno / Oso ona
12/03/2025;12:00;0,22;0,2;2;20;17;Muy bueno / Oso ona;13,17;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;5;Muy bueno / Oso ona;297;73;12,1;2,96;Muy bueno / Oso ona
12/03/2025;11:00;0,18;0,2;1;11;9;Muy bueno / Oso ona;12,88;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;276;57;14,7;2,01;Muy bueno / Oso ona
12/03/2025;10:00;0,2;0,2;3;15;11;Muy bueno / Oso ona;13,25;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;243;68;14,4;1,6;Muy bueno / Oso ona
12/03/2025;09:00;0,23;0,2;9;52;38;Muy bueno / Oso ona;13,25;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;8;Muy bueno / Oso ona;90;86;12,4;0,74;Muy bueno / Oso ona
12/03/2025;08:00;0,24;0,19;5;54;47;Bueno / Ona;13,21;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;113;83;10,6;0,82;Bueno / Ona
12/03/2025;07:00;0,22;0,19;2;33;31;Muy bueno / Oso ona;13,38;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;159;80;10,1;0,72;Muy bueno / Oso ona
12/03/2025;06:00;0,19;0,18;1;17;17;Muy bueno / Oso ona;13,46;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;140;76;11;0,76;Muy bueno / Oso ona
12/03/2025;05:00;0,18;0,18;0;12;12;Muy bueno / Oso ona;13,42;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;5;Muy bueno / Oso ona;250;76;11,6;0,84;Muy bueno / Oso ona
12/03/2025;04:00;0,18;0,19;0;10;10;Muy bueno / Oso ona;13,33;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;8;Muy bueno / Oso ona;249;78;11,6;0,82;Muy bueno / Oso ona
12/03/2025;03:00;0,17;0,2;0;8;8;Muy bueno / Oso ona;13,38;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;6;Muy bueno / Oso ona;267;79;11,7;0,08;Muy bueno / Oso ona
12/03/2025;02:00;0,18;0,2;0;9;9;Muy bueno / Oso ona;13,46;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;66;83;11,2;0,05;Muy bueno / Oso ona
12/03/2025;01:00;0,2;0,2;0;10;10;Muy bueno / Oso ona;13,42;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;13;Muy bueno / Oso ona;289;86;11,1;0,91;Muy bueno / Oso ona
11/03/2025;24:00;0,2;0,2;0;9;8;Muy bueno / Oso ona;13,21;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;6;Muy bueno / Oso ona;279;88;11,2;1,19;Muy bueno / Oso ona
11/03/2025;23:00;0,19;0,2;0;12;12;Muy bueno / Oso ona;13;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;233;86;10,5;0,45;Muy bueno / Oso ona
11/03/2025;22:00;0,2;0,2;1;14;13;Muy bueno / Oso ona;13;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;276;88;10,8;0,75;Muy bueno / Oso ona
11/03/2025;21:00;0,25;0,21;1;15;14;Muy bueno / Oso ona;12,92;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;328;89;11,3;0,58;Muy bueno / Oso ona
11/03/2025;20:00;0,2;0,2;1;16;15;Muy bueno / Oso ona;12,96;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;5;Muy bueno / Oso ona;298;85;11,6;1,59;Muy bueno / Oso ona
11/03/2025;19:00;0,21;0,2;1;19;18;Muy bueno / Oso ona;13;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;295;83;12,4;1,7;Muy bueno / Oso ona
11/03/2025;18:00;0,2;0,2;2;19;17;Muy bueno / Oso ona;12,96;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;281;82;12,1;2,64;Muy bueno / Oso ona
11/03/2025;17:00;0,18;0,21;1;11;10;Muy bueno / Oso ona;12,75;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;287;75;13;3,12;Muy bueno / Oso ona
11/03/2025;16:00;0,18;0,22;1;11;10;Muy bueno / Oso ona;12,38;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;289;72;13,2;3,22;Muy bueno / Oso ona
11/03/2025;15:00;0,2;0,22;2;11;9;Muy bueno / Oso ona;12,46;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;289;66;14,4;2,94;Muy bueno / Oso ona
11/03/2025;14:00;0,25;0,23;4;24;18;Muy bueno / Oso ona;12,42;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;5;Muy bueno / Oso ona;299;67;15;1,76;Muy bueno / Oso ona
11/03/2025;13:00;0,21;0,23;4;22;16;Muy bueno / Oso ona;12,08;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;6;Muy bueno / Oso ona;298;69;14,8;1,69;Muy bueno / Oso ona
11/03/2025;12:00;0,2;0,23;4;21;16;Muy bueno / Oso ona;12,17;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;9;Muy bueno / Oso ona;308;65;14,5;1,44;Muy bueno / Oso ona
11/03/2025;11:00;0,22;0,23;7;36;26;Muy bueno / Oso ona;12,17;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;17;Muy bueno / Oso ona;308;63;14,9;0,99;Muy bueno / Oso ona
11/03/2025;10:00;0,26;0,22;18;62;34;Muy bueno / Oso ona;11,67;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;6;Muy bueno / Oso ona;27;73;16,2;0,41;Muy bueno / Oso ona
11/03/2025;09:00;0,24;0,21;11;51;35;Muy bueno / Oso ona;11,29;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;7;Muy bueno / Oso ona;89;79;12,7;0,74;Muy bueno / Oso ona
11/03/2025;08:00;0,24;0,2;10;54;40;Muy bueno / Oso ona;10,96;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;117;83;11,4;0,91;Muy bueno / Oso ona
11/03/2025;07:00;0,24;0,19;6;44;36;Muy bueno / Oso ona;10,88;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;102;84;11;1,03;Muy bueno / Oso ona
11/03/2025;06:00;0,24;0,18;4;39;34;Muy bueno / Oso ona;10,63;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;6;Muy bueno / Oso ona;91;85;11,2;0,81;Muy bueno / Oso ona
11/03/2025;05:00;0,19;0,17;1;13;12;Muy bueno / Oso ona;10,75;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;4;Muy bueno / Oso ona;90;84;11,3;1,01;Muy bueno / Oso ona
11/03/2025;04:00;0,18;0,17;0;7;7;Muy bueno / Oso ona;10,79;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;133;82;11,5;0,92;Muy bueno / Oso ona
11/03/2025;03:00;0,18;0,17;0;6;6;Muy bueno / Oso ona;10,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;Sin datos / Daturik gabe;146;80;11,6;1,45;Muy bueno / Oso ona
11/03/2025;02:00;0,15;0,17;0;9;9;Muy bueno / Oso ona;10,5;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;130;60;13,7;1,53;Muy bueno / Oso ona
11/03/2025;01:00;0,17;0,17;1;15;14;Muy bueno / Oso ona;10,25;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;89;52;14,9;0,71;Muy bueno / Oso ona
10/03/2025;24:00;0,17;0,17;1;15;14;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;89;52;14,7;0,89;Muy bueno / Oso ona
10/03/2025;23:00;0,18;0,17;1;16;15;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;5;Muy bueno / Oso ona;90;51;14,8;1,22;Muy bueno / Oso ona
10/03/2025;22:00;0,17;0,17;1;15;14;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;96;50;15,2;1,63;Muy bueno / Oso ona
10/03/2025;21:00;0,17;0,17;1;17;16;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;101;48;15,5;1,69;Muy bueno / Oso ona
10/03/2025;20:00;0,17;0,17;1;19;18;Muy bueno / Oso ona;9,75;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;5;Muy bueno / Oso ona;109;45;16,4;1,7;Muy bueno / Oso ona
10/03/2025;19:00;0,18;0,17;2;32;30;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;6;Muy bueno / Oso ona;106;41;17,3;1,29;Muy bueno / Oso ona
10/03/2025;18:00;0,17;0,17;2;30;27;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;127;35;18,8;1,23;Muy bueno / Oso ona
10/03/2025;17:00;0,16;0,18;2;17;15;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;139;33;19,8;1,03;Muy bueno / Oso ona
10/03/2025;16:00;0,16;0,18;2;13;11;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;96;34;19,9;0,82;Muy bueno / Oso ona
10/03/2025;15:00;0,15;0,19;1;9;8;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;3,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;206;34;19,7;0,91;Muy bueno / Oso ona
10/03/2025;14:00;0,19;0,19;1;8;7;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;193;37;20,2;1,05;Muy bueno / Oso ona
10/03/2025;13:00;0,2;0,19;2;10;7;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;184;41;19,1;1,49;Muy bueno / Oso ona
10/03/2025;12:00;0,19;0,19;2;9;6;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;3;Muy bueno / Oso ona;165;43;18,1;1,63;Muy bueno / Oso ona
10/03/2025;11:00;0,19;0,19;2;11;8;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;2;Muy bueno / Oso ona;146;47;16,8;1,58;Muy bueno / Oso ona
10/03/2025;10:00;0,19;0,19;3;14;10;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;3;Muy bueno / Oso ona;135;51;15,3;1,3;Muy bueno / Oso ona
10/03/2025;09:00;0,19;0,18;3;19;15;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;3;Muy bueno / Oso ona;118;54;14;1,89;Muy bueno / Oso ona
10/03/2025;08:00;0,2;0,18;3;21;18;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;3;Muy bueno / Oso ona;133;56;12,8;1,6;Muy bueno / Oso ona
10/03/2025;07:00;0,2;0,18;1;12;10;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;3;Muy bueno / Oso ona;149;54;11,9;2,56;Muy bueno / Oso ona
10/03/2025;06:00;0,2;0,18;1;13;12;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;122;56;11,6;1,59;Muy bueno / Oso ona
10/03/2025;05:00;0,18;0,18;1;11;10;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;78;58;11,4;1,11;Muy bueno / Oso ona
10/03/2025;04:00;0,18;0,19;0;7;6;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;114;56;11,7;1,05;Muy bueno / Oso ona
10/03/2025;03:00;0,18;0,19;0;6;6;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;132;56;12,1;1,4;Muy bueno / Oso ona
10/03/2025;02:00;0,14;0,19;0;9;8;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;6;Muy bueno / Oso ona;115;58;11,4;1,32;Muy bueno / Oso ona
10/03/2025;01:00;0,16;0,19;1;18;17;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;5;Muy bueno / Oso ona;84;57;11,7;1,03;Muy bueno / Oso ona
09/03/2025;24:00;0,21;0,19;1;16;15;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;3,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;81;55;12;1,2;Muy bueno / Oso ona
09/03/2025;23:00;0,2;0,18;1;20;19;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;5;Muy bueno / Oso ona;82;54;12,4;1,41;Muy bueno / Oso ona
09/03/2025;22:00;0,21;0,17;2;35;33;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;2,71;Muy bueno / Oso ona;7;Muy bueno / Oso ona;85;53;12,9;1,13;Muy bueno / Oso ona
09/03/2025;21:00;0,22;0,17;1;38;36;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;2,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;91;50;13,8;0,95;Muy bueno / Oso ona
09/03/2025;20:00;0,25;0,16;1;27;26;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;2,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;85;48;14,2;0,86;Muy bueno / Oso ona
09/03/2025;19:00;0,16;0,15;1;19;18;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;174;41;15,6;0,97;Muy bueno / Oso ona
09/03/2025;18:00;0,14;0,15;1;9;8;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;2,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;250;35;17,4;0,98;Muy bueno / Oso ona
09/03/2025;17:00;0,13;0,15;1;7;6;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;232;33;18,1;1,27;Muy bueno / Oso ona
09/03/2025;16:00;0,13;0,16;1;5;4;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;213;35;18,7;1,2;Muy bueno / Oso ona
09/03/2025;15:00;0,15;0,16;1;6;5;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;226;36;18,4;1,22;Muy bueno / Oso ona
09/03/2025;14:00;0,18;0,16;1;5;3;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;245;37;18,5;1,7;Muy bueno / Oso ona
09/03/2025;13:00;0,17;0,16;1;5;4;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;3,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;204;39;18,6;1,43;Muy bueno / Oso ona
09/03/2025;12:00;0,16;0,16;1;5;4;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;3,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;182;41;17,6;1,87;Muy bueno / Oso ona
09/03/2025;11:00;0,17;0,16;1;6;5;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;3,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;182;45;16,4;1,52;Muy bueno / Oso ona
09/03/2025;10:00;0,16;0,16;1;6;5;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;142;49;14,8;2,38;Muy bueno / Oso ona
09/03/2025;09:00;0,16;0,15;1;6;5;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;144;53;13,2;2,18;Muy bueno / Oso ona
09/03/2025;08:00;0,16;0,15;1;8;7;Muy bueno / Oso ona;9,75;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;153;54;12,2;1,36;Muy bueno / Oso ona
09/03/2025;07:00;0,16;0,15;0;8;7;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;3,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;126;55;11,9;1,01;Muy bueno / Oso ona
09/03/2025;06:00;0,15;0,15;0;4;4;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;143;55;11,9;1,78;Muy bueno / Oso ona
09/03/2025;05:00;0,15;0,16;0;4;4;Muy bueno / Oso ona;10,17;Muy bueno / Oso ona;3,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;139;55;12,1;1,67;Muy bueno / Oso ona
09/03/2025;04:00;0,15;0,17;0;4;4;Muy bueno / Oso ona;10,33;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;168;57;12,1;1,48;Muy bueno / Oso ona
09/03/2025;03:00;0,16;0,18;0;8;8;Muy bueno / Oso ona;10,38;Muy bueno / Oso ona;3,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;96;57;12,4;0,61;Muy bueno / Oso ona
09/03/2025;02:00;0,14;0,19;0;3;3;Muy bueno / Oso ona;10,54;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;138;55;12,9;1,46;Muy bueno / Oso ona
09/03/2025;01:00;0,14;0,2;0;3;3;Muy bueno / Oso ona;10,67;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;144;54;13,2;2,76;Muy bueno / Oso ona
08/03/2025;24:00;0,15;0,2;0;4;4;Muy bueno / Oso ona;10,88;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;169;56;13,7;2,66;Muy bueno / Oso ona
08/03/2025;23:00;0,18;0,21;0;9;9;Muy bueno / Oso ona;11,13;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;108;70;12,9;1,54;Muy bueno / Oso ona
08/03/2025;22:00;0,21;0,2;1;16;14;Muy bueno / Oso ona;11,5;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;92;76;12,3;1,74;Muy bueno / Oso ona
08/03/2025;21:00;0,23;0,2;1;19;18;Muy bueno / Oso ona;12,13;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;93;79;12,4;1,6;Muy bueno / Oso ona
08/03/2025;20:00;0,26;0,2;1;19;18;Muy bueno / Oso ona;12,67;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;90;82;12,2;1,64;Muy bueno / Oso ona
08/03/2025;19:00;0,22;0,19;1;19;18;Muy bueno / Oso ona;12,83;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;86;82;12,7;1,6;Muy bueno / Oso ona
08/03/2025;18:00;0,19;0,18;1;11;10;Muy bueno / Oso ona;12,83;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;109;71;15;2,47;Muy bueno / Oso ona
08/03/2025;17:00;0,18;0,19;1;10;9;Muy bueno / Oso ona;13;Muy bueno / Oso ona;5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;120;55;18,4;2,56;Muy bueno / Oso ona
08/03/2025;16:00;0,17;0,19;1;7;6;Muy bueno / Oso ona;13,42;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;111;51;19,1;3,09;Muy bueno / Oso ona
08/03/2025;15:00;0,17;0,19;1;7;6;Muy bueno / Oso ona;13,63;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;115;49;19,2;3,57;Muy bueno / Oso ona
08/03/2025;14:00;0,19;0,2;1;8;7;Muy bueno / Oso ona;13,88;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;117;50;18,9;4,27;Muy bueno / Oso ona
08/03/2025;13:00;0,19;0,2;1;8;7;Muy bueno / Oso ona;14,29;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;114;50;18,4;3,66;Muy bueno / Oso ona
08/03/2025;12:00;0,19;0,2;1;9;8;Muy bueno / Oso ona;14,67;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;104;51;18,7;2,99;Muy bueno / Oso ona
08/03/2025;11:00;0,19;0,2;1;9;8;Muy bueno / Oso ona;14,75;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;96;49;19;2,37;Muy bueno / Oso ona
08/03/2025;10:00;0,23;0,2;2;11;9;Muy bueno / Oso ona;14,96;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;85;53;18,5;1,4;Muy bueno / Oso ona
08/03/2025;09:00;0,2;0,19;1;13;12;Muy bueno / Oso ona;15,17;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;97;55;17,3;1,25;Muy bueno / Oso ona
08/03/2025;08:00;0,19;0,18;1;13;12;Muy bueno / Oso ona;15,71;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;98;57;16,1;1,08;Muy bueno / Oso ona
08/03/2025;07:00;0,19;0,18;1;12;11;Muy bueno / Oso ona;16,42;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;79;58;15,6;1,16;Muy bueno / Oso ona
08/03/2025;06:00;0,22;0,17;1;11;10;Muy bueno / Oso ona;16,75;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;75;59;15,5;0,94;Muy bueno / Oso ona
08/03/2025;05:00;0,18;0,17;0;7;7;Muy bueno / Oso ona;16,96;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;5;Muy bueno / Oso ona;95;55;16,3;1,24;Muy bueno / Oso ona
08/03/2025;04:00;0,17;0,16;0;5;5;Muy bueno / Oso ona;17,21;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;103;53;16,8;2,07;Muy bueno / Oso ona
08/03/2025;03:00;0,18;0,16;0;7;7;Muy bueno / Oso ona;17,46;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;7;Muy bueno / Oso ona;89;56;16,3;1,14;Muy bueno / Oso ona
08/03/2025;02:00;0,15;0,16;0;5;5;Muy bueno / Oso ona;17,63;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;90;57;16,1;1,17;Muy bueno / Oso ona
08/03/2025;01:00;0,15;0,17;0;5;5;Muy bueno / Oso ona;17,67;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;5;Muy bueno / Oso ona;96;57;16,4;1,39;Muy bueno / Oso ona
07/03/2025;24:00;0,16;0,17;0;5;5;Muy bueno / Oso ona;17,92;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;102;59;16,4;2,01;Muy bueno / Oso ona
07/03/2025;23:00;0,17;0,17;0;6;6;Muy bueno / Oso ona;18,08;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;103;61;16,3;2,53;Muy bueno / Oso ona
07/03/2025;22:00;0,17;0,17;1;8;8;Muy bueno / Oso ona;18,17;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;5;Muy bueno / Oso ona;112;58;16,7;3,16;Muy bueno / Oso ona
07/03/2025;21:00;0,17;0,18;1;9;9;Muy bueno / Oso ona;18,13;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;112;56;16,9;3,51;Muy bueno / Oso ona
07/03/2025;20:00;0,18;0,18;1;12;12;Muy bueno / Oso ona;18,79;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;104;56;16,7;2,74;Muy bueno / Oso ona
