Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;D.vien (grados);H (%);Tº (ºC);V.vien (m/s);ICA Estación
04/11/2025;24:00
04/11/2025;23:00
04/11/2025;22:00
04/11/2025;21:00
04/11/2025;20:00
04/11/2025;19:00
04/11/2025;18:00
04/11/2025;17:00
04/11/2025;16:00
04/11/2025;15:00
04/11/2025;14:00
04/11/2025;13:00
04/11/2025;12:00
04/11/2025;11:00
04/11/2025;10:00
04/11/2025;09:00
04/11/2025;08:00
04/11/2025;07:00
04/11/2025;06:00;0,11;0,09;2;17;14;Muy bueno / Oso ona;22,04;Bueno / Ona;7,67;Muy bueno / Oso ona;6;Muy bueno / Oso ona;121;41;19,1;2,56;Bueno / Ona
04/11/2025;05:00;0,11;0,09;3;18;14;Muy bueno / Oso ona;22,33;Bueno / Ona;7,88;Muy bueno / Oso ona;8;Muy bueno / Oso ona;116;42;18,7;1,85;Bueno / Ona
04/11/2025;04:00;0,11;0,13;2;13;10;Muy bueno / Oso ona;22,58;Bueno / Ona;7,83;Muy bueno / Oso ona;6;Muy bueno / Oso ona;115;42;18,8;1,71;Bueno / Ona
04/11/2025;03:00;0,07;0,19;2;13;10;Muy bueno / Oso ona;22,63;Bueno / Ona;8,13;Muy bueno / Oso ona;7;Muy bueno / Oso ona;103;40;19,4;1,79;Bueno / Ona
04/11/2025;02:00;0,07;0,24;3;15;12;Muy bueno / Oso ona;22,83;Bueno / Ona;8,08;Muy bueno / Oso ona;8;Muy bueno / Oso ona;77;43;18,7;1,77;Bueno / Ona
04/11/2025;01:00;0,07;0,27;3;16;12;Muy bueno / Oso ona;23,04;Bueno / Ona;8,38;Muy bueno / Oso ona;6;Muy bueno / Oso ona;81;43;19;1,64;Bueno / Ona
03/11/2025;24:00;0,09;0,28;4;19;13;Muy bueno / Oso ona;23,25;Bueno / Ona;8,54;Muy bueno / Oso ona;8;Muy bueno / Oso ona;88;45;18,8;1,31;Bueno / Ona
03/11/2025;23:00;0,12;0,3;5;30;22;Muy bueno / Oso ona;23,54;Bueno / Ona;8,83;Muy bueno / Oso ona;10;Muy bueno / Oso ona;91;46;18,8;1,65;Bueno / Ona
03/11/2025;22:00;0,2;0,3;8;51;39;Muy bueno / Oso ona;23,71;Bueno / Ona;8,96;Muy bueno / Oso ona;10;Muy bueno / Oso ona;91;49;18,3;1,25;Bueno / Ona
03/11/2025;21:00;0,37;0,3;14;77;56;Bueno / Ona;24,04;Bueno / Ona;8,96;Muy bueno / Oso ona;13;Muy bueno / Oso ona;78;55;17,5;0,91;Bueno / Ona
03/11/2025;20:00;0,73;0,28;34;115;64;Bueno / Ona;23,88;Bueno / Ona;8,71;Muy bueno / Oso ona;14;Muy bueno / Oso ona;;;;;Bueno / Ona
03/11/2025;19:00;0,37;0,23;40;127;66;Bueno / Ona;23,25;Bueno / Ona;8,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;131;64;16,8;0,73;Bueno / Ona
03/11/2025;18:00;0,23;0,18;30;116;71;Bueno / Ona;22,71;Bueno / Ona;7,83;Muy bueno / Oso ona;14;Muy bueno / Oso ona;114;56;17,9;0,84;Bueno / Ona
03/11/2025;17:00;0,21;0,17;9;60;47;Bueno / Ona;22,29;Bueno / Ona;7,5;Muy bueno / Oso ona;12;Muy bueno / Oso ona;;;;;Bueno / Ona
03/11/2025;16:00;0,19;0,17;10;56;41;Bueno / Ona;21,67;Bueno / Ona;6,96;Muy bueno / Oso ona;17;Muy bueno / Oso ona;;;;;Bueno / Ona
03/11/2025;15:00;0,15;0,17;8;40;27;Muy bueno / Oso ona;;Sin datos / Daturik gabe;6,71;Muy bueno / Oso ona;9;Muy bueno / Oso ona;294;54;20,3;1,94;Muy bueno / Oso ona
03/11/2025;14:00;0,13;0,18;7;26;15;Muy bueno / Oso ona;;Sin datos / Daturik gabe;6,33;Muy bueno / Oso ona;5;Muy bueno / Oso ona;150;38;24,6;0,92;Muy bueno / Oso ona
03/11/2025;13:00;0,18;0,18;11;39;23;Muy bueno / Oso ona;;Sin datos / Daturik gabe;6,25;Muy bueno / Oso ona;8;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
03/11/2025;12:00;0,17;0,18;16;51;28;Muy bueno / Oso ona;19,67;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;11;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
03/11/2025;11:00;0,16;0,18;20;59;29;Muy bueno / Oso ona;19,5;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;11;Muy bueno / Oso ona;101;67;17,2;1,2;Muy bueno / Oso ona
03/11/2025;10:00;0,18;0,18;25;71;33;Muy bueno / Oso ona;19,04;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;10;Muy bueno / Oso ona;106;73;14;2,05;Muy bueno / Oso ona
03/11/2025;09:00;0,22;0,17;41;99;37;Muy bueno / Oso ona;18,33;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;11;Muy bueno / Oso ona;102;81;12,7;1,88;Muy bueno / Oso ona
03/11/2025;08:00;0,22;0,17;40;98;38;Muy bueno / Oso ona;17,75;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;14;Muy bueno / Oso ona;107;85;10,9;2,25;Muy bueno / Oso ona
03/11/2025;07:00;0,19;0,16;23;70;36;Muy bueno / Oso ona;17,5;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;12;Muy bueno / Oso ona;116;84;10,8;2,26;Muy bueno / Oso ona
03/11/2025;06:00;0,17;0,16;11;48;32;Muy bueno / Oso ona;17,25;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;14;Muy bueno / Oso ona;129;83;11,1;2,12;Muy bueno / Oso ona
03/11/2025;05:00;0,17;0,16;10;46;32;Muy bueno / Oso ona;17;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;14;Muy bueno / Oso ona;115;83;11,3;2,14;Muy bueno / Oso ona
03/11/2025;04:00;0,14;0,18;8;37;26;Muy bueno / Oso ona;16,63;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;12;Muy bueno / Oso ona;115;82;11,7;2,13;Muy bueno / Oso ona
03/11/2025;03:00;0,14;0,19;6;25;16;Muy bueno / Oso ona;16,54;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;8;Muy bueno / Oso ona;156;82;12,1;1,27;Muy bueno / Oso ona
03/11/2025;02:00;0,14;0,19;6;29;20;Muy bueno / Oso ona;16,21;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;10;Muy bueno / Oso ona;122;80;12,9;2,05;Muy bueno / Oso ona
03/11/2025;01:00;0,16;0,19;7;34;25;Muy bueno / Oso ona;15,79;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;12;Muy bueno / Oso ona;131;78;13,5;1,97;Muy bueno / Oso ona
02/11/2025;24:00;0,16;0,18;8;42;30;Muy bueno / Oso ona;15,33;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;9;Muy bueno / Oso ona;130;78;13,8;1,51;Muy bueno / Oso ona
02/11/2025;23:00;0,18;0,18;10;48;34;Muy bueno / Oso ona;14,79;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;11;Muy bueno / Oso ona;112;75;14,4;0,6;Muy bueno / Oso ona
02/11/2025;22:00;0,23;0,17;14;71;51;Bueno / Ona;14,21;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;10;Muy bueno / Oso ona;138;72;15,6;0,43;Bueno / Ona
02/11/2025;21:00;0,29;0,16;12;63;46;Bueno / Ona;13,58;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;9;Muy bueno / Oso ona;139;70;16;0,47;Bueno / Ona
02/11/2025;20:00;0,2;0,14;7;45;35;Muy bueno / Oso ona;13,25;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;;;;Muy bueno / Oso ona
02/11/2025;19:00;0,15;0,13;5;30;23;Muy bueno / Oso ona;13,08;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;12;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
02/11/2025;18:00;0,13;0,12;4;22;17;Muy bueno / Oso ona;12,71;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;16;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
02/11/2025;17:00;0,12;0,12;3;19;15;Muy bueno / Oso ona;12,75;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;13;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
02/11/2025;16:00;0,13;0,13;3;16;12;Muy bueno / Oso ona;12,67;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;8;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
02/11/2025;15:00;0,11;0,13;3;15;10;Muy bueno / Oso ona;12,79;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;11;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
02/11/2025;14:00;0,12;0,13;5;16;9;Muy bueno / Oso ona;13;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;9;Muy bueno / Oso ona;258;50;18,7;1,46;Muy bueno / Oso ona
02/11/2025;13:00;0,12;0,13;5;20;12;Muy bueno / Oso ona;12,71;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;17;Muy bueno / Oso ona;273;51;19;1,34;Muy bueno / Oso ona
02/11/2025;12:00;0,12;0,13;5;17;9;Muy bueno / Oso ona;12,54;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;6;Muy bueno / Oso ona;220;58;18,8;1,03;Muy bueno / Oso ona
02/11/2025;11:00;0,12;0,13;7;20;10;Muy bueno / Oso ona;12,13;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;8;Muy bueno / Oso ona;89;69;18;0,27;Muy bueno / Oso ona
02/11/2025;10:00;0,14;0,13;9;29;16;Muy bueno / Oso ona;12;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;10;Muy bueno / Oso ona;119;80;14,7;1,43;Muy bueno / Oso ona
02/11/2025;09:00;0,14;0,12;9;31;18;Muy bueno / Oso ona;11,75;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;12;Muy bueno / Oso ona;132;86;12,8;2,09;Muy bueno / Oso ona
02/11/2025;08:00;0,14;0,12;6;28;19;Muy bueno / Oso ona;11,75;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;10;Muy bueno / Oso ona;138;89;11,9;1,84;Muy bueno / Oso ona
02/11/2025;07:00;0,13;0,11;5;28;21;Muy bueno / Oso ona;11,67;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;8;Muy bueno / Oso ona;128;88;11,9;2,44;Muy bueno / Oso ona
02/11/2025;06:00;0,13;0,11;4;24;17;Muy bueno / Oso ona;11,54;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;8;Muy bueno / Oso ona;129;88;12,2;1,86;Muy bueno / Oso ona
02/11/2025;05:00;0,13;0,1;4;23;17;Muy bueno / Oso ona;11,46;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;8;Muy bueno / Oso ona;152;88;12,5;1,38;Muy bueno / Oso ona
02/11/2025;04:00;0,12;0,1;3;17;13;Muy bueno / Oso ona;12,04;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;7;Muy bueno / Oso ona;144;87;12,8;1,14;Muy bueno / Oso ona
02/11/2025;03:00;0,09;0,11;3;15;10;Muy bueno / Oso ona;12,46;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;6;Muy bueno / Oso ona;135;87;12,9;0,89;Muy bueno / Oso ona
02/11/2025;02:00;0,09;0,11;3;19;15;Muy bueno / Oso ona;13,25;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;7;Muy bueno / Oso ona;142;85;13,4;1,12;Muy bueno / Oso ona
02/11/2025;01:00;0,1;0,11;3;22;18;Muy bueno / Oso ona;14,33;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;7;Muy bueno / Oso ona;119;84;13,8;1,02;Muy bueno / Oso ona
01/11/2025;24:00;0,1;0,11;2;21;18;Muy bueno / Oso ona;14,96;Muy bueno / Oso ona;6;Muy bueno / Oso ona;7;Muy bueno / Oso ona;123;85;13,8;1,27;Muy bueno / Oso ona
01/11/2025;23:00;0,11;0,12;2;21;18;Muy bueno / Oso ona;15,21;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;7;Muy bueno / Oso ona;101;85;13,5;1,75;Muy bueno / Oso ona
01/11/2025;22:00;0,11;0,14;2;23;20;Muy bueno / Oso ona;15,5;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;8;Muy bueno / Oso ona;112;86;13,6;1,82;Muy bueno / Oso ona
01/11/2025;21:00;0,13;0,15;3;24;21;Muy bueno / Oso ona;16,04;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;112;87;13,6;1,65;Muy bueno / Oso ona
01/11/2025;20:00;0,14;0,15;3;37;33;Muy bueno / Oso ona;15,83;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;8;Muy bueno / Oso ona;115;86;13,6;1,71;Muy bueno / Oso ona
01/11/2025;19:00;0,12;0,15;2;27;24;Muy bueno / Oso ona;15,5;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;8;Muy bueno / Oso ona;131;87;13,8;1,5;Muy bueno / Oso ona
01/11/2025;18:00;0,1;0,15;2;21;18;Muy bueno / Oso ona;15,13;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;9;Muy bueno / Oso ona;132;86;13,8;1,53;Muy bueno / Oso ona
01/11/2025;17:00;0,11;0,15;3;27;23;Muy bueno / Oso ona;14,67;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;10;Muy bueno / Oso ona;151;87;14,2;0,96;Muy bueno / Oso ona
01/11/2025;16:00;0,1;0,15;2;18;14;Muy bueno / Oso ona;14,5;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;8;Muy bueno / Oso ona;242;83;14,6;1,09;Muy bueno / Oso ona
01/11/2025;15:00;0,33;0,15;3;29;25;Muy bueno / Oso ona;14,08;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;6;Muy bueno / Oso ona;52;85;15,3;0,33;Muy bueno / Oso ona
01/11/2025;14:00;0,12;0,13;3;23;19;Muy bueno / Oso ona;13,58;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;5;Muy bueno / Oso ona;352;84;15,2;0,56;Muy bueno / Oso ona
01/11/2025;13:00;0,13;0,12;3;26;22;Muy bueno / Oso ona;14,08;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;6;Muy bueno / Oso ona;312;87;14,6;1,05;Muy bueno / Oso ona
01/11/2025;12:00;0,13;0,12;3;21;17;Muy bueno / Oso ona;14,75;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;5;Muy bueno / Oso ona;335;91;15,5;0,68;Muy bueno / Oso ona
01/11/2025;11:00;0,12;0,13;3;19;15;Muy bueno / Oso ona;15,42;Muy bueno / Oso ona;7;Muy bueno / Oso ona;5;Muy bueno / Oso ona;331;92;15,6;0,65;Muy bueno / Oso ona
01/11/2025;10:00;0,12;0,13;3;22;18;Muy bueno / Oso ona;15,92;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;5;Muy bueno / Oso ona;316;90;15,4;0,96;Muy bueno / Oso ona
01/11/2025;09:00;0,11;0,14;2;13;10;Muy bueno / Oso ona;16,5;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;5;Muy bueno / Oso ona;288;88;15,5;1,93;Muy bueno / Oso ona
01/11/2025;08:00;0,12;0,16;2;13;10;Muy bueno / Oso ona;17;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;5;Muy bueno / Oso ona;298;84;16,7;1,73;Muy bueno / Oso ona
01/11/2025;07:00;0,13;0,17;2;16;13;Muy bueno / Oso ona;17,5;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;5;Muy bueno / Oso ona;109;81;17,5;1,46;Muy bueno / Oso ona
01/11/2025;06:00;0,14;0,17;2;10;8;Muy bueno / Oso ona;17,33;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;6;Muy bueno / Oso ona;164;75;18,3;1,76;Muy bueno / Oso ona
01/11/2025;05:00;0,14;0,16;1;6;5;Muy bueno / Oso ona;17,17;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;6;Muy bueno / Oso ona;198;66;19,7;2,54;Muy bueno / Oso ona
01/11/2025;04:00;0,2;0,17;1;8;7;Muy bueno / Oso ona;16,54;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;5;Muy bueno / Oso ona;200;61;20,6;2,55;Muy bueno / Oso ona
01/11/2025;03:00;0,14;0,16;1;7;6;Muy bueno / Oso ona;16,17;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;5;Muy bueno / Oso ona;212;57;21,4;2,99;Muy bueno / Oso ona
01/11/2025;02:00;0,25;0,15;1;9;8;Muy bueno / Oso ona;15,38;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;6;Muy bueno / Oso ona;195;54;21,8;3,65;Muy bueno / Oso ona
01/11/2025;01:00;0,2;0,14;2;10;8;Muy bueno / Oso ona;14,13;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;190;54;21,6;3,08;Muy bueno / Oso ona
31/10/2025;24:00;0,13;0,12;1;7;6;Muy bueno / Oso ona;13,5;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
31/10/2025;23:00;0,1;0,11;1;8;7;Muy bueno / Oso ona;13,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;5;Muy bueno / Oso ona;168;50;22,1;2,14;Muy bueno / Oso ona
31/10/2025;22:00;0,16;0,12;1;10;8;Muy bueno / Oso ona;12,88;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;196;49;22,4;3,38;Muy bueno / Oso ona
31/10/2025;21:00;0,15;0,12;2;13;11;Muy bueno / Oso ona;12,21;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;184;50;22,2;1,68;Muy bueno / Oso ona
31/10/2025;20:00;0,1;0,11;2;19;17;Muy bueno / Oso ona;12,13;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;5;Muy bueno / Oso ona;135;51;22,1;2,04;Muy bueno / Oso ona
31/10/2025;19:00;0,11;0,12;2;21;18;Muy bueno / Oso ona;12,08;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;172;57;21,2;1,47;Muy bueno / Oso ona
31/10/2025;18:00;0,09;0,12;1;12;11;Muy bueno / Oso ona;12,21;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;5;Muy bueno / Oso ona;200;55;21,3;2,94;Muy bueno / Oso ona
31/10/2025;17:00;0,09;0,12;2;13;11;Muy bueno / Oso ona;12,54;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;182;55;21,3;2,92;Muy bueno / Oso ona
31/10/2025;16:00;0,1;0,13;2;15;13;Muy bueno / Oso ona;12,46;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;5;Muy bueno / Oso ona;182;52;21,7;2,75;Muy bueno / Oso ona
31/10/2025;15:00;0,15;0,14;2;15;13;Muy bueno / Oso ona;12,5;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;5;Muy bueno / Oso ona;194;49;22,1;2,38;Muy bueno / Oso ona
31/10/2025;14:00;0,13;0,13;2;12;9;Muy bueno / Oso ona;12,54;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;5;Muy bueno / Oso ona;202;43;23,6;2,54;Muy bueno / Oso ona
31/10/2025;13:00;0,13;0,13;2;12;9;Muy bueno / Oso ona;12,04;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;178;43;24,2;3,13;Muy bueno / Oso ona
31/10/2025;12:00;0,13;0,12;2;13;11;Muy bueno / Oso ona;11,5;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
31/10/2025;11:00;0,12;0,12;1;11;10;Muy bueno / Oso ona;11,08;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;5;Muy bueno / Oso ona;207;45;21,7;3,03;Muy bueno / Oso ona
31/10/2025;10:00;0,15;0,11;2;11;9;Muy bueno / Oso ona;11,08;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;5;Muy bueno / Oso ona;215;47;21,2;3,75;Muy bueno / Oso ona
31/10/2025;09:00;0,17;0,1;1;11;9;Muy bueno / Oso ona;11,21;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;5;Muy bueno / Oso ona;207;46;20,8;3,69;Muy bueno / Oso ona
31/10/2025;08:00;0,13;0,09;1;10;9;Muy bueno / Oso ona;11,13;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;4;Muy bueno / Oso ona;193;45;20,4;4,14;Muy bueno / Oso ona
31/10/2025;07:00;0,09;0,07;1;8;7;Muy bueno / Oso ona;11,13;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;4;Muy bueno / Oso ona;176;45;20,5;2,67;Muy bueno / Oso ona
31/10/2025;06:00;0,11;0,07;1;11;10;Muy bueno / Oso ona;11,75;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;146;45;20,4;1,75;Muy bueno / Oso ona
31/10/2025;05:00;0,09;0,06;1;9;8;Muy bueno / Oso ona;12,17;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;175;46;20,1;2,18;Muy bueno / Oso ona
31/10/2025;04:00;0,08;0,05;1;7;6;Muy bueno / Oso ona;12,5;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;189;46;20,2;1,19;Muy bueno / Oso ona
31/10/2025;03:00;0,05;0,05;1;6;5;Muy bueno / Oso ona;12,75;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;181;44;20,4;2,58;Muy bueno / Oso ona
31/10/2025;02:00;0,05;0,06;1;5;4;Muy bueno / Oso ona;13,04;Muy bueno / Oso ona;5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;188;45;20,3;2,96;Muy bueno / Oso ona
31/10/2025;01:00;0,05;0,06;1;6;5;Muy bueno / Oso ona;13,21;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;189;46;20;2,42;Muy bueno / Oso ona
30/10/2025;24:00;0,06;0,06;1;7;6;Muy bueno / Oso ona;13,25;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;169;44;20,1;2,61;Muy bueno / Oso ona
30/10/2025;23:00;0,04;0,07;1;6;5;Muy bueno / Oso ona;13,29;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;186;43;20,3;3,22;Muy bueno / Oso ona
30/10/2025;22:00;0,05;0,08;1;7;6;Muy bueno / Oso ona;13,75;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;190;45;20,7;3,48;Muy bueno / Oso ona
30/10/2025;21:00;0,07;0,09;1;9;8;Muy bueno / Oso ona;14,21;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;194;47;21;3,21;Muy bueno / Oso ona
30/10/2025;20:00;0,07;0,1;1;11;10;Muy bueno / Oso ona;14,63;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;188;47;21,2;3,02;Muy bueno / Oso ona
30/10/2025;19:00;0,07;0,1;1;11;9;Muy bueno / Oso ona;14,92;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
30/10/2025;18:00;0,08;0,11;2;14;11;Muy bueno / Oso ona;15,29;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;4;Muy bueno / Oso ona;169;48;21,2;3,16;Muy bueno / Oso ona
30/10/2025;17:00;0,09;0,12;2;15;12;Muy bueno / Oso ona;15,38;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;163;45;21,8;2,62;Muy bueno / Oso ona
30/10/2025;16:00;0,1;0,13;3;19;15;Muy bueno / Oso ona;16,04;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;5;Muy bueno / Oso ona;178;45;22,4;2,7;Muy bueno / Oso ona
30/10/2025;15:00;0,12;0,15;3;15;12;Muy bueno / Oso ona;16,42;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;185;45;22,7;2,46;Muy bueno / Oso ona
30/10/2025;14:00;0,12;0,15;2;12;9;Muy bueno / Oso ona;16,92;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
30/10/2025;13:00;0,13;0,16;2;13;10;Muy bueno / Oso ona;17,54;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
30/10/2025;12:00;0,13;0,16;3;14;10;Muy bueno / Oso ona;18,13;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
30/10/2025;11:00;0,11;0,16;5;21;13;Muy bueno / Oso ona;18,58;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;;Muy bueno / Oso ona
30/10/2025;10:00;0,16;0,15;16;51;28;Muy bueno / Oso ona;18,29;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;6;Muy bueno / Oso ona;85;70;18;1,3;Muy bueno / Oso ona
30/10/2025;09:00;0,22;0,15;25;76;37;Muy bueno / Oso ona;17,92;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;7;Muy bueno / Oso ona;62;85;14,8;1,4;Muy bueno / Oso ona
30/10/2025;08:00;0,21;0,13;29;82;37;Muy bueno / Oso ona;17,79;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;7;Muy bueno / Oso ona;62;91;13,2;0,99;Muy bueno / Oso ona
30/10/2025;07:00;0,15;0,12;15;54;32;Muy bueno / Oso ona;17,33;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;6;Muy bueno / Oso ona;119;92;12,5;1,08;Muy bueno / Oso ona
30/10/2025;06:00;0,15;0,11;11;44;27;Muy bueno / Oso ona;17;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;7;Muy bueno / Oso ona;106;91;13;1,23;Muy bueno / Oso ona
30/10/2025;05:00;0,13;0,11;6;28;20;Muy bueno / Oso ona;16,88;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;6;Muy bueno / Oso ona;128;89;13,3;1,32;Muy bueno / Oso ona
30/10/2025;04:00;0,12;0,1;4;19;13;Muy bueno / Oso ona;17,04;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;5;Muy bueno / Oso ona;110;89;13,6;0,67;Muy bueno / Oso ona
30/10/2025;03:00;0,1;0,1;4;21;15;Muy bueno / Oso ona;16,96;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;6;Muy bueno / Oso ona;130;88;14,1;0,88;Muy bueno / Oso ona
30/10/2025;02:00;0,09;0,1;3;15;10;Muy bueno / Oso ona;17,13;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;5;Muy bueno / Oso ona;137;86;14,4;1,51;Muy bueno / Oso ona
