Date;Hour  (GMT);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;O3 (µg/m3);OZONO;O3 - ICA;O3 8h (µg/m3);PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
20/05/2025;12:00;0;4;4;Muy bueno / Oso ona;104;104;Bueno / Ona;;15,92;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
20/05/2025;11:00;1;7;6;Muy bueno / Oso ona;99;99;Bueno / Ona;;15,75;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
20/05/2025;10:00;1;7;6;Muy bueno / Oso ona;94;94;Bueno / Ona;;15,58;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Bueno / Ona
20/05/2025;09:00;8;37;26;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;;15,79;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;9;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2025;08:00;26;89;50;Bueno / Ona;11;11;Muy bueno / Oso ona;;15,13;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;9;Muy bueno / Oso ona;Bueno / Ona
20/05/2025;07:00;26;87;49;Bueno / Ona;7;7;Muy bueno / Oso ona;;14,25;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Bueno / Ona
20/05/2025;06:00;16;69;46;Bueno / Ona;4;4;Muy bueno / Oso ona;;13,83;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Bueno / Ona
20/05/2025;05:00;3;40;37;Muy bueno / Oso ona;12;12;Muy bueno / Oso ona;;13,75;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2025;04:00;0;21;21;Muy bueno / Oso ona;29;29;Muy bueno / Oso ona;;13,67;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2025;03:00;0;15;15;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;;13,29;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2025;02:00;0;9;9;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;;12,96;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
20/05/2025;01:00;0;4;4;Muy bueno / Oso ona;98;98;Bueno / Ona;;13,21;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;24:00;0;4;4;Muy bueno / Oso ona;99;99;Bueno / Ona;;13,88;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;23:00;0;4;4;Muy bueno / Oso ona;98;98;Bueno / Ona;;14,75;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;22:00;0;6;6;Muy bueno / Oso ona;99;99;Bueno / Ona;;15,42;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;21:00;0;6;6;Muy bueno / Oso ona;101;101;Bueno / Ona;;15,92;Muy bueno / Oso ona;9;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;20:00;0;7;7;Muy bueno / Oso ona;103;103;Bueno / Ona;;16,63;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;19:00;0;7;7;Muy bueno / Oso ona;102;102;Bueno / Ona;;16,92;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;18:00;0;8;8;Muy bueno / Oso ona;100;100;Bueno / Ona;;17,21;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;17:00;0;8;8;Muy bueno / Oso ona;95;95;Bueno / Ona;;17,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;16:00;1;9;8;Muy bueno / Oso ona;94;94;Bueno / Ona;;17,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;6;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;15:00;1;10;9;Muy bueno / Oso ona;98;98;Bueno / Ona;;17,67;Muy bueno / Oso ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;14:00;1;10;9;Muy bueno / Oso ona;95;95;Bueno / Ona;;17,67;Muy bueno / Oso ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;13:00;1;9;9;Muy bueno / Oso ona;95;95;Bueno / Ona;;17,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;12:00;1;9;8;Muy bueno / Oso ona;96;96;Bueno / Ona;;17,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;11:00;1;11;10;Muy bueno / Oso ona;85;85;Bueno / Ona;46;17,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;10:00;1;12;12;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;52;17,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2025;09:00;1;11;10;Muy bueno / Oso ona;75;75;Muy bueno / Oso ona;52;17,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2025;08:00;3;24;21;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;56;17,67;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Muy bueno / Oso ona
19/05/2025;07:00;5;48;41;Bueno / Ona;18;18;Muy bueno / Oso ona;59;17,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;06:00;4;50;45;Bueno / Ona;22;22;Muy bueno / Oso ona;63;18;Muy bueno / Oso ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;05:00;1;26;25;Muy bueno / Oso ona;51;51;Muy bueno / Oso ona;67;18,33;Muy bueno / Oso ona;11,17;Bueno / Ona;6;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;04:00;0;9;9;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;71;18,71;Muy bueno / Oso ona;11,42;Bueno / Ona;6;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;03:00;0;6;6;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;68;19,17;Muy bueno / Oso ona;11,75;Bueno / Ona;7;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;02:00;0;4;4;Muy bueno / Oso ona;100;100;Bueno / Ona;66;19,63;Muy bueno / Oso ona;12,08;Bueno / Ona;8;Muy bueno / Oso ona;Bueno / Ona
19/05/2025;01:00;0;4;4;Muy bueno / Oso ona;100;100;Bueno / Ona;70;19,96;Muy bueno / Oso ona;12,42;Bueno / Ona;8;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;24:00;0;5;5;Muy bueno / Oso ona;86;86;Bueno / Ona;70;;Sin datos / Daturik gabe;12,79;Bueno / Ona;7;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;23:00;1;26;25;Muy bueno / Oso ona;39;39;Muy bueno / Oso ona;71;19,92;Muy bueno / Oso ona;12,96;Bueno / Ona;7;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;22:00;1;34;33;Muy bueno / Oso ona;37;37;Muy bueno / Oso ona;77;19,96;Muy bueno / Oso ona;13,08;Bueno / Ona;9;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;21:00;0;33;34;Muy bueno / Oso ona;58;58;Muy bueno / Oso ona;86;;Sin datos / Daturik gabe;13,25;Bueno / Ona;6;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;20:00;0;33;33;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;94;19,96;Muy bueno / Oso ona;13,33;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;19:00;0;10;10;Muy bueno / Oso ona;88;88;Bueno / Ona;100;;Sin datos / Daturik gabe;13,54;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;18:00;0;8;8;Muy bueno / Oso ona;96;96;Bueno / Ona;102;;Sin datos / Daturik gabe;13,71;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;17:00;0;6;6;Muy bueno / Oso ona;99;99;Bueno / Ona;99;;Sin datos / Daturik gabe;13,79;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;16:00;0;5;5;Muy bueno / Oso ona;98;98;Bueno / Ona;93;;Sin datos / Daturik gabe;13,88;Bueno / Ona;5;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;15:00;0;5;5;Muy bueno / Oso ona;103;103;Bueno / Ona;83;;Sin datos / Daturik gabe;13,92;Bueno / Ona;5;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;14:00;0;4;4;Muy bueno / Oso ona;114;114;Bueno / Ona;72;;Sin datos / Daturik gabe;14;Bueno / Ona;5;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;13:00;0;6;6;Muy bueno / Oso ona;107;107;Bueno / Ona;60;;Sin datos / Daturik gabe;14,17;Bueno / Ona;7;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;12:00;0;6;6;Muy bueno / Oso ona;97;97;Bueno / Ona;47;21,17;Bueno / Ona;14,33;Bueno / Ona;8;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;11:00;1;8;7;Muy bueno / Oso ona;85;85;Bueno / Ona;37;21,33;Bueno / Ona;14,5;Bueno / Ona;11;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;10:00;1;10;9;Muy bueno / Oso ona;76;76;Muy bueno / Oso ona;27;21,5;Bueno / Ona;14,67;Bueno / Ona;17;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;09:00;12;44;26;Muy bueno / Oso ona;29;29;Muy bueno / Oso ona;20;21,71;Bueno / Ona;14,96;Bueno / Ona;21;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;08:00;22;58;26;Muy bueno / Oso ona;12;12;Muy bueno / Oso ona;16;21,83;Bueno / Ona;15,17;Bueno / Ona;17;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;07:00;8;33;21;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;19;22,13;Bueno / Ona;15,54;Bueno / Ona;13;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;06:00;4;31;25;Muy bueno / Oso ona;13;13;Muy bueno / Oso ona;22;22,08;Bueno / Ona;15,75;Bueno / Ona;13;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;05:00;1;24;23;Muy bueno / Oso ona;12;12;Muy bueno / Oso ona;27;22,21;Bueno / Ona;15,96;Bueno / Ona;10;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;04:00;2;30;28;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;34;22,54;Bueno / Ona;16,33;Bueno / Ona;10;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;03:00;0;24;24;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;41;22,88;Bueno / Ona;16,75;Bueno / Ona;7;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;02:00;0;18;18;Muy bueno / Oso ona;28;28;Muy bueno / Oso ona;50;23,13;Bueno / Ona;17,04;Bueno / Ona;6;Muy bueno / Oso ona;Bueno / Ona
18/05/2025;01:00;0;19;19;Muy bueno / Oso ona;30;30;Muy bueno / Oso ona;56;23,5;Bueno / Ona;17,38;Bueno / Ona;5;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;24:00;0;20;20;Muy bueno / Oso ona;37;37;Muy bueno / Oso ona;66;23,79;Bueno / Ona;17,58;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;23:00;0;22;22;Muy bueno / Oso ona;46;46;Muy bueno / Oso ona;75;24,21;Bueno / Ona;17,92;Bueno / Ona;5;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;22:00;0;25;26;Muy bueno / Oso ona;49;49;Muy bueno / Oso ona;84;24,33;Bueno / Ona;17,96;Bueno / Ona;6;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;21:00;0;23;23;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;92;24,25;Bueno / Ona;17,88;Bueno / Ona;6;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;20:00;0;24;25;Muy bueno / Oso ona;72;72;Muy bueno / Oso ona;97;24,13;Bueno / Ona;17,75;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;19:00;0;9;9;Muy bueno / Oso ona;88;88;Bueno / Ona;102;24,04;Bueno / Ona;17,63;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;18:00;0;3;3;Muy bueno / Oso ona;103;103;Bueno / Ona;104;24,17;Bueno / Ona;17,67;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;17:00;0;4;4;Muy bueno / Oso ona;106;106;Bueno / Ona;104;24,38;Bueno / Ona;17,75;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;16:00;0;4;4;Muy bueno / Oso ona;107;107;Bueno / Ona;98;24,58;Bueno / Ona;17,88;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;15:00;0;2;2;Muy bueno / Oso ona;111;111;Bueno / Ona;90;24,75;Bueno / Ona;18;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;14:00;0;3;3;Muy bueno / Oso ona;106;106;Bueno / Ona;80;25,04;Bueno / Ona;18,13;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;13:00;0;3;3;Muy bueno / Oso ona;104;104;Bueno / Ona;70;25,29;Bueno / Ona;18,25;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;12:00;0;4;4;Muy bueno / Oso ona;102;102;Bueno / Ona;59;25,74;Bueno / Ona;18,61;Bueno / Ona;6;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;11:00;1;7;7;Muy bueno / Oso ona;96;96;Bueno / Ona;49;25,87;Bueno / Ona;18,65;Bueno / Ona;7;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;10:00;1;9;8;Muy bueno / Oso ona;81;81;Bueno / Ona;40;26,09;Bueno / Ona;18,7;Bueno / Ona;8;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;09:00;3;19;15;Muy bueno / Oso ona;46;46;Muy bueno / Oso ona;32;26,3;Bueno / Ona;18,7;Bueno / Ona;7;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;08:00;3;17;13;Muy bueno / Oso ona;39;39;Muy bueno / Oso ona;26;27,04;Bueno / Ona;18,91;Bueno / Ona;7;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;07:00;1;17;16;Muy bueno / Oso ona;32;32;Muy bueno / Oso ona;24;28,17;Bueno / Ona;19,22;Bueno / Ona;7;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;06:00;2;22;20;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;23;28,91;Bueno / Ona;19,35;Bueno / Ona;8;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;05:00;1;23;22;Muy bueno / Oso ona;20;20;Muy bueno / Oso ona;27;28,83;Bueno / Ona;19,04;Bueno / Ona;9;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;04:00;1;22;21;Muy bueno / Oso ona;21;21;Muy bueno / Oso ona;36;28,57;Bueno / Ona;18,61;Bueno / Ona;10;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;03:00;1;20;20;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;46;28,3;Bueno / Ona;18,13;Bueno / Ona;8;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;02:00;1;24;23;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;57;27,65;Bueno / Ona;17,48;Bueno / Ona;7;Muy bueno / Oso ona;Bueno / Ona
17/05/2025;01:00;1;26;25;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;63;26,61;Bueno / Ona;16,65;Bueno / Ona;6;Muy bueno / Oso ona;Bueno / Ona
16/05/2025;24:00;1;29;28;Muy bueno / Oso ona;28;28;Muy bueno / Oso ona;74;25,61;Bueno / Ona;15,83;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
16/05/2025;23:00;0;22;22;Muy bueno / Oso ona;40;40;Muy bueno / Oso ona;84;24,65;Bueno / Ona;15,09;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
16/05/2025;22:00;0;17;17;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;95;23,87;Bueno / Ona;14,43;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
16/05/2025;21:00;0;10;10;Muy bueno / Oso ona;83;83;Bueno / Ona;102;23,35;Bueno / Ona;13,96;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
16/05/2025;20:00;0;9;9;Muy bueno / Oso ona;91;91;Bueno / Ona;105;22,83;Bueno / Ona;13,57;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
16/05/2025;19:00;0;8;8;Muy bueno / Oso ona;99;99;Bueno / Ona;108;22,3;Bueno / Ona;13,22;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
16/05/2025;18:00;0;5;5;Muy bueno / Oso ona;107;107;Bueno / Ona;110;21,78;Bueno / Ona;12,83;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
16/05/2025;17:00;0;5;5;Muy bueno / Oso ona;109;109;Bueno / Ona;108;21,22;Bueno / Ona;12,43;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
16/05/2025;16:00;0;4;4;Muy bueno / Oso ona;112;112;Bueno / Ona;96;;Sin datos / Daturik gabe;12,09;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
16/05/2025;15:00;1;6;6;Muy bueno / Oso ona;113;113;Bueno / Ona;79;;Sin datos / Daturik gabe;11,78;Bueno / Ona;5;Muy bueno / Oso ona;Bueno / Ona
16/05/2025;14:00;0;6;5;Muy bueno / Oso ona;119;119;Bueno / Ona;60;19,78;Muy bueno / Oso ona;11,52;Bueno / Ona;5;Muy bueno / Oso ona;Bueno / Ona
16/05/2025;13:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;41;19,3;Muy bueno / Oso ona;11,22;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
16/05/2025;12:00;0;6;6;Muy bueno / Oso ona;112;112;Bueno / Ona;36;18,96;Muy bueno / Oso ona;11,04;Bueno / Ona;8;Muy bueno / Oso ona;Bueno / Ona
16/05/2025;11:00;1;9;8;Muy bueno / Oso ona;102;102;Bueno / Ona;32;18,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;10;Muy bueno / Oso ona;Bueno / Ona
16/05/2025;10:00;2;19;17;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;20;18,08;Muy bueno / Oso ona;;Sin datos / Daturik gabe;11;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2025;09:00;17;65;39;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;9;17,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;13;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2025;08:00;35;89;35;Muy bueno / Oso ona;5;5;Muy bueno / Oso ona;11;16,13;Muy bueno / Oso ona;9,33;Muy bueno / Oso ona;11;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2025;07:00;48;105;32;Muy bueno / Oso ona;2;2;Muy bueno / Oso ona;18;14,29;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2025;06:00;31;76;29;Muy bueno / Oso ona;2;2;Muy bueno / Oso ona;28;12,83;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;9;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2025;05:00;9;42;29;Muy bueno / Oso ona;2;2;Muy bueno / Oso ona;37;11,92;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;9;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2025;04:00;1;24;23;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;47;11,04;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2025;03:00;0;15;15;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;57;10,08;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;10;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2025;02:00;0;9;9;Muy bueno / Oso ona;38;38;Muy bueno / Oso ona;65;9,54;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;12;Muy bueno / Oso ona;Muy bueno / Oso ona
16/05/2025;01:00;0;11;11;Muy bueno / Oso ona;45;45;Muy bueno / Oso ona;66;9,38;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;18;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;24:00;0;8;8;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;70;9,17;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;35;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;23:00;0;8;8;Muy bueno / Oso ona;71;71;Muy bueno / Oso ona;72;8,96;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;53;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;22:00;0;10;10;Muy bueno / Oso ona;73;73;Muy bueno / Oso ona;72;8,88;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;48;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;21:00;0;10;10;Muy bueno / Oso ona;71;71;Muy bueno / Oso ona;71;8,75;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;54;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;20:00;0;10;10;Muy bueno / Oso ona;72;72;Muy bueno / Oso ona;72;8,67;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;19:00;0;9;9;Muy bueno / Oso ona;73;73;Muy bueno / Oso ona;74;8,71;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;18:00;0;10;9;Muy bueno / Oso ona;75;75;Muy bueno / Oso ona;74;8,71;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;9;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;17:00;1;10;9;Muy bueno / Oso ona;75;75;Muy bueno / Oso ona;75;8,75;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;11;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;16:00;1;13;12;Muy bueno / Oso ona;72;72;Muy bueno / Oso ona;74;8,71;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;15:00;1;13;12;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;72;8,71;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;14:00;1;14;13;Muy bueno / Oso ona;70;70;Muy bueno / Oso ona;69;8,75;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;13:00;1;10;9;Muy bueno / Oso ona;81;81;Bueno / Ona;67;8,75;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Bueno / Ona
15/05/2025;12:00;1;10;9;Muy bueno / Oso ona;81;81;Bueno / Ona;65;8,75;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Bueno / Ona
15/05/2025;11:00;1;11;10;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;63;8,92;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;10:00;1;14;13;Muy bueno / Oso ona;71;71;Muy bueno / Oso ona;62;8,92;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;09:00;1;15;14;Muy bueno / Oso ona;68;68;Muy bueno / Oso ona;60;9,04;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;08:00;1;31;30;Muy bueno / Oso ona;48;48;Muy bueno / Oso ona;59;9,46;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;07:00;1;36;35;Muy bueno / Oso ona;41;41;Muy bueno / Oso ona;60;10,08;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;06:00;0;21;21;Muy bueno / Oso ona;55;55;Muy bueno / Oso ona;63;10,96;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;05:00;0;11;11;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;65;11,83;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;04:00;0;8;8;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;64;12,38;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;03:00;0;4;4;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;64;12,79;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;02:00;0;5;5;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;64;13,21;Muy bueno / Oso ona;8,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
15/05/2025;01:00;0;6;6;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;64;13,79;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2025;24:00;0;8;8;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;64;14,25;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2025;23:00;0;10;10;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;64;14,42;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
14/05/2025;22:00;0;9;9;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;66;14,46;Muy bueno / Oso ona;9;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
