Date;Hour  (GMT);Benceno (µg/m3);CO (mg/m3);CO 8h (mg/m3);Etilbenceno (µg/m3);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;Ortoxileno (µg/m3);PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;Tolueno (µg/m3);ICA Estación
04/11/2025;24:00
04/11/2025;23:00
04/11/2025;22:00
04/11/2025;21:00
04/11/2025;20:00
04/11/2025;19:00
04/11/2025;18:00
04/11/2025;17:00
04/11/2025;16:00
04/11/2025;15:00
04/11/2025;14:00
04/11/2025;13:00
04/11/2025;12:00
04/11/2025;11:00
04/11/2025;10:00
04/11/2025;09:00
04/11/2025;08:00
04/11/2025;07:00
04/11/2025;06:00;0;0,15;0,15;0;1;9;9;Muy bueno / Oso ona;0;12,5;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,1;Muy bueno / Oso ona
04/11/2025;05:00;0,03;0,14;0,15;0;1;8;7;Muy bueno / Oso ona;0;12,75;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0,15;Muy bueno / Oso ona
04/11/2025;04:00;0;0,14;0,16;0;1;7;6;Muy bueno / Oso ona;0,02;13,08;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;0,13;Muy bueno / Oso ona
04/11/2025;03:00;0;0,14;0,18;0;0;6;6;Muy bueno / Oso ona;0;13,38;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0,21;Muy bueno / Oso ona
04/11/2025;02:00;0,03;0,16;0,21;0;1;9;8;Muy bueno / Oso ona;0;13,63;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0,37;Muy bueno / Oso ona
04/11/2025;01:00;0,02;0,15;0,24;0;0;7;7;Muy bueno / Oso ona;0,01;13,96;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,27;Muy bueno / Oso ona
03/11/2025;24:00;;0,15;0,26;;0;9;9;Muy bueno / Oso ona;;14,21;Muy bueno / Oso ona;6;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;Muy bueno / Oso ona
03/11/2025;23:00;0,11;0,17;0,26;0;1;12;11;Muy bueno / Oso ona;0,1;14,67;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0,72;Muy bueno / Oso ona
03/11/2025;22:00;0,14;0,21;0,26;0;1;18;17;Muy bueno / Oso ona;0,23;14,79;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;6;Muy bueno / Oso ona;1,02;Muy bueno / Oso ona
03/11/2025;21:00;0,45;0,24;0,26;0,06;2;26;23;Muy bueno / Oso ona;0,62;14,79;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;7;Muy bueno / Oso ona;2,39;Muy bueno / Oso ona
03/11/2025;20:00;0,43;0,35;0,26;0,03;4;49;45;Bueno / Ona;0,58;14,83;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;10;Muy bueno / Oso ona;2,24;Bueno / Ona
03/11/2025;19:00;0,63;0,34;0,25;0,31;9;65;53;Bueno / Ona;1,71;14,71;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;10;Muy bueno / Oso ona;5,09;Bueno / Ona
03/11/2025;18:00;0,53;0,38;0,24;0,21;27;111;72;Bueno / Ona;1,13;14,38;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;8;Muy bueno / Oso ona;3,71;Bueno / Ona
03/11/2025;17:00;0,13;0,22;0,23;0;6;45;37;Muy bueno / Oso ona;0,26;13,96;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;8;Muy bueno / Oso ona;1,06;Muy bueno / Oso ona
03/11/2025;16:00;0,1;0,18;0,23;0;6;27;19;Muy bueno / Oso ona;0,2;13,79;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;8;Muy bueno / Oso ona;0,83;Muy bueno / Oso ona
03/11/2025;15:00;0,19;0,15;0,27;0,02;4;17;11;Muy bueno / Oso ona;0,18;13,58;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;7;Muy bueno / Oso ona;0,94;Muy bueno / Oso ona
03/11/2025;14:00;0,26;0,21;0,29;0;8;36;25;Muy bueno / Oso ona;0,21;13,5;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;6;Muy bueno / Oso ona;1,05;Muy bueno / Oso ona
03/11/2025;13:00;0,27;0,21;0,3;0;6;27;19;Muy bueno / Oso ona;0,27;13,46;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;6;Muy bueno / Oso ona;1,14;Muy bueno / Oso ona
03/11/2025;12:00;0,34;0,25;0,3;0;9;36;22;Muy bueno / Oso ona;0,25;13,29;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;7;Muy bueno / Oso ona;1,49;Muy bueno / Oso ona
03/11/2025;11:00;0,38;0,28;0,31;0,06;13;46;27;Muy bueno / Oso ona;0,56;12,96;Muy bueno / Oso ona;6;Muy bueno / Oso ona;9;Muy bueno / Oso ona;2,82;Muy bueno / Oso ona
03/11/2025;10:00;0,57;0,31;0,3;0;24;70;34;Muy bueno / Oso ona;0,65;12,58;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;12;Muy bueno / Oso ona;3,37;Muy bueno / Oso ona
03/11/2025;09:00;0,71;0,36;0,3;0,03;43;103;38;Muy bueno / Oso ona;0,53;12,21;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;14;Muy bueno / Oso ona;2,71;Muy bueno / Oso ona
03/11/2025;08:00;0,47;0,44;0,29;0;40;99;38;Muy bueno / Oso ona;0,18;11,79;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;14;Muy bueno / Oso ona;1,33;Muy bueno / Oso ona
03/11/2025;07:00;0,3;0,29;0,26;0;23;71;36;Muy bueno / Oso ona;0,05;11,5;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;12;Muy bueno / Oso ona;0,98;Muy bueno / Oso ona
03/11/2025;06:00;0,24;0,24;0,26;0;5;39;32;Muy bueno / Oso ona;0,03;11,33;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;10;Muy bueno / Oso ona;0,58;Muy bueno / Oso ona
03/11/2025;05:00;0,3;0,26;0,25;0;4;36;31;Muy bueno / Oso ona;0,01;11,21;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;0,83;Muy bueno / Oso ona
03/11/2025;04:00;0,24;0,25;0,25;0;7;42;32;Muy bueno / Oso ona;0;11,08;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;12;Muy bueno / Oso ona;0,76;Muy bueno / Oso ona
03/11/2025;03:00;0,23;0,25;0,24;0;3;36;33;Muy bueno / Oso ona;0;10,92;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;12;Muy bueno / Oso ona;0,75;Muy bueno / Oso ona
03/11/2025;02:00;0,26;0,25;0,23;0;2;34;32;Muy bueno / Oso ona;0,08;10,75;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;11;Muy bueno / Oso ona;0,92;Muy bueno / Oso ona
03/11/2025;01:00;0,32;0,26;0,22;0;3;39;35;Muy bueno / Oso ona;0,01;10,46;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;9;Muy bueno / Oso ona;1,12;Muy bueno / Oso ona
02/11/2025;24:00;;0,26;0,21;;2;37;34;Muy bueno / Oso ona;;10,21;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;8;Muy bueno / Oso ona;;Muy bueno / Oso ona
02/11/2025;23:00;0,45;0,26;0,19;0;1;34;33;Muy bueno / Oso ona;0,12;9,71;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0,88;Muy bueno / Oso ona
02/11/2025;22:00;0,2;0,23;0,18;0;1;26;25;Muy bueno / Oso ona;0,01;9,54;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0,45;Muy bueno / Oso ona
02/11/2025;21:00;0,16;0,21;0,17;0;1;21;20;Muy bueno / Oso ona;0,11;9,5;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0,41;Muy bueno / Oso ona
02/11/2025;20:00;0,22;0,18;0,16;0;1;20;19;Muy bueno / Oso ona;0;9,38;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0,39;Muy bueno / Oso ona
02/11/2025;19:00;0,18;0,18;0,16;0;0;16;16;Muy bueno / Oso ona;0;9,25;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;7;Muy bueno / Oso ona;0,33;Muy bueno / Oso ona
02/11/2025;18:00;0,15;0,15;0,15;0;0;12;12;Muy bueno / Oso ona;0;9,13;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0,1;Muy bueno / Oso ona
02/11/2025;17:00;0,11;0,14;0,16;0;1;11;10;Muy bueno / Oso ona;0;8,96;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0,08;Muy bueno / Oso ona
02/11/2025;16:00;0,04;0,13;0,18;0;1;8;7;Muy bueno / Oso ona;0;8,83;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0,11;Muy bueno / Oso ona
02/11/2025;15:00;0,03;0,17;0,19;0;2;10;7;Muy bueno / Oso ona;0;8,79;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,01;Muy bueno / Oso ona
02/11/2025;14:00;0;0,16;0,2;0;2;11;8;Muy bueno / Oso ona;0;8,83;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,05;Muy bueno / Oso ona
02/11/2025;13:00;0,03;0,16;0,21;0;4;20;14;Muy bueno / Oso ona;0;8,75;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0,04;Muy bueno / Oso ona
02/11/2025;12:00;0,02;0,17;0,21;0;4;18;12;Muy bueno / Oso ona;0;8,67;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0;Muy bueno / Oso ona
02/11/2025;11:00;0,21;0,2;0,22;0;5;20;13;Muy bueno / Oso ona;0;8,67;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0,51;Muy bueno / Oso ona
02/11/2025;10:00;0,19;0,24;0,22;0;13;41;22;Muy bueno / Oso ona;0,07;8,58;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;8;Muy bueno / Oso ona;0,52;Muy bueno / Oso ona
02/11/2025;09:00;0,13;0,25;0,22;0;13;44;24;Muy bueno / Oso ona;0,05;8,33;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;8;Muy bueno / Oso ona;0,83;Muy bueno / Oso ona
02/11/2025;08:00;0,11;0,24;0,22;0;5;30;23;Muy bueno / Oso ona;0,03;8,13;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;7;Muy bueno / Oso ona;0,66;Muy bueno / Oso ona
02/11/2025;07:00;0,08;0,23;0,21;0;2;26;22;Muy bueno / Oso ona;0,02;7,88;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;7;Muy bueno / Oso ona;0,68;Muy bueno / Oso ona
02/11/2025;06:00;0,06;0,2;0,21;0;2;24;21;Muy bueno / Oso ona;0;7,54;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;0,58;Muy bueno / Oso ona
02/11/2025;05:00;0,04;0,21;0,21;0;2;22;20;Muy bueno / Oso ona;0;7,25;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;7;Muy bueno / Oso ona;0,42;Muy bueno / Oso ona
02/11/2025;04:00;0,1;0,22;0,22;0;1;19;18;Muy bueno / Oso ona;0;6,83;Muy bueno / Oso ona;3,42;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0,52;Muy bueno / Oso ona
02/11/2025;03:00;0,15;0,21;0,22;0;1;21;19;Muy bueno / Oso ona;0;6,5;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0,46;Muy bueno / Oso ona
02/11/2025;02:00;0,17;0,22;0,22;0;1;21;20;Muy bueno / Oso ona;0;6,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;7;Muy bueno / Oso ona;0,47;Muy bueno / Oso ona
02/11/2025;01:00;0,09;0,21;0,23;0;1;22;20;Muy bueno / Oso ona;0;5,96;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;7;Muy bueno / Oso ona;0,5;Muy bueno / Oso ona
01/11/2025;24:00;;0,21;0,22;;1;22;21;Muy bueno / Oso ona;;5,71;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;8;Muy bueno / Oso ona;;Muy bueno / Oso ona
01/11/2025;23:00;0,18;0,24;0,22;0;1;21;20;Muy bueno / Oso ona;0;5,5;Muy bueno / Oso ona;2,54;Muy bueno / Oso ona;7;Muy bueno / Oso ona;0,44;Muy bueno / Oso ona
01/11/2025;22:00;0,2;0,24;0,25;0;2;27;25;Muy bueno / Oso ona;0;5,33;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;7;Muy bueno / Oso ona;0,43;Muy bueno / Oso ona
01/11/2025;21:00;0,12;0,22;0,31;0;2;26;24;Muy bueno / Oso ona;0;5,17;Muy bueno / Oso ona;2,25;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0,52;Muy bueno / Oso ona
01/11/2025;20:00;0,22;0,22;0,34;0;2;30;27;Muy bueno / Oso ona;0,03;5,04;Muy bueno / Oso ona;2,21;Muy bueno / Oso ona;8;Muy bueno / Oso ona;0,69;Muy bueno / Oso ona
01/11/2025;19:00;0,25;0,25;0,36;0;2;35;33;Muy bueno / Oso ona;0;5,04;Muy bueno / Oso ona;2,17;Muy bueno / Oso ona;11;Muy bueno / Oso ona;0,95;Muy bueno / Oso ona
01/11/2025;18:00;0,11;0,2;0,37;0;1;29;28;Muy bueno / Oso ona;0;4,96;Muy bueno / Oso ona;2,04;Muy bueno / Oso ona;12;Muy bueno / Oso ona;0,54;Muy bueno / Oso ona
01/11/2025;17:00;0,26;0,18;0,4;0;1;19;18;Muy bueno / Oso ona;0;5,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;10;Muy bueno / Oso ona;1,7;Muy bueno / Oso ona
01/11/2025;16:00;0,42;0,21;0,4;0;1;20;19;Muy bueno / Oso ona;0;5,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0,9;Muy bueno / Oso ona
01/11/2025;15:00;0,89;0,54;0,41;0;2;15;13;Muy bueno / Oso ona;0;5,38;Muy bueno / Oso ona;2,04;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0,54;Muy bueno / Oso ona
01/11/2025;14:00;0,47;0,85;0,38;0;1;14;13;Muy bueno / Oso ona;0;5,46;Muy bueno / Oso ona;2,08;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,26;Muy bueno / Oso ona
01/11/2025;13:00;0,19;0,23;0,32;0;1;12;11;Muy bueno / Oso ona;0;5,63;Muy bueno / Oso ona;2,13;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,2;Muy bueno / Oso ona
01/11/2025;12:00;0,12;0,41;0,28;0;2;13;11;Muy bueno / Oso ona;0;5,88;Muy bueno / Oso ona;2,17;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,13;Muy bueno / Oso ona
01/11/2025;11:00;0,42;0,45;0,26;0;1;10;9;Muy bueno / Oso ona;0;5,92;Muy bueno / Oso ona;2,13;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,09;Muy bueno / Oso ona
01/11/2025;10:00;0;0,31;0,24;0;1;11;10;Muy bueno / Oso ona;0;6,08;Muy bueno / Oso ona;2,08;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,04;Muy bueno / Oso ona
01/11/2025;09:00;0,02;0,2;0,2;0;1;10;8;Muy bueno / Oso ona;0;6,29;Muy bueno / Oso ona;2,08;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,04;Muy bueno / Oso ona
01/11/2025;08:00;0;0,22;0,2;0;1;12;11;Muy bueno / Oso ona;0;6,46;Muy bueno / Oso ona;2,04;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,23;Muy bueno / Oso ona
01/11/2025;07:00;0,01;0,23;0,2;0;2;17;15;Muy bueno / Oso ona;0;6,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;Sin datos / Daturik gabe;0,1;Muy bueno / Oso ona
01/11/2025;06:00;0;0,21;0,19;0;1;10;9;Muy bueno / Oso ona;0;6,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0;Muy bueno / Oso ona
01/11/2025;05:00;0;0,19;0,19;0;1;5;4;Muy bueno / Oso ona;0;6,83;Muy bueno / Oso ona;2,08;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,07;Muy bueno / Oso ona
01/11/2025;04:00;0;0,19;0,19;0;0;3;3;Muy bueno / Oso ona;0;6,88;Muy bueno / Oso ona;2,17;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0;Muy bueno / Oso ona
01/11/2025;03:00;0;0,19;0,2;0;0;3;3;Muy bueno / Oso ona;0;6,92;Muy bueno / Oso ona;2,21;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,02;Muy bueno / Oso ona
01/11/2025;02:00;0;0,2;0,2;0;0;4;4;Muy bueno / Oso ona;0;7;Muy bueno / Oso ona;2,25;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,05;Muy bueno / Oso ona
01/11/2025;01:00;0;0,19;0,21;0;0;4;4;Muy bueno / Oso ona;0;7,13;Muy bueno / Oso ona;2,29;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0;Muy bueno / Oso ona
31/10/2025;24:00;;0,19;0,21;;0;3;3;Muy bueno / Oso ona;;7,21;Muy bueno / Oso ona;2,33;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;Muy bueno / Oso ona
31/10/2025;23:00;0;0,19;0,21;0;0;3;3;Muy bueno / Oso ona;0;7,25;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,06;Muy bueno / Oso ona
31/10/2025;22:00;0,01;0,19;0,21;0;0;6;5;Muy bueno / Oso ona;0;7,29;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,29;Muy bueno / Oso ona
31/10/2025;21:00;0,07;0,22;0,22;0;1;12;11;Muy bueno / Oso ona;0,02;7,29;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,66;Muy bueno / Oso ona
31/10/2025;20:00;0,16;0,24;0,21;0;1;18;17;Muy bueno / Oso ona;0,14;7,38;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;1,04;Muy bueno / Oso ona
31/10/2025;19:00;0,08;0,24;0,21;0;1;20;19;Muy bueno / Oso ona;0,06;7,33;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;1,08;Muy bueno / Oso ona
31/10/2025;18:00;0,03;0,21;0,2;0;1;13;12;Muy bueno / Oso ona;0,34;7,42;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;2,14;Muy bueno / Oso ona
31/10/2025;17:00;0,07;0,2;0,2;0,08;1;15;14;Muy bueno / Oso ona;0,59;7,42;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;1,93;Muy bueno / Oso ona
31/10/2025;16:00;0,14;0,21;0,19;0,07;2;18;16;Muy bueno / Oso ona;0,47;7,5;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;5;Muy bueno / Oso ona;1,33;Muy bueno / Oso ona
31/10/2025;15:00;0,05;0,23;0,19;0;3;24;21;Muy bueno / Oso ona;0,02;7,5;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,54;Muy bueno / Oso ona
31/10/2025;14:00;0,03;0,19;0,17;0;2;12;10;Muy bueno / Oso ona;0;7,46;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,38;Muy bueno / Oso ona
31/10/2025;13:00;0,05;0,2;0,17;0;4;18;13;Muy bueno / Oso ona;0,03;7,42;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,37;Muy bueno / Oso ona
31/10/2025;12:00;0,05;0,21;0,16;0;4;22;16;Muy bueno / Oso ona;0;7,29;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,37;Muy bueno / Oso ona
31/10/2025;11:00;0;0,17;0,15;0;2;12;8;Muy bueno / Oso ona;0;7,38;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,06;Muy bueno / Oso ona
31/10/2025;10:00;0;0,17;0,15;0;2;9;7;Muy bueno / Oso ona;0;7,42;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,02;Muy bueno / Oso ona
31/10/2025;09:00;0;0,16;0,15;0;2;11;9;Muy bueno / Oso ona;0;7,63;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,05;Muy bueno / Oso ona
31/10/2025;08:00;0;0,14;0,15;0;1;7;7;Muy bueno / Oso ona;0;7,83;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;0,03;Muy bueno / Oso ona
31/10/2025;07:00;0;0,14;0,15;0;0;5;5;Muy bueno / Oso ona;0;7,96;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,07;Muy bueno / Oso ona
31/10/2025;06:00;0;0,15;0,15;0;0;8;8;Muy bueno / Oso ona;0;8,21;Muy bueno / Oso ona;3,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,1;Muy bueno / Oso ona
31/10/2025;05:00;0;0,14;0,15;0;0;7;7;Muy bueno / Oso ona;0,03;8,54;Muy bueno / Oso ona;3,63;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,08;Muy bueno / Oso ona
31/10/2025;04:00;0;0,15;0,15;0;0;6;6;Muy bueno / Oso ona;0;8,92;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,11;Muy bueno / Oso ona
31/10/2025;03:00;0;0,15;0,16;0;0;6;5;Muy bueno / Oso ona;0;9,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,02;Muy bueno / Oso ona
31/10/2025;02:00;0;0,15;0,16;0;0;6;6;Muy bueno / Oso ona;0;9,54;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,03;Muy bueno / Oso ona
31/10/2025;01:00;0;0,15;0,16;0;0;5;5;Muy bueno / Oso ona;0;9,88;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,03;Muy bueno / Oso ona
30/10/2025;24:00;;0,15;0,17;;0;5;5;Muy bueno / Oso ona;;10,04;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;Muy bueno / Oso ona
30/10/2025;23:00;0,02;0,16;0,17;0;0;6;6;Muy bueno / Oso ona;0;10,21;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,03;Muy bueno / Oso ona
30/10/2025;22:00;0;0,15;0,17;0;0;4;4;Muy bueno / Oso ona;0;10,38;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,05;Muy bueno / Oso ona
30/10/2025;21:00;0;0,18;0,17;0;1;7;7;Muy bueno / Oso ona;0;10,67;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,14;Muy bueno / Oso ona
30/10/2025;20:00;0,02;0,18;0,17;0;1;7;6;Muy bueno / Oso ona;0;10,88;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,36;Muy bueno / Oso ona
30/10/2025;19:00;0,02;0,18;0,16;0;1;9;8;Muy bueno / Oso ona;0;10,92;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,38;Muy bueno / Oso ona
30/10/2025;18:00;0,05;0,18;0,16;0;1;13;12;Muy bueno / Oso ona;0,1;10,79;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,78;Muy bueno / Oso ona
30/10/2025;17:00;0,04;0,18;0,16;0;3;18;14;Muy bueno / Oso ona;0,11;10,83;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,74;Muy bueno / Oso ona
30/10/2025;16:00;0,04;0,16;0,17;0;3;15;10;Muy bueno / Oso ona;0,13;11,04;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,56;Muy bueno / Oso ona
30/10/2025;15:00;0,09;0,15;0,18;0;5;22;14;Muy bueno / Oso ona;0,25;10,96;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;5;Muy bueno / Oso ona;1,01;Muy bueno / Oso ona
30/10/2025;14:00;0,03;0,14;0,2;0;4;17;11;Muy bueno / Oso ona;0,05;11,08;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;5;Muy bueno / Oso ona;0,67;Muy bueno / Oso ona
30/10/2025;13:00;0,01;0,15;0,21;0;3;13;9;Muy bueno / Oso ona;0,13;11,25;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;5;Muy bueno / Oso ona;1,16;Muy bueno / Oso ona
30/10/2025;12:00;0,03;0,15;0,21;0;4;14;9;Muy bueno / Oso ona;0,12;11,33;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;6;Muy bueno / Oso ona;0,95;Muy bueno / Oso ona
30/10/2025;11:00;0,25;0,19;0,22;0,01;7;30;20;Muy bueno / Oso ona;0,2;11,33;Muy bueno / Oso ona;5;Muy bueno / Oso ona;6;Muy bueno / Oso ona;1,61;Muy bueno / Oso ona
30/10/2025;10:00;0,38;0,21;0,22;0,01;9;42;28;Muy bueno / Oso ona;0,11;11,29;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;6;Muy bueno / Oso ona;2;Muy bueno / Oso ona
30/10/2025;09:00;0,46;0,26;0,21;0;18;64;38;Muy bueno / Oso ona;0,12;11,13;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2,21;Muy bueno / Oso ona
30/10/2025;08:00;0,37;0,27;0,21;0;25;77;39;Muy bueno / Oso ona;0,1;10,96;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;7;Muy bueno / Oso ona;1,27;Muy bueno / Oso ona
30/10/2025;07:00;0,26;0,23;0,2;0;11;49;33;Muy bueno / Oso ona;0,1;10,79;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;6;Muy bueno / Oso ona;1,15;Muy bueno / Oso ona
30/10/2025;06:00;0,09;0,2;0,19;0;4;32;26;Muy bueno / Oso ona;0,08;10,63;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;6;Muy bueno / Oso ona;1,15;Muy bueno / Oso ona
