Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;D.vien (grados);H (%);Tº (ºC);V.vien (m/s);ICA Estación
31/12/2024;24:00;0,23;0,36;4;30;25;Muy bueno / Oso ona;;Sin datos / Daturik gabe;13,88;Bueno / Ona;11;Muy bueno / Oso ona;92;68;7,4;1,65;Bueno / Ona
31/12/2024;23:00;0,28;0,36;9;49;36;Muy bueno / Oso ona;;Sin datos / Daturik gabe;13,5;Bueno / Ona;6;Muy bueno / Oso ona;115;72;7;1,05;Bueno / Ona
31/12/2024;22:00;0,4;0,36;25;81;43;Bueno / Ona;19,83;Muy bueno / Oso ona;13,04;Bueno / Ona;7;Muy bueno / Oso ona;94;74;7;0,71;Bueno / Ona
31/12/2024;21:00;0,42;0,35;40;107;46;Bueno / Ona;18,79;Muy bueno / Oso ona;11,63;Bueno / Ona;8;Muy bueno / Oso ona;173;75;7,5;0,36;Bueno / Ona
31/12/2024;20:00;0,4;0,34;43;107;43;Bueno / Ona;16,29;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;19;Muy bueno / Oso ona;101;76;7,6;0,93;Bueno / Ona
31/12/2024;19:00;0,36;0,33;36;100;47;Bueno / Ona;14,29;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;6;Muy bueno / Oso ona;157;73;7,9;0,93;Bueno / Ona
31/12/2024;18:00;0,41;0,32;37;105;49;Bueno / Ona;14,08;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;6;Muy bueno / Oso ona;216;68;9,1;0,36;Bueno / Ona
31/12/2024;17:00;0,35;0,3;22;85;52;Bueno / Ona;13,92;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;10;Muy bueno / Oso ona;285;59;11,2;0,38;Bueno / Ona
31/12/2024;16:00;0,25;0,28;9;51;38;Muy bueno / Oso ona;13,92;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;15;Muy bueno / Oso ona;323;55;13,1;0,56;Muy bueno / Oso ona
31/12/2024;15:00;0,27;0,28;11;49;34;Muy bueno / Oso ona;13,88;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;13;Muy bueno / Oso ona;305;56;12,4;0,68;Muy bueno / Oso ona
31/12/2024;14:00;0,37;0,28;13;51;32;Muy bueno / Oso ona;13,7;Muy bueno / Oso ona;6,61;Muy bueno / Oso ona;7;Muy bueno / Oso ona;297;52;13,1;0,55;Muy bueno / Oso ona
31/12/2024;13:00;0,31;0,26;21;69;38;Muy bueno / Oso ona;13,59;Muy bueno / Oso ona;6,68;Muy bueno / Oso ona;5;Muy bueno / Oso ona;312;56;13,1;0,32;Muy bueno / Oso ona
31/12/2024;12:00;0,32;0,25;27;76;35;Muy bueno / Oso ona;13,32;Muy bueno / Oso ona;6,64;Muy bueno / Oso ona;6;Muy bueno / Oso ona;239;64;10,5;0,51;Muy bueno / Oso ona
31/12/2024;11:00;0,25;0,24;12;42;24;Muy bueno / Oso ona;13,32;Muy bueno / Oso ona;6,64;Muy bueno / Oso ona;5;Muy bueno / Oso ona;90;68;8,5;1,19;Muy bueno / Oso ona
31/12/2024;10:00;0,25;0,24;12;44;25;Muy bueno / Oso ona;13,32;Muy bueno / Oso ona;6,64;Muy bueno / Oso ona;4;Muy bueno / Oso ona;95;76;6,1;1,61;Muy bueno / Oso ona
31/12/2024;09:00;0,26;0,23;16;57;33;Muy bueno / Oso ona;13,45;Muy bueno / Oso ona;6,68;Muy bueno / Oso ona;7;Muy bueno / Oso ona;116;76;4,7;0,49;Muy bueno / Oso ona
31/12/2024;08:00;0,24;0,22;8;43;31;Muy bueno / Oso ona;13,5;Muy bueno / Oso ona;6,55;Muy bueno / Oso ona;5;Muy bueno / Oso ona;112;78;4,1;1,41;Muy bueno / Oso ona
31/12/2024;07:00;0,23;0,22;7;37;28;Muy bueno / Oso ona;13,5;Muy bueno / Oso ona;6,36;Muy bueno / Oso ona;4;Muy bueno / Oso ona;106;78;4,2;1,53;Muy bueno / Oso ona
31/12/2024;06:00;0,23;0,21;6;34;27;Muy bueno / Oso ona;13,59;Muy bueno / Oso ona;6,18;Muy bueno / Oso ona;3;Muy bueno / Oso ona;118;80;4,1;1,08;Muy bueno / Oso ona
31/12/2024;05:00;0,22;0,22;2;20;18;Muy bueno / Oso ona;13,64;Muy bueno / Oso ona;6,14;Muy bueno / Oso ona;3;Muy bueno / Oso ona;117;80;4,1;0,76;Muy bueno / Oso ona
31/12/2024;04:00;0,23;0,22;2;24;21;Muy bueno / Oso ona;13,55;Muy bueno / Oso ona;5,95;Muy bueno / Oso ona;3;Muy bueno / Oso ona;125;80;4,5;0,62;Muy bueno / Oso ona
31/12/2024;03:00;0,23;0,23;2;26;23;Muy bueno / Oso ona;13,59;Muy bueno / Oso ona;6,09;Muy bueno / Oso ona;3;Muy bueno / Oso ona;148;79;4,9;0,98;Muy bueno / Oso ona
31/12/2024;02:00;0,18;0,23;5;33;26;Muy bueno / Oso ona;13,59;Muy bueno / Oso ona;6,23;Muy bueno / Oso ona;4;Muy bueno / Oso ona;126;79;5,1;0,93;Muy bueno / Oso ona
31/12/2024;01:00;0,19;0,25;8;39;28;Muy bueno / Oso ona;13,41;Muy bueno / Oso ona;6,82;Muy bueno / Oso ona;5;Muy bueno / Oso ona;95;79;5,5;0,61;Muy bueno / Oso ona
30/12/2024;24:00;0,24;0,26;15;54;31;Muy bueno / Oso ona;13,36;Muy bueno / Oso ona;7;Muy bueno / Oso ona;5;Muy bueno / Oso ona;81;80;5,7;0,62;Muy bueno / Oso ona
30/12/2024;23:00;0,21;0,27;13;54;34;Muy bueno / Oso ona;13,41;Muy bueno / Oso ona;6,86;Muy bueno / Oso ona;3;Muy bueno / Oso ona;146;78;6,3;0,87;Muy bueno / Oso ona
30/12/2024;22:00;0,25;0,28;26;76;36;Muy bueno / Oso ona;13,23;Muy bueno / Oso ona;6,91;Muy bueno / Oso ona;4;Muy bueno / Oso ona;125;77;6,9;0,82;Muy bueno / Oso ona
30/12/2024;21:00;0,26;0,28;29;82;38;Muy bueno / Oso ona;13,23;Muy bueno / Oso ona;6,95;Muy bueno / Oso ona;3;Muy bueno / Oso ona;143;75;7,3;1,02;Muy bueno / Oso ona
30/12/2024;20:00;0,32;0,28;40;103;43;Bueno / Ona;13,32;Muy bueno / Oso ona;6,86;Muy bueno / Oso ona;3;Muy bueno / Oso ona;327;74;8,1;0,14;Bueno / Ona
30/12/2024;19:00;0,25;0,27;33;92;42;Bueno / Ona;13,55;Muy bueno / Oso ona;6,95;Muy bueno / Oso ona;3;Muy bueno / Oso ona;142;71;8,8;0,73;Bueno / Ona
30/12/2024;18:00;0,27;0,27;33;92;42;Bueno / Ona;13,64;Muy bueno / Oso ona;6,82;Muy bueno / Oso ona;3;Muy bueno / Oso ona;176;68;9,6;0,82;Bueno / Ona
30/12/2024;17:00;0,3;0,26;28;93;51;Bueno / Ona;13,73;Muy bueno / Oso ona;6,86;Muy bueno / Oso ona;4;Muy bueno / Oso ona;253;56;12;0,61;Bueno / Ona
30/12/2024;16:00;0,3;0,26;22;78;46;Bueno / Ona;14,23;Muy bueno / Oso ona;6,91;Muy bueno / Oso ona;3;Muy bueno / Oso ona;309;50;14,6;0,47;Bueno / Ona
30/12/2024;15:00;;0,24;;;;Sin datos / Daturik gabe;14,27;Muy bueno / Oso ona;6,95;Muy bueno / Oso ona;;Sin datos / Daturik gabe;50;51;13,8;0,7;Muy bueno / Oso ona
30/12/2024;14:00;;0,23;;;;Sin datos / Daturik gabe;14,17;Muy bueno / Oso ona;6,91;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;;;;Muy bueno / Oso ona
30/12/2024;13:00;0,22;0,22;11;41;24;Muy bueno / Oso ona;14,08;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;69;55;13,2;0,55;Muy bueno / Oso ona
30/12/2024;12:00;0,28;0,22;26;73;35;Muy bueno / Oso ona;14;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;321;61;12,7;0,39;Muy bueno / Oso ona
30/12/2024;11:00;0,23;0,21;15;49;25;Muy bueno / Oso ona;14;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;4;Muy bueno / Oso ona;73;68;9,2;1,06;Muy bueno / Oso ona
30/12/2024;10:00;0,25;0,2;16;52;28;Muy bueno / Oso ona;14,25;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;31;77;8,1;0,56;Muy bueno / Oso ona
30/12/2024;09:00;0,25;0,19;23;70;35;Muy bueno / Oso ona;14,46;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;313;77;6,2;0,37;Muy bueno / Oso ona
30/12/2024;08:00;0,2;0,19;8;40;29;Muy bueno / Oso ona;14,46;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;98;77;6;1,57;Muy bueno / Oso ona
30/12/2024;07:00;0,18;0,19;5;31;24;Muy bueno / Oso ona;14,63;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;93;78;6,1;2,14;Muy bueno / Oso ona
30/12/2024;06:00;0,18;0,2;3;24;19;Muy bueno / Oso ona;14,88;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;91;79;6,2;2,06;Muy bueno / Oso ona
30/12/2024;05:00;0,17;0,21;1;15;14;Muy bueno / Oso ona;15,17;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;91;80;6,2;2,02;Muy bueno / Oso ona
30/12/2024;04:00;0,18;0,22;1;13;12;Muy bueno / Oso ona;15,38;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;93;81;6,3;1,92;Muy bueno / Oso ona
30/12/2024;03:00;0,18;0,23;1;17;16;Muy bueno / Oso ona;15,58;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;93;83;6,4;1,97;Muy bueno / Oso ona
30/12/2024;02:00;0,2;0,24;2;21;19;Muy bueno / Oso ona;15,96;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;97;84;6,5;1,84;Muy bueno / Oso ona
30/12/2024;01:00;0,21;0,25;2;28;24;Muy bueno / Oso ona;16,33;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;5;Muy bueno / Oso ona;111;83;6,9;1,1;Muy bueno / Oso ona
29/12/2024;24:00;0,23;0,26;4;35;30;Muy bueno / Oso ona;16,25;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;95;82;7,5;0,9;Muy bueno / Oso ona
29/12/2024;23:00;0,26;0,26;8;45;33;Muy bueno / Oso ona;16,25;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;86;83;7,7;1,04;Muy bueno / Oso ona
29/12/2024;22:00;0,25;0,26;8;42;31;Muy bueno / Oso ona;16,5;Muy bueno / Oso ona;9;Muy bueno / Oso ona;4;Muy bueno / Oso ona;113;82;8;1,62;Muy bueno / Oso ona
29/12/2024;21:00;0,27;0,25;11;53;36;Muy bueno / Oso ona;16,92;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;146;82;8,6;1,19;Muy bueno / Oso ona
29/12/2024;20:00;0,25;0,24;6;41;32;Muy bueno / Oso ona;17;Muy bueno / Oso ona;9,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;147;80;9,1;1,02;Muy bueno / Oso ona
29/12/2024;19:00;0,27;0,23;12;59;42;Bueno / Ona;17,17;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;143;76;10,1;0,6;Bueno / Ona
29/12/2024;18:00;0,27;0,23;9;54;41;Bueno / Ona;17,04;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;4;Muy bueno / Oso ona;169;72;11;0,81;Bueno / Ona
29/12/2024;17:00;0,27;0,22;5;46;39;Muy bueno / Oso ona;17;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;5;Muy bueno / Oso ona;241;66;12,8;0,66;Muy bueno / Oso ona
29/12/2024;16:00;0,23;0,21;8;39;27;Muy bueno / Oso ona;16,46;Muy bueno / Oso ona;9;Muy bueno / Oso ona;4;Muy bueno / Oso ona;316;57;15,1;0,59;Muy bueno / Oso ona
29/12/2024;15:00;0,23;0,2;4;26;20;Muy bueno / Oso ona;16,42;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;4;Muy bueno / Oso ona;346;56;15,9;0,4;Muy bueno / Oso ona
29/12/2024;14:00;0,2;0,2;5;27;20;Muy bueno / Oso ona;16,79;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;5;Muy bueno / Oso ona;76;58;15,6;0,37;Muy bueno / Oso ona
29/12/2024;13:00;0,2;0,2;5;26;18;Muy bueno / Oso ona;17,04;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;5;Muy bueno / Oso ona;104;64;13,9;0,76;Muy bueno / Oso ona
29/12/2024;12:00;0,2;0,2;6;25;17;Muy bueno / Oso ona;17,13;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;7;Muy bueno / Oso ona;90;69;13,2;0,46;Muy bueno / Oso ona
29/12/2024;11:00;0,22;0,2;10;35;20;Muy bueno / Oso ona;17,17;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;6;Muy bueno / Oso ona;131;78;11,5;0,38;Muy bueno / Oso ona
29/12/2024;10:00;0,2;0,2;10;36;21;Muy bueno / Oso ona;17,04;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;7;Muy bueno / Oso ona;118;87;8,7;1,35;Muy bueno / Oso ona
29/12/2024;09:00;0,2;0,21;10;39;24;Muy bueno / Oso ona;17,25;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;5;Muy bueno / Oso ona;125;87;7,1;1,5;Muy bueno / Oso ona
29/12/2024;08:00;0,2;0,22;7;35;25;Muy bueno / Oso ona;17,46;Muy bueno / Oso ona;9;Muy bueno / Oso ona;4;Muy bueno / Oso ona;131;86;7;1,12;Muy bueno / Oso ona
29/12/2024;07:00;0,22;0,23;7;33;23;Muy bueno / Oso ona;17,29;Muy bueno / Oso ona;9;Muy bueno / Oso ona;4;Muy bueno / Oso ona;120;87;7,2;0,35;Muy bueno / Oso ona
29/12/2024;06:00;0,22;0,24;5;30;24;Muy bueno / Oso ona;17,08;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;4;Muy bueno / Oso ona;133;87;7,6;0,93;Muy bueno / Oso ona
29/12/2024;05:00;0,2;0,26;2;24;21;Muy bueno / Oso ona;16,96;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;129;87;7,7;1,67;Muy bueno / Oso ona
29/12/2024;04:00;0,2;0,28;2;23;21;Muy bueno / Oso ona;17,13;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;125;86;8;1,29;Muy bueno / Oso ona
29/12/2024;03:00;0,2;0,3;2;23;21;Muy bueno / Oso ona;17;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;127;86;8,3;1,45;Muy bueno / Oso ona
29/12/2024;02:00;0,25;0,31;9;38;26;Muy bueno / Oso ona;16,71;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;102;84;8,8;0,54;Muy bueno / Oso ona
29/12/2024;01:00;0,28;0,31;17;57;31;Muy bueno / Oso ona;16,46;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;5;Muy bueno / Oso ona;50;83;9,1;0,33;Muy bueno / Oso ona
28/12/2024;24:00;0,29;0,31;16;61;36;Muy bueno / Oso ona;16,46;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;124;83;9,5;1,31;Muy bueno / Oso ona
28/12/2024;23:00;0,3;0,3;13;58;39;Muy bueno / Oso ona;16,46;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;121;82;9,7;1,45;Muy bueno / Oso ona
28/12/2024;22:00;0,33;0,29;20;72;43;Bueno / Ona;16,38;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;135;81;10;1,24;Bueno / Ona
28/12/2024;21:00;0,41;0,27;36;101;47;Bueno / Ona;16;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;5;Muy bueno / Oso ona;96;80;10,3;0,82;Bueno / Ona
28/12/2024;20:00;0,3;0,25;17;73;48;Bueno / Ona;16;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;6;Muy bueno / Oso ona;114;77;11,2;0,56;Bueno / Ona
28/12/2024;19:00;0,28;0,25;14;64;43;Bueno / Ona;15,67;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;6;Muy bueno / Oso ona;166;77;10,9;0,77;Bueno / Ona
28/12/2024;18:00;0,29;0,24;9;55;42;Bueno / Ona;15,75;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;5;Muy bueno / Oso ona;174;73;11,5;0,71;Bueno / Ona
28/12/2024;17:00;0,27;0,23;6;53;45;Bueno / Ona;15,33;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;6;Muy bueno / Oso ona;282;69;12,7;0,93;Bueno / Ona
28/12/2024;16:00;0,23;0,23;3;26;22;Muy bueno / Oso ona;14,96;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;8;Muy bueno / Oso ona;307;64;14,4;0,9;Muy bueno / Oso ona
28/12/2024;15:00;0,2;0,23;3;23;19;Muy bueno / Oso ona;14,71;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;9;Muy bueno / Oso ona;290;62;14,3;1,36;Muy bueno / Oso ona
28/12/2024;14:00;0,22;0,22;6;32;23;Muy bueno / Oso ona;14,21;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;25;Muy bueno / Oso ona;288;57;14,8;0,95;Muy bueno / Oso ona
28/12/2024;13:00;0,23;0,22;7;33;22;Muy bueno / Oso ona;13,75;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;18;Muy bueno / Oso ona;317;55;15,6;0,48;Muy bueno / Oso ona
28/12/2024;12:00;0,27;0,21;7;33;23;Muy bueno / Oso ona;13,46;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;5;Muy bueno / Oso ona;22;57;14,9;0,33;Muy bueno / Oso ona
28/12/2024;11:00;0,25;0,2;11;45;28;Muy bueno / Oso ona;13,08;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;341;66;13,3;0,28;Muy bueno / Oso ona
28/12/2024;10:00;0,23;0,19;9;40;27;Muy bueno / Oso ona;12,92;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;174;73;10,9;0,55;Muy bueno / Oso ona
28/12/2024;09:00;0,24;0,18;8;46;34;Muy bueno / Oso ona;12,96;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;250;73;9;0,13;Muy bueno / Oso ona
28/12/2024;08:00;0,19;0,16;3;33;30;Muy bueno / Oso ona;12,96;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;105;70;9;1,51;Muy bueno / Oso ona
28/12/2024;07:00;0,18;0,16;2;27;24;Muy bueno / Oso ona;12,79;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;96;68;9,4;1,58;Muy bueno / Oso ona
28/12/2024;06:00;0,17;0,16;1;12;11;Muy bueno / Oso ona;12,67;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;134;64;10,3;1,76;Muy bueno / Oso ona
28/12/2024;05:00;0,17;0,16;0;7;7;Muy bueno / Oso ona;12,54;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;171;61;11,2;2,61;Muy bueno / Oso ona
28/12/2024;04:00;0,16;0,17;0;6;5;Muy bueno / Oso ona;12,38;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;1;Muy bueno / Oso ona;165;61;11,4;2,63;Muy bueno / Oso ona
28/12/2024;03:00;0,17;0,18;0;7;7;Muy bueno / Oso ona;12,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;162;63;11,5;1,62;Muy bueno / Oso ona
28/12/2024;02:00;0,14;0,19;0;6;6;Muy bueno / Oso ona;12,17;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;1;Muy bueno / Oso ona;153;63;11,8;1,41;Muy bueno / Oso ona
28/12/2024;01:00;0,15;0,2;0;5;5;Muy bueno / Oso ona;11,92;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;185;62;12,2;1,95;Muy bueno / Oso ona
27/12/2024;24:00;0,15;0,2;1;7;7;Muy bueno / Oso ona;12;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;195;61;12,5;1,87;Muy bueno / Oso ona
27/12/2024;23:00;0,17;0,21;1;10;9;Muy bueno / Oso ona;12,17;Muy bueno / Oso ona;5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;169;61;12,9;1,67;Muy bueno / Oso ona
27/12/2024;22:00;0,21;0,21;2;27;25;Muy bueno / Oso ona;12,46;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;126;64;12,5;0,92;Muy bueno / Oso ona
27/12/2024;21:00;0,24;0,2;3;32;29;Muy bueno / Oso ona;12,71;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;88;67;12;1,06;Muy bueno / Oso ona
27/12/2024;20:00;0,24;0,2;6;45;37;Muy bueno / Oso ona;12,83;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;121;67;12,4;0,9;Muy bueno / Oso ona
27/12/2024;19:00;0,22;0,19;4;36;30;Muy bueno / Oso ona;13;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;125;65;12,9;1,04;Muy bueno / Oso ona
27/12/2024;18:00;0,23;0,19;6;47;39;Muy bueno / Oso ona;13,08;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;95;63;13,8;0,61;Muy bueno / Oso ona
27/12/2024;17:00;0,19;0,2;4;25;20;Muy bueno / Oso ona;13,63;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;174;57;15,1;1,39;Muy bueno / Oso ona
27/12/2024;16:00;0,16;0,23;2;12;9;Muy bueno / Oso ona;14;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;194;53;16,7;1,47;Muy bueno / Oso ona
27/12/2024;15:00;0,17;0,26;2;12;9;Muy bueno / Oso ona;14,25;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;213;55;16,7;1,32;Muy bueno / Oso ona
27/12/2024;14:00;0,19;0,27;3;13;10;Muy bueno / Oso ona;14,42;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;188;57;16,9;1,52;Muy bueno / Oso ona
27/12/2024;13:00;0,18;0,27;3;13;9;Muy bueno / Oso ona;14,63;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;186;59;16,5;1,41;Muy bueno / Oso ona
27/12/2024;12:00;0,18;0,26;3;14;10;Muy bueno / Oso ona;14,88;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;176;61;16;1,11;Muy bueno / Oso ona
27/12/2024;11:00;0,19;0,26;4;20;14;Muy bueno / Oso ona;15,17;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;135;63;15,1;1,43;Muy bueno / Oso ona
27/12/2024;10:00;0,33;0,26;28;79;37;Muy bueno / Oso ona;15,42;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;124;73;13,1;0,72;Muy bueno / Oso ona
27/12/2024;09:00;0,46;0,23;37;107;51;Bueno / Ona;15,29;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;36;75;11;0,48;Bueno / Ona
27/12/2024;08:00;0,34;0,2;13;62;42;Bueno / Ona;15,13;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;61;73;11,3;0,35;Bueno / Ona
27/12/2024;07:00;0,26;0,19;3;32;29;Muy bueno / Oso ona;15,33;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;94;71;11,7;1,03;Muy bueno / Oso ona
27/12/2024;06:00;0,19;0,2;2;23;21;Muy bueno / Oso ona;15,38;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;87;74;11,1;1;Muy bueno / Oso ona
27/12/2024;05:00;0,16;0,23;1;11;10;Muy bueno / Oso ona;15,42;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;98;71;12,1;1,25;Muy bueno / Oso ona
27/12/2024;04:00;0,17;0,26;1;10;9;Muy bueno / Oso ona;15,33;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;81;76;10,9;1,09;Muy bueno / Oso ona
27/12/2024;03:00;0,17;0,27;0;8;8;Muy bueno / Oso ona;15,13;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;82;78;10,7;1,38;Muy bueno / Oso ona
27/12/2024;02:00;0,14;0,28;1;9;8;Muy bueno / Oso ona;15,29;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;84;78;10,9;1,26;Muy bueno / Oso ona
27/12/2024;01:00;0,22;0,3;2;20;18;Muy bueno / Oso ona;15,29;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;83;87;9,5;1,1;Muy bueno / Oso ona
26/12/2024;24:00;0,25;0,3;4;33;27;Muy bueno / Oso ona;15,08;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;68;90;9,1;0,74;Muy bueno / Oso ona
26/12/2024;23:00;0,34;0,3;15;53;31;Muy bueno / Oso ona;14,58;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;71;91;9,6;0,79;Muy bueno / Oso ona
26/12/2024;22:00;0,38;0,3;33;83;33;Muy bueno / Oso ona;14;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;5;Muy bueno / Oso ona;89;87;10,4;0,82;Muy bueno / Oso ona
26/12/2024;21:00;0,42;0,3;28;77;35;Muy bueno / Oso ona;13,58;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;54;85;11,2;0,53;Muy bueno / Oso ona
26/12/2024;20:00;0,27;0,27;14;59;38;Muy bueno / Oso ona;13,17;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;5;Muy bueno / Oso ona;312;82;11,9;0,42;Muy bueno / Oso ona
26/12/2024;19:00;0,25;0,27;15;58;37;Muy bueno / Oso ona;13;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;305;84;11,5;0,71;Muy bueno / Oso ona
