Date;Hour  (GMT);O3 (µg/m3);OZONO;O3 - ICA;O3 8h (µg/m3);D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
28/09/2025;18:00;81;81;Bueno / Ona;;10;69;954,2;0;14,7;17,1;1,54;Bueno / Ona
28/09/2025;17:00;81;81;Bueno / Ona;;7;68;953,3;0;67,9;18,5;1,59;Bueno / Ona
28/09/2025;16:00;82;82;Bueno / Ona;;7;67;952,8;0;97,6;19,2;1,61;Bueno / Ona
28/09/2025;15:00;82;82;Bueno / Ona;;6;66;952,1;0;228,7;20,3;1,78;Bueno / Ona
28/09/2025;14:00;83;83;Bueno / Ona;;12;59;951,5;0;368,3;22,3;1,64;Bueno / Ona
28/09/2025;13:00;85;85;Bueno / Ona;;18;52;951;0;538,8;23,7;1,14;Bueno / Ona
28/09/2025;12:00;85;85;Bueno / Ona;;44;46;951,4;0;436,2;24,1;0,74;Bueno / Ona
28/09/2025;11:00;79;79;Muy bueno / Oso ona;;56;49;951,5;0;491,7;23,8;0,5;Muy bueno / Oso ona
28/09/2025;10:00;56;56;Muy bueno / Oso ona;;2;49;951,7;0;404,9;22,7;0,22;Muy bueno / Oso ona
28/09/2025;09:00;29;29;Muy bueno / Oso ona;;2;61;951,7;0;172;17,6;0,16;Muy bueno / Oso ona
28/09/2025;08:00;20;20;Muy bueno / Oso ona;;8;66;951,6;0;49,4;15,8;0,17;Muy bueno / Oso ona
28/09/2025;07:00;34;34;Muy bueno / Oso ona;;5;65;951,1;0;17,2;15;0,18;Muy bueno / Oso ona
28/09/2025;06:00;41;41;Muy bueno / Oso ona;;268;68;950,7;0;0;14,2;0,05;Muy bueno / Oso ona
28/09/2025;05:00;32;32;Muy bueno / Oso ona;;90;66;950,4;0;0;15,1;0,17;Muy bueno / Oso ona
28/09/2025;04:00;32;32;Muy bueno / Oso ona;;318;63;950,5;0;0;15,8;0,16;Muy bueno / Oso ona
28/09/2025;03:00;31;31;Muy bueno / Oso ona;;211;63;950,6;0;0;15,8;0,49;Muy bueno / Oso ona
28/09/2025;02:00;39;39;Muy bueno / Oso ona;;5;58;950,9;0;0;16,9;0,26;Muy bueno / Oso ona
28/09/2025;01:00;;;Sin datos / Daturik gabe;;48;56;951,3;0;0;17,3;0,2;Sin datos / Daturik gabe
27/09/2025;24:00;36;36;Muy bueno / Oso ona;;186;56;951,5;0;0;17;0,44;Muy bueno / Oso ona
27/09/2025;23:00;8;8;Muy bueno / Oso ona;;316;54;951,7;0;0;17,8;0,04;Muy bueno / Oso ona
27/09/2025;22:00;8;8;Muy bueno / Oso ona;;360;49;951,8;0;0;18,8;0,28;Muy bueno / Oso ona
27/09/2025;21:00;46;46;Muy bueno / Oso ona;;318;45;951,4;0;0;19,5;0,17;Muy bueno / Oso ona
27/09/2025;20:00;61;61;Muy bueno / Oso ona;;331;42;951,2;0;0;20;0,18;Muy bueno / Oso ona
27/09/2025;19:00;70;70;Muy bueno / Oso ona;;335;36;951;0;0;21,4;0,2;Muy bueno / Oso ona
27/09/2025;18:00;81;81;Bueno / Ona;;223;28;950,9;0;13,1;23,3;0,19;Bueno / Ona
27/09/2025;17:00;90;90;Bueno / Ona;;209;24;950,5;0;87,1;24,8;1,5;Bueno / Ona
27/09/2025;16:00;93;93;Bueno / Ona;;202;22;950,3;0;248,9;26;2,22;Bueno / Ona
27/09/2025;15:00;95;95;Bueno / Ona;;206;23;950,5;0;407,3;26,3;1,96;Bueno / Ona
27/09/2025;14:00;97;97;Bueno / Ona;;222;27;950,8;0;519,8;26,4;1,28;Bueno / Ona
27/09/2025;13:00;88;88;Bueno / Ona;;194;33;951,2;0;523,8;24,8;0,92;Bueno / Ona
27/09/2025;12:00;85;85;Bueno / Ona;;209;36;951,8;0;572,5;23,5;1,41;Bueno / Ona
27/09/2025;11:00;51;51;Muy bueno / Oso ona;;358;48;952,1;0;550,5;21,7;0,24;Muy bueno / Oso ona
27/09/2025;10:00;34;34;Muy bueno / Oso ona;;7;54;952,5;0;447,6;18,8;0,2;Muy bueno / Oso ona
27/09/2025;09:00;25;25;Muy bueno / Oso ona;;359;66;952,7;0;301,7;14,9;0,22;Muy bueno / Oso ona
27/09/2025;08:00;25;25;Muy bueno / Oso ona;;56;73;953,3;0;70,4;11,4;0,32;Muy bueno / Oso ona
27/09/2025;07:00;22;22;Muy bueno / Oso ona;;74;79;953,2;0;44,6;9,8;0,57;Muy bueno / Oso ona
27/09/2025;06:00;5;5;Muy bueno / Oso ona;;10;83;953,2;0;0;9,2;0,25;Muy bueno / Oso ona
27/09/2025;05:00;14;14;Muy bueno / Oso ona;;332;84;953,1;0;0;8,9;0,23;Muy bueno / Oso ona
27/09/2025;04:00;15;15;Muy bueno / Oso ona;;339;82;953;0;0;9,5;0,24;Muy bueno / Oso ona
27/09/2025;03:00;18;18;Muy bueno / Oso ona;;336;84;953,2;0;0;9,1;0,15;Muy bueno / Oso ona
27/09/2025;02:00;20;20;Muy bueno / Oso ona;;358;81;953,4;0;0;10,2;0,2;Muy bueno / Oso ona
27/09/2025;01:00;;;Sin datos / Daturik gabe;;357;82;953,8;0;0;9,9;0,22;Sin datos / Daturik gabe
26/09/2025;24:00;26;26;Muy bueno / Oso ona;;358;79;953,6;0;0;11;0,21;Muy bueno / Oso ona
26/09/2025;23:00;28;28;Muy bueno / Oso ona;;357;77;954;0;0;11,5;0,29;Muy bueno / Oso ona
26/09/2025;22:00;22;22;Muy bueno / Oso ona;;349;76;954,2;0;0;12,1;0,26;Muy bueno / Oso ona
26/09/2025;21:00;32;32;Muy bueno / Oso ona;;288;73;954,3;0;0;12,8;0,11;Muy bueno / Oso ona
26/09/2025;20:00;37;37;Muy bueno / Oso ona;;203;70;954,1;0;0;13,5;0,37;Muy bueno / Oso ona
26/09/2025;19:00;62;62;Muy bueno / Oso ona;;29;55;953,7;0;0;16,9;0,55;Muy bueno / Oso ona
26/09/2025;18:00;73;73;Muy bueno / Oso ona;;26;48;953,3;0;19,4;18,9;1,18;Muy bueno / Oso ona
26/09/2025;17:00;76;76;Muy bueno / Oso ona;;30;43;952,8;0;57,1;21,3;0,93;Muy bueno / Oso ona
26/09/2025;16:00;79;79;Muy bueno / Oso ona;;47;39;952,6;0;312,3;22,5;0,59;Muy bueno / Oso ona
26/09/2025;15:00;76;76;Muy bueno / Oso ona;;53;40;952,7;0;528,8;23,1;0,41;Muy bueno / Oso ona
26/09/2025;14:00;73;73;Muy bueno / Oso ona;;32;45;953,2;0;640;21,4;0,5;Muy bueno / Oso ona
26/09/2025;13:00;60;60;Muy bueno / Oso ona;;51;53;953,5;0;672,4;19,4;0,45;Muy bueno / Oso ona
26/09/2025;12:00;48;48;Muy bueno / Oso ona;;349;61;954,1;0;636,1;17,4;0,35;Muy bueno / Oso ona
26/09/2025;11:00;48;48;Muy bueno / Oso ona;;22;69;954,4;0;509;14,6;0,34;Muy bueno / Oso ona
26/09/2025;10:00;47;47;Muy bueno / Oso ona;;350;77;955;0;216,3;12;0,39;Muy bueno / Oso ona
26/09/2025;09:00;27;27;Muy bueno / Oso ona;;360;82;955;0;149;10,7;0,21;Muy bueno / Oso ona
26/09/2025;08:00;19;19;Muy bueno / Oso ona;;59;92;954,9;0,1;46,4;8,3;0,25;Muy bueno / Oso ona
26/09/2025;07:00;17;17;Muy bueno / Oso ona;;205;94;954,8;0;7,4;7,3;0,34;Muy bueno / Oso ona
26/09/2025;06:00;20;20;Muy bueno / Oso ona;;208;94;954,7;0;0;7,4;0,5;Muy bueno / Oso ona
26/09/2025;05:00;24;24;Muy bueno / Oso ona;;203;95;954,8;0;0;7,3;0,68;Muy bueno / Oso ona
26/09/2025;04:00;16;16;Muy bueno / Oso ona;;288;91;954,9;0;0;8,2;0,08;Muy bueno / Oso ona
26/09/2025;03:00;17;17;Muy bueno / Oso ona;;330;88;955,2;0;0;8,3;0,26;Muy bueno / Oso ona
26/09/2025;02:00;17;17;Muy bueno / Oso ona;;357;87;955,6;0;0;8,2;0,23;Muy bueno / Oso ona
26/09/2025;01:00;;;Sin datos / Daturik gabe;;5;87;955,9;0;0;8,5;0,29;Sin datos / Daturik gabe
25/09/2025;24:00;21;21;Muy bueno / Oso ona;;360;87;956,1;0;0;8,8;0,3;Muy bueno / Oso ona
25/09/2025;23:00;26;26;Muy bueno / Oso ona;;304;87;956,1;0;0;9,1;0,15;Muy bueno / Oso ona
25/09/2025;22:00;28;28;Muy bueno / Oso ona;;236;86;956,2;0;0;10;0,21;Muy bueno / Oso ona
25/09/2025;21:00;34;34;Muy bueno / Oso ona;;324;83;956,4;0;0;11,2;0,23;Muy bueno / Oso ona
25/09/2025;20:00;46;46;Muy bueno / Oso ona;;30;80;956,2;0;0;12,4;0,21;Muy bueno / Oso ona
25/09/2025;19:00;62;62;Muy bueno / Oso ona;;11;76;955,8;0;0;12,9;0,99;Muy bueno / Oso ona
25/09/2025;18:00;66;66;Muy bueno / Oso ona;;12;69;955,6;0;19,4;14,3;1,04;Muy bueno / Oso ona
25/09/2025;17:00;70;70;Muy bueno / Oso ona;;7;63;955,2;0;78,2;15,5;1,32;Muy bueno / Oso ona
25/09/2025;16:00;77;77;Muy bueno / Oso ona;;6;52;955,1;0;116,2;16,5;1,12;Muy bueno / Oso ona
25/09/2025;15:00;78;78;Muy bueno / Oso ona;;12;51;955,1;0;247,2;17,6;0,85;Muy bueno / Oso ona
25/09/2025;14:00;78;78;Muy bueno / Oso ona;;13;50;954,9;0;536,6;18,4;0,76;Muy bueno / Oso ona
25/09/2025;13:00;78;78;Muy bueno / Oso ona;;351;51;955,6;0;349,7;17,7;0,64;Muy bueno / Oso ona
25/09/2025;12:00;72;72;Muy bueno / Oso ona;;255;56;955,7;0;651,7;17,6;0,25;Muy bueno / Oso ona
25/09/2025;11:00;54;54;Muy bueno / Oso ona;;329;64;956,4;0;488,9;15,9;0,51;Muy bueno / Oso ona
25/09/2025;10:00;31;31;Muy bueno / Oso ona;;305;70;956,9;0;354,6;13,9;0,25;Muy bueno / Oso ona
25/09/2025;09:00;6;6;Muy bueno / Oso ona;;7;79;957,2;0;144;11;0,25;Muy bueno / Oso ona
25/09/2025;08:00;3;3;Muy bueno / Oso ona;;227;85;957,2;0;32,4;8,7;0,15;Muy bueno / Oso ona
25/09/2025;07:00;2;2;Muy bueno / Oso ona;;337;84;956,9;0;24,2;8,4;0,19;Muy bueno / Oso ona
25/09/2025;06:00;2;2;Muy bueno / Oso ona;;177;87;956,7;0;0;7,6;0,16;Muy bueno / Oso ona
25/09/2025;05:00;11;11;Muy bueno / Oso ona;;265;88;956,5;0;0;7,3;0,13;Muy bueno / Oso ona
25/09/2025;04:00;13;13;Muy bueno / Oso ona;;347;84;956,7;0;0;8,1;0,18;Muy bueno / Oso ona
25/09/2025;03:00;16;16;Muy bueno / Oso ona;;352;85;956,9;0;0;7,9;0,24;Muy bueno / Oso ona
25/09/2025;02:00;17;17;Muy bueno / Oso ona;;344;86;957,2;0;0;7,1;0,29;Muy bueno / Oso ona
25/09/2025;01:00;;;Sin datos / Daturik gabe;;354;86;957,6;0;0;7,3;0,29;Sin datos / Daturik gabe
24/09/2025;24:00;17;17;Muy bueno / Oso ona;;323;87;957,8;0;0;7,5;0,22;Muy bueno / Oso ona
24/09/2025;23:00;17;17;Muy bueno / Oso ona;;336;86;957,9;0;0;8;0,18;Muy bueno / Oso ona
24/09/2025;22:00;17;17;Muy bueno / Oso ona;;318;86;957,8;0;0;8,4;0,17;Muy bueno / Oso ona
24/09/2025;21:00;17;17;Muy bueno / Oso ona;;232;85;957,8;0;0;9,1;0,28;Muy bueno / Oso ona
24/09/2025;20:00;34;34;Muy bueno / Oso ona;;350;80;957,6;0;0;11;0,21;Muy bueno / Oso ona
24/09/2025;19:00;51;51;Muy bueno / Oso ona;;8;74;957,3;0;0;12,3;0,5;Muy bueno / Oso ona
24/09/2025;18:00;58;58;Muy bueno / Oso ona;;22;69;957,3;0;23,7;13,2;0,64;Muy bueno / Oso ona
24/09/2025;17:00;57;57;Muy bueno / Oso ona;;358;69;957,2;0;65,3;13,4;0,56;Muy bueno / Oso ona
24/09/2025;16:00;57;57;Muy bueno / Oso ona;;332;73;957,2;0;86,5;13;0,51;Muy bueno / Oso ona
24/09/2025;15:00;61;61;Muy bueno / Oso ona;;12;74;957,4;0;57,1;12,5;1,05;Muy bueno / Oso ona
24/09/2025;14:00;60;60;Muy bueno / Oso ona;;39;70;957,5;0;101,8;13;1,04;Muy bueno / Oso ona
24/09/2025;13:00;63;63;Muy bueno / Oso ona;;24;66;957,6;0;104,9;13,4;1,17;Muy bueno / Oso ona
24/09/2025;12:00;67;67;Muy bueno / Oso ona;;3;59;957,8;0;131,9;14,7;0,65;Muy bueno / Oso ona
24/09/2025;11:00;59;59;Muy bueno / Oso ona;;220;66;957,9;0;258,7;14,2;0,99;Muy bueno / Oso ona
24/09/2025;10:00;58;58;Muy bueno / Oso ona;;240;70;958,1;0;200,5;13,2;0,77;Muy bueno / Oso ona
24/09/2025;09:00;52;52;Muy bueno / Oso ona;;269;76;957,8;0;286,7;11,9;0,75;Muy bueno / Oso ona
24/09/2025;08:00;36;36;Muy bueno / Oso ona;;236;80;958;0;58,9;10,5;0,51;Muy bueno / Oso ona
24/09/2025;07:00;36;36;Muy bueno / Oso ona;;256;81;957,5;0;18;10;0,53;Muy bueno / Oso ona
24/09/2025;06:00;40;40;Muy bueno / Oso ona;;260;83;957,4;0;0;9,2;0,79;Muy bueno / Oso ona
24/09/2025;05:00;34;34;Muy bueno / Oso ona;;228;86;957,5;0;0;8,9;0,48;Muy bueno / Oso ona
24/09/2025;04:00;36;36;Muy bueno / Oso ona;;213;87;957,5;0;0;8,4;0,49;Muy bueno / Oso ona
24/09/2025;03:00;39;39;Muy bueno / Oso ona;;195;87;957,7;0;0;8,4;0,53;Muy bueno / Oso ona
24/09/2025;02:00;33;33;Muy bueno / Oso ona;;214;87;957,9;0;0;8,6;0,1;Muy bueno / Oso ona
24/09/2025;01:00;;;Sin datos / Daturik gabe;;209;87;958,2;0,1;0;8,7;0,37;Sin datos / Daturik gabe
23/09/2025;24:00;37;37;Muy bueno / Oso ona;;189;89;958,4;0;0;8,2;0,86;Muy bueno / Oso ona
23/09/2025;23:00;37;37;Muy bueno / Oso ona;;277;88;958,9;0;0;9,2;0,28;Muy bueno / Oso ona
23/09/2025;22:00;43;43;Muy bueno / Oso ona;;274;86;958,8;0;0;9,7;0,2;Muy bueno / Oso ona
23/09/2025;21:00;50;50;Muy bueno / Oso ona;;324;81;958,8;0,5;0;10,4;0,51;Muy bueno / Oso ona
23/09/2025;20:00;58;58;Muy bueno / Oso ona;;353;75;958,4;0;0;10,7;0,77;Muy bueno / Oso ona
23/09/2025;19:00;67;67;Muy bueno / Oso ona;;5;73;958;0;0;11;0,94;Muy bueno / Oso ona
23/09/2025;18:00;61;61;Muy bueno / Oso ona;;2;77;957,6;0;8,5;11,1;0,97;Muy bueno / Oso ona
23/09/2025;17:00;68;68;Muy bueno / Oso ona;;360;63;957,2;0;22,3;12,7;1,9;Muy bueno / Oso ona
23/09/2025;16:00;75;75;Muy bueno / Oso ona;;359;49;956,3;0;247,8;15,4;1,09;Muy bueno / Oso ona
23/09/2025;15:00;75;75;Muy bueno / Oso ona;;6;49;956,5;0;321,4;15,4;1,19;Muy bueno / Oso ona
23/09/2025;14:00;74;74;Muy bueno / Oso ona;;4;51;957;0;214;14,5;1,33;Muy bueno / Oso ona
23/09/2025;13:00;73;73;Muy bueno / Oso ona;;11;50;956,8;0;399,6;15;1,38;Muy bueno / Oso ona
23/09/2025;12:00;69;69;Muy bueno / Oso ona;;19;54;957,5;0;300,3;14,6;1,01;Muy bueno / Oso ona
23/09/2025;11:00;65;65;Muy bueno / Oso ona;;28;58;957,7;0;286,6;13,9;1,28;Muy bueno / Oso ona
23/09/2025;10:00;61;61;Muy bueno / Oso ona;;33;66;957,1;0;450;13,4;1,32;Muy bueno / Oso ona
23/09/2025;09:00;52;52;Muy bueno / Oso ona;;18;77;957,4;0;144,6;12;0,81;Muy bueno / Oso ona
23/09/2025;08:00;44;44;Muy bueno / Oso ona;;354;82;956,8;0;104,5;11,7;0,56;Muy bueno / Oso ona
23/09/2025;07:00;41;41;Muy bueno / Oso ona;;357;86;956,5;0;21,8;10,8;0,6;Muy bueno / Oso ona
23/09/2025;06:00;43;43;Muy bueno / Oso ona;;356;86;956,1;0,3;0;10,5;0,75;Muy bueno / Oso ona
23/09/2025;05:00;46;46;Muy bueno / Oso ona;;358;85;955,8;0;0;10,8;0,54;Muy bueno / Oso ona
23/09/2025;04:00;41;41;Muy bueno / Oso ona;;314;89;955,8;0;0;10,8;0,41;Muy bueno / Oso ona
23/09/2025;03:00;38;38;Muy bueno / Oso ona;;275;89;955,6;0;0;10,9;0,06;Muy bueno / Oso ona
23/09/2025;02:00;46;46;Muy bueno / Oso ona;;283;90;955,5;0;0;10,6;0,25;Muy bueno / Oso ona
23/09/2025;01:00;;;Sin datos / Daturik gabe;;351;91;955,5;0;0;10,5;0,66;Sin datos / Daturik gabe
22/09/2025;24:00;53;53;Muy bueno / Oso ona;;339;91;955,1;0;0;10,7;0,53;Muy bueno / Oso ona
22/09/2025;23:00;54;54;Muy bueno / Oso ona;;318;90;955,2;0;0;10,6;0,69;Muy bueno / Oso ona
22/09/2025;22:00;56;56;Muy bueno / Oso ona;;289;91;955,2;0,3;0;10,4;0,86;Muy bueno / Oso ona
22/09/2025;21:00;53;53;Muy bueno / Oso ona;;308;91;955,2;5,3;0;10,4;0,75;Muy bueno / Oso ona
22/09/2025;20:00;55;55;Muy bueno / Oso ona;;282;83;954,7;0,3;0;11;0,82;Muy bueno / Oso ona
22/09/2025;19:00;56;56;Muy bueno / Oso ona;;323;85;954,4;0,9;0;11;0,8;Muy bueno / Oso ona
22/09/2025;18:00;64;64;Muy bueno / Oso ona;;344;76;953,9;0,8;9,3;11,8;1,16;Muy bueno / Oso ona
22/09/2025;17:00;69;69;Muy bueno / Oso ona;;352;65;953,5;0;73,8;13,5;1,7;Muy bueno / Oso ona
22/09/2025;16:00;72;72;Muy bueno / Oso ona;;347;55;952,9;0;200,4;15,4;1,59;Muy bueno / Oso ona
22/09/2025;15:00;71;71;Muy bueno / Oso ona;;333;52;952,7;0;330,3;16,5;1,4;Muy bueno / Oso ona
22/09/2025;14:00;70;70;Muy bueno / Oso ona;;318;56;952,8;0;381,5;16,1;1,01;Muy bueno / Oso ona
22/09/2025;13:00;72;72;Muy bueno / Oso ona;;330;51;953;0;376,5;16,5;1,24;Muy bueno / Oso ona
22/09/2025;12:00;72;72;Muy bueno / Oso ona;;315;52;952,9;0;562,7;16,3;1,47;Muy bueno / Oso ona
22/09/2025;11:00;71;71;Muy bueno / Oso ona;;316;54;952,7;0;537,2;15,8;1,64;Muy bueno / Oso ona
22/09/2025;10:00;59;59;Muy bueno / Oso ona;;257;63;953,2;0;389,6;14,4;1,78;Muy bueno / Oso ona
22/09/2025;09:00;53;53;Muy bueno / Oso ona;;223;68;953,2;0;345,8;12,8;2,03;Muy bueno / Oso ona
22/09/2025;08:00;38;38;Muy bueno / Oso ona;;203;74;953,3;0;160,4;11,3;1,16;Muy bueno / Oso ona
22/09/2025;07:00;22;22;Muy bueno / Oso ona;;74;78;953,3;0;19,6;10,2;0,28;Muy bueno / Oso ona
22/09/2025;06:00;25;25;Muy bueno / Oso ona;;289;81;953;0;0;9,2;0,34;Muy bueno / Oso ona
22/09/2025;05:00;34;34;Muy bueno / Oso ona;;107;81;953;0;0;9,2;0,14;Muy bueno / Oso ona
22/09/2025;04:00;41;41;Muy bueno / Oso ona;;60;80;953;0;0;9,3;0,24;Muy bueno / Oso ona
22/09/2025;03:00;35;35;Muy bueno / Oso ona;;211;82;953,1;0;0;9,1;0,03;Muy bueno / Oso ona
22/09/2025;02:00;43;43;Muy bueno / Oso ona;;229;81;953,6;0;0;8,9;0,12;Muy bueno / Oso ona
22/09/2025;01:00;;;Sin datos / Daturik gabe;;348;78;953,7;0;0;9,5;0,26;Sin datos / Daturik gabe
21/09/2025;24:00;36;36;Muy bueno / Oso ona;;309;84;953,9;0;0;9,2;0,23;Muy bueno / Oso ona
21/09/2025;23:00;33;33;Muy bueno / Oso ona;;202;88;954,3;0;0;9;0,71;Muy bueno / Oso ona
21/09/2025;22:00;41;41;Muy bueno / Oso ona;;220;85;954,4;0;0;10,4;0,33;Muy bueno / Oso ona
21/09/2025;21:00;55;55;Muy bueno / Oso ona;;302;81;954,8;0;0;11;0,41;Muy bueno / Oso ona
21/09/2025;20:00;63;63;Muy bueno / Oso ona;;342;79;954,5;0,9;0;11;0,85;Muy bueno / Oso ona
21/09/2025;19:00;64;64;Muy bueno / Oso ona;;356;76;954,1;0;0;11,4;1,47;Muy bueno / Oso ona
21/09/2025;18:00;61;61;Muy bueno / Oso ona;;357;79;953,6;0,4;6,6;12,1;1,51;Muy bueno / Oso ona
21/09/2025;17:00;63;63;Muy bueno / Oso ona;;8;78;953,1;0;26,7;13,2;1,2;Muy bueno / Oso ona
21/09/2025;16:00;67;67;Muy bueno / Oso ona;;11;74;952,9;0;149,5;13,6;1,37;Muy bueno / Oso ona
21/09/2025;15:00;62;62;Muy bueno / Oso ona;;9;79;953,1;0,1;171,8;13,6;1,04;Muy bueno / Oso ona
21/09/2025;14:00;58;58;Muy bueno / Oso ona;;12;81;953,1;0;136,8;14,2;0,67;Muy bueno / Oso ona
21/09/2025;13:00;59;59;Muy bueno / Oso ona;;22;79;953,3;1,6;140,6;14,4;0,85;Muy bueno / Oso ona
21/09/2025;12:00;60;60;Muy bueno / Oso ona;;357;77;953,6;0;106,8;14,3;0,95;Muy bueno / Oso ona
21/09/2025;11:00;59;59;Muy bueno / Oso ona;;320;70;953,5;0;239,1;15,7;0,46;Muy bueno / Oso ona
21/09/2025;10:00;60;60;Muy bueno / Oso ona;;250;76;953,5;0;282,3;14,6;0,24;Muy bueno / Oso ona
21/09/2025;09:00;56;56;Muy bueno / Oso ona;;205;83;953,6;0;155;13,3;0,35;Muy bueno / Oso ona
21/09/2025;08:00;59;59;Muy bueno / Oso ona;;43;86;953,4;0,1;67,1;12,2;0,44;Muy bueno / Oso ona
21/09/2025;07:00;63;63;Muy bueno / Oso ona;;19;89;953,5;0,8;8,4;11,3;0,68;Muy bueno / Oso ona
21/09/2025;06:00;55;55;Muy bueno / Oso ona;;17;92;953,2;2,9;0;11,6;0,88;Muy bueno / Oso ona
21/09/2025;05:00;57;57;Muy bueno / Oso ona;;2;90;953,4;0,8;0;11,9;0,75;Muy bueno / Oso ona
21/09/2025;04:00;62;62;Muy bueno / Oso ona;;3;86;953,3;0;0;12,4;0,77;Muy bueno / Oso ona
21/09/2025;03:00;62;62;Muy bueno / Oso ona;;6;88;953,4;0;0;12,4;1,14;Muy bueno / Oso ona
21/09/2025;02:00;62;62;Muy bueno / Oso ona;;9;89;953,7;0,1;0;12,5;1,17;Muy bueno / Oso ona
21/09/2025;01:00;;;Sin datos / Daturik gabe;;9;89;954,1;0,3;0;13,1;1,13;Sin datos / Daturik gabe
20/09/2025;24:00;55;55;Muy bueno / Oso ona;;25;90;954,2;1;0;13,5;1,1;Muy bueno / Oso ona
20/09/2025;23:00;56;56;Muy bueno / Oso ona;;11;85;955,4;0;0;14,2;0,92;Muy bueno / Oso ona
20/09/2025;22:00;60;60;Muy bueno / Oso ona;;7;84;955,6;0;0;14,3;1,17;Muy bueno / Oso ona
20/09/2025;21:00;56;56;Muy bueno / Oso ona;;8;88;955,2;0;0;14,6;1,59;Muy bueno / Oso ona
20/09/2025;20:00;51;51;Muy bueno / Oso ona;;3;91;954,4;0,4;0;15;1,78;Muy bueno / Oso ona
20/09/2025;19:00;57;57;Muy bueno / Oso ona;;23;85;954,1;2,1;0;16;1,38;Muy bueno / Oso ona
20/09/2025;18:00;60;60;Muy bueno / Oso ona;;9;82;953,7;0;6,2;16,9;1,63;Muy bueno / Oso ona
20/09/2025;17:00;70;70;Muy bueno / Oso ona;;7;78;953,5;0;71,5;18,6;1,78;Muy bueno / Oso ona
20/09/2025;16:00;79;79;Muy bueno / Oso ona;;7;68;953,2;0;266,7;21,7;2;Muy bueno / Oso ona
20/09/2025;15:00;80;80;Muy bueno / Oso ona;;20;54;952,5;0;426,9;26,1;1,72;Muy bueno / Oso ona
20/09/2025;14:00;73;73;Muy bueno / Oso ona;;78;47;952,5;0;529,3;29,2;1,36;Muy bueno / Oso ona
20/09/2025;13:00;70;70;Muy bueno / Oso ona;;90;47;953,1;0;641,9;29,2;0,61;Muy bueno / Oso ona
20/09/2025;12:00;64;64;Muy bueno / Oso ona;;165;50;953,7;0;613,6;28,1;0,76;Muy bueno / Oso ona
20/09/2025;11:00;62;62;Muy bueno / Oso ona;;109;57;953,9;0;534,8;26,3;0,33;Muy bueno / Oso ona
20/09/2025;10:00;53;53;Muy bueno / Oso ona;;212;63;954,7;0;258,4;24,5;0,71;Muy bueno / Oso ona
20/09/2025;09:00;51;51;Muy bueno / Oso ona;;347;66;954,8;0;233,4;23,8;0,43;Muy bueno / Oso ona
20/09/2025;08:00;43;43;Muy bueno / Oso ona;;22;71;954,5;0;180,4;22,8;0,38;Muy bueno / Oso ona
20/09/2025;07:00;36;36;Muy bueno / Oso ona;;19;78;954,5;0;28,8;20,2;0,22;Muy bueno / Oso ona
20/09/2025;06:00;46;46;Muy bueno / Oso ona;;119;76;954,6;0;0;20,4;0,55;Muy bueno / Oso ona
20/09/2025;05:00;40;40;Muy bueno / Oso ona;;358;75;954,5;0;0;21;0,72;Muy bueno / Oso ona
20/09/2025;04:00;36;36;Muy bueno / Oso ona;;348;76;954,5;0;0;21;0,56;Muy bueno / Oso ona
20/09/2025;03:00;42;42;Muy bueno / Oso ona;;5;72;954,9;0;0;21,5;0,38;Muy bueno / Oso ona
20/09/2025;02:00;43;43;Muy bueno / Oso ona;;45;70;955,6;0;0;21,2;0,19;Muy bueno / Oso ona
20/09/2025;01:00;;;Sin datos / Daturik gabe;;190;62;956,2;0;0;22,3;0,8;Sin datos / Daturik gabe
19/09/2025;24:00;56;56;Muy bueno / Oso ona;;138;65;956,5;0;0;22,1;0,88;Muy bueno / Oso ona
19/09/2025;23:00;55;55;Muy bueno / Oso ona;;183;69;957;0;0;21,9;1,08;Muy bueno / Oso ona
19/09/2025;22:00;56;56;Muy bueno / Oso ona;;193;72;957,5;0;0,2;21,8;0,64;Muy bueno / Oso ona
19/09/2025;21:00;62;62;Muy bueno / Oso ona;;168;71;957,2;0,4;1,5;21,9;2,62;Muy bueno / Oso ona
19/09/2025;20:00;59;59;Muy bueno / Oso ona;;127;70;956,4;8,7;0,3;23,7;0,49;Muy bueno / Oso ona
19/09/2025;19:00;70;70;Muy bueno / Oso ona;;164;56;955,7;0;0;26,7;0,52;Muy bueno / Oso ona
19/09/2025;18:00;80;80;Muy bueno / Oso ona;;142;43;954,8;0;7,1;29;0,31;Muy bueno / Oso ona
19/09/2025;17:00;82;82;Bueno / Ona;;152;38;954,1;0;124,2;30,9;2,43;Bueno / Ona
19/09/2025;16:00;81;81;Bueno / Ona;;140;38;954,5;0;242,1;30,9;3,03;Bueno / Ona
19/09/2025;15:00;78;78;Muy bueno / Oso ona;;145;36;955,2;0;377,1;32,1;2,05;Muy bueno / Oso ona
19/09/2025;14:00;83;83;Bueno / Ona;;22;34;955,1;0;612,8;33,5;0,41;Bueno / Ona
19/09/2025;13:00;76;76;Muy bueno / Oso ona;;66;38;955,4;0;610,7;32,3;0,89;Muy bueno / Oso ona
19/09/2025;12:00;79;79;Muy bueno / Oso ona;;82;40;956,6;0;435,8;29,9;0,99;Muy bueno / Oso ona
