Date;Hour  (GMT);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;ICA Estación
04/11/2025;24:00
04/11/2025;23:00
04/11/2025;22:00
04/11/2025;21:00
04/11/2025;20:00
04/11/2025;19:00
04/11/2025;18:00
04/11/2025;17:00
04/11/2025;16:00
04/11/2025;15:00
04/11/2025;14:00
04/11/2025;13:00
04/11/2025;12:00
04/11/2025;11:00
04/11/2025;10:00
04/11/2025;09:00
04/11/2025;08:00
04/11/2025;07:00
04/11/2025;06:00;2;38;35;Muy bueno / Oso ona;12,86;Muy bueno / Oso ona;7,64;Muy bueno / Oso ona;Muy bueno / Oso ona
04/11/2025;05:00;1;24;22;Muy bueno / Oso ona;12,68;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;Muy bueno / Oso ona
04/11/2025;04:00;1;13;12;Muy bueno / Oso ona;12,45;Muy bueno / Oso ona;7,36;Muy bueno / Oso ona;Muy bueno / Oso ona
04/11/2025;03:00;1;17;15;Muy bueno / Oso ona;12,18;Muy bueno / Oso ona;7,14;Muy bueno / Oso ona;Muy bueno / Oso ona
04/11/2025;02:00;1;21;19;Muy bueno / Oso ona;12,05;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
04/11/2025;01:00;1;29;27;Muy bueno / Oso ona;11,82;Muy bueno / Oso ona;6,82;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;24:00;1;13;11;Muy bueno / Oso ona;11,64;Muy bueno / Oso ona;6,64;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;23:00;2;42;38;Muy bueno / Oso ona;11,59;Muy bueno / Oso ona;6,68;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;22:00;7;69;59;Bueno / Ona;11,5;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;Bueno / Ona
03/11/2025;21:00;8;77;65;Bueno / Ona;11,09;Muy bueno / Oso ona;6,18;Muy bueno / Oso ona;Bueno / Ona
03/11/2025;20:00;2;36;34;Muy bueno / Oso ona;10,5;Muy bueno / Oso ona;5,95;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;19:00;2;35;33;Muy bueno / Oso ona;10,41;Muy bueno / Oso ona;5,95;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;18:00;1;25;23;Muy bueno / Oso ona;10,41;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;17:00;0;13;13;Muy bueno / Oso ona;10,23;Muy bueno / Oso ona;5,95;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;16:00;0;8;8;Muy bueno / Oso ona;10;Muy bueno / Oso ona;5,91;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;15:00;1;10;8;Muy bueno / Oso ona;10,14;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;14:00;2;14;12;Muy bueno / Oso ona;10,13;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;13:00;8;39;28;Muy bueno / Oso ona;10,13;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;12:00;18;65;37;Muy bueno / Oso ona;10;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;11:00;40;107;46;Bueno / Ona;9,41;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;Bueno / Ona
03/11/2025;10:00;80;166;44;Bueno / Ona;8,77;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;Bueno / Ona
03/11/2025;09:00;62;128;32;Muy bueno / Oso ona;7,43;Muy bueno / Oso ona;4,39;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;08:00;37;89;33;Muy bueno / Oso ona;6,57;Muy bueno / Oso ona;3,91;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;07:00;30;73;28;Muy bueno / Oso ona;6,14;Muy bueno / Oso ona;3,61;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;06:00;9;37;24;Muy bueno / Oso ona;6,14;Muy bueno / Oso ona;3,48;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;05:00;2;18;16;Muy bueno / Oso ona;5,95;Muy bueno / Oso ona;3,3;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;04:00;0;8;8;Muy bueno / Oso ona;5,95;Muy bueno / Oso ona;3,26;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;03:00;1;8;7;Muy bueno / Oso ona;5,95;Muy bueno / Oso ona;3,26;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;02:00;0;5;4;Muy bueno / Oso ona;6;Muy bueno / Oso ona;3,17;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;01:00;1;10;9;Muy bueno / Oso ona;6,1;Muy bueno / Oso ona;3,3;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;24:00;1;10;9;Muy bueno / Oso ona;6,1;Muy bueno / Oso ona;3,35;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;23:00;0;10;10;Muy bueno / Oso ona;5,95;Muy bueno / Oso ona;3,22;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;22:00;1;23;22;Muy bueno / Oso ona;5,9;Muy bueno / Oso ona;3,26;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;21:00;1;24;22;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;3,17;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;20:00;1;23;22;Muy bueno / Oso ona;5,53;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;19:00;1;24;22;Muy bueno / Oso ona;5,44;Muy bueno / Oso ona;2,82;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;18:00;0;16;16;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2,64;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;17:00;0;12;12;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2,5;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;16:00;0;10;9;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2,41;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;15:00;1;9;8;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2,32;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;14:00;0;6;6;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2,36;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;13:00;0;6;5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2,38;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;12:00;0;5;4;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2,38;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;11:00;1;6;4;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2,4;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;10:00;1;7;5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2,26;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;09:00;2;13;11;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2,3;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;08:00;1;13;10;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2,15;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;07:00;1;10;9;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;06:00;0;5;5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2,05;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;05:00;0;4;4;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2,35;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;04:00;0;4;4;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2,55;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;03:00;0;6;6;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2,7;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;02:00;0;10;10;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3,3;Muy bueno / Oso ona;Muy bueno / Oso ona
02/11/2025;01:00;0;11;11;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3,25;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;24:00;0;5;5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3,3;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;23:00;0;5;5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3,4;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;22:00;0;8;8;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3,35;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;21:00;0;10;10;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3,4;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;20:00;0;11;11;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3,48;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;19:00;1;12;11;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3,62;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;18:00;0;11;10;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3,76;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;17:00;0;10;10;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3,9;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;16:00;0;11;11;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4,05;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;15:00;1;11;10;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4,1;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;14:00;0;8;8;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;13:00;0;7;7;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4,05;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;12:00;0;9;8;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;4,09;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;11:00;1;10;9;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;4,09;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;10:00;0;9;8;Muy bueno / Oso ona;7,53;Muy bueno / Oso ona;4,09;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;09:00;0;7;7;Muy bueno / Oso ona;7,45;Muy bueno / Oso ona;4,09;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;08:00;0;7;7;Muy bueno / Oso ona;7,57;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;07:00;0;7;7;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;4,22;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;06:00;0;13;12;Muy bueno / Oso ona;7,81;Muy bueno / Oso ona;4,26;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;05:00;0;10;10;Muy bueno / Oso ona;7,76;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;04:00;0;9;9;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;03:00;0;6;6;Muy bueno / Oso ona;7,52;Muy bueno / Oso ona;3,91;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;02:00;0;5;5;Muy bueno / Oso ona;7,41;Muy bueno / Oso ona;3,52;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;01:00;0;4;4;Muy bueno / Oso ona;7,26;Muy bueno / Oso ona;3,52;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;24:00;0;7;7;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;3,35;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;23:00;0;4;4;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;3,35;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;22:00;0;5;5;Muy bueno / Oso ona;6,87;Muy bueno / Oso ona;3,35;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;21:00;0;10;10;Muy bueno / Oso ona;6,77;Muy bueno / Oso ona;3,22;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;20:00;0;9;9;Muy bueno / Oso ona;6,73;Muy bueno / Oso ona;3,22;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;19:00;0;10;10;Muy bueno / Oso ona;6,77;Muy bueno / Oso ona;3,35;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;18:00;0;10;10;Muy bueno / Oso ona;6,77;Muy bueno / Oso ona;3,39;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;17:00;0;8;8;Muy bueno / Oso ona;6,59;Muy bueno / Oso ona;3,35;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;16:00;0;7;7;Muy bueno / Oso ona;6,57;Muy bueno / Oso ona;3,26;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;15:00;1;10;8;Muy bueno / Oso ona;6,62;Muy bueno / Oso ona;3,3;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;14:00;1;7;6;Muy bueno / Oso ona;5,9;Muy bueno / Oso ona;3,13;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;13:00;0;6;6;Muy bueno / Oso ona;5,6;Muy bueno / Oso ona;3,05;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;12:00;1;9;7;Muy bueno / Oso ona;5,65;Muy bueno / Oso ona;3,14;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;11:00;2;12;9;Muy bueno / Oso ona;5,65;Muy bueno / Oso ona;3,14;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;10:00;5;22;15;Muy bueno / Oso ona;5,56;Muy bueno / Oso ona;3,1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;09:00;8;33;21;Muy bueno / Oso ona;6,11;Muy bueno / Oso ona;3,57;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;08:00;2;15;12;Muy bueno / Oso ona;6,89;Muy bueno / Oso ona;4,1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;07:00;0;7;7;Muy bueno / Oso ona;7,22;Muy bueno / Oso ona;4,15;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;06:00;0;5;5;Muy bueno / Oso ona;6,94;Muy bueno / Oso ona;4,16;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;05:00;0;4;4;Muy bueno / Oso ona;6,78;Muy bueno / Oso ona;4,22;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;04:00;0;2;2;Muy bueno / Oso ona;6,61;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;03:00;0;5;5;Muy bueno / Oso ona;6,61;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;02:00;0;2;2;Muy bueno / Oso ona;6,44;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;01:00;0;2;2;Muy bueno / Oso ona;6,39;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;24:00;0;4;4;Muy bueno / Oso ona;6,37;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;23:00;0;5;5;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;22:00;0;5;5;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;21:00;0;13;13;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;20:00;0;13;13;Muy bueno / Oso ona;6,44;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;19:00;0;11;11;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;18:00;0;10;10;Muy bueno / Oso ona;7,28;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;17:00;9;29;14;Muy bueno / Oso ona;7,94;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;16:00;1;10;8;Muy bueno / Oso ona;7,95;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;15:00;1;10;8;Muy bueno / Oso ona;7,95;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;14:00;9;30;16;Muy bueno / Oso ona;8,26;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;13:00;4;15;9;Muy bueno / Oso ona;8,15;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;12:00;4;16;10;Muy bueno / Oso ona;8,05;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;11:00;1;10;8;Muy bueno / Oso ona;7,95;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;10:00;13;47;28;Muy bueno / Oso ona;7,95;Muy bueno / Oso ona;5,26;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;09:00;23;73;37;Muy bueno / Oso ona;7,55;Muy bueno / Oso ona;4,84;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;08:00;10;52;37;Muy bueno / Oso ona;8;Muy bueno / Oso ona;4,84;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;07:00;2;28;24;Muy bueno / Oso ona;9,45;Muy bueno / Oso ona;5,7;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;06:00;0;15;15;Muy bueno / Oso ona;10,09;Muy bueno / Oso ona;5,95;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;05:00;0;7;7;Muy bueno / Oso ona;10,59;Muy bueno / Oso ona;6,09;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;04:00;0;5;5;Muy bueno / Oso ona;11,18;Muy bueno / Oso ona;6,22;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;03:00;0;4;4;Muy bueno / Oso ona;11,55;Muy bueno / Oso ona;6,39;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;02:00;0;5;5;Muy bueno / Oso ona;11,91;Muy bueno / Oso ona;6,65;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;01:00;0;6;6;Muy bueno / Oso ona;12,36;Muy bueno / Oso ona;6,91;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;24:00;0;8;8;Muy bueno / Oso ona;12,68;Muy bueno / Oso ona;7,09;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;23:00;0;12;12;Muy bueno / Oso ona;13,14;Muy bueno / Oso ona;7,35;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;22:00;0;12;12;Muy bueno / Oso ona;13,55;Muy bueno / Oso ona;7,52;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;21:00;0;14;14;Muy bueno / Oso ona;14;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;20:00;0;21;20;Muy bueno / Oso ona;14,54;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;19:00;0;21;21;Muy bueno / Oso ona;15,38;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;18:00;1;18;17;Muy bueno / Oso ona;14,96;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;17:00;0;12;12;Muy bueno / Oso ona;14,87;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;16:00;2;15;12;Muy bueno / Oso ona;14,78;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;15:00;0;9;9;Muy bueno / Oso ona;15,17;Muy bueno / Oso ona;8,26;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;14:00;2;12;10;Muy bueno / Oso ona;15,61;Muy bueno / Oso ona;8,48;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;13:00;3;13;8;Muy bueno / Oso ona;15,91;Muy bueno / Oso ona;8,7;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;12:00;2;9;6;Muy bueno / Oso ona;16,26;Muy bueno / Oso ona;8,87;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;11:00;1;9;7;Muy bueno / Oso ona;16,83;Muy bueno / Oso ona;9,3;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;10:00;1;9;7;Muy bueno / Oso ona;16,91;Muy bueno / Oso ona;9,39;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;09:00;25;87;49;Bueno / Ona;17,04;Muy bueno / Oso ona;9,57;Muy bueno / Oso ona;Bueno / Ona
29/10/2025;08:00;28;103;61;Bueno / Ona;16,09;Muy bueno / Oso ona;9,39;Muy bueno / Oso ona;Bueno / Ona
29/10/2025;07:00;3;45;40;Muy bueno / Oso ona;14,52;Muy bueno / Oso ona;8,74;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;06:00;1;30;28;Muy bueno / Oso ona;14;Muy bueno / Oso ona;8,39;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;05:00;0;12;12;Muy bueno / Oso ona;13,52;Muy bueno / Oso ona;8,09;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;04:00;1;12;11;Muy bueno / Oso ona;13,04;Muy bueno / Oso ona;7,87;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;03:00;1;20;19;Muy bueno / Oso ona;12,78;Muy bueno / Oso ona;7,87;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;02:00;2;41;38;Muy bueno / Oso ona;12,74;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;01:00;8;64;52;Bueno / Ona;12,35;Muy bueno / Oso ona;7,78;Muy bueno / Oso ona;Bueno / Ona
28/10/2025;24:00;5;60;53;Bueno / Ona;11,96;Muy bueno / Oso ona;7,61;Muy bueno / Oso ona;Bueno / Ona
28/10/2025;23:00;7;68;58;Bueno / Ona;11,57;Muy bueno / Oso ona;7,43;Muy bueno / Oso ona;Bueno / Ona
28/10/2025;22:00;48;144;70;Bueno / Ona;11,22;Muy bueno / Oso ona;7,3;Muy bueno / Oso ona;Bueno / Ona
28/10/2025;21:00;74;185;72;Bueno / Ona;10,43;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;Bueno / Ona
28/10/2025;20:00;46;147;77;Bueno / Ona;9,61;Muy bueno / Oso ona;6,3;Muy bueno / Oso ona;Bueno / Ona
28/10/2025;19:00;6;66;57;Bueno / Ona;9;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;Bueno / Ona
28/10/2025;18:00;1;30;29;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;17:00;0;18;18;Muy bueno / Oso ona;9,29;Muy bueno / Oso ona;6,43;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;16:00;2;30;27;Muy bueno / Oso ona;9,75;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;15:00;5;43;35;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;14:00;9;48;34;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;13:00;9;37;24;Muy bueno / Oso ona;9;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;12:00;25;72;34;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;11:00;19;56;26;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;10:00;19;54;26;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;09:00;17;53;27;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;08:00;11;44;28;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;07:00;2;25;22;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;06:00;0;14;14;Muy bueno / Oso ona;9;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;05:00;0;9;9;Muy bueno / Oso ona;9;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;04:00;0;7;7;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;03:00;0;9;9;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;02:00;0;7;7;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;01:00;1;13;12;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;Muy bueno / Oso ona
27/10/2025;24:00;0;10;10;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;Muy bueno / Oso ona
27/10/2025;23:00;0;14;14;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;Muy bueno / Oso ona
27/10/2025;22:00;1;25;24;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;Muy bueno / Oso ona
27/10/2025;21:00;1;34;32;Muy bueno / Oso ona;8,74;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;Muy bueno / Oso ona
27/10/2025;20:00;1;33;31;Muy bueno / Oso ona;8,65;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/10/2025;19:00;0;25;25;Muy bueno / Oso ona;8,43;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;Muy bueno / Oso ona
27/10/2025;18:00;1;32;30;Muy bueno / Oso ona;8,26;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;Muy bueno / Oso ona
