Date;Hour  (GMT);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;O3 (µg/m3);OZONO;O3 - ICA;O3 8h (µg/m3);PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
04/11/2025;24:00
04/11/2025;23:00
04/11/2025;22:00
04/11/2025;21:00
04/11/2025;20:00
04/11/2025;19:00
04/11/2025;18:00
04/11/2025;17:00
04/11/2025;16:00
04/11/2025;15:00
04/11/2025;14:00
04/11/2025;13:00
04/11/2025;12:00
04/11/2025;11:00
04/11/2025;10:00
04/11/2025;09:00
04/11/2025;08:00
04/11/2025;07:00
04/11/2025;06:00;1;4;3;Muy bueno / Oso ona;73;73;Muy bueno / Oso ona;;12,13;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;202;44;1015,3;0;0,4;20,2;6,05;Muy bueno / Oso ona
04/11/2025;05:00;0;3;3;Muy bueno / Oso ona;72;72;Muy bueno / Oso ona;;12,42;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;196;45;1015,9;0;0,4;19,1;6,47;Muy bueno / Oso ona
04/11/2025;04:00;0;2;2;Muy bueno / Oso ona;71;71;Muy bueno / Oso ona;;12,67;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;198;44;1016,3;0;0,4;19,3;6,29;Muy bueno / Oso ona
04/11/2025;03:00;0;2;2;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;;12,96;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;204;44;1016,4;0;0,4;19,4;5,58;Muy bueno / Oso ona
04/11/2025;02:00;0;2;2;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;;13,13;Muy bueno / Oso ona;5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;213;45;1016,9;0;0,4;19,3;4,75;Muy bueno / Oso ona
04/11/2025;01:00;0;2;2;Muy bueno / Oso ona;72;72;Muy bueno / Oso ona;;13,25;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;206;44;1016,8;0;0,4;19,9;6,96;Muy bueno / Oso ona
03/11/2025;24:00;0;3;3;Muy bueno / Oso ona;70;70;Muy bueno / Oso ona;;13,38;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;4;Muy bueno / Oso ona;213;46;1017,2;0;0,4;20,4;6,61;Muy bueno / Oso ona
03/11/2025;23:00;0;4;4;Muy bueno / Oso ona;68;68;Muy bueno / Oso ona;;13,29;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;208;47;1018;0;0,4;19,3;5,29;Muy bueno / Oso ona
03/11/2025;22:00;0;7;7;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;;13,25;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;211;49;1018,3;0;0,4;18,9;4,57;Muy bueno / Oso ona
03/11/2025;21:00;15;48;25;Muy bueno / Oso ona;30;30;Muy bueno / Oso ona;;13,17;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;205;57;1018,6;0;0,4;17,2;3,52;Muy bueno / Oso ona
03/11/2025;20:00;27;80;40;Muy bueno / Oso ona;3;3;Muy bueno / Oso ona;;12,75;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;5;Muy bueno / Oso ona;160;74;1019,2;0;0,4;15,1;1,24;Muy bueno / Oso ona
03/11/2025;19:00;23;78;43;Bueno / Ona;3;3;Muy bueno / Oso ona;;12,54;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;162;82;1019,7;0;0,4;14,6;2,24;Bueno / Ona
03/11/2025;18:00;22;72;39;Muy bueno / Oso ona;7;7;Muy bueno / Oso ona;;12,42;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;95;1019,3;0;0,6;;;Muy bueno / Oso ona
03/11/2025;17:00;14;51;31;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;;12,38;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1018,7;0;9,5;;;Muy bueno / Oso ona
03/11/2025;16:00;8;34;22;Muy bueno / Oso ona;29;29;Muy bueno / Oso ona;;12,54;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1018,6;0;37,4;;;Muy bueno / Oso ona
03/11/2025;15:00;8;33;21;Muy bueno / Oso ona;46;46;Muy bueno / Oso ona;;12,71;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1018,9;0;261,5;;;Muy bueno / Oso ona
03/11/2025;14:00;9;35;23;Muy bueno / Oso ona;47;47;Muy bueno / Oso ona;;12,17;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1019,7;0;359,8;;;Muy bueno / Oso ona
03/11/2025;13:00;8;32;21;Muy bueno / Oso ona;49;49;Muy bueno / Oso ona;;11,17;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;9;70;1020,8;0;486,3;21,7;4,71;Muy bueno / Oso ona
03/11/2025;12:00;6;27;18;Muy bueno / Oso ona;41;41;Muy bueno / Oso ona;;10,42;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;91;1022,2;0;471,3;;;Muy bueno / Oso ona
03/11/2025;11:00;10;35;20;Muy bueno / Oso ona;33;33;Muy bueno / Oso ona;;10,29;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1023,2;0;288,4;;;Muy bueno / Oso ona
03/11/2025;10:00;15;47;23;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;;10,21;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1023,9;0;56,1;;;Muy bueno / Oso ona
03/11/2025;09:00;49;109;34;Muy bueno / Oso ona;13;13;Muy bueno / Oso ona;;10,04;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;5;Muy bueno / Oso ona;353;97;1024,4;0;56,1;18,4;3,85;Muy bueno / Oso ona
03/11/2025;08:00;82;160;36;Muy bueno / Oso ona;4;4;Muy bueno / Oso ona;;9,79;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;5;Muy bueno / Oso ona;183;99;1024,6;0;17;11,3;1,36;Muy bueno / Oso ona
03/11/2025;07:00;23;55;21;Muy bueno / Oso ona;4;4;Muy bueno / Oso ona;;9,54;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;188;99;1024,7;0;1,9;10,8;1,07;Muy bueno / Oso ona
03/11/2025;06:00;8;25;14;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;;9,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;4;Muy bueno / Oso ona;179;99;1024,7;0,1;0,4;11,9;0,23;Muy bueno / Oso ona
03/11/2025;05:00;1;11;9;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;;9,29;Muy bueno / Oso ona;3,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;174;99;1024,5;0;0,4;11,4;1,27;Muy bueno / Oso ona
03/11/2025;04:00;0;7;7;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;;9,21;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;166;99;1024,5;0;0,4;11,8;1,33;Muy bueno / Oso ona
03/11/2025;03:00;0;7;7;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;;9,04;Muy bueno / Oso ona;3,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;170;99;1024,7;0;0,4;11,7;1,31;Muy bueno / Oso ona
03/11/2025;02:00;0;7;7;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;;8,92;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;184;99;1024,9;0;0,4;12;1,04;Muy bueno / Oso ona
03/11/2025;01:00;0;8;8;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;;8,75;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;172;98;1024,9;0;0,4;12,2;1,31;Muy bueno / Oso ona
02/11/2025;24:00;0;7;7;Muy bueno / Oso ona;29;29;Muy bueno / Oso ona;;8,54;Muy bueno / Oso ona;3,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;230;98;1024,9;0;0,4;13,3;0,13;Muy bueno / Oso ona
02/11/2025;23:00;0;6;6;Muy bueno / Oso ona;35;35;Muy bueno / Oso ona;;8,38;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;212;97;1024,9;0,1;0,4;12,7;1,12;Muy bueno / Oso ona
02/11/2025;22:00;1;7;5;Muy bueno / Oso ona;47;47;Muy bueno / Oso ona;;8,17;Muy bueno / Oso ona;3,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;231;96;1024,9;0,2;0,4;13,3;1,18;Muy bueno / Oso ona
02/11/2025;21:00;1;7;6;Muy bueno / Oso ona;59;59;Muy bueno / Oso ona;;8,04;Muy bueno / Oso ona;3,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;210;94;1024,7;0,2;0,4;13,8;1,89;Muy bueno / Oso ona
02/11/2025;20:00;3;14;10;Muy bueno / Oso ona;59;59;Muy bueno / Oso ona;;7,88;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;194;92;1024,5;4,6;0,4;14,2;1,45;Muy bueno / Oso ona
02/11/2025;19:00;3;16;12;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;;7,63;Muy bueno / Oso ona;3,17;Muy bueno / Oso ona;4;Muy bueno / Oso ona;190;88;1024,1;1,4;0,4;14,5;2,56;Muy bueno / Oso ona
02/11/2025;18:00;4;17;11;Muy bueno / Oso ona;57;57;Muy bueno / Oso ona;;7,42;Muy bueno / Oso ona;3,04;Muy bueno / Oso ona;4;Muy bueno / Oso ona;249;75;1023,3;1;0,5;16,6;1,05;Muy bueno / Oso ona
02/11/2025;17:00;2;11;8;Muy bueno / Oso ona;68;68;Muy bueno / Oso ona;;7,21;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;204;67;1022,6;0;11,1;17,1;3,13;Muy bueno / Oso ona
02/11/2025;16:00;2;10;7;Muy bueno / Oso ona;70;70;Muy bueno / Oso ona;;6,79;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;197;66;1022,3;0;56,4;17,5;2,84;Muy bueno / Oso ona
02/11/2025;15:00;1;6;5;Muy bueno / Oso ona;70;70;Muy bueno / Oso ona;;6,29;Muy bueno / Oso ona;2,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;200;59;1022;0;230,1;18,3;2,25;Muy bueno / Oso ona
02/11/2025;14:00;1;7;6;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;;6,08;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;202;57;1021,8;0;274,4;18;2,09;Muy bueno / Oso ona
02/11/2025;13:00;1;8;7;Muy bueno / Oso ona;66;66;Muy bueno / Oso ona;;5,96;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;205;56;1021,7;0;218,6;17,6;3,48;Muy bueno / Oso ona
02/11/2025;12:00;1;8;6;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;;5,83;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;230;54;1021,9;0;304,7;18,3;3,07;Muy bueno / Oso ona
02/11/2025;11:00;2;10;8;Muy bueno / Oso ona;59;59;Muy bueno / Oso ona;;5,67;Muy bueno / Oso ona;2,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;216;63;1022;0;273,3;16,8;3,13;Muy bueno / Oso ona
02/11/2025;10:00;3;16;11;Muy bueno / Oso ona;40;40;Muy bueno / Oso ona;;5,58;Muy bueno / Oso ona;2,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;182;80;1021,7;0;143,3;15,1;1,83;Muy bueno / Oso ona
02/11/2025;09:00;3;19;14;Muy bueno / Oso ona;21;21;Muy bueno / Oso ona;;5,5;Muy bueno / Oso ona;2,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;176;91;1021,6;0;78,8;13;0,87;Muy bueno / Oso ona
02/11/2025;08:00;6;22;14;Muy bueno / Oso ona;14;14;Muy bueno / Oso ona;;5,38;Muy bueno / Oso ona;2,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;200;93;1020,7;0;20,8;12;1,14;Muy bueno / Oso ona
02/11/2025;07:00;1;10;9;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;;5,25;Muy bueno / Oso ona;2,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;211;94;1020,1;0;1,8;12;1,12;Muy bueno / Oso ona
02/11/2025;06:00;1;9;8;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;;5,17;Muy bueno / Oso ona;2,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;218;95;1019,8;0;0,4;12,8;0,44;Muy bueno / Oso ona
02/11/2025;05:00;1;8;7;Muy bueno / Oso ona;20;20;Muy bueno / Oso ona;;5;Muy bueno / Oso ona;2,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;185;97;1019,1;0;0,4;11,5;1,23;Muy bueno / Oso ona
02/11/2025;04:00;0;5;5;Muy bueno / Oso ona;25;25;Muy bueno / Oso ona;;4,83;Muy bueno / Oso ona;2,04;Muy bueno / Oso ona;4;Muy bueno / Oso ona;173;97;1018,6;0;0,4;11,5;1,37;Muy bueno / Oso ona
02/11/2025;03:00;0;6;6;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;;4,67;Muy bueno / Oso ona;2,04;Muy bueno / Oso ona;4;Muy bueno / Oso ona;170;96;1018,2;0;0,4;12,1;1,22;Muy bueno / Oso ona
02/11/2025;02:00;0;6;6;Muy bueno / Oso ona;38;38;Muy bueno / Oso ona;;4,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;4;Muy bueno / Oso ona;178;96;1018,1;0;0,4;12,5;1,24;Muy bueno / Oso ona
02/11/2025;01:00;0;7;6;Muy bueno / Oso ona;44;44;Muy bueno / Oso ona;;4,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;4;Muy bueno / Oso ona;200;95;1017,9;0;0,4;13;1,24;Muy bueno / Oso ona
01/11/2025;24:00;0;5;5;Muy bueno / Oso ona;51;51;Muy bueno / Oso ona;;4,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;4;Muy bueno / Oso ona;236;96;1018,2;0;0,4;13,9;0,67;Muy bueno / Oso ona
01/11/2025;23:00;0;7;6;Muy bueno / Oso ona;58;58;Muy bueno / Oso ona;;4,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;4;Muy bueno / Oso ona;216;98;1018,6;0;0,4;12,6;1,7;Muy bueno / Oso ona
01/11/2025;22:00;0;9;9;Muy bueno / Oso ona;60;60;Muy bueno / Oso ona;;4,5;Muy bueno / Oso ona;1,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;219;98;1019;0,4;0,4;12,5;1,79;Muy bueno / Oso ona
01/11/2025;21:00;1;12;11;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;;4,63;Muy bueno / Oso ona;1,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;202;97;1018,9;0,9;0,4;12,9;1,38;Muy bueno / Oso ona
01/11/2025;20:00;2;13;11;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;;4,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;4;Muy bueno / Oso ona;190;94;1018,5;0,9;0,4;13,3;1,33;Muy bueno / Oso ona
01/11/2025;19:00;1;12;11;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;;4,96;Muy bueno / Oso ona;2,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;329;94;1018,2;0,9;0,4;13,7;0,54;Muy bueno / Oso ona
01/11/2025;18:00;1;7;7;Muy bueno / Oso ona;71;71;Muy bueno / Oso ona;;5,13;Muy bueno / Oso ona;2,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;326;93;1017,6;0,4;0,4;15;0,94;Muy bueno / Oso ona
01/11/2025;17:00;3;16;12;Muy bueno / Oso ona;53;53;Muy bueno / Oso ona;;5,25;Muy bueno / Oso ona;2,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;282;94;1016,4;0,1;4,3;14,8;0,57;Muy bueno / Oso ona
01/11/2025;16:00;1;9;8;Muy bueno / Oso ona;66;66;Muy bueno / Oso ona;;5,5;Muy bueno / Oso ona;2,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;330;95;1015,8;0;21,6;14,9;0,52;Muy bueno / Oso ona
01/11/2025;15:00;0;5;4;Muy bueno / Oso ona;71;71;Muy bueno / Oso ona;;5,83;Muy bueno / Oso ona;2,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;3;92;1015,5;0,5;36,3;15,3;1,67;Muy bueno / Oso ona
01/11/2025;14:00;0;6;6;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;;5,96;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;351;90;1015,5;0;77,9;15,9;0,66;Muy bueno / Oso ona
01/11/2025;13:00;1;7;6;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;;6,08;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;334;92;1015,7;0;92,9;15,9;0,36;Muy bueno / Oso ona
01/11/2025;12:00;3;13;8;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;;6,17;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;291;94;1016,2;0,2;93,3;15,9;0,66;Muy bueno / Oso ona
01/11/2025;11:00;1;8;7;Muy bueno / Oso ona;72;72;Muy bueno / Oso ona;;6,38;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;299;91;1015,9;0,7;82,1;16;1,54;Muy bueno / Oso ona
01/11/2025;10:00;0;3;3;Muy bueno / Oso ona;70;70;Muy bueno / Oso ona;;6,33;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;258;82;1014,6;0;102,7;17,7;4,92;Muy bueno / Oso ona
01/11/2025;09:00;1;6;5;Muy bueno / Oso ona;58;58;Muy bueno / Oso ona;;6,38;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;225;70;1012,6;0;38;19,2;3,61;Muy bueno / Oso ona
01/11/2025;08:00;0;6;6;Muy bueno / Oso ona;57;57;Muy bueno / Oso ona;;6,67;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;190;78;1011,5;0;8,7;18,2;3,84;Muy bueno / Oso ona
01/11/2025;07:00;0;2;2;Muy bueno / Oso ona;59;59;Muy bueno / Oso ona;;6,88;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;279;80;1011,3;0;0,7;18,2;4,72;Muy bueno / Oso ona
01/11/2025;06:00;1;8;8;Muy bueno / Oso ona;48;48;Muy bueno / Oso ona;;6,96;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;291;62;1010;0;0,4;21,1;1,17;Muy bueno / Oso ona
01/11/2025;05:00;0;4;4;Muy bueno / Oso ona;58;58;Muy bueno / Oso ona;;7;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;213;57;1009;0;0,4;21;3,24;Muy bueno / Oso ona
01/11/2025;04:00;0;4;4;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;;6,96;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;206;55;1008,4;0;0,4;21,3;4,83;Muy bueno / Oso ona
01/11/2025;03:00;0;4;4;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;;6,96;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;202;54;1008,2;0;0,4;21,4;5,58;Muy bueno / Oso ona
01/11/2025;02:00;0;4;4;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;;6,96;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;192;54;1008,3;0;0,4;21,4;3,97;Muy bueno / Oso ona
01/11/2025;01:00;0;5;4;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;;7;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;192;53;1008,2;0;0,4;21,5;2,77;Muy bueno / Oso ona
31/10/2025;24:00;0;6;6;Muy bueno / Oso ona;66;66;Muy bueno / Oso ona;;6,96;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;188;52;1008,4;0;0,4;22,6;2,13;Muy bueno / Oso ona
31/10/2025;23:00;0;5;5;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;;7,04;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;202;49;1008;0;0,4;22,7;5,47;Muy bueno / Oso ona
31/10/2025;22:00;1;10;9;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;;7,13;Muy bueno / Oso ona;2,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;191;51;1008,4;0;0,4;21,8;2,79;Muy bueno / Oso ona
31/10/2025;21:00;1;12;10;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;;7,13;Muy bueno / Oso ona;2,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;172;54;1008,7;0,1;0,4;21,5;3,07;Muy bueno / Oso ona
31/10/2025;20:00;2;18;16;Muy bueno / Oso ona;53;53;Muy bueno / Oso ona;;7,21;Muy bueno / Oso ona;2,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;164;51;1009;0;0,4;21,7;2,16;Muy bueno / Oso ona
31/10/2025;19:00;2;18;15;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;;7,21;Muy bueno / Oso ona;2,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;172;49;1009,1;0;0,4;22;3,17;Muy bueno / Oso ona
31/10/2025;18:00;1;17;15;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;;7,13;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;87;1008,4;0;0,4;;;Muy bueno / Oso ona
31/10/2025;17:00;4;32;26;Muy bueno / Oso ona;50;50;Muy bueno / Oso ona;;7,04;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1008,2;0;8,5;;;Muy bueno / Oso ona
31/10/2025;16:00;3;23;18;Muy bueno / Oso ona;57;57;Muy bueno / Oso ona;;6,92;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;100;1008;0;58,5;;;Muy bueno / Oso ona
31/10/2025;15:00;5;26;18;Muy bueno / Oso ona;57;57;Muy bueno / Oso ona;;6,71;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;9;67;1008;0;97,6;;4,57;Muy bueno / Oso ona
31/10/2025;14:00;6;31;23;Muy bueno / Oso ona;54;54;Muy bueno / Oso ona;;6,63;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;;Sin datos / Daturik gabe;149;48;1008,1;0;111,1;21,8;3,62;Muy bueno / Oso ona
31/10/2025;13:00;4;22;16;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;;6,5;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;160;46;1008,7;0;200,5;22,1;3,78;Muy bueno / Oso ona
31/10/2025;12:00;4;19;13;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;;6,42;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;86;1009,4;0;266,6;;;Muy bueno / Oso ona
31/10/2025;11:00;2;13;10;Muy bueno / Oso ona;68;68;Muy bueno / Oso ona;;6,38;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;;;;100;1009,8;0;200,8;;;Muy bueno / Oso ona
31/10/2025;10:00;4;22;17;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;;7,57;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;;;;100;1010;0;112,6;;;Muy bueno / Oso ona
31/10/2025;09:00;20;74;45;Bueno / Ona;16;16;Muy bueno / Oso ona;;8,22;Muy bueno / Oso ona;3,75;Muy bueno / Oso ona;;;;100;1010,3;0;33,3;;;Bueno / Ona
31/10/2025;08:00;23;79;45;Bueno / Ona;15;15;Muy bueno / Oso ona;;8,7;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;;;355;75;1009,9;0;12,7;21,9;4,02;Bueno / Ona
31/10/2025;07:00;15;57;36;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;;8,96;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;;;238;64;1009,5;0;1,3;17,3;0,35;Muy bueno / Oso ona
31/10/2025;06:00;1;12;11;Muy bueno / Oso ona;53;53;Muy bueno / Oso ona;;9,22;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;;;163;62;1009,4;0;0,4;19,2;2,1;Muy bueno / Oso ona
31/10/2025;05:00;0;5;5;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;;9,48;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;;;179;52;1009,5;0;0,4;19,8;3,55;Muy bueno / Oso ona
31/10/2025;04:00;0;2;2;Muy bueno / Oso ona;74;74;Muy bueno / Oso ona;;9,83;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;;;195;47;1009,3;0;0,4;20,3;4,77;Muy bueno / Oso ona
31/10/2025;03:00;0;2;2;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;;10,17;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;;;184;49;1009,5;0;0,4;19,9;4,42;Muy bueno / Oso ona
31/10/2025;02:00;0;2;2;Muy bueno / Oso ona;71;71;Muy bueno / Oso ona;;10,43;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;;;178;51;1009,4;0;0,4;19,9;3,98;Muy bueno / Oso ona
31/10/2025;01:00;0;2;2;Muy bueno / Oso ona;68;68;Muy bueno / Oso ona;;10,57;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;;;192;53;1009,2;0;0,4;20;7,19;Muy bueno / Oso ona
30/10/2025;24:00;0;4;4;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;;10,54;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;;;202;57;1009;0;0,4;21,1;6,94;Muy bueno / Oso ona
30/10/2025;23:00;0;5;5;Muy bueno / Oso ona;66;66;Muy bueno / Oso ona;;10,83;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;;;204;54;1009,1;0;0,4;21;6,51;Muy bueno / Oso ona
30/10/2025;22:00;0;6;6;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;;11,08;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;212;54;1009;0;0,4;21;3,81;Muy bueno / Oso ona
