Date;Hour  (GMT);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;O3 (µg/m3);OZONO;O3 - ICA;O3 8h (µg/m3);PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
25/09/2025;20:00;5;26;18;Muy bueno / Oso ona;14;14;Muy bueno / Oso ona;;11,17;Muy bueno / Oso ona;5,22;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1020,7;0;0,4;;;Muy bueno / Oso ona
25/09/2025;19:00;9;38;25;Muy bueno / Oso ona;13;13;Muy bueno / Oso ona;;11,17;Muy bueno / Oso ona;5,26;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;97;1020,5;0;0,7;;;Muy bueno / Oso ona
25/09/2025;18:00;6;32;23;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;;11,09;Muy bueno / Oso ona;5,22;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;98;1020,3;0;19,9;;;Muy bueno / Oso ona
25/09/2025;17:00;6;25;16;Muy bueno / Oso ona;33;33;Muy bueno / Oso ona;;11,09;Muy bueno / Oso ona;5,22;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1020,2;0;59,6;;;Muy bueno / Oso ona
25/09/2025;16:00;5;21;14;Muy bueno / Oso ona;38;38;Muy bueno / Oso ona;;11,13;Muy bueno / Oso ona;5,26;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1019,9;0,1;15,6;;;Muy bueno / Oso ona
25/09/2025;15:00;6;31;22;Muy bueno / Oso ona;37;37;Muy bueno / Oso ona;;11,22;Muy bueno / Oso ona;5,3;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1020;0;53,7;;;Muy bueno / Oso ona
25/09/2025;14:00;14;52;31;Muy bueno / Oso ona;35;35;Muy bueno / Oso ona;;11,09;Muy bueno / Oso ona;5,22;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1020,2;0;155,1;;;Muy bueno / Oso ona
25/09/2025;13:00;21;70;39;Muy bueno / Oso ona;21;21;Muy bueno / Oso ona;;10,91;Muy bueno / Oso ona;5,09;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1020,6;0;134,4;;;Muy bueno / Oso ona
25/09/2025;12:00;20;67;37;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;;10,65;Muy bueno / Oso ona;5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;98;1021;0;69,5;;;Muy bueno / Oso ona
25/09/2025;11:00;16;56;33;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;13;10,22;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1021,2;0;47,6;;;Muy bueno / Oso ona
25/09/2025;10:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;14;9,96;Muy bueno / Oso ona;4,74;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;100;1021,4;0;126,9;;;Muy bueno / Oso ona
25/09/2025;09:00;17;57;31;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;14;9,92;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1021,6;0;83,9;;;Muy bueno / Oso ona
25/09/2025;08:00;25;76;38;Muy bueno / Oso ona;7;7;Muy bueno / Oso ona;13;9,71;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;98;1021,5;0;27,4;;;Muy bueno / Oso ona
25/09/2025;07:00;57;126;40;Muy bueno / Oso ona;3;3;Muy bueno / Oso ona;14;9,67;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;162;98;1021,2;0;2,6;12,7;0,82;Muy bueno / Oso ona
25/09/2025;06:00;23;59;25;Muy bueno / Oso ona;5;5;Muy bueno / Oso ona;16;9,67;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1021;0,1;0,6;;;Muy bueno / Oso ona
25/09/2025;05:00;5;18;11;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;;9,75;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;98;1020,8;0;0,4;;;Muy bueno / Oso ona
25/09/2025;04:00;1;13;13;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;;9,96;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;207;96;1021;0,2;0,4;12,7;1,12;Muy bueno / Oso ona
25/09/2025;03:00;0;10;10;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;;10,21;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;157;97;1021,2;0,1;0,4;12,8;0,5;Muy bueno / Oso ona
25/09/2025;02:00;0;10;10;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;;10,17;Muy bueno / Oso ona;5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;205;97;1021,5;0,1;0,4;12,7;1,54;Muy bueno / Oso ona
25/09/2025;01:00;1;14;13;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;;10;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;177;96;1022,1;0,1;0,4;12,6;0,95;Muy bueno / Oso ona
24/09/2025;24:00;0;18;17;Muy bueno / Oso ona;14;14;Muy bueno / Oso ona;;9,79;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;99;1022,3;0;0,4;;;Muy bueno / Oso ona
24/09/2025;23:00;2;22;19;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;;9,67;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1022,7;0,2;0,4;;;Muy bueno / Oso ona
24/09/2025;22:00;3;21;16;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;;9,33;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;100;1022,6;0;0,4;;;Muy bueno / Oso ona
24/09/2025;21:00;4;24;19;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;;8,88;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1022,6;0;0,4;;;Muy bueno / Oso ona
24/09/2025;20:00;4;22;17;Muy bueno / Oso ona;14;14;Muy bueno / Oso ona;;8,54;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1022,4;0;0,4;;;Muy bueno / Oso ona
24/09/2025;19:00;7;25;14;Muy bueno / Oso ona;25;25;Muy bueno / Oso ona;;8,29;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;97;1022,1;0;0,8;;;Muy bueno / Oso ona
24/09/2025;18:00;9;32;18;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;;8,21;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;97;1022;0;9,2;;;Muy bueno / Oso ona
24/09/2025;17:00;7;23;12;Muy bueno / Oso ona;51;51;Muy bueno / Oso ona;;8,13;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1021,9;0;38,9;;;Muy bueno / Oso ona
24/09/2025;16:00;6;27;18;Muy bueno / Oso ona;54;54;Muy bueno / Oso ona;;8,17;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;100;1022;0;59,5;;;Muy bueno / Oso ona
24/09/2025;15:00;8;36;24;Muy bueno / Oso ona;49;49;Muy bueno / Oso ona;;8,08;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;96;1022,2;0;89,9;;;Muy bueno / Oso ona
24/09/2025;14:00;5;23;16;Muy bueno / Oso ona;55;55;Muy bueno / Oso ona;;8,08;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;336;80;1022,4;0;60,4;15,4;1,14;Muy bueno / Oso ona
24/09/2025;13:00;5;20;13;Muy bueno / Oso ona;56;56;Muy bueno / Oso ona;;8,08;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;46;75;1022,4;0;241,6;16,6;0,58;Muy bueno / Oso ona
24/09/2025;12:00;7;23;12;Muy bueno / Oso ona;48;48;Muy bueno / Oso ona;;8,13;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;96;1023;0;397,9;;;Muy bueno / Oso ona
24/09/2025;11:00;9;34;20;Muy bueno / Oso ona;35;35;Muy bueno / Oso ona;;8,17;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1023,3;0;118,5;;;Muy bueno / Oso ona
24/09/2025;10:00;7;30;20;Muy bueno / Oso ona;30;30;Muy bueno / Oso ona;;8,21;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1023,2;0;200,7;;;Muy bueno / Oso ona
24/09/2025;09:00;14;51;30;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;;8,38;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1023,1;0,1;114,9;;;Muy bueno / Oso ona
24/09/2025;08:00;17;59;35;Muy bueno / Oso ona;14;14;Muy bueno / Oso ona;;8,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;99;1022,7;0,2;36,7;;;Muy bueno / Oso ona
24/09/2025;07:00;32;84;35;Muy bueno / Oso ona;7;7;Muy bueno / Oso ona;;8,5;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;185;98;1022,2;0,2;21,1;11,8;1,19;Muy bueno / Oso ona
24/09/2025;06:00;22;59;27;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;;8,54;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;211;98;1022,1;0;0,6;12,3;0,4;Muy bueno / Oso ona
24/09/2025;05:00;9;30;17;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;;8,46;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;199;99;1022,1;0;0,4;11;0,93;Muy bueno / Oso ona
24/09/2025;04:00;1;9;8;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;;8,21;Muy bueno / Oso ona;3,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;199;99;1022,2;0;0,4;10,8;1,09;Muy bueno / Oso ona
24/09/2025;03:00;0;6;6;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;;8,17;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;195;98;1022,5;0;0,4;11,1;1,07;Muy bueno / Oso ona
24/09/2025;02:00;0;7;7;Muy bueno / Oso ona;32;32;Muy bueno / Oso ona;;8,38;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;194;97;1022,6;0;0,4;11,8;1,01;Muy bueno / Oso ona
24/09/2025;01:00;0;13;13;Muy bueno / Oso ona;33;33;Muy bueno / Oso ona;;8,54;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;187;96;1023;2;0,4;12,1;0,49;Muy bueno / Oso ona
23/09/2025;24:00;0;11;11;Muy bueno / Oso ona;31;31;Muy bueno / Oso ona;;8,67;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;121;96;1023,2;0;0,4;13,1;0,75;Muy bueno / Oso ona
23/09/2025;23:00;0;12;12;Muy bueno / Oso ona;33;33;Muy bueno / Oso ona;;8,54;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;143;97;1023,2;0,3;0,4;12;0,36;Muy bueno / Oso ona
23/09/2025;22:00;1;8;7;Muy bueno / Oso ona;36;36;Muy bueno / Oso ona;;8,5;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;200;97;1023,2;0;0,4;11,4;1,4;Muy bueno / Oso ona
23/09/2025;21:00;2;11;9;Muy bueno / Oso ona;36;36;Muy bueno / Oso ona;;8,5;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;220;96;1023,4;0;0,4;11,7;1,03;Muy bueno / Oso ona
23/09/2025;20:00;2;12;10;Muy bueno / Oso ona;42;42;Muy bueno / Oso ona;;8,46;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;202;95;1023,2;1,6;0,4;12,1;1,33;Muy bueno / Oso ona
23/09/2025;19:00;2;12;10;Muy bueno / Oso ona;42;42;Muy bueno / Oso ona;;8,5;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;222;93;1022,9;0,3;0,6;12,6;1,11;Muy bueno / Oso ona
23/09/2025;18:00;1;10;9;Muy bueno / Oso ona;46;46;Muy bueno / Oso ona;;8,54;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;98;1022,6;0,1;12,3;;;Muy bueno / Oso ona
23/09/2025;17:00;4;17;11;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;;8,54;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1022,6;0,4;26,8;;;Muy bueno / Oso ona
23/09/2025;16:00;2;11;9;Muy bueno / Oso ona;73;73;Muy bueno / Oso ona;;8,5;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1022,2;0,4;92,3;;;Muy bueno / Oso ona
23/09/2025;15:00;3;13;9;Muy bueno / Oso ona;73;73;Muy bueno / Oso ona;;8,54;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1022,1;0;286,1;;;Muy bueno / Oso ona
23/09/2025;14:00;2;11;7;Muy bueno / Oso ona;72;72;Muy bueno / Oso ona;;8,58;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1022,5;0;587,3;;;Muy bueno / Oso ona
23/09/2025;13:00;3;14;9;Muy bueno / Oso ona;68;68;Muy bueno / Oso ona;;8,63;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;99;1022,7;0;612,1;;;Muy bueno / Oso ona
23/09/2025;12:00;4;13;7;Muy bueno / Oso ona;66;66;Muy bueno / Oso ona;;8,58;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;89;1023,1;0;720,6;;;Muy bueno / Oso ona
23/09/2025;11:00;3;14;9;Muy bueno / Oso ona;60;60;Muy bueno / Oso ona;;8,67;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1023,2;0;545;;;Muy bueno / Oso ona
23/09/2025;10:00;4;18;12;Muy bueno / Oso ona;51;51;Muy bueno / Oso ona;;8,5;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;100;1023,2;0;444,3;;;Muy bueno / Oso ona
23/09/2025;09:00;10;37;22;Muy bueno / Oso ona;36;36;Muy bueno / Oso ona;;8,17;Muy bueno / Oso ona;3,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;100;1023;0;355,8;;;Muy bueno / Oso ona
23/09/2025;08:00;42;98;33;Muy bueno / Oso ona;12;12;Muy bueno / Oso ona;;8,13;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;98;1022,4;0;87,5;;;Muy bueno / Oso ona
23/09/2025;07:00;36;85;31;Muy bueno / Oso ona;4;4;Muy bueno / Oso ona;;7,83;Muy bueno / Oso ona;3,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;202;99;1021,8;0;14,9;12,4;0,75;Muy bueno / Oso ona
23/09/2025;06:00;15;44;22;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;;7,63;Muy bueno / Oso ona;3,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;337;99;1021,2;0;0,9;12,9;0,19;Muy bueno / Oso ona
23/09/2025;05:00;1;14;14;Muy bueno / Oso ona;14;14;Muy bueno / Oso ona;;7,46;Muy bueno / Oso ona;3,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;191;99;1020,7;0;0,4;11,7;0,78;Muy bueno / Oso ona
23/09/2025;04:00;0;9;9;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;;7,33;Muy bueno / Oso ona;3,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;193;99;1020,6;0;0,4;11,8;1,12;Muy bueno / Oso ona
23/09/2025;03:00;0;8;8;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;;7,25;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;194;99;1020,5;0;0,4;11,9;0,95;Muy bueno / Oso ona
23/09/2025;02:00;0;6;6;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;;7,04;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;199;99;1020,4;0,1;0,4;11,9;0,91;Muy bueno / Oso ona
23/09/2025;01:00;1;6;6;Muy bueno / Oso ona;25;25;Muy bueno / Oso ona;;6,92;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;207;98;1020,2;0;0,4;12,2;1,33;Muy bueno / Oso ona
22/09/2025;24:00;0;5;5;Muy bueno / Oso ona;32;32;Muy bueno / Oso ona;;6,79;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;294;98;1019,9;0;0,4;13,4;0,32;Muy bueno / Oso ona
22/09/2025;23:00;1;7;7;Muy bueno / Oso ona;33;33;Muy bueno / Oso ona;;6,88;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;239;96;1019,8;0;0,4;13,1;0,02;Muy bueno / Oso ona
22/09/2025;22:00;0;6;6;Muy bueno / Oso ona;44;44;Muy bueno / Oso ona;;6,88;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;193;96;1019,5;0;0,4;13,2;0,78;Muy bueno / Oso ona
22/09/2025;21:00;1;8;8;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;;6,92;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;208;92;1019,2;0,1;0,4;13,8;1,17;Muy bueno / Oso ona
22/09/2025;20:00;2;12;10;Muy bueno / Oso ona;50;50;Muy bueno / Oso ona;;6,92;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;199;91;1018,6;1,3;0,4;14,4;1,28;Muy bueno / Oso ona
22/09/2025;19:00;3;20;15;Muy bueno / Oso ona;46;46;Muy bueno / Oso ona;;6,88;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;205;82;1018;1;0,7;15,5;0,68;Muy bueno / Oso ona
22/09/2025;18:00;4;17;10;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;;6,83;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;94;1017,6;0;13;;;Muy bueno / Oso ona
22/09/2025;17:00;5;18;11;Muy bueno / Oso ona;66;66;Muy bueno / Oso ona;;6,92;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;100;1016,9;0;32;;;Muy bueno / Oso ona
22/09/2025;16:00;5;17;10;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;;6,79;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;100;1016,8;0;69,5;;;Muy bueno / Oso ona
22/09/2025;15:00;4;11;6;Muy bueno / Oso ona;71;71;Muy bueno / Oso ona;;6,67;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1017,1;0;465,6;;;Muy bueno / Oso ona
22/09/2025;14:00;4;14;7;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;;6,58;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;100;1017,2;0;540;;;Muy bueno / Oso ona
22/09/2025;13:00;5;16;9;Muy bueno / Oso ona;66;66;Muy bueno / Oso ona;;6,5;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;100;1017,2;0;364,2;;;Muy bueno / Oso ona
22/09/2025;12:00;2;10;7;Muy bueno / Oso ona;68;68;Muy bueno / Oso ona;;6,5;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;99;1017,2;0;587,7;;;Muy bueno / Oso ona
22/09/2025;11:00;3;11;7;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;;6,46;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1017,2;0;512,2;;;Muy bueno / Oso ona
22/09/2025;10:00;6;22;12;Muy bueno / Oso ona;48;48;Muy bueno / Oso ona;;6,42;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;100;1017,4;0;235,4;;;Muy bueno / Oso ona
22/09/2025;09:00;7;25;15;Muy bueno / Oso ona;40;40;Muy bueno / Oso ona;;6,38;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;100;1017,3;0;195,1;;;Muy bueno / Oso ona
22/09/2025;08:00;24;73;37;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;;6,29;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;100;1016,8;0;75,9;;;Muy bueno / Oso ona
22/09/2025;07:00;24;69;34;Muy bueno / Oso ona;20;20;Muy bueno / Oso ona;;6,04;Muy bueno / Oso ona;2,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;100;1016,7;0,1;29,8;;;Muy bueno / Oso ona
22/09/2025;06:00;10;33;19;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;;5,88;Muy bueno / Oso ona;2,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;211;97;1016,8;0,6;2,7;12,1;1,01;Muy bueno / Oso ona
22/09/2025;05:00;8;21;10;Muy bueno / Oso ona;28;28;Muy bueno / Oso ona;;5,71;Muy bueno / Oso ona;2,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;213;97;1016,7;0,1;0,4;11,3;0,94;Muy bueno / Oso ona
22/09/2025;04:00;1;7;7;Muy bueno / Oso ona;34;34;Muy bueno / Oso ona;;5,58;Muy bueno / Oso ona;2,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;199;97;1016,7;0;0,4;11;0,86;Muy bueno / Oso ona
22/09/2025;03:00;0;3;3;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;;5,29;Muy bueno / Oso ona;2,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;238;96;1016,9;0;0,4;11,1;0,42;Muy bueno / Oso ona
22/09/2025;02:00;0;2;2;Muy bueno / Oso ona;43;43;Muy bueno / Oso ona;;5,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;2;Muy bueno / Oso ona;228;95;1017,1;0,1;0,4;11,7;0,88;Muy bueno / Oso ona
22/09/2025;01:00;0;2;2;Muy bueno / Oso ona;51;51;Muy bueno / Oso ona;;5;Muy bueno / Oso ona;1,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;222;95;1017,4;0;0,4;12,3;1,75;Muy bueno / Oso ona
21/09/2025;24:00;0;2;2;Muy bueno / Oso ona;54;54;Muy bueno / Oso ona;;5;Muy bueno / Oso ona;1,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;313;92;1017,8;1;0,4;13,7;0,52;Muy bueno / Oso ona
21/09/2025;23:00;0;2;2;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;;5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;3;Muy bueno / Oso ona;211;88;1018,2;0,2;0,4;13,4;1,77;Muy bueno / Oso ona
21/09/2025;22:00;0;5;4;Muy bueno / Oso ona;55;55;Muy bueno / Oso ona;;5;Muy bueno / Oso ona;2,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;210;93;1018,5;0,5;0,4;13,5;2,15;Muy bueno / Oso ona
21/09/2025;21:00;0;5;4;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;;4,96;Muy bueno / Oso ona;2,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;222;94;1018,6;3,1;0,4;13,3;0,97;Muy bueno / Oso ona
21/09/2025;20:00;1;9;8;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;;5,13;Muy bueno / Oso ona;2,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;223;88;1018,4;1,9;0,4;14,2;1,47;Muy bueno / Oso ona
21/09/2025;19:00;1;9;8;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;;5,25;Muy bueno / Oso ona;2,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;206;91;1018;0,4;0,6;14,2;3,98;Muy bueno / Oso ona
21/09/2025;18:00;2;12;10;Muy bueno / Oso ona;59;59;Muy bueno / Oso ona;;5,38;Muy bueno / Oso ona;2,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;290;95;1017,8;0,1;10,6;15,2;0,36;Muy bueno / Oso ona
21/09/2025;17:00;1;10;9;Muy bueno / Oso ona;60;60;Muy bueno / Oso ona;;5,38;Muy bueno / Oso ona;2,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;341;92;1017,6;12,6;20;14,8;0,69;Muy bueno / Oso ona
21/09/2025;16:00;1;8;7;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;;5,75;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;239;89;1017,4;0,7;114,6;15,7;0,63;Muy bueno / Oso ona
21/09/2025;15:00;1;6;4;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;;6,17;Muy bueno / Oso ona;2,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;214;81;1017,5;0,3;172;16,2;4,05;Muy bueno / Oso ona
21/09/2025;14:00;0;4;4;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;;6,58;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;220;82;1017,2;0,2;214,7;17,1;0,88;Muy bueno / Oso ona
21/09/2025;13:00;2;9;7;Muy bueno / Oso ona;66;66;Muy bueno / Oso ona;;6,96;Muy bueno / Oso ona;3,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;209;80;1017,3;0;295,2;18;0,68;Muy bueno / Oso ona
21/09/2025;12:00;2;9;7;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;;7,33;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;319;79;1017,6;0,5;139,1;18,4;1,07;Muy bueno / Oso ona
21/09/2025;11:00;2;8;5;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;;7,83;Muy bueno / Oso ona;3,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;215;79;1017,8;0;211,2;17,1;0,87;Muy bueno / Oso ona
