Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;ICA Estación
04/11/2025;24:00;;;;;;;;;;;
04/11/2025;23:00;;;;;;;;;;;
04/11/2025;22:00;;;;;;;;;;;
04/11/2025;21:00;;;;;;;;;;;
04/11/2025;20:00;;;;;;;;;;;
04/11/2025;19:00;;;;;;;;;;;
04/11/2025;18:00;;;;;;;;;;;
04/11/2025;17:00;;;;;;;;;;;
04/11/2025;16:00;;;;;;;;;;;
04/11/2025;15:00;;;;;;;;;;;
04/11/2025;14:00;;;;;;;;;;;
04/11/2025;13:00;;;;;;;;;;;
04/11/2025;12:00;;;;;;;;;;;
04/11/2025;11:00;;;;;;;;;;;
04/11/2025;10:00;;;;;;;;;;;
04/11/2025;09:00;;;;;;;;;;;
04/11/2025;08:00;;;;;;;;;;;
04/11/2025;07:00;;;;;;;;;;;
04/11/2025;06:00;0,21;0,16;7;47;38;Muy bueno / Oso ona;15,33;Muy bueno / Oso ona;6,89;Muy bueno / Oso ona;Muy bueno / Oso ona
04/11/2025;05:00;0,22;0,17;8;42;30;Muy bueno / Oso ona;15,25;Muy bueno / Oso ona;6,84;Muy bueno / Oso ona;Muy bueno / Oso ona
04/11/2025;04:00;0,12;0,17;0;16;16;Muy bueno / Oso ona;15,21;Muy bueno / Oso ona;6,74;Muy bueno / Oso ona;Muy bueno / Oso ona
04/11/2025;03:00;0,14;0,19;0;18;18;Muy bueno / Oso ona;15,42;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;Muy bueno / Oso ona
04/11/2025;02:00;0,13;0,2;0;24;25;Muy bueno / Oso ona;15,33;Muy bueno / Oso ona;6,32;Muy bueno / Oso ona;Muy bueno / Oso ona
04/11/2025;01:00;0,14;0,21;5;48;41;Bueno / Ona;15,21;Muy bueno / Oso ona;5,84;Muy bueno / Oso ona;Bueno / Ona
03/11/2025;24:00;0,17;0,21;1;42;41;Bueno / Ona;15,17;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;Bueno / Ona
03/11/2025;23:00;0,19;0,21;1;39;38;Muy bueno / Oso ona;15;Muy bueno / Oso ona;5,47;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;22:00;0,24;0,21;5;62;56;Bueno / Ona;14,63;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;Bueno / Ona
03/11/2025;21:00;0,28;0,19;15;87;65;Bueno / Ona;14,25;Muy bueno / Oso ona;5,32;Muy bueno / Oso ona;Bueno / Ona
03/11/2025;20:00;0,29;0,18;16;83;59;Bueno / Ona;13,88;Muy bueno / Oso ona;5,26;Muy bueno / Oso ona;Bueno / Ona
03/11/2025;19:00;0,19;0,16;3;37;34;Muy bueno / Oso ona;13,63;Muy bueno / Oso ona;5,32;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;18:00;0,19;0,16;1;26;26;Muy bueno / Oso ona;13,58;Muy bueno / Oso ona;5,15;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;17:00;0,14;0,16;1;20;19;Muy bueno / Oso ona;13,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;16:00;0,16;0,19;1;13;12;Muy bueno / Oso ona;13,33;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;15:00;0,11;0,24;1;10;9;Muy bueno / Oso ona;13,58;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;14:00;0,12;0,27;1;12;10;Muy bueno / Oso ona;13,71;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;13:00;0,17;0,3;19;57;30;Muy bueno / Oso ona;13,25;Muy bueno / Oso ona;4,9;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;12:00;0,2;0,3;9;44;31;Muy bueno / Oso ona;13;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;11:00;0,23;0,3;13;47;29;Muy bueno / Oso ona;12,71;Muy bueno / Oso ona;4,39;Muy bueno / Oso ona;Muy bueno / Oso ona
03/11/2025;10:00;0,28;0,3;44;101;35;Muy bueno / Oso ona;12,17;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
03/11/2025;09:00;0,45;0,28;106;202;40;Muy bueno / Oso ona;11,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
03/11/2025;08:00;0,54;0,26;125;234;43;Bueno / Ona;10,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Bueno / Ona
03/11/2025;07:00;0,31;0,2;57;121;35;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
03/11/2025;06:00;0,25;0,16;12;48;30;Muy bueno / Oso ona;9,25;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
03/11/2025;05:00;0,19;0,15;6;36;28;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
03/11/2025;04:00;0,17;0,15;1;28;27;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
03/11/2025;03:00;0,14;0,14;0;15;15;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
03/11/2025;02:00;0,11;0,14;0;15;14;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
03/11/2025;01:00;0,12;0,14;0;10;10;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;24:00;0,13;0,14;0;11;11;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;23:00;0,13;0,14;0;14;14;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;22:00;0,18;0,14;0;29;29;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;21:00;0,18;0,14;6;48;40;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;20:00;0,14;0,13;1;15;15;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;19:00;0,14;0,12;0;23;23;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;18:00;0,14;0,12;1;19;18;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;17:00;0,12;0,12;0;8;8;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;16:00;0,11;0,12;0;5;5;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;15:00;0,12;0,12;0;4;4;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;14:00;0,12;0,12;0;6;6;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;13:00;0,12;0,12;1;6;5;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;12:00;0,13;0,12;1;7;6;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;11:00;0,13;0,12;1;8;7;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;10:00;0,13;0,12;3;15;11;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;09:00;0,12;0,12;4;18;13;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;08:00;0,12;0,12;2;19;17;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;07:00;0,13;0,12;2;18;15;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;06:00;0,11;0,12;0;8;8;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;05:00;0,11;0,13;0;7;7;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;04:00;0,13;0,13;0;9;9;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;03:00;0,12;0,13;0;10;10;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;02:00;0,12;0,14;0;8;8;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/11/2025;01:00;0,14;0,14;0;13;13;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
01/11/2025;24:00;0,12;0,14;0;8;8;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
01/11/2025;23:00;0,14;0,14;0;10;10;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
01/11/2025;22:00;0,16;0,13;2;17;14;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
01/11/2025;21:00;0,13;0,13;1;16;14;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
01/11/2025;20:00;0,15;0,13;5;29;22;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
01/11/2025;19:00;0,16;0,13;4;28;22;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;6,39;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;18:00;0,13;0,12;1;13;12;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;6,26;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;17:00;0,12;0,11;0;12;12;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;16:00;0,12;0,11;0;13;13;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;6,53;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;15:00;0,11;0,11;4;17;11;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;6,35;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;14:00;0,11;0,11;3;16;11;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;6,14;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;13:00;0,13;0,11;1;11;11;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;5,95;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;12:00;0,1;0,11;0;9;9;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;5,78;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;11:00;0,1;0,11;1;11;11;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;10:00;0,12;0,11;1;14;13;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;09:00;0,1;0,11;0;11;11;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;08:00;0,1;0,11;1;11;10;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;07:00;0,11;0,11;0;9;9;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;06:00;0,13;0,11;0;10;10;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;05:00;0,12;0,1;0;12;12;Muy bueno / Oso ona;6;Muy bueno / Oso ona;4,52;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;04:00;0,11;0,09;0;12;12;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;4,27;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;03:00;0,1;0,09;0;9;9;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;02:00;0,12;0,09;0;20;20;Muy bueno / Oso ona;6;Muy bueno / Oso ona;3,65;Muy bueno / Oso ona;Muy bueno / Oso ona
01/11/2025;01:00;0,08;0,09;0;6;6;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;3,42;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;24:00;0,09;0,09;0;6;6;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;3,22;Muy bueno / Oso ona;Muy bueno / Oso ona
31/10/2025;23:00;0,08;0,09;0;4;4;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;22:00;0,08;0,09;0;5;5;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;21:00;0,09;0,09;0;9;9;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;20:00;0,1;0,1;0;11;11;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;19:00;0,09;0,1;0;10;10;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;18:00;0,09;0,1;0;10;10;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;17:00;0,09;0,1;0;9;9;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;16:00;0,09;0,1;0;9;9;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;15:00;0,13;0,11;0;7;6;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;14:00;0,11;0,1;0;5;5;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;13:00;0,11;0,1;1;8;8;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;12:00;0,1;0,1;0;6;6;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;11:00;0,1;0,1;0;7;7;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;10:00;0,1;0,1;0;10;10;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;09:00;0,1;0,1;0;8;8;Muy bueno / Oso ona;7;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;08:00;0,1;0,09;0;10;10;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;07:00;0,1;0,09;0;6;6;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;06:00;0,1;0,09;0;3;3;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;05:00;0,13;0,09;0;3;3;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;04:00;0,08;0,09;0;3;3;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;03:00;0,08;0,1;0;2;2;Muy bueno / Oso ona;8,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;02:00;0,08;0,11;0;2;2;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
31/10/2025;01:00;0,08;0,11;0;2;2;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;24:00;0,08;0,12;0;4;4;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;23:00;0,09;0,12;0;4;4;Muy bueno / Oso ona;8,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;22:00;0,09;0,12;0;3;3;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;21:00;0,13;0,13;2;16;13;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;20:00;0,24;0,13;10;54;39;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
30/10/2025;19:00;0,11;0,12;0;9;9;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;18:00;0,1;0,12;0;8;8;Muy bueno / Oso ona;9;Muy bueno / Oso ona;5,11;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;17:00;0,1;0,13;0;9;9;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;5,05;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;16:00;0,11;0,15;0;7;7;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;15:00;0,13;0,18;1;7;7;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;4,91;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;14:00;0,13;0,19;1;6;6;Muy bueno / Oso ona;9,25;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;13:00;0,14;0,2;1;8;7;Muy bueno / Oso ona;9,25;Muy bueno / Oso ona;5,09;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;12:00;0,15;0,21;1;7;6;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;5,23;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;11:00;0,15;0,2;1;8;7;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;10:00;0,21;0,2;21;58;27;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;5,68;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;09:00;0,27;0,19;48;114;42;Bueno / Ona;8,67;Muy bueno / Oso ona;5,91;Muy bueno / Oso ona;Bueno / Ona
30/10/2025;08:00;0,29;0,18;31;86;40;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;6,26;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;07:00;0,19;0,15;19;59;30;Muy bueno / Oso ona;9,25;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;06:00;0,22;0,14;3;27;23;Muy bueno / Oso ona;9,46;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;05:00;0,17;0,13;3;31;27;Muy bueno / Oso ona;9,54;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;04:00;0,1;0,12;0;7;7;Muy bueno / Oso ona;9,75;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;03:00;0,11;0,13;0;5;5;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;02:00;0,13;0,15;0;8;8;Muy bueno / Oso ona;10,04;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;Muy bueno / Oso ona
30/10/2025;01:00;0,14;0,15;0;8;8;Muy bueno / Oso ona;10,25;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;24:00;0,13;0,16;0;7;7;Muy bueno / Oso ona;11;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;23:00;0,13;0,16;1;10;9;Muy bueno / Oso ona;11,75;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;22:00;0,14;0,16;1;17;16;Muy bueno / Oso ona;12,29;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;21:00;0,12;0,16;0;8;8;Muy bueno / Oso ona;13,08;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;20:00;0,19;0,15;2;34;32;Muy bueno / Oso ona;14;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;19:00;0,24;0,15;3;33;29;Muy bueno / Oso ona;14,75;Muy bueno / Oso ona;7,7;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;18:00;0,16;0,13;2;25;22;Muy bueno / Oso ona;15,08;Muy bueno / Oso ona;7,73;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;17:00;0,13;0,13;0;12;12;Muy bueno / Oso ona;15,38;Muy bueno / Oso ona;7,9;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;16:00;0,14;0,13;1;11;10;Muy bueno / Oso ona;15,71;Muy bueno / Oso ona;8,1;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;15:00;0,13;0,15;1;10;9;Muy bueno / Oso ona;15,75;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;14:00;0,12;0,15;1;7;6;Muy bueno / Oso ona;16,5;Muy bueno / Oso ona;8,8;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;13:00;0,12;0,16;1;7;6;Muy bueno / Oso ona;17,67;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;Muy bueno / Oso ona
29/10/2025;12:00;0,12;0,17;1;6;5;Muy bueno / Oso ona;19;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
29/10/2025;11:00;0,12;0,17;1;8;7;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;Muy bueno / Oso ona
29/10/2025;10:00;0,12;0,17;1;10;9;Muy bueno / Oso ona;22,25;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
29/10/2025;09:00;0,24;0,17;21;70;39;Muy bueno / Oso ona;22,58;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
29/10/2025;08:00;0,23;0,18;14;74;54;Bueno / Ona;22,29;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
29/10/2025;07:00;0,22;0,16;2;50;47;Bueno / Ona;21,79;Bueno / Ona;9,9;Muy bueno / Oso ona;Bueno / Ona
29/10/2025;06:00;0,16;0,17;0;27;27;Muy bueno / Oso ona;21,54;Bueno / Ona;9,75;Muy bueno / Oso ona;Bueno / Ona
29/10/2025;05:00;0,16;0,17;0;19;19;Muy bueno / Oso ona;21,33;Bueno / Ona;9,7;Muy bueno / Oso ona;Bueno / Ona
29/10/2025;04:00;0,11;0,19;1;19;18;Muy bueno / Oso ona;21,58;Bueno / Ona;9,75;Muy bueno / Oso ona;Bueno / Ona
29/10/2025;03:00;0,13;0,24;0;16;16;Muy bueno / Oso ona;21,63;Bueno / Ona;9,9;Muy bueno / Oso ona;Bueno / Ona
29/10/2025;02:00;0,15;0,28;0;31;32;Muy bueno / Oso ona;21,96;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
29/10/2025;01:00;0,19;0,31;1;43;42;Bueno / Ona;22,29;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
28/10/2025;24:00;0,21;0,3;3;48;44;Bueno / Ona;22,33;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
28/10/2025;23:00;0,22;0,32;3;54;51;Bueno / Ona;22,04;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
28/10/2025;22:00;0,27;0,31;18;85;59;Bueno / Ona;21,63;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
28/10/2025;21:00;0,45;0,31;54;158;76;Bueno / Ona;21,13;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
28/10/2025;20:00;0,43;0,31;67;186;84;Bueno / Ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;Bueno / Ona
28/10/2025;19:00;0,45;0,29;74;200;89;Bueno / Ona;19,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Bueno / Ona
28/10/2025;18:00;0,25;0,27;27;89;49;Bueno / Ona;19,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Bueno / Ona
28/10/2025;17:00;0,14;0,26;1;24;23;Muy bueno / Oso ona;19,79;Muy bueno / Oso ona;9,91;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;16:00;0,38;0,28;16;58;35;Muy bueno / Oso ona;19,75;Muy bueno / Oso ona;9,71;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;15:00;0,17;0,27;3;26;21;Muy bueno / Oso ona;19,67;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;Muy bueno / Oso ona
28/10/2025;14:00;0,3;0,27;22;85;53;Bueno / Ona;19;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;Bueno / Ona
28/10/2025;13:00;0,3;0,27;27;89;49;Bueno / Ona;18;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;Bueno / Ona
28/10/2025;12:00;0,31;0,26;39;112;53;Bueno / Ona;17;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;Bueno / Ona
28/10/2025;11:00;0,31;0,26;43;103;38;Muy bueno / Oso ona;15,83;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;Muy bueno / Oso ona
