Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
31/12/2024;24:00;0,67;0,64;8;32;21;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;23:00;0,67;0,62;8;34;22;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;22:00;0,64;0,6;14;50;29;Muy bueno / Oso ona;9;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;21:00;0,65;0,59;22;61;28;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;20:00;0,65;0,57;37;101;45;Bueno / Ona;8,63;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
31/12/2024;19:00;0,64;0,56;32;94;45;Bueno / Ona;8,38;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
31/12/2024;18:00;0,65;0,55;29;86;41;Bueno / Ona;8,13;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
31/12/2024;17:00;0,54;0,54;14;52;31;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;16:00;0,53;0,54;12;36;18;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;15:00;0,55;0,54;16;48;24;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;14:00;0,51;0,55;17;48;22;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;13:00;0,5;0,55;19;52;23;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;12:00;0,54;0,55;22;57;25;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;11:00;0,55;0,55;12;41;23;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;10:00;0,57;0,54;10;35;21;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;09:00;0,57;0,54;9;34;20;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;08:00;0,57;0,53;6;25;17;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;07:00;0,55;0,53;3;21;16;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;06:00;0,53;0,53;1;11;10;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;05:00;0,52;0,54;0;9;9;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;04:00;0,53;0,54;0;10;10;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;03:00;0,51;0,54;0;9;9;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;02:00;0,54;0,54;0;7;7;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;01:00;0,52;0,54;1;15;14;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;24:00;0,55;0,54;6;31;22;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;23:00;0,57;0,53;9;40;27;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;22:00;0,55;0,51;11;48;31;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;21:00;0,52;0,49;19;69;40;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;20:00;0,55;0,48;24;85;48;Bueno / Ona;6,08;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;19:00;0,53;0,47;17;71;46;Bueno / Ona;6,17;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;18:00;0,54;0,45;16;69;45;Bueno / Ona;6,17;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;17:00;0,52;0,44;11;51;34;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;16:00;0,48;0,43;8;33;21;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;15:00;0,44;0,43;9;29;16;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;14:00;0,4;0,43;10;31;15;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;13:00;0,4;0,43;3;12;7;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;12:00;0,44;0,43;4;12;7;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;11:00;0,43;0,43;5;19;12;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;10:00;0,44;0,43;4;20;13;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;09:00;0,44;0,42;5;19;12;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;08:00;0,43;0,42;3;15;11;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;07:00;0,43;0,42;2;12;8;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;6;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;06:00;0,42;0,43;0;7;7;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;05:00;0,43;0,44;0;6;6;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;04:00;0,41;0,44;0;5;5;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;03:00;0,4;0,45;0;3;3;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;02:00;0,41;0,47;0;4;4;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;01:00;0,43;0,48;0;6;5;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;9;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;24:00;0,45;0,48;0;9;9;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;23:00;0,47;0,49;1;13;11;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;9,46;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;22:00;0,48;0,49;1;16;14;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;9,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;21:00;0,47;0,49;2;22;19;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;10;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;20:00;0,51;0,49;10;45;29;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;19:00;0,51;0,48;11;43;26;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;18:00;0,49;0,47;10;43;28;Muy bueno / Oso ona;10,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;17:00;0,49;0,47;9;37;23;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;16:00;0,48;0,46;7;33;23;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;15:00;0,47;0,45;5;31;24;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;11;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;14:00;0,49;0,45;9;33;19;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;11;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;13:00;0,49;0,44;10;34;20;Muy bueno / Oso ona;10;Muy bueno / Oso ona;11,08;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;12:00;0,45;0,44;2;18;15;Muy bueno / Oso ona;10,13;Muy bueno / Oso ona;11,13;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;11:00;0,43;0,44;1;11;10;Muy bueno / Oso ona;10,17;Muy bueno / Oso ona;11,13;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;10:00;0,43;0,45;2;13;10;Muy bueno / Oso ona;10,46;Muy bueno / Oso ona;11;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;09:00;0,42;0,45;1;9;8;Muy bueno / Oso ona;10,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;08:00;0,43;0,46;2;9;7;Muy bueno / Oso ona;10,67;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;07:00;0,44;0,47;2;10;8;Muy bueno / Oso ona;10,54;Muy bueno / Oso ona;11,13;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;06:00;0,45;0,5;3;14;9;Muy bueno / Oso ona;10,42;Muy bueno / Oso ona;11,08;Bueno / Ona;1;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;05:00;0,47;0,51;2;12;9;Muy bueno / Oso ona;10,17;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;04:00;0,46;0,53;1;11;9;Muy bueno / Oso ona;10,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;03:00;0,46;0,56;1;13;12;Muy bueno / Oso ona;10;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;02:00;0,48;0,57;3;17;12;Muy bueno / Oso ona;10,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;01:00;0,49;0,6;3;21;16;Muy bueno / Oso ona;10,21;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;24:00;0,57;0,6;11;49;33;Muy bueno / Oso ona;10,38;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;23:00;0,61;0,59;13;62;43;Bueno / Ona;10,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Bueno / Ona
28/12/2024;22:00;0,58;0,56;13;66;47;Bueno / Ona;10,71;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Bueno / Ona
28/12/2024;21:00;0,65;0,54;31;99;52;Bueno / Ona;10,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Bueno / Ona
28/12/2024;20:00;0,64;0,51;36;107;53;Bueno / Ona;10,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Bueno / Ona
28/12/2024;19:00;0,57;0,48;19;75;46;Bueno / Ona;10,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Bueno / Ona
28/12/2024;18:00;0,69;0,48;43;126;61;Bueno / Ona;10,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Bueno / Ona
28/12/2024;17:00;0,52;0,47;10;54;39;Muy bueno / Oso ona;10,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;16:00;0,44;0,46;4;32;25;Muy bueno / Oso ona;10,42;Muy bueno / Oso ona;10;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;15:00;0,42;0,46;9;41;28;Muy bueno / Oso ona;10,21;Muy bueno / Oso ona;9,75;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;14:00;0,4;0,46;12;46;28;Muy bueno / Oso ona;10,08;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;13:00;0,38;0,46;11;42;25;Muy bueno / Oso ona;9,75;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;12:00;0,43;0,46;19;57;29;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;11:00;0,54;0,46;29;75;31;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;10:00;0,62;0,45;26;64;25;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;09:00;0,5;0,44;19;59;29;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;08:00;0,43;0,43;7;38;26;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;9,75;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;07:00;0,42;0,46;11;39;22;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;9,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;06:00;0,38;0,51;1;9;8;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;9,54;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;05:00;0,39;0,57;0;6;6;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;04:00;0,42;0,63;0;10;10;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;03:00;0,45;0,65;3;23;18;Muy bueno / Oso ona;9,75;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;02:00;0,52;0,67;6;28;19;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;01:00;0,44;0,67;2;22;19;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;24:00;0,7;0,67;33;104;55;Bueno / Ona;9,63;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;23:00;0,83;0,63;61;158;64;Bueno / Ona;9,63;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;22:00;0,85;0,57;91;211;72;Bueno / Ona;9,5;Muy bueno / Oso ona;9,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;21:00;0,8;0,5;52;148;68;Bueno / Ona;9,17;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;20:00;0,62;0,43;37;108;52;Bueno / Ona;8,96;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;19:00;0,58;0,39;16;79;55;Bueno / Ona;8,75;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;18:00;0,53;0,36;17;76;51;Bueno / Ona;8,5;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;17:00;0,43;0,37;1;21;20;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;16:00;0,39;0,41;2;18;15;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;15:00;0,33;0,45;4;18;11;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;14:00;0,31;0,49;4;17;10;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;8;Muy bueno / Oso ona;0;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;13:00;0,29;0,53;3;15;10;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;12:00;0,29;0,56;4;15;10;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;8;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;11:00;0,36;0,59;3;15;10;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;10:00;0,58;0,62;23;65;29;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;09:00;0,8;0,63;79;180;60;Bueno / Ona;8,5;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;08:00;0,69;0,63;55;145;61;Bueno / Ona;7,88;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;07:00;0,65;0,64;28;97;55;Bueno / Ona;7,42;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;06:00;0,59;0,66;5;46;38;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;05:00;0,53;0,67;4;36;30;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;04:00;0,54;0,67;2;33;30;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;0;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;03:00;0,62;0,67;15;54;31;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;02:00;0,65;0,65;19;59;30;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;01:00;0,79;0,64;40;95;34;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;24:00;0,78;0,6;63;134;37;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;23:00;0,78;0,56;66;142;40;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;22:00;0,69;0,53;47;118;46;Bueno / Ona;5,5;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Bueno / Ona
26/12/2024;21:00;0,52;0,51;11;62;46;Bueno / Ona;5,29;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
26/12/2024;20:00;0,5;0,51;6;50;41;Bueno / Ona;5,08;Muy bueno / Oso ona;3,96;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Bueno / Ona
26/12/2024;19:00;0,51;0,52;7;48;38;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;18:00;0,52;0,53;13;59;39;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;17:00;0,5;0,53;8;46;34;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;16:00;0,49;0,53;7;37;26;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;15:00;0,52;0,52;12;50;32;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;14:00;0,51;0,51;11;40;24;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;3,75;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;13:00;0,51;0,5;14;50;29;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;12:00;0,57;0,49;9;37;23;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;11:00;0,66;0,48;7;27;17;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;10:00;0,51;0,45;3;19;15;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;0;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;09:00;0,44;0,44;2;20;18;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;08:00;0,44;0,45;1;16;16;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;1;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;07:00;0,44;0,45;0;11;11;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;3,5;Muy bueno / Oso ona;0;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;06:00;0,44;0,45;0;8;8;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;0;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;05:00;0,45;0,45;1;10;8;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;0;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;04:00;0,44;0,45;0;6;6;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;0;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;03:00;0,44;0,46;0;7;7;Muy bueno / Oso ona;3,67;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;0;Muy bueno / Oso ona;Muy bueno / Oso ona
