Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;Benceno (µg/m3);Etilbenceno (µg/m3);Tolueno (µg/m3);ICA Estación
31/12/2024;24:00;0,26;0,37;3;18;14;Muy bueno / Oso ona;10,83;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
31/12/2024;23:00;0,31;0,35;9;34;21;Muy bueno / Oso ona;10,42;Muy bueno / Oso ona;8;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
31/12/2024;22:00;0,4;0,35;28;75;32;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
31/12/2024;21:00;0,53;0,33;62;136;41;Bueno / Ona;9,17;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;;;;Bueno / Ona
31/12/2024;20:00;0,45;0,3;45;112;44;Bueno / Ona;8,42;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;;;;Bueno / Ona
31/12/2024;19:00;0,36;0,28;49;124;49;Bueno / Ona;8,13;Muy bueno / Oso ona;7;Muy bueno / Oso ona;;;;Bueno / Ona
31/12/2024;18:00;0,31;0,26;47;121;49;Bueno / Ona;8,08;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;;;;Bueno / Ona
31/12/2024;17:00;0,21;0,25;16;61;36;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
31/12/2024;16:00;0,2;0,25;15;48;26;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
31/12/2024;15:00;0,28;0,25;31;84;37;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
31/12/2024;14:00;0,25;0,25;29;76;31;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
31/12/2024;13:00;0,26;0,24;27;69;28;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
31/12/2024;12:00;0,29;0,23;24;63;25;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
31/12/2024;11:00;0,27;0,22;20;58;27;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
31/12/2024;10:00;0,25;0,2;16;51;27;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
31/12/2024;09:00;0,22;0,2;9;37;24;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
31/12/2024;08:00;0,21;0,2;5;31;23;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
31/12/2024;07:00;0,2;0,21;5;30;22;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
31/12/2024;06:00;0,18;0,22;2;12;10;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
31/12/2024;05:00;0,18;0,24;0;10;10;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
31/12/2024;04:00;0,17;0,24;1;11;10;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
31/12/2024;03:00;0,17;0,25;0;7;7;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
31/12/2024;02:00;0,25;0,29;1;9;8;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
31/12/2024;01:00;0,26;0,28;1;15;13;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;3,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;24:00;0,32;0,27;8;36;25;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;3,46;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;23:00;0,31;0,25;5;36;28;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;22:00;0,26;0,23;3;28;24;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;3,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;21:00;0,24;0,21;2;28;26;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;20:00;0,45;0,2;2;32;29;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;3,38;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;19:00;0,21;0,2;2;32;29;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;18:00;0,19;0,17;3;39;34;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;17:00;0,14;0,17;2;26;24;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;16:00;0,13;0,17;2;16;13;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;15:00;0,13;0,18;3;13;9;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;14:00;0,17;0,19;5;19;11;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;3,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;13:00;0,19;0,19;4;14;8;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;12:00;0,2;0,19;3;14;9;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;11:00;0,2;0,19;1;8;6;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;10:00;0,2;0,18;1;7;6;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;09:00;0,21;0,18;2;12;9;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;08:00;0,19;0,18;1;9;7;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;07:00;0,19;0,18;5;17;10;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;06:00;0,18;0,18;0;5;5;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;05:00;0,17;0,18;0;4;4;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;04:00;0,17;0,19;0;4;4;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;03:00;0,15;0,19;0;4;4;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;02:00;0,19;0,2;0;4;4;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
30/12/2024;01:00;0,19;0,21;0;5;5;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;24:00;0,19;0,21;0;8;8;Muy bueno / Oso ona;10,46;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;23:00;0,19;0,21;1;11;10;Muy bueno / Oso ona;10,83;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;22:00;0,21;0,21;1;17;15;Muy bueno / Oso ona;11,08;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;21:00;0,23;0,21;2;31;29;Muy bueno / Oso ona;11,38;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;20:00;0,23;0,2;7;49;39;Muy bueno / Oso ona;11,5;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;19:00;0,22;0,2;7;52;41;Bueno / Ona;11,46;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;;;;Bueno / Ona
29/12/2024;18:00;0,22;0,19;9;54;40;Muy bueno / Oso ona;11,67;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;17:00;0,2;0,19;7;46;36;Muy bueno / Oso ona;11,96;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;16:00;0,2;0,18;8;43;31;Muy bueno / Oso ona;11,79;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;15:00;0,19;0,18;4;28;22;Muy bueno / Oso ona;11,63;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;14:00;0,15;0,17;4;27;21;Muy bueno / Oso ona;11,63;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;13:00;0,18;0,17;6;34;25;Muy bueno / Oso ona;11,46;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;12:00;0,19;0,17;1;17;14;Muy bueno / Oso ona;11,42;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;11:00;0,18;0,17;3;18;14;Muy bueno / Oso ona;11,5;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;10:00;0,16;0,17;1;12;11;Muy bueno / Oso ona;11,67;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;09:00;0,18;0,17;1;10;9;Muy bueno / Oso ona;11,67;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;08:00;0,16;0,18;1;9;7;Muy bueno / Oso ona;11,79;Muy bueno / Oso ona;9,33;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;07:00;0,15;0,19;1;13;11;Muy bueno / Oso ona;11,88;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;06:00;0,15;0,22;0;8;8;Muy bueno / Oso ona;11,79;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;05:00;0,18;0,24;0;11;10;Muy bueno / Oso ona;11,58;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;04:00;0,2;0,26;1;12;11;Muy bueno / Oso ona;11,46;Muy bueno / Oso ona;8,38;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;03:00;0,19;0,28;1;13;11;Muy bueno / Oso ona;11,42;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;02:00;0,21;0,29;1;13;12;Muy bueno / Oso ona;11,38;Muy bueno / Oso ona;8;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/12/2024;01:00;0,23;0,31;1;19;16;Muy bueno / Oso ona;11,04;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/12/2024;24:00;0,37;0,31;19;68;39;Muy bueno / Oso ona;10,21;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/12/2024;23:00;0,36;0,3;17;67;41;Bueno / Ona;10,25;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;;;;Bueno / Ona
28/12/2024;22:00;0,31;0,27;14;64;42;Bueno / Ona;10,46;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;;;;Bueno / Ona
28/12/2024;21:00;0,33;0,25;25;82;45;Bueno / Ona;10,38;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;;;;Bueno / Ona
28/12/2024;20:00;0,28;0,23;18;73;46;Bueno / Ona;10,13;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;;;;Bueno / Ona
28/12/2024;19:00;0,33;0,22;30;94;49;Bueno / Ona;10;Muy bueno / Oso ona;7;Muy bueno / Oso ona;;;;Bueno / Ona
28/12/2024;18:00;0,3;0,22;23;85;50;Bueno / Ona;9,96;Muy bueno / Oso ona;7;Muy bueno / Oso ona;;;;Bueno / Ona
28/12/2024;17:00;0,2;0,21;2;22;19;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/12/2024;16:00;0,17;0,22;1;13;10;Muy bueno / Oso ona;10;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/12/2024;15:00;0,17;0,23;3;17;13;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/12/2024;14:00;0,14;0,23;6;24;16;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/12/2024;13:00;0,2;0,23;15;50;28;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/12/2024;12:00;0,26;0,23;22;65;32;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/12/2024;11:00;0,3;0,21;24;69;34;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/12/2024;10:00;0,29;0,2;27;71;30;Muy bueno / Oso ona;9,71;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/12/2024;09:00;0,31;0,18;32;86;37;Muy bueno / Oso ona;10,04;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/12/2024;08:00;0,2;0,16;9;44;31;Muy bueno / Oso ona;10,21;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/12/2024;07:00;0,15;0,16;0;8;8;Muy bueno / Oso ona;10,13;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/12/2024;06:00;0,14;0,18;0;4;4;Muy bueno / Oso ona;10,13;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/12/2024;05:00;0,13;0,22;0;4;4;Muy bueno / Oso ona;10,04;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/12/2024;04:00;0,14;0,25;0;8;8;Muy bueno / Oso ona;10,08;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/12/2024;03:00;0,14;0,26;0;7;7;Muy bueno / Oso ona;10,17;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/12/2024;02:00;0,18;0,26;0;6;6;Muy bueno / Oso ona;10,04;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/12/2024;01:00;0,18;0,27;0;9;9;Muy bueno / Oso ona;10,33;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/12/2024;24:00;0,27;0,26;7;42;31;Muy bueno / Oso ona;10,96;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/12/2024;23:00;0,38;0,25;27;96;56;Bueno / Ona;11,04;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;;;;Bueno / Ona
27/12/2024;22:00;0,48;0,23;52;143;63;Bueno / Ona;10,46;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;;;;Bueno / Ona
27/12/2024;21:00;0,28;0,2;9;66;52;Bueno / Ona;10,21;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;;;;Bueno / Ona
27/12/2024;20:00;0,16;0,16;1;33;32;Muy bueno / Oso ona;10;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/12/2024;19:00;0,2;0,16;5;49;41;Bueno / Ona;9,79;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;;;;Bueno / Ona
27/12/2024;18:00;0,16;0,16;1;30;28;Muy bueno / Oso ona;9,46;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/12/2024;17:00;0,15;0,16;1;21;19;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/12/2024;16:00;0,14;0,21;1;13;11;Muy bueno / Oso ona;9;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/12/2024;15:00;0,15;0,26;5;25;16;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/12/2024;14:00;0,17;0,29;11;40;23;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/12/2024;13:00;0,16;0,31;6;26;17;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/12/2024;12:00;0,17;0,33;6;26;17;Muy bueno / Oso ona;9,29;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/12/2024;11:00;0,18;0,34;6;23;15;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/12/2024;10:00;0,32;0,35;38;95;38;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/12/2024;09:00;0,62;0,37;124;261;72;Bueno / Ona;8,33;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;;;;Bueno / Ona
27/12/2024;08:00;0,47;0,34;78;181;62;Bueno / Ona;7,75;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;;;;Bueno / Ona
27/12/2024;07:00;0,32;0,32;20;82;51;Bueno / Ona;7,67;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;;;;Bueno / Ona
27/12/2024;06:00;0,3;0,33;7;47;36;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;3,96;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/12/2024;05:00;0,31;0,33;9;43;30;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/12/2024;04:00;0,26;0,32;10;45;30;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;3,46;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/12/2024;03:00;0,3;0,31;8;45;32;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/12/2024;02:00;0,34;0,29;18;62;34;Muy bueno / Oso ona;7;Muy bueno / Oso ona;3,04;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/12/2024;01:00;0,35;0,28;19;64;35;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;24:00;0,41;0,26;32;85;35;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;2,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;23:00;0,43;0,23;45;112;44;Bueno / Ona;5,33;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;;;;Bueno / Ona
26/12/2024;22:00;0,2;0,2;9;44;30;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;21:00;0,2;0,19;1;23;22;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;20:00;0,17;0,19;1;20;18;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;2,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;19:00;0,18;0,19;1;18;16;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;18:00;0,21;0,2;2;23;21;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;17:00;0,19;0,19;1;19;17;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;16:00;0,17;0,18;2;19;16;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;2,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;15:00;0,18;0,18;4;29;22;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;2,33;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;14:00;0,22;0,18;11;47;31;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;2,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;13:00;0,21;0,17;13;51;31;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;1,96;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;12:00;0,21;0,15;6;33;24;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;1,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;11:00;0,17;0,14;3;21;16;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;1,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;10:00;0,14;0,14;4;17;10;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;09:00;0,14;0,14;2;18;15;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;2,04;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;08:00;0,15;0,14;0;15;15;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;07:00;0,13;0,14;0;8;8;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;2,04;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;06:00;0,13;0,15;0;7;7;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;2,13;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;05:00;0,13;0,15;0;7;7;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;2,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;04:00;0,13;0,15;0;5;5;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;2,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;03:00;0,14;0,16;0;6;6;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;02:00;0,16;0,17;0;6;6;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;1,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/12/2024;01:00;0,16;0,18;0;8;8;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;1,96;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;24:00;0,16;0,19;0;8;8;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;2,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;23:00;0,16;0,19;0;7;7;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;22:00;0,16;0,19;0;8;7;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;21:00;0,19;0,19;3;24;19;Muy bueno / Oso ona;5;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;20:00;0,2;0,2;10;48;33;Muy bueno / Oso ona;5;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;19:00;0,21;0,19;5;39;31;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;18:00;0,22;0,19;6;39;30;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;2,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;17:00;0,21;0,19;7;40;30;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;16:00;0,18;0,18;3;19;15;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;3,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;15:00;0,17;0,18;3;15;11;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;14:00;0,18;0,18;6;26;17;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;13:00;0,19;0,18;6;29;19;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;12:00;0,17;0,17;5;21;14;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;3,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;11:00;0,19;0,17;3;18;13;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/12/2024;10:00;0,16;0,17;2;13;10;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;3,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
