Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;Benceno (µg/m3);Etilbenceno (µg/m3);Tolueno (µg/m3);ICA Estación
27/05/2024;09:00;;;4;21;16;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;3,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2024;08:00;;0,25;4;26;20;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2024;07:00;0,51;0,24;1;18;16;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2024;06:00;0,27;0,24;1;13;11;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2024;05:00;0,26;0,22;1;11;10;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2024;04:00;0,25;0,21;0;4;4;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2024;03:00;0,24;0,21;0;2;2;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2024;02:00;0,2;0,2;1;6;5;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/05/2024;01:00;0,2;0,21;0;2;1;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;24:00;0,2;0,21;1;5;4;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;23:00;0,2;0,22;0;3;3;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;22:00;0,2;0,23;0;5;4;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;21:00;0,2;0,24;0;5;5;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;20:00;0,21;0,25;0;7;6;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;19:00;0,23;0,27;1;15;13;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;18:00;0,24;0,28;3;19;14;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;17:00;0,24;0,29;4;16;11;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;16:00;0,25;0,3;5;19;12;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;15:00;0,25;0,31;1;6;5;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;14:00;0,33;0,31;2;9;7;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;13:00;0,32;0,31;1;9;7;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;12:00;0,33;0,3;2;9;7;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;11:00;0,33;0,3;4;13;7;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;10:00;0,32;0,29;2;11;8;Muy bueno / Oso ona;9,33;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;09:00;0,31;0,27;2;9;7;Muy bueno / Oso ona;9,46;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;08:00;0,29;0,26;2;12;9;Muy bueno / Oso ona;9,71;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;07:00;0,28;0,25;3;18;13;Muy bueno / Oso ona;10,04;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;06:00;0,26;0,24;0;10;10;Muy bueno / Oso ona;10,38;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;05:00;0,3;0,22;0;13;13;Muy bueno / Oso ona;10,67;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;04:00;0,27;0,21;0;10;10;Muy bueno / Oso ona;10,88;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;03:00;0,24;0,19;0;6;6;Muy bueno / Oso ona;11,21;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;02:00;0,18;0,18;0;4;4;Muy bueno / Oso ona;11,63;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/05/2024;01:00;0,25;0,18;0;4;4;Muy bueno / Oso ona;12;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;24:00;0,19;0,18;0;5;5;Muy bueno / Oso ona;12,21;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;23:00;0,17;0,18;0;6;6;Muy bueno / Oso ona;12,42;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;22:00;0,16;0,19;0;12;11;Muy bueno / Oso ona;12,75;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;21:00;0,16;0,2;1;16;15;Muy bueno / Oso ona;13;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;20:00;0,16;0,22;0;7;7;Muy bueno / Oso ona;13,13;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;19:00;0,18;0,25;0;10;9;Muy bueno / Oso ona;13,46;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;18:00;0,19;0,27;1;10;9;Muy bueno / Oso ona;13,67;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;17:00;0,25;0,29;1;10;9;Muy bueno / Oso ona;13,54;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;16:00;0,24;0,31;0;4;4;Muy bueno / Oso ona;13,46;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;15:00;0,22;0,31;0;2;2;Muy bueno / Oso ona;13,46;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;14:00;0,32;0,33;0;2;2;Muy bueno / Oso ona;13,29;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;13:00;0,33;0,33;0;3;3;Muy bueno / Oso ona;13,29;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;12:00;0,36;0,34;1;12;10;Muy bueno / Oso ona;13,13;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;11:00;0,35;0,33;1;9;8;Muy bueno / Oso ona;12,96;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;10:00;0,33;0,32;3;16;12;Muy bueno / Oso ona;12,88;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;09:00;0,32;0,32;2;16;13;Muy bueno / Oso ona;13,38;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;08:00;0,34;0,31;6;26;17;Muy bueno / Oso ona;13,83;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;07:00;0,34;0,31;16;48;24;Muy bueno / Oso ona;13,67;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;06:00;0,31;0,29;5;27;20;Muy bueno / Oso ona;13,63;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;05:00;0,32;0,28;0;19;18;Muy bueno / Oso ona;13,67;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;04:00;0,28;0,27;0;12;12;Muy bueno / Oso ona;13,88;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;03:00;0,36;0,27;0;11;11;Muy bueno / Oso ona;14,33;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;02:00;0,26;0,27;0;10;10;Muy bueno / Oso ona;14,58;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/05/2024;01:00;0,26;0,27;0;9;9;Muy bueno / Oso ona;14,38;Muy bueno / Oso ona;9;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;24:00;0,27;0,27;0;9;9;Muy bueno / Oso ona;14,88;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;23:00;0,25;0,26;0;8;8;Muy bueno / Oso ona;14,79;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;22:00;0,25;0,26;0;9;9;Muy bueno / Oso ona;14,67;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;21:00;0,27;0,26;0;11;11;Muy bueno / Oso ona;14,58;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;20:00;0,28;0,27;2;16;13;Muy bueno / Oso ona;14,5;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;19:00;0,28;0,27;2;15;12;Muy bueno / Oso ona;14,46;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;18:00;0,27;0,27;2;15;13;Muy bueno / Oso ona;14,25;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;17:00;0,25;0,28;2;13;10;Muy bueno / Oso ona;14,38;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;16:00;0,23;0,29;2;12;9;Muy bueno / Oso ona;14,46;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;15:00;0,24;0,31;1;8;7;Muy bueno / Oso ona;14,38;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;14:00;0,29;0,33;1;7;5;Muy bueno / Oso ona;14,33;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;13:00;0,3;0,34;1;8;7;Muy bueno / Oso ona;14,17;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;12:00;0,31;0,34;3;12;8;Muy bueno / Oso ona;14,29;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;11:00;0,32;0,34;2;12;8;Muy bueno / Oso ona;14,25;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;10:00;0,32;0,34;3;19;14;Muy bueno / Oso ona;14,25;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;09:00;0,36;0,33;16;52;28;Muy bueno / Oso ona;13,63;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;08:00;0,4;0,33;28;76;33;Muy bueno / Oso ona;12,83;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;07:00;0,38;0,32;43;96;31;Muy bueno / Oso ona;12,71;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;06:00;0,32;0,3;9;36;23;Muy bueno / Oso ona;12,67;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;05:00;0,28;0,28;4;29;23;Muy bueno / Oso ona;12,29;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;04:00;0,34;0,28;1;21;19;Muy bueno / Oso ona;11,71;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;03:00;0,3;0,27;0;14;14;Muy bueno / Oso ona;10,71;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;02:00;0,27;0,26;0;12;12;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/05/2024;01:00;0,34;0,26;0;13;13;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;24:00;0,22;0,25;0;7;7;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;23:00;0,23;0,24;0;13;13;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;22:00;0,23;0,24;0;15;14;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;21:00;0,25;0,25;1;19;17;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;20:00;0,24;0,25;2;21;18;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;19:00;0,27;0,25;2;22;19;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;18:00;0,26;0,25;4;20;14;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;17:00;0,23;0,25;5;23;15;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;16:00;0,24;0,25;5;23;15;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;15:00;0,23;0,25;2;12;9;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;14:00;0,26;0,26;1;9;6;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;13:00;0,25;0,26;1;9;7;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;12:00;0,26;0,27;4;18;12;Muy bueno / Oso ona;7;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;11:00;0,26;0,27;2;16;13;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;10:00;0,26;0,27;1;14;12;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;09:00;0,24;0,27;1;8;6;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;08:00;0,26;0,26;3;24;19;Muy bueno / Oso ona;7;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;07:00;0,27;0,27;1;22;20;Muy bueno / Oso ona;7;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;06:00;0,3;0,26;1;28;26;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;05:00;0,29;0,25;0;17;17;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;04:00;0,31;0,24;0;9;9;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;03:00;0,26;0,23;0;5;5;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;02:00;0,21;0,22;0;6;6;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/05/2024;01:00;0,22;0,23;0;8;8;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;24:00;0,26;0,23;0;8;8;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;23:00;0,21;0,22;0;7;7;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;22:00;0,21;0,23;0;5;5;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;21:00;0,22;0,23;0;8;8;Muy bueno / Oso ona;9,33;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;20:00;0,22;0,23;2;18;16;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;19:00;0,25;0,24;2;27;24;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;18:00;0,25;0,24;3;28;23;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;17:00;0,23;0,24;1;14;13;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;16:00;0,24;0,24;4;18;13;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;15:00;0,23;0,24;4;17;12;Muy bueno / Oso ona;10;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;14:00;0,23;0,26;0;3;3;Muy bueno / Oso ona;10;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;13:00;0,24;0,28;0;3;3;Muy bueno / Oso ona;10,17;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;12:00;0,25;0,29;0;4;4;Muy bueno / Oso ona;10,29;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;11:00;0,24;0,29;0;5;5;Muy bueno / Oso ona;10,5;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;10:00;0,23;0,3;1;8;7;Muy bueno / Oso ona;10,83;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;09:00;0,24;0,3;1;11;9;Muy bueno / Oso ona;11,04;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;08:00;0,33;0,29;7;35;25;Muy bueno / Oso ona;10,74;Muy bueno / Oso ona;6,3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;07:00;0,41;0,29;8;42;30;Muy bueno / Oso ona;10,83;Muy bueno / Oso ona;6,74;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;06:00;0,33;0,28;3;34;30;Muy bueno / Oso ona;10,78;Muy bueno / Oso ona;6,74;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;05:00;0,33;0,27;2;30;27;Muy bueno / Oso ona;10,74;Muy bueno / Oso ona;6,57;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;04:00;0,25;0,26;0;11;11;Muy bueno / Oso ona;10,7;Muy bueno / Oso ona;6,48;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;03:00;0,28;0,25;0;11;11;Muy bueno / Oso ona;10,48;Muy bueno / Oso ona;6,43;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;02:00;0,22;0,24;0;8;8;Muy bueno / Oso ona;10,78;Muy bueno / Oso ona;6,39;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
22/05/2024;01:00;0,22;0,25;0;10;10;Muy bueno / Oso ona;11,17;Muy bueno / Oso ona;6,61;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;24:00;0,28;0,25;0;9;9;Muy bueno / Oso ona;11,78;Muy bueno / Oso ona;6,7;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;23:00;0,26;0,25;0;16;16;Muy bueno / Oso ona;12;Muy bueno / Oso ona;6,57;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;22:00;0,27;0,25;1;20;18;Muy bueno / Oso ona;11,96;Muy bueno / Oso ona;6,43;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;21:00;0,23;0,24;1;18;16;Muy bueno / Oso ona;12,17;Muy bueno / Oso ona;6,57;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;20:00;0,22;0,24;2;23;20;Muy bueno / Oso ona;12,35;Muy bueno / Oso ona;6,65;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;19:00;0,25;0,25;3;31;27;Muy bueno / Oso ona;12,35;Muy bueno / Oso ona;6,61;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;18:00;0,25;0,25;4;31;24;Muy bueno / Oso ona;12,04;Muy bueno / Oso ona;6,35;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;17:00;0,26;0,24;5;37;29;Muy bueno / Oso ona;11,96;Muy bueno / Oso ona;6,35;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;16:00;0,26;0,25;5;37;29;Muy bueno / Oso ona;11,78;Muy bueno / Oso ona;6,22;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;15:00;0,24;0,26;3;19;15;Muy bueno / Oso ona;11,91;Muy bueno / Oso ona;6,09;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;14:00;0,25;0,3;3;16;11;Muy bueno / Oso ona;12,26;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;13:00;0,25;0,33;3;19;15;Muy bueno / Oso ona;12,48;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;12:00;0,23;0,34;1;7;6;Muy bueno / Oso ona;12,43;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;11:00;0,26;0,38;3;13;9;Muy bueno / Oso ona;12,22;Muy bueno / Oso ona;6,43;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;10:00;;0,39;;;;Sin datos / Daturik gabe;12,09;Muy bueno / Oso ona;6,3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;09:00;0,29;0,39;9;32;18;Muy bueno / Oso ona;11,75;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;08:00;0,42;0,39;20;61;30;Muy bueno / Oso ona;11,71;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;07:00;0,43;0,4;26;75;35;Muy bueno / Oso ona;11,38;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;06:00;0,36;0,4;14;51;29;Muy bueno / Oso ona;11,13;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;05:00;0,41;0,44;4;37;32;Muy bueno / Oso ona;11;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;04:00;0,46;0,45;0;13;13;Muy bueno / Oso ona;10,88;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;03:00;0,28;0,43;1;14;13;Muy bueno / Oso ona;10,54;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;02:00;0,42;0,42;3;24;19;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
21/05/2024;01:00;0,4;0,41;4;25;19;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/05/2024;24:00;0,46;0,39;0;13;13;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/05/2024;23:00;0,68;0,36;0;13;13;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;3,67;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/05/2024;22:00;0,52;0,34;0;21;20;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;3,54;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/05/2024;21:00;0,32;0,28;3;33;29;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;3,42;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
20/05/2024;20:00;0,28;0,27;2;33;30;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;3,29;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
