Date;Hour  (GMT);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;ICA Estación
03/08/2024;22:00;1;6;4;Muy bueno / Oso ona;10,21;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;21:00;1;8;6;Muy bueno / Oso ona;10,33;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;20:00;1;8;6;Muy bueno / Oso ona;10,46;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;19:00;1;8;6;Muy bueno / Oso ona;10,58;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;18:00;1;7;5;Muy bueno / Oso ona;10,67;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;17:00;1;6;4;Muy bueno / Oso ona;10,21;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;16:00;1;5;3;Muy bueno / Oso ona;10,13;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;15:00;1;5;3;Muy bueno / Oso ona;10,08;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;14:00;1;4;2;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;13:00;1;4;2;Muy bueno / Oso ona;9,75;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;12:00;1;4;2;Muy bueno / Oso ona;9,46;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;11:00;1;4;2;Muy bueno / Oso ona;9,25;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;10:00;1;5;3;Muy bueno / Oso ona;9,54;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;09:00;1;7;5;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;08:00;1;8;6;Muy bueno / Oso ona;10,29;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;07:00;2;15;12;Muy bueno / Oso ona;10,58;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;06:00;1;14;12;Muy bueno / Oso ona;11,08;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;05:00;1;10;8;Muy bueno / Oso ona;11,29;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;04:00;1;9;7;Muy bueno / Oso ona;11,42;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;03:00;1;6;4;Muy bueno / Oso ona;11,58;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;02:00;1;5;3;Muy bueno / Oso ona;11,75;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;Muy bueno / Oso ona
03/08/2024;01:00;1;5;3;Muy bueno / Oso ona;11,83;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;Muy bueno / Oso ona
02/08/2024;24:00;1;4;2;Muy bueno / Oso ona;11,79;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;Muy bueno / Oso ona
02/08/2024;23:00;1;5;3;Muy bueno / Oso ona;12,17;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;Muy bueno / Oso ona
02/08/2024;22:00;1;6;4;Muy bueno / Oso ona;12,04;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;Muy bueno / Oso ona
02/08/2024;21:00;1;8;6;Muy bueno / Oso ona;12,17;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;Muy bueno / Oso ona
02/08/2024;20:00;1;7;5;Muy bueno / Oso ona;12,25;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;Muy bueno / Oso ona
02/08/2024;19:00;1;9;7;Muy bueno / Oso ona;12,29;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;Muy bueno / Oso ona
02/08/2024;18:00;1;9;7;Muy bueno / Oso ona;12,25;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;Muy bueno / Oso ona
02/08/2024;17:00;1;9;7;Muy bueno / Oso ona;12,13;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;Muy bueno / Oso ona
02/08/2024;16:00;1;8;6;Muy bueno / Oso ona;11,92;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;Muy bueno / Oso ona
02/08/2024;15:00;1;8;6;Muy bueno / Oso ona;11,67;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;Muy bueno / Oso ona
02/08/2024;14:00;1;9;7;Muy bueno / Oso ona;12,17;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;Muy bueno / Oso ona
02/08/2024;13:00;2;11;9;Muy bueno / Oso ona;12,75;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;Muy bueno / Oso ona
02/08/2024;12:00;2;12;9;Muy bueno / Oso ona;13,63;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;Muy bueno / Oso ona
02/08/2024;11:00;2;13;10;Muy bueno / Oso ona;14,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/08/2024;10:00;2;16;13;Muy bueno / Oso ona;14,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/08/2024;09:00;1;13;11;Muy bueno / Oso ona;14,71;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/08/2024;08:00;1;12;10;Muy bueno / Oso ona;14,71;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/08/2024;07:00;1;12;10;Muy bueno / Oso ona;15;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/08/2024;06:00;1;7;5;Muy bueno / Oso ona;15;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/08/2024;05:00;1;6;4;Muy bueno / Oso ona;15,13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
02/08/2024;04:00;1;6;4;Muy bueno / Oso ona;15,33;Muy bueno / Oso ona;11,04;Bueno / Ona;Bueno / Ona
02/08/2024;03:00;1;4;2;Muy bueno / Oso ona;15,67;Muy bueno / Oso ona;11,33;Bueno / Ona;Bueno / Ona
02/08/2024;02:00;1;4;2;Muy bueno / Oso ona;16,13;Muy bueno / Oso ona;11,71;Bueno / Ona;Bueno / Ona
02/08/2024;01:00;1;4;2;Muy bueno / Oso ona;16,75;Muy bueno / Oso ona;12,42;Bueno / Ona;Bueno / Ona
01/08/2024;24:00;1;4;2;Muy bueno / Oso ona;17,46;Muy bueno / Oso ona;13,08;Bueno / Ona;Bueno / Ona
01/08/2024;23:00;1;5;3;Muy bueno / Oso ona;17,54;Muy bueno / Oso ona;13,29;Bueno / Ona;Bueno / Ona
01/08/2024;22:00;1;6;4;Muy bueno / Oso ona;18,08;Muy bueno / Oso ona;13,79;Bueno / Ona;Bueno / Ona
01/08/2024;21:00;1;7;5;Muy bueno / Oso ona;18,38;Muy bueno / Oso ona;14,13;Bueno / Ona;Bueno / Ona
01/08/2024;20:00;1;7;5;Muy bueno / Oso ona;18,92;Muy bueno / Oso ona;14,46;Bueno / Ona;Bueno / Ona
01/08/2024;19:00;1;8;6;Muy bueno / Oso ona;19,75;Muy bueno / Oso ona;15;Bueno / Ona;Bueno / Ona
01/08/2024;18:00;1;7;5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;15,58;Bueno / Ona;Bueno / Ona
01/08/2024;17:00;1;7;5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;15,71;Bueno / Ona;Bueno / Ona
01/08/2024;16:00;1;7;5;Muy bueno / Oso ona;21,08;Bueno / Ona;15,79;Bueno / Ona;Bueno / Ona
01/08/2024;15:00;2;10;7;Muy bueno / Oso ona;21,71;Bueno / Ona;16,21;Bueno / Ona;Bueno / Ona
01/08/2024;14:00;2;11;8;Muy bueno / Oso ona;22,54;Bueno / Ona;16,88;Bueno / Ona;Bueno / Ona
01/08/2024;13:00;2;8;6;Muy bueno / Oso ona;24,79;Bueno / Ona;18,21;Bueno / Ona;Bueno / Ona
01/08/2024;12:00;1;8;6;Muy bueno / Oso ona;25,75;Bueno / Ona;18,54;Bueno / Ona;Bueno / Ona
01/08/2024;11:00;1;9;7;Muy bueno / Oso ona;26,75;Bueno / Ona;18,83;Bueno / Ona;Bueno / Ona
01/08/2024;10:00;1;10;8;Muy bueno / Oso ona;27,29;Bueno / Ona;18,88;Bueno / Ona;Bueno / Ona
01/08/2024;09:00;1;10;8;Muy bueno / Oso ona;28,25;Bueno / Ona;19,38;Bueno / Ona;Bueno / Ona
01/08/2024;08:00;1;11;9;Muy bueno / Oso ona;29,21;Bueno / Ona;19,88;Bueno / Ona;Bueno / Ona
01/08/2024;07:00;1;13;11;Muy bueno / Oso ona;30,67;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
01/08/2024;06:00;1;9;7;Muy bueno / Oso ona;31,54;Bueno / Ona;21,08;Regular / Erregularra;Regular / Erregularra
01/08/2024;05:00;1;7;5;Muy bueno / Oso ona;32,29;Bueno / Ona;21,54;Regular / Erregularra;Regular / Erregularra
01/08/2024;04:00;1;6;4;Muy bueno / Oso ona;32,92;Bueno / Ona;21,92;Regular / Erregularra;Regular / Erregularra
01/08/2024;03:00;1;6;4;Muy bueno / Oso ona;33,42;Bueno / Ona;22,13;Regular / Erregularra;Regular / Erregularra
01/08/2024;02:00;1;7;5;Muy bueno / Oso ona;34,04;Bueno / Ona;22,38;Regular / Erregularra;Regular / Erregularra
01/08/2024;01:00;1;8;6;Muy bueno / Oso ona;34,54;Bueno / Ona;22,42;Regular / Erregularra;Regular / Erregularra
31/07/2024;24:00;1;6;4;Muy bueno / Oso ona;34,96;Bueno / Ona;22,46;Regular / Erregularra;Regular / Erregularra
31/07/2024;23:00;1;8;6;Muy bueno / Oso ona;;Sin datos / Daturik gabe;22,67;Regular / Erregularra;Regular / Erregularra
31/07/2024;22:00;1;8;6;Muy bueno / Oso ona;37,46;Regular / Erregularra;23,58;Regular / Erregularra;Regular / Erregularra
31/07/2024;21:00;1;11;9;Muy bueno / Oso ona;39,21;Regular / Erregularra;24,25;Regular / Erregularra;Regular / Erregularra
31/07/2024;20:00;1;11;9;Muy bueno / Oso ona;40,42;Regular / Erregularra;24,46;Regular / Erregularra;Regular / Erregularra
31/07/2024;19:00;1;9;7;Muy bueno / Oso ona;41,83;Regular / Erregularra;24,83;Regular / Erregularra;Regular / Erregularra
31/07/2024;18:00;2;10;7;Muy bueno / Oso ona;42,58;Regular / Erregularra;24,83;Regular / Erregularra;Regular / Erregularra
31/07/2024;17:00;2;10;7;Muy bueno / Oso ona;44,33;Regular / Erregularra;;Sin datos / Daturik gabe;Regular / Erregularra
31/07/2024;16:00;2;9;6;Muy bueno / Oso ona;46,13;Regular / Erregularra;26,17;Malo / Txarra;Malo / Txarra
31/07/2024;15:00;2;10;7;Muy bueno / Oso ona;46,33;Regular / Erregularra;;Sin datos / Daturik gabe;Regular / Erregularra
31/07/2024;14:00;2;10;7;Muy bueno / Oso ona;45,5;Regular / Erregularra;24,96;Regular / Erregularra;Regular / Erregularra
31/07/2024;13:00;1;9;7;Muy bueno / Oso ona;44;Regular / Erregularra;23,91;Regular / Erregularra;Regular / Erregularra
31/07/2024;12:00;1;10;8;Muy bueno / Oso ona;43,59;Regular / Erregularra;23,68;Regular / Erregularra;Regular / Erregularra
31/07/2024;11:00;1;13;11;Muy bueno / Oso ona;43,32;Regular / Erregularra;23,23;Regular / Erregularra;Regular / Erregularra
31/07/2024;10:00;3;30;26;Muy bueno / Oso ona;43,68;Regular / Erregularra;23,23;Regular / Erregularra;Regular / Erregularra
31/07/2024;09:00;7;45;34;Muy bueno / Oso ona;43;Regular / Erregularra;22,64;Regular / Erregularra;Regular / Erregularra
31/07/2024;08:00;13;62;42;Bueno / Ona;43,09;Regular / Erregularra;22,73;Regular / Erregularra;Regular / Erregularra
31/07/2024;07:00;8;45;33;Muy bueno / Oso ona;42,18;Regular / Erregularra;22,23;Regular / Erregularra;Regular / Erregularra
31/07/2024;06:00;3;28;23;Muy bueno / Oso ona;42;Regular / Erregularra;22,23;Regular / Erregularra;Regular / Erregularra
31/07/2024;05:00;1;11;9;Muy bueno / Oso ona;42,09;Regular / Erregularra;22,45;Regular / Erregularra;Regular / Erregularra
31/07/2024;04:00;1;9;7;Muy bueno / Oso ona;42,09;Regular / Erregularra;22,64;Regular / Erregularra;Regular / Erregularra
31/07/2024;03:00;1;8;6;Muy bueno / Oso ona;42,18;Regular / Erregularra;22,77;Regular / Erregularra;Regular / Erregularra
31/07/2024;02:00;1;8;6;Muy bueno / Oso ona;41,91;Regular / Erregularra;22,77;Regular / Erregularra;Regular / Erregularra
31/07/2024;01:00;1;10;8;Muy bueno / Oso ona;41,73;Regular / Erregularra;22,64;Regular / Erregularra;Regular / Erregularra
30/07/2024;24:00;1;11;9;Muy bueno / Oso ona;41,59;Regular / Erregularra;22,77;Regular / Erregularra;Regular / Erregularra
30/07/2024;23:00;1;16;14;Muy bueno / Oso ona;42,27;Regular / Erregularra;23,45;Regular / Erregularra;Regular / Erregularra
30/07/2024;22:00;2;26;23;Muy bueno / Oso ona;43,18;Regular / Erregularra;24,05;Regular / Erregularra;Regular / Erregularra
30/07/2024;21:00;2;25;22;Muy bueno / Oso ona;42,45;Regular / Erregularra;23,36;Regular / Erregularra;Regular / Erregularra
30/07/2024;20:00;1;20;18;Muy bueno / Oso ona;43;Regular / Erregularra;23,59;Regular / Erregularra;Regular / Erregularra
30/07/2024;19:00;1;11;9;Muy bueno / Oso ona;42,14;Regular / Erregularra;23,14;Regular / Erregularra;Regular / Erregularra
30/07/2024;18:00;1;8;6;Muy bueno / Oso ona;41,91;Regular / Erregularra;22,95;Regular / Erregularra;Regular / Erregularra
30/07/2024;17:00;1;8;6;Muy bueno / Oso ona;41,41;Regular / Erregularra;22,64;Regular / Erregularra;Regular / Erregularra
30/07/2024;16:00;1;7;5;Muy bueno / Oso ona;41,59;Regular / Erregularra;22,55;Regular / Erregularra;Regular / Erregularra
30/07/2024;15:00;2;8;5;Muy bueno / Oso ona;43,27;Regular / Erregularra;23,09;Regular / Erregularra;Regular / Erregularra
30/07/2024;14:00;;;;Sin datos / Daturik gabe;44,86;Regular / Erregularra;23,73;Regular / Erregularra;Regular / Erregularra
30/07/2024;13:00;;;;Sin datos / Daturik gabe;45;Regular / Erregularra;23,52;Regular / Erregularra;Regular / Erregularra
30/07/2024;12:00;2;9;7;Muy bueno / Oso ona;44,92;Regular / Erregularra;23,29;Regular / Erregularra;Regular / Erregularra
30/07/2024;11:00;1;7;5;Muy bueno / Oso ona;44,92;Regular / Erregularra;23,42;Regular / Erregularra;Regular / Erregularra
30/07/2024;10:00;1;8;6;Muy bueno / Oso ona;44,75;Regular / Erregularra;23,38;Regular / Erregularra;Regular / Erregularra
30/07/2024;09:00;2;12;9;Muy bueno / Oso ona;44,92;Regular / Erregularra;23,5;Regular / Erregularra;Regular / Erregularra
30/07/2024;08:00;2;13;10;Muy bueno / Oso ona;44,58;Regular / Erregularra;23,04;Regular / Erregularra;Regular / Erregularra
30/07/2024;07:00;3;26;22;Muy bueno / Oso ona;45,71;Regular / Erregularra;23,13;Regular / Erregularra;Regular / Erregularra
30/07/2024;06:00;3;30;26;Muy bueno / Oso ona;46,79;Regular / Erregularra;22,92;Regular / Erregularra;Regular / Erregularra
30/07/2024;05:00;2;17;14;Muy bueno / Oso ona;46,33;Regular / Erregularra;22,29;Regular / Erregularra;Regular / Erregularra
30/07/2024;04:00;1;11;9;Muy bueno / Oso ona;45,96;Regular / Erregularra;21,71;Regular / Erregularra;Regular / Erregularra
30/07/2024;03:00;1;7;5;Muy bueno / Oso ona;45,83;Regular / Erregularra;21,33;Regular / Erregularra;Regular / Erregularra
30/07/2024;02:00;1;7;5;Muy bueno / Oso ona;46;Regular / Erregularra;21,04;Regular / Erregularra;Regular / Erregularra
30/07/2024;01:00;1;10;8;Muy bueno / Oso ona;46,13;Regular / Erregularra;;Sin datos / Daturik gabe;Regular / Erregularra
29/07/2024;24:00;1;11;9;Muy bueno / Oso ona;45,75;Regular / Erregularra;;Sin datos / Daturik gabe;Regular / Erregularra
29/07/2024;23:00;1;11;9;Muy bueno / Oso ona;44,54;Regular / Erregularra;19;Bueno / Ona;Regular / Erregularra
29/07/2024;22:00;1;17;15;Muy bueno / Oso ona;42,63;Regular / Erregularra;17,54;Bueno / Ona;Regular / Erregularra
29/07/2024;21:00;1;28;26;Muy bueno / Oso ona;41,92;Regular / Erregularra;17,38;Bueno / Ona;Regular / Erregularra
29/07/2024;20:00;1;34;32;Muy bueno / Oso ona;40,33;Regular / Erregularra;16,79;Bueno / Ona;Regular / Erregularra
29/07/2024;19:00;1;11;9;Muy bueno / Oso ona;39,5;Regular / Erregularra;16,42;Bueno / Ona;Regular / Erregularra
29/07/2024;18:00;1;13;11;Muy bueno / Oso ona;38,63;Regular / Erregularra;16;Bueno / Ona;Regular / Erregularra
29/07/2024;17:00;1;13;11;Muy bueno / Oso ona;39;Regular / Erregularra;15,92;Bueno / Ona;Regular / Erregularra
29/07/2024;16:00;1;11;9;Muy bueno / Oso ona;39,75;Regular / Erregularra;15,79;Bueno / Ona;Regular / Erregularra
29/07/2024;15:00;1;7;5;Muy bueno / Oso ona;40,88;Regular / Erregularra;15,71;Bueno / Ona;Regular / Erregularra
29/07/2024;14:00;1;5;3;Muy bueno / Oso ona;42,25;Regular / Erregularra;15,88;Bueno / Ona;Regular / Erregularra
29/07/2024;13:00;1;4;2;Muy bueno / Oso ona;42,88;Regular / Erregularra;15,83;Bueno / Ona;Regular / Erregularra
29/07/2024;12:00;1;5;3;Muy bueno / Oso ona;42,79;Regular / Erregularra;15,67;Bueno / Ona;Regular / Erregularra
29/07/2024;11:00;2;10;6;Muy bueno / Oso ona;42,25;Regular / Erregularra;15,33;Bueno / Ona;Regular / Erregularra
29/07/2024;10:00;2;12;8;Muy bueno / Oso ona;41,21;Regular / Erregularra;14,88;Bueno / Ona;Regular / Erregularra
29/07/2024;09:00;2;22;18;Muy bueno / Oso ona;40,04;Regular / Erregularra;14,33;Bueno / Ona;Regular / Erregularra
29/07/2024;08:00;55;159;74;Bueno / Ona;38,75;Regular / Erregularra;13,79;Bueno / Ona;Regular / Erregularra
29/07/2024;07:00;20;84;54;Bueno / Ona;36,21;Regular / Erregularra;12,75;Bueno / Ona;Regular / Erregularra
29/07/2024;06:00;3;33;28;Muy bueno / Oso ona;33,71;Bueno / Ona;11,96;Bueno / Ona;Bueno / Ona
29/07/2024;05:00;1;17;15;Muy bueno / Oso ona;32,67;Bueno / Ona;11,38;Bueno / Ona;Bueno / Ona
29/07/2024;04:00;1;12;10;Muy bueno / Oso ona;31,79;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
29/07/2024;03:00;1;5;3;Muy bueno / Oso ona;30,67;Bueno / Ona;;Sin datos / Daturik gabe;Bueno / Ona
29/07/2024;02:00;1;3;1;Muy bueno / Oso ona;29,33;Bueno / Ona;9,63;Muy bueno / Oso ona;Bueno / Ona
29/07/2024;01:00;1;3;2;Muy bueno / Oso ona;27,96;Bueno / Ona;9,08;Muy bueno / Oso ona;Bueno / Ona
28/07/2024;24:00;1;4;2;Muy bueno / Oso ona;27,29;Bueno / Ona;8,88;Muy bueno / Oso ona;Bueno / Ona
28/07/2024;23:00;1;5;3;Muy bueno / Oso ona;26,63;Bueno / Ona;8,63;Muy bueno / Oso ona;Bueno / Ona
28/07/2024;22:00;1;7;5;Muy bueno / Oso ona;25,5;Bueno / Ona;8,21;Muy bueno / Oso ona;Bueno / Ona
28/07/2024;21:00;1;11;9;Muy bueno / Oso ona;24,63;Bueno / Ona;7,88;Muy bueno / Oso ona;Bueno / Ona
28/07/2024;20:00;1;5;3;Muy bueno / Oso ona;23,71;Bueno / Ona;7,54;Muy bueno / Oso ona;Bueno / Ona
28/07/2024;19:00;1;4;2;Muy bueno / Oso ona;22,79;Bueno / Ona;7,17;Muy bueno / Oso ona;Bueno / Ona
28/07/2024;18:00;2;6;3;Muy bueno / Oso ona;22,13;Bueno / Ona;7,13;Muy bueno / Oso ona;Bueno / Ona
28/07/2024;17:00;2;4;1;Muy bueno / Oso ona;;Sin datos / Daturik gabe;6,88;Muy bueno / Oso ona;Muy bueno / Oso ona
28/07/2024;16:00;2;5;2;Muy bueno / Oso ona;17,67;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;Muy bueno / Oso ona
28/07/2024;15:00;1;4;2;Muy bueno / Oso ona;14,46;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;Muy bueno / Oso ona
28/07/2024;14:00;1;4;2;Muy bueno / Oso ona;11,33;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;Muy bueno / Oso ona
28/07/2024;13:00;1;4;2;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;Muy bueno / Oso ona
28/07/2024;12:00;1;4;2;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;Muy bueno / Oso ona
28/07/2024;11:00;1;4;2;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;Muy bueno / Oso ona
28/07/2024;10:00;1;7;5;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;Muy bueno / Oso ona
28/07/2024;09:00;2;10;7;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;Muy bueno / Oso ona
28/07/2024;08:00;1;7;5;Muy bueno / Oso ona;9,29;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
28/07/2024;07:00;1;6;4;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;Muy bueno / Oso ona
28/07/2024;06:00;1;8;6;Muy bueno / Oso ona;10,58;Muy bueno / Oso ona;8,38;Muy bueno / Oso ona;Muy bueno / Oso ona
28/07/2024;05:00;1;5;3;Muy bueno / Oso ona;11,21;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;Muy bueno / Oso ona
28/07/2024;04:00;1;6;4;Muy bueno / Oso ona;11,83;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;Muy bueno / Oso ona
28/07/2024;03:00;1;3;1;Muy bueno / Oso ona;12,33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
28/07/2024;02:00;1;2;0;Muy bueno / Oso ona;12,79;Muy bueno / Oso ona;11,21;Bueno / Ona;Bueno / Ona
28/07/2024;01:00;1;4;2;Muy bueno / Oso ona;13,13;Muy bueno / Oso ona;11,67;Bueno / Ona;Bueno / Ona
27/07/2024;24:00;1;4;2;Muy bueno / Oso ona;13,38;Muy bueno / Oso ona;12;Bueno / Ona;Bueno / Ona
27/07/2024;23:00;1;4;2;Muy bueno / Oso ona;13,79;Muy bueno / Oso ona;12,46;Bueno / Ona;Bueno / Ona
27/07/2024;22:00;1;4;2;Muy bueno / Oso ona;14,13;Muy bueno / Oso ona;12,83;Bueno / Ona;Bueno / Ona
27/07/2024;21:00;1;5;3;Muy bueno / Oso ona;14,21;Muy bueno / Oso ona;13,13;Bueno / Ona;Bueno / Ona
27/07/2024;20:00;1;6;4;Muy bueno / Oso ona;14,25;Muy bueno / Oso ona;13,17;Bueno / Ona;Bueno / Ona
27/07/2024;19:00;1;6;4;Muy bueno / Oso ona;14,46;Muy bueno / Oso ona;13,33;Bueno / Ona;Bueno / Ona
27/07/2024;18:00;1;6;4;Muy bueno / Oso ona;14,58;Muy bueno / Oso ona;13,33;Bueno / Ona;Bueno / Ona
27/07/2024;17:00;1;6;4;Muy bueno / Oso ona;14,79;Muy bueno / Oso ona;13,46;Bueno / Ona;Bueno / Ona
27/07/2024;16:00;1;5;3;Muy bueno / Oso ona;14,96;Muy bueno / Oso ona;13,58;Bueno / Ona;Bueno / Ona
27/07/2024;15:00;1;4;2;Muy bueno / Oso ona;15,17;Muy bueno / Oso ona;13,67;Bueno / Ona;Bueno / Ona
27/07/2024;14:00;1;5;3;Muy bueno / Oso ona;15,46;Muy bueno / Oso ona;13,79;Bueno / Ona;Bueno / Ona
27/07/2024;13:00;1;4;2;Muy bueno / Oso ona;15,67;Muy bueno / Oso ona;13,83;Bueno / Ona;Bueno / Ona
27/07/2024;12:00;1;6;4;Muy bueno / Oso ona;15,88;Muy bueno / Oso ona;14;Bueno / Ona;Bueno / Ona
27/07/2024;11:00;1;7;5;Muy bueno / Oso ona;15,83;Muy bueno / Oso ona;13,96;Bueno / Ona;Bueno / Ona
27/07/2024;10:00;1;8;6;Muy bueno / Oso ona;15,88;Muy bueno / Oso ona;13,96;Bueno / Ona;Bueno / Ona
27/07/2024;09:00;1;8;6;Muy bueno / Oso ona;15,75;Muy bueno / Oso ona;13,75;Bueno / Ona;Bueno / Ona
27/07/2024;08:00;1;7;5;Muy bueno / Oso ona;15,33;Muy bueno / Oso ona;13,25;Bueno / Ona;Bueno / Ona
27/07/2024;07:00;1;10;8;Muy bueno / Oso ona;14,96;Muy bueno / Oso ona;12,75;Bueno / Ona;Bueno / Ona
27/07/2024;06:00;1;10;8;Muy bueno / Oso ona;14,71;Muy bueno / Oso ona;12,33;Bueno / Ona;Bueno / Ona
27/07/2024;05:00;1;9;7;Muy bueno / Oso ona;14,54;Muy bueno / Oso ona;11,88;Bueno / Ona;Bueno / Ona
27/07/2024;04:00;1;7;5;Muy bueno / Oso ona;14,08;Muy bueno / Oso ona;11,21;Bueno / Ona;Bueno / Ona
27/07/2024;03:00;1;6;4;Muy bueno / Oso ona;13,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
27/07/2024;02:00;1;6;4;Muy bueno / Oso ona;13,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
27/07/2024;01:00;1;6;4;Muy bueno / Oso ona;13,29;Muy bueno / Oso ona;10;Muy bueno / Oso ona;Muy bueno / Oso ona
26/07/2024;24:00;1;8;6;Muy bueno / Oso ona;13,25;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;Muy bueno / Oso ona
26/07/2024;23:00;1;5;3;Muy bueno / Oso ona;12,92;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;Muy bueno / Oso ona
26/07/2024;22:00;1;5;3;Muy bueno / Oso ona;12,54;Muy bueno / Oso ona;9;Muy bueno / Oso ona;Muy bueno / Oso ona
26/07/2024;21:00;1;7;5;Muy bueno / Oso ona;12,46;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;Muy bueno / Oso ona
26/07/2024;20:00;1;7;5;Muy bueno / Oso ona;12,42;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;Muy bueno / Oso ona
26/07/2024;19:00;1;8;6;Muy bueno / Oso ona;12,38;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;Muy bueno / Oso ona
26/07/2024;18:00;2;8;5;Muy bueno / Oso ona;12,33;Muy bueno / Oso ona;8,38;Muy bueno / Oso ona;Muy bueno / Oso ona
