Date;Hour  (GMT);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;ICA Estación
31/12/2024;24:00;8;34;22;Muy bueno / Oso ona;11,08;Muy bueno / Oso ona;11,04;Bueno / Ona;Bueno / Ona
31/12/2024;23:00;9;37;23;Muy bueno / Oso ona;9,33;Muy bueno / Oso ona;9;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;22:00;10;38;23;Muy bueno / Oso ona;9;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;21:00;21;59;28;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;20:00;41;91;29;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;19:00;58;126;37;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;18:00;9;47;34;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;17:00;2;21;18;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;16:00;4;19;12;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;15:00;8;28;16;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;14:00;9;26;13;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;13:00;8;25;13;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;12:00;8;27;16;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;11:00;3;16;12;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;10:00;1;11;10;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;09:00;0;9;8;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;08:00;0;5;5;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;07:00;0;8;8;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;06:00;0;3;3;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;05:00;0;3;3;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;04:00;0;5;5;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;03:00;0;3;3;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;02:00;0;0;0;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;01:00;0;2;2;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;24:00;0;6;6;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;23:00;1;14;13;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;22:00;14;44;22;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;21:00;43;101;36;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;20:00;7;41;30;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;19:00;14;54;32;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;18:00;23;79;44;Bueno / Ona;5,38;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;17:00;5;33;26;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;16:00;6;28;19;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;15:00;6;26;17;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;14:00;3;11;7;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;13:00;1;6;4;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;12:00;1;5;4;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;11:00;0;4;4;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;10:00;0;5;5;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;09:00;0;5;5;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;08:00;0;3;3;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;07:00;0;2;2;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;06:00;0;0;0;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;05:00;0;1;1;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;04:00;0;1;1;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;03:00;0;0;0;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;02:00;0;1;1;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;01:00;0;2;2;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;24:00;0;4;4;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;23:00;0;6;6;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;8,38;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;22:00;0;8;7;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;21:00;1;9;7;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;20:00;1;11;9;Muy bueno / Oso ona;9,46;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;19:00;1;14;12;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;18:00;1;14;12;Muy bueno / Oso ona;10,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
29/12/2024;17:00;1;17;15;Muy bueno / Oso ona;10,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
29/12/2024;16:00;1;16;14;Muy bueno / Oso ona;10,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
29/12/2024;15:00;2;16;14;Muy bueno / Oso ona;10,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
29/12/2024;14:00;1;13;11;Muy bueno / Oso ona;10,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
29/12/2024;13:00;1;10;8;Muy bueno / Oso ona;11,08;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
29/12/2024;12:00;1;8;6;Muy bueno / Oso ona;11,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
29/12/2024;11:00;1;7;6;Muy bueno / Oso ona;11,25;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
29/12/2024;10:00;1;7;6;Muy bueno / Oso ona;11,54;Muy bueno / Oso ona;11;Bueno / Ona;Bueno / Ona
29/12/2024;09:00;0;5;4;Muy bueno / Oso ona;11,79;Muy bueno / Oso ona;11,13;Bueno / Ona;Bueno / Ona
29/12/2024;08:00;0;4;4;Muy bueno / Oso ona;12,04;Muy bueno / Oso ona;11,25;Bueno / Ona;Bueno / Ona
29/12/2024;07:00;0;6;5;Muy bueno / Oso ona;12;Muy bueno / Oso ona;11,17;Bueno / Ona;Bueno / Ona
29/12/2024;06:00;0;6;6;Muy bueno / Oso ona;11,83;Muy bueno / Oso ona;11;Bueno / Ona;Bueno / Ona
29/12/2024;05:00;0;11;11;Muy bueno / Oso ona;11,67;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
29/12/2024;04:00;0;13;13;Muy bueno / Oso ona;11,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
29/12/2024;03:00;0;12;12;Muy bueno / Oso ona;11,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
29/12/2024;02:00;0;12;12;Muy bueno / Oso ona;11,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
29/12/2024;01:00;1;19;17;Muy bueno / Oso ona;11,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
28/12/2024;24:00;7;41;31;Muy bueno / Oso ona;11,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
28/12/2024;23:00;3;30;25;Muy bueno / Oso ona;11,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
28/12/2024;22:00;31;83;35;Muy bueno / Oso ona;11,67;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
28/12/2024;21:00;35;92;39;Muy bueno / Oso ona;11,5;Muy bueno / Oso ona;10;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;20:00;39;101;42;Bueno / Ona;11,38;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;Bueno / Ona
28/12/2024;19:00;11;53;36;Muy bueno / Oso ona;11,08;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;18:00;11;57;41;Bueno / Ona;11;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;Bueno / Ona
28/12/2024;17:00;3;33;29;Muy bueno / Oso ona;10,88;Muy bueno / Oso ona;9,33;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;16:00;5;34;27;Muy bueno / Oso ona;10,79;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;15:00;9;39;26;Muy bueno / Oso ona;10,67;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;14:00;6;29;20;Muy bueno / Oso ona;10,46;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;13:00;8;31;18;Muy bueno / Oso ona;10,25;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;12:00;8;25;13;Muy bueno / Oso ona;10,08;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;11:00;5;20;12;Muy bueno / Oso ona;10,08;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;10:00;16;44;19;Muy bueno / Oso ona;9,75;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;09:00;14;47;26;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;08:00;5;34;26;Muy bueno / Oso ona;9,54;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;07:00;1;17;15;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;06:00;0;3;3;Muy bueno / Oso ona;10,04;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;05:00;0;2;2;Muy bueno / Oso ona;10,17;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;04:00;0;5;5;Muy bueno / Oso ona;10,29;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;03:00;0;10;10;Muy bueno / Oso ona;10,21;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;02:00;0;9;9;Muy bueno / Oso ona;10,08;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;01:00;1;22;21;Muy bueno / Oso ona;10,13;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;24:00;7;46;36;Muy bueno / Oso ona;10,08;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;23:00;9;54;41;Bueno / Ona;9,83;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;22:00;7;48;38;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;21:00;11;59;42;Bueno / Ona;9,46;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;20:00;3;37;32;Muy bueno / Oso ona;9,25;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;19:00;8;55;42;Bueno / Ona;9,04;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;18:00;5;44;36;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;17:00;1;14;12;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;16:00;2;13;11;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;15:00;1;13;11;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;14:00;1;8;6;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;13:00;1;7;5;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;12:00;1;7;5;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;11:00;1;7;5;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;10:00;13;45;25;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;09:00;15;65;42;Bueno / Ona;8,71;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;08:00;15;75;52;Bueno / Ona;8,5;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;07:00;4;47;41;Bueno / Ona;8,04;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;06:00;3;39;34;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;05:00;4;39;32;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;04:00;3;38;33;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;03:00;2;31;28;Muy bueno / Oso ona;7;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;02:00;2;29;26;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;01:00;1;16;14;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;24:00;2;18;16;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;23:00;3;23;18;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;22:00;11;50;34;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;21:00;8;49;37;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;20:00;5;43;36;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;19:00;9;58;44;Bueno / Ona;5,92;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;Bueno / Ona
26/12/2024;18:00;4;37;31;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;17:00;7;37;27;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;16:00;7;34;24;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;15:00;11;46;29;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;14:00;5;23;16;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;13:00;5;22;15;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;12:00;3;15;11;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;11:00;2;9;6;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;10:00;4;18;12;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;09:00;2;15;12;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;08:00;1;13;11;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;07:00;1;8;6;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;06:00;1;4;2;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;05:00;1;4;2;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;04:00;1;5;3;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;03:00;1;6;4;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;02:00;1;8;6;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;01:00;1;9;7;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;24:00;1;11;9;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;23:00;1;9;7;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;22:00;1;10;8;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;21:00;1;15;13;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;20:00;2;18;15;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;19:00;2;27;24;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;18:00;2;21;18;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;17:00;2;18;15;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;16:00;1;7;5;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;15:00;1;7;5;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;14:00;2;11;9;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;13:00;1;10;8;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;12:00;2;11;8;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;11:00;2;14;11;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;10:00;2;16;13;Muy bueno / Oso ona;6;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;09:00;2;20;17;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;08:00;3;19;15;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;07:00;2;15;12;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;06:00;2;10;8;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;05:00;1;6;4;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;04:00;1;11;8;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;03:00;1;16;14;Muy bueno / Oso ona;6;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;02:00;1;21;18;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;Muy bueno / Oso ona
25/12/2024;01:00;1;21;19;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;24:00;1;22;20;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;23:00;1;23;21;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;22:00;1;21;19;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;21:00;2;41;38;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;20:00;2;34;32;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;19:00;2;42;39;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;18:00;3;44;40;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;17:00;3;44;40;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;16:00;2;31;27;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;15:00;3;32;28;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;14:00;6;42;33;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;13:00;4;35;28;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;4,78;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;12:00;3;29;25;Muy bueno / Oso ona;7,05;Muy bueno / Oso ona;4,77;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;11:00;2;26;23;Muy bueno / Oso ona;7,27;Muy bueno / Oso ona;4,82;Muy bueno / Oso ona;Muy bueno / Oso ona
24/12/2024;10:00;2;26;23;Muy bueno / Oso ona;7,64;Muy bueno / Oso ona;4,91;Muy bueno / Oso ona;Muy bueno / Oso ona
