Date;Hour  (GMT);O3 (µg/m3);OZONO;O3 - ICA;O3 8h (µg/m3);D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
16/06/2024;12:00;62;62;Muy bueno / Oso ona;40;235;42;947,9;0;696;25,3;1,4;Muy bueno / Oso ona
16/06/2024;11:00;58;58;Muy bueno / Oso ona;36;212;44;948;0;849,5;24,6;0,83;Muy bueno / Oso ona
16/06/2024;10:00;60;60;Muy bueno / Oso ona;32;358;50;948,3;0;678,5;23;0,35;Muy bueno / Oso ona
16/06/2024;09:00;43;43;Muy bueno / Oso ona;28;4;56;948,7;0;498,1;19,8;0,38;Muy bueno / Oso ona
16/06/2024;08:00;28;28;Muy bueno / Oso ona;26;36;62;949;0;390,2;16,9;0,37;Muy bueno / Oso ona
16/06/2024;07:00;28;28;Muy bueno / Oso ona;27;32;64;949,4;0;256,2;15,4;0,23;Muy bueno / Oso ona
16/06/2024;06:00;21;21;Muy bueno / Oso ona;28;357;76;949,8;0;104,2;11,5;0,17;Muy bueno / Oso ona
16/06/2024;05:00;23;23;Muy bueno / Oso ona;32;319;85;950;0;5,9;9,1;0,13;Muy bueno / Oso ona
16/06/2024;04:00;24;24;Muy bueno / Oso ona;39;350;84;950,1;0;0;9,3;0,12;Muy bueno / Oso ona
16/06/2024;03:00;27;27;Muy bueno / Oso ona;46;282;84;950,5;0;0;9,4;0,13;Muy bueno / Oso ona
16/06/2024;02:00;29;29;Muy bueno / Oso ona;54;336;83;950,7;0;0;10;0,31;Muy bueno / Oso ona
16/06/2024;01:00;;;Sin datos / Daturik gabe;61;223;82;951,1;0;0;10,3;0,07;Sin datos / Daturik gabe
15/06/2024;24:00;36;36;Muy bueno / Oso ona;63;194;82;951,1;0;0;10,5;0,41;Muy bueno / Oso ona
15/06/2024;23:00;39;39;Muy bueno / Oso ona;69;207;79;951,4;0;0;11,2;0,45;Muy bueno / Oso ona
15/06/2024;22:00;44;44;Muy bueno / Oso ona;74;209;76;951,5;0;0;12;0,49;Muy bueno / Oso ona
15/06/2024;21:00;72;72;Muy bueno / Oso ona;78;15;68;951,6;0;0;13,8;0,65;Muy bueno / Oso ona
15/06/2024;20:00;75;75;Muy bueno / Oso ona;79;13;63;951,4;0;14,1;14,7;1,19;Muy bueno / Oso ona
15/06/2024;19:00;80;80;Muy bueno / Oso ona;78;8;58;951;0;131,1;16,2;1,75;Muy bueno / Oso ona
15/06/2024;18:00;80;80;Muy bueno / Oso ona;78;10;55;950,7;0;358,1;17,4;1,74;Muy bueno / Oso ona
15/06/2024;17:00;80;80;Muy bueno / Oso ona;76;9;55;950,4;0;474,3;18,3;1,8;Muy bueno / Oso ona
15/06/2024;16:00;81;81;Bueno / Ona;74;12;53;950,1;0;215,4;19,7;1,7;Bueno / Ona
15/06/2024;15:00;80;80;Muy bueno / Oso ona;72;19;50;949,9;0;666,4;20,3;1,55;Muy bueno / Oso ona
15/06/2024;14:00;77;77;Muy bueno / Oso ona;69;43;47;950,2;0;710,8;20,5;1,23;Muy bueno / Oso ona
15/06/2024;13:00;75;75;Muy bueno / Oso ona;65;54;46;950,5;0;471,9;20,4;0,93;Muy bueno / Oso ona
15/06/2024;12:00;74;74;Muy bueno / Oso ona;62;31;47;950,8;0;645,2;19,8;0,72;Muy bueno / Oso ona
15/06/2024;11:00;74;74;Muy bueno / Oso ona;60;1;47;950,9;0;548,7;19,1;0,66;Muy bueno / Oso ona
15/06/2024;10:00;68;68;Muy bueno / Oso ona;58;352;52;951,1;0;380,3;17,5;0,62;Muy bueno / Oso ona
15/06/2024;09:00;64;64;Muy bueno / Oso ona;57;13;57;951,5;0;264,3;16,2;0,63;Muy bueno / Oso ona
15/06/2024;08:00;60;60;Muy bueno / Oso ona;56;36;61;951,4;0;371,1;16,3;0,54;Muy bueno / Oso ona
15/06/2024;07:00;57;57;Muy bueno / Oso ona;56;102;72;951,2;0;264,2;14,3;0,82;Muy bueno / Oso ona
15/06/2024;06:00;49;49;Muy bueno / Oso ona;56;143;82;951,4;0;51,1;12;1,07;Muy bueno / Oso ona
15/06/2024;05:00;50;50;Muy bueno / Oso ona;57;108;85;951,1;0;0,8;11,7;0,7;Muy bueno / Oso ona
15/06/2024;04:00;57;57;Muy bueno / Oso ona;58;17;86;950,9;0;0;11,7;0,65;Muy bueno / Oso ona
15/06/2024;03:00;60;60;Muy bueno / Oso ona;58;30;86;951;0;0;11,6;1,06;Muy bueno / Oso ona
15/06/2024;02:00;59;59;Muy bueno / Oso ona;57;35;81;951,3;0;0;12,5;0,78;Muy bueno / Oso ona
15/06/2024;01:00;;;Sin datos / Daturik gabe;57;25;79;951,5;0;0;12,6;0,78;Sin datos / Daturik gabe
14/06/2024;24:00;59;59;Muy bueno / Oso ona;56;15;82;951,6;0;0;12,4;1;Muy bueno / Oso ona
14/06/2024;23:00;55;55;Muy bueno / Oso ona;56;17;88;951,5;0;0;12,1;1,2;Muy bueno / Oso ona
14/06/2024;22:00;57;57;Muy bueno / Oso ona;57;9;86;951,4;0;0;12,5;1,31;Muy bueno / Oso ona
14/06/2024;21:00;58;58;Muy bueno / Oso ona;57;9;84;950,8;0;0;13,3;1,48;Muy bueno / Oso ona
14/06/2024;20:00;56;56;Muy bueno / Oso ona;56;12;83;950,2;0;0,4;13,9;1,34;Muy bueno / Oso ona
14/06/2024;19:00;56;56;Muy bueno / Oso ona;55;7;82;949,9;0;12,9;14,1;1,5;Muy bueno / Oso ona
14/06/2024;18:00;57;57;Muy bueno / Oso ona;54;8;80;949,1;0;47,9;14,8;1,77;Muy bueno / Oso ona
14/06/2024;17:00;51;51;Muy bueno / Oso ona;54;11;80;948,7;0;149,3;15,9;1,83;Muy bueno / Oso ona
14/06/2024;16:00;57;57;Muy bueno / Oso ona;54;11;74;948,2;0;187,5;18,7;1,68;Muy bueno / Oso ona
14/06/2024;15:00;63;63;Muy bueno / Oso ona;51;10;66;948;0;246,1;19,9;1,8;Muy bueno / Oso ona
14/06/2024;14:00;54;54;Muy bueno / Oso ona;45;236;46;947,6;0;362;25,6;2,28;Muy bueno / Oso ona
14/06/2024;13:00;50;50;Muy bueno / Oso ona;40;208;43;947,7;0;420,7;26,8;2,67;Muy bueno / Oso ona
14/06/2024;12:00;51;51;Muy bueno / Oso ona;37;200;45;947,8;0;671,2;26,6;3,2;Muy bueno / Oso ona
14/06/2024;11:00;51;51;Muy bueno / Oso ona;35;205;46;947,8;0;843,3;26;3,33;Muy bueno / Oso ona
14/06/2024;10:00;53;53;Muy bueno / Oso ona;34;205;48;948,5;0;687,9;24,9;2,23;Muy bueno / Oso ona
14/06/2024;09:00;50;50;Muy bueno / Oso ona;33;224;53;949,2;0;450,6;22,8;1,56;Muy bueno / Oso ona
14/06/2024;08:00;34;34;Muy bueno / Oso ona;31;220;57;949,5;0;386;21,7;0,87;Muy bueno / Oso ona
14/06/2024;07:00;15;15;Muy bueno / Oso ona;34;30;62;950;0;202,9;19,5;0,21;Muy bueno / Oso ona
14/06/2024;06:00;16;16;Muy bueno / Oso ona;41;194;77;950,3;0;51;14,8;0,32;Muy bueno / Oso ona
14/06/2024;05:00;22;22;Muy bueno / Oso ona;48;346;77;950,4;0;2,9;14,7;0,23;Muy bueno / Oso ona
14/06/2024;04:00;37;37;Muy bueno / Oso ona;56;146;75;950,5;0;0;14,9;0,36;Muy bueno / Oso ona
14/06/2024;03:00;45;45;Muy bueno / Oso ona;61;85;71;950,8;0;0;15,6;0,45;Muy bueno / Oso ona
14/06/2024;02:00;46;46;Muy bueno / Oso ona;66;62;69;951,2;0;0;15,8;0,41;Muy bueno / Oso ona
14/06/2024;01:00;;;Sin datos / Daturik gabe;71;110;70;951,5;0;0;15,1;1,15;Sin datos / Daturik gabe
13/06/2024;24:00;56;56;Muy bueno / Oso ona;74;127;66;952,1;0;0;16,2;0,36;Muy bueno / Oso ona
13/06/2024;23:00;66;66;Muy bueno / Oso ona;79;355;64;952,2;0;0;16,2;0,63;Muy bueno / Oso ona
13/06/2024;22:00;67;67;Muy bueno / Oso ona;82;22;61;952,5;0;0;16,9;0,3;Muy bueno / Oso ona
13/06/2024;21:00;72;72;Muy bueno / Oso ona;85;16;59;952,7;0;0;17;0,61;Muy bueno / Oso ona
13/06/2024;20:00;76;76;Muy bueno / Oso ona;86;9;58;952,5;0;4,6;17,8;0,85;Muy bueno / Oso ona
13/06/2024;19:00;78;78;Muy bueno / Oso ona;86;12;54;951,8;0;38,7;19,6;1,09;Muy bueno / Oso ona
13/06/2024;18:00;85;85;Bueno / Ona;85;335;36;951,1;0;91,5;24,4;0,82;Bueno / Ona
13/06/2024;17:00;93;93;Bueno / Ona;80;258;28;950,8;0;242,6;26,5;1,39;Bueno / Ona
13/06/2024;16:00;96;96;Bueno / Ona;73;238;28;950,7;0;296,2;26,9;2,51;Bueno / Ona
13/06/2024;15:00;92;92;Bueno / Ona;65;253;29;951;0;658,4;26,8;2,09;Bueno / Ona
13/06/2024;14:00;88;88;Bueno / Ona;56;229;33;951,6;0;609,5;25,4;2,09;Bueno / Ona
13/06/2024;13:00;79;79;Muy bueno / Oso ona;49;202;38;951,8;0;444,7;24,5;1,94;Muy bueno / Oso ona
13/06/2024;12:00;78;78;Muy bueno / Oso ona;43;209;39;952,3;0;835,2;23;2,58;Muy bueno / Oso ona
13/06/2024;11:00;67;67;Muy bueno / Oso ona;36;218;43;953;0;865,4;22;0,87;Muy bueno / Oso ona
13/06/2024;10:00;50;50;Muy bueno / Oso ona;32;344;54;953,5;0;668,6;19,5;0,39;Muy bueno / Oso ona
13/06/2024;09:00;37;37;Muy bueno / Oso ona;29;42;67;953,9;0;518,3;15;0,45;Muy bueno / Oso ona
13/06/2024;08:00;27;27;Muy bueno / Oso ona;28;95;81;954,5;0;401,2;10,7;0,85;Muy bueno / Oso ona
13/06/2024;07:00;22;22;Muy bueno / Oso ona;29;89;88;955,3;0;171,7;8,6;0,69;Muy bueno / Oso ona
13/06/2024;06:00;30;30;Muy bueno / Oso ona;32;360;91;955,6;0;31,2;8;0,24;Muy bueno / Oso ona
13/06/2024;05:00;32;32;Muy bueno / Oso ona;36;200;96;955,8;0;1,5;6,8;0,38;Muy bueno / Oso ona
13/06/2024;04:00;26;26;Muy bueno / Oso ona;41;145;94;955,8;0;0;7;0,24;Muy bueno / Oso ona
13/06/2024;03:00;30;30;Muy bueno / Oso ona;46;80;91;956,3;0;0;7,3;0,7;Muy bueno / Oso ona
13/06/2024;02:00;29;29;Muy bueno / Oso ona;52;21;87;956,8;0;0;8,4;0,25;Muy bueno / Oso ona
13/06/2024;01:00;;;Sin datos / Daturik gabe;59;212;89;957,3;0;0;8,3;0,32;Sin datos / Daturik gabe
12/06/2024;24:00;32;32;Muy bueno / Oso ona;61;196;88;957,8;0;0;9,2;0,3;Muy bueno / Oso ona
12/06/2024;23:00;44;44;Muy bueno / Oso ona;67;281;85;958,2;0;0;10,6;0,19;Muy bueno / Oso ona
12/06/2024;22:00;58;58;Muy bueno / Oso ona;72;21;82;958,3;0;0;11,7;0,46;Muy bueno / Oso ona
12/06/2024;21:00;65;65;Muy bueno / Oso ona;75;16;80;958,2;0;0;12,1;0,72;Muy bueno / Oso ona
12/06/2024;20:00;67;67;Muy bueno / Oso ona;77;6;79;957,7;0;7,5;12,6;0,75;Muy bueno / Oso ona
12/06/2024;19:00;72;72;Muy bueno / Oso ona;78;7;76;957,1;0;39,8;12,9;1,03;Muy bueno / Oso ona
12/06/2024;18:00;73;73;Muy bueno / Oso ona;79;6;75;956,7;0;83;13,2;1,31;Muy bueno / Oso ona
12/06/2024;17:00;78;78;Muy bueno / Oso ona;80;10;64;956;0;155,7;14,5;1,49;Muy bueno / Oso ona
12/06/2024;16:00;78;78;Muy bueno / Oso ona;79;12;60;955,8;0;204,9;15,5;1,9;Muy bueno / Oso ona
12/06/2024;15:00;85;85;Bueno / Ona;76;12;46;955,2;0;547,7;17,8;1,75;Bueno / Ona
12/06/2024;14:00;83;83;Bueno / Ona;70;13;48;955,4;0;454,2;17,4;1,48;Bueno / Ona
12/06/2024;13:00;81;81;Bueno / Ona;62;358;50;955,6;0;446,9;16,8;1,46;Bueno / Ona
12/06/2024;12:00;75;75;Muy bueno / Oso ona;55;358;55;955,8;0;510,3;15,9;1,7;Muy bueno / Oso ona
12/06/2024;11:00;79;79;Muy bueno / Oso ona;49;8;55;955,5;0;490,4;16,1;1,56;Muy bueno / Oso ona
12/06/2024;10:00;80;80;Muy bueno / Oso ona;44;15;55;955,1;0;621,4;16,5;1,06;Muy bueno / Oso ona
12/06/2024;09:00;74;74;Muy bueno / Oso ona;40;15;63;955,6;0;365,1;14,9;0,84;Muy bueno / Oso ona
12/06/2024;08:00;52;52;Muy bueno / Oso ona;35;329;67;955,7;0;300,6;14,5;0,27;Muy bueno / Oso ona
12/06/2024;07:00;34;34;Muy bueno / Oso ona;32;233;75;955,6;0;181,6;12,6;0,06;Muy bueno / Oso ona
12/06/2024;06:00;24;24;Muy bueno / Oso ona;31;208;84;955,1;0;89,3;10,1;0,48;Muy bueno / Oso ona
12/06/2024;05:00;18;18;Muy bueno / Oso ona;35;252;87;955,1;0;2,9;9,3;0,19;Muy bueno / Oso ona
12/06/2024;04:00;27;27;Muy bueno / Oso ona;41;226;87;955,1;0;0;9,6;0,18;Muy bueno / Oso ona
12/06/2024;03:00;46;46;Muy bueno / Oso ona;45;4;83;955,3;0;0;10,7;0,34;Muy bueno / Oso ona
12/06/2024;02:00;46;46;Muy bueno / Oso ona;48;21;84;955,4;0;0;10,9;0,58;Muy bueno / Oso ona
12/06/2024;01:00;;;Sin datos / Daturik gabe;50;292;85;955,8;0;0;10,6;0,16;Sin datos / Daturik gabe
11/06/2024;24:00;30;30;Muy bueno / Oso ona;52;23;83;955,9;0;0;10,9;0,36;Muy bueno / Oso ona
11/06/2024;23:00;29;29;Muy bueno / Oso ona;55;333;86;956,1;0;0;10,3;0,35;Muy bueno / Oso ona
11/06/2024;22:00;49;49;Muy bueno / Oso ona;58;7;83;956;0;0;11,3;0,4;Muy bueno / Oso ona
11/06/2024;21:00;57;57;Muy bueno / Oso ona;59;34;83;955,7;0;0;11,7;0,71;Muy bueno / Oso ona
11/06/2024;20:00;60;60;Muy bueno / Oso ona;59;14;80;955,2;0;6,7;12,5;1,04;Muy bueno / Oso ona
11/06/2024;19:00;62;62;Muy bueno / Oso ona;59;10;72;954,8;0;36,6;13,5;1,06;Muy bueno / Oso ona
11/06/2024;18:00;63;63;Muy bueno / Oso ona;57;10;68;954,3;0;80,9;14,3;1,26;Muy bueno / Oso ona
11/06/2024;17:00;63;63;Muy bueno / Oso ona;55;6;63;954,1;0;143,5;15,3;1,22;Muy bueno / Oso ona
11/06/2024;16:00;57;57;Muy bueno / Oso ona;53;5;66;954,1;0;126,4;15,2;1,45;Muy bueno / Oso ona
11/06/2024;15:00;56;56;Muy bueno / Oso ona;52;1;65;953,8;0;272;16;1,5;Muy bueno / Oso ona
11/06/2024;14:00;56;56;Muy bueno / Oso ona;50;360;67;953,7;0;344,7;15,9;1,38;Muy bueno / Oso ona
11/06/2024;13:00;55;55;Muy bueno / Oso ona;50;5;70;953,5;0,1;411,8;15,8;1,55;Muy bueno / Oso ona
11/06/2024;12:00;57;57;Muy bueno / Oso ona;50;348;64;953,3;0;442,5;16,8;1,03;Muy bueno / Oso ona
11/06/2024;11:00;49;49;Muy bueno / Oso ona;48;324;73;953,9;0;244,9;15,1;0,5;Muy bueno / Oso ona
11/06/2024;10:00;47;47;Muy bueno / Oso ona;49;354;81;954;0;114,3;13;0,69;Muy bueno / Oso ona
11/06/2024;09:00;48;48;Muy bueno / Oso ona;50;356;74;953,8;0;118,7;14;0,31;Muy bueno / Oso ona
11/06/2024;08:00;44;44;Muy bueno / Oso ona;50;340;79;953,5;0;139,2;13,3;0,39;Muy bueno / Oso ona
11/06/2024;07:00;45;45;Muy bueno / Oso ona;53;326;86;953,3;0;55,4;11,3;0,68;Muy bueno / Oso ona
11/06/2024;06:00;52;52;Muy bueno / Oso ona;55;322;84;952,8;0;29,7;11,1;0,69;Muy bueno / Oso ona
11/06/2024;05:00;54;54;Muy bueno / Oso ona;57;319;84;952,8;0;0,3;11;0,7;Muy bueno / Oso ona
11/06/2024;04:00;42;42;Muy bueno / Oso ona;59;197;84;952,6;0;0;10,6;0,73;Muy bueno / Oso ona
11/06/2024;03:00;57;57;Muy bueno / Oso ona;63;309;81;952,8;0;0;11;0,49;Muy bueno / Oso ona
11/06/2024;02:00;59;59;Muy bueno / Oso ona;65;302;80;953,2;0;0;11,2;0,57;Muy bueno / Oso ona
11/06/2024;01:00;;;Sin datos / Daturik gabe;67;351;79;953,6;0;0;11,3;0,7;Sin datos / Daturik gabe
10/06/2024;24:00;61;61;Muy bueno / Oso ona;68;343;78;954;0;0;11,7;0,75;Muy bueno / Oso ona
10/06/2024;23:00;62;62;Muy bueno / Oso ona;70;357;79;954,1;0;0;11,7;0,84;Muy bueno / Oso ona
10/06/2024;22:00;65;65;Muy bueno / Oso ona;72;5;78;954;0;0;11,9;0,89;Muy bueno / Oso ona
10/06/2024;21:00;64;64;Muy bueno / Oso ona;73;6;73;953,6;0;0;12,4;0,84;Muy bueno / Oso ona
10/06/2024;20:00;72;72;Muy bueno / Oso ona;75;8;65;953;0;15,5;13,5;1,28;Muy bueno / Oso ona
10/06/2024;19:00;72;72;Muy bueno / Oso ona;75;9;62;952,6;0;90,7;14,8;1,3;Muy bueno / Oso ona
10/06/2024;18:00;73;73;Muy bueno / Oso ona;75;12;60;952,3;0;126,8;15,2;1,39;Muy bueno / Oso ona
10/06/2024;17:00;76;76;Muy bueno / Oso ona;74;9;59;951,9;0;168,2;15,3;1,64;Muy bueno / Oso ona
10/06/2024;16:00;75;75;Muy bueno / Oso ona;73;6;59;951,8;0;209,8;15,6;1,69;Muy bueno / Oso ona
10/06/2024;15:00;76;76;Muy bueno / Oso ona;71;11;57;951,7;0;248,8;16,2;1,7;Muy bueno / Oso ona
10/06/2024;14:00;77;77;Muy bueno / Oso ona;67;4;54;951,4;0;415,5;17;1,75;Muy bueno / Oso ona
10/06/2024;13:00;78;78;Muy bueno / Oso ona;62;4;51;951,3;0;461,8;17,4;1,45;Muy bueno / Oso ona
10/06/2024;12:00;75;75;Muy bueno / Oso ona;57;9;55;951,7;0;467;16,3;1,55;Muy bueno / Oso ona
10/06/2024;11:00;67;67;Muy bueno / Oso ona;54;9;64;951,9;0;300;15,4;1,26;Muy bueno / Oso ona
10/06/2024;10:00;66;66;Muy bueno / Oso ona;52;14;66;951,7;0;298,6;14,8;1,46;Muy bueno / Oso ona
10/06/2024;09:00;68;68;Muy bueno / Oso ona;49;12;69;951,3;0;350,7;14,3;1,46;Muy bueno / Oso ona
10/06/2024;08:00;61;61;Muy bueno / Oso ona;46;12;71;951,1;0;333,1;14,2;1,06;Muy bueno / Oso ona
10/06/2024;07:00;44;44;Muy bueno / Oso ona;45;352;79;951,4;0;69,8;12,3;0,66;Muy bueno / Oso ona
10/06/2024;06:00;40;40;Muy bueno / Oso ona;47;309;80;951,1;0;5,4;11,8;0,48;Muy bueno / Oso ona
10/06/2024;05:00;34;34;Muy bueno / Oso ona;49;219;84;951;0;0;11,3;0,63;Muy bueno / Oso ona
10/06/2024;04:00;52;52;Muy bueno / Oso ona;53;345;79;951;0;0;11,8;0,46;Muy bueno / Oso ona
10/06/2024;03:00;53;53;Muy bueno / Oso ona;55;358;80;951,2;0;0;12,1;0,54;Muy bueno / Oso ona
10/06/2024;02:00;38;38;Muy bueno / Oso ona;56;279;83;951,5;0;0;12,1;0,03;Muy bueno / Oso ona
10/06/2024;01:00;;;Sin datos / Daturik gabe;60;353;80;951,7;0;0;12,3;0,52;Sin datos / Daturik gabe
09/06/2024;24:00;56;56;Muy bueno / Oso ona;60;4;77;952;0;0;12,5;0,58;Muy bueno / Oso ona
09/06/2024;23:00;55;55;Muy bueno / Oso ona;61;5;78;952,2;0;0;12,6;0,57;Muy bueno / Oso ona
09/06/2024;22:00;57;57;Muy bueno / Oso ona;62;5;77;952,1;0;0;12,7;0,67;Muy bueno / Oso ona
09/06/2024;21:00;60;60;Muy bueno / Oso ona;63;5;76;951,8;0;0;12,8;0,93;Muy bueno / Oso ona
09/06/2024;20:00;64;64;Muy bueno / Oso ona;65;8;76;951,2;0;4,3;13;1,26;Muy bueno / Oso ona
09/06/2024;19:00;65;65;Muy bueno / Oso ona;67;4;77;950,7;0;45,1;13,5;1,73;Muy bueno / Oso ona
09/06/2024;18:00;63;63;Muy bueno / Oso ona;68;359;76;950,2;0;90,1;14,3;1,72;Muy bueno / Oso ona
09/06/2024;17:00;62;62;Muy bueno / Oso ona;69;358;77;949,8;0;122,1;14,8;1,36;Muy bueno / Oso ona
09/06/2024;16:00;61;61;Muy bueno / Oso ona;70;1;79;949,8;0;96;14,7;1,18;Muy bueno / Oso ona
09/06/2024;15:00;61;61;Muy bueno / Oso ona;70;4;84;949,7;0,1;106,4;14,4;0,95;Muy bueno / Oso ona
09/06/2024;14:00;68;68;Muy bueno / Oso ona;71;4;77;949,6;0;110,1;15,1;1,27;Muy bueno / Oso ona
09/06/2024;13:00;76;76;Muy bueno / Oso ona;70;337;69;949,2;0;168,8;16,2;1,07;Muy bueno / Oso ona
09/06/2024;12:00;79;79;Muy bueno / Oso ona;69;352;70;949,3;0;142,2;15,3;1,42;Muy bueno / Oso ona
09/06/2024;11:00;75;75;Muy bueno / Oso ona;69;353;70;948,8;0;376,5;16,2;0,97;Muy bueno / Oso ona
09/06/2024;10:00;71;71;Muy bueno / Oso ona;71;351;79;949,1;0;147,4;14,4;0,94;Muy bueno / Oso ona
09/06/2024;09:00;66;66;Muy bueno / Oso ona;73;347;85;948,8;0;90,6;13,7;0,86;Muy bueno / Oso ona
09/06/2024;08:00;66;66;Muy bueno / Oso ona;74;330;86;948,4;0;29,4;13,4;0,6;Muy bueno / Oso ona
09/06/2024;07:00;67;67;Muy bueno / Oso ona;73;351;85;948;0,1;14,6;13,4;0,57;Muy bueno / Oso ona
09/06/2024;06:00;56;56;Muy bueno / Oso ona;72;263;89;947,6;0,1;3,3;13;0,18;Muy bueno / Oso ona
09/06/2024;05:00;69;69;Muy bueno / Oso ona;72;331;88;947,7;0,2;0,4;12,9;0,45;Muy bueno / Oso ona
09/06/2024;04:00;84;84;Bueno / Ona;69;4;86;947,6;0,1;0;12,5;0,63;Bueno / Ona
09/06/2024;03:00;91;91;Bueno / Ona;65;360;88;947,7;0,9;0;12,3;1,62;Bueno / Ona
09/06/2024;02:00;84;84;Bueno / Ona;59;10;92;947,9;1,6;0;13;1,06;Bueno / Ona
09/06/2024;01:00;;;Sin datos / Daturik gabe;56;12;92;948,3;1,9;0;13,7;1,33;Sin datos / Daturik gabe
08/06/2024;24:00;57;57;Muy bueno / Oso ona;57;15;92;948,7;1,7;0;14,6;1,09;Muy bueno / Oso ona
08/06/2024;23:00;62;62;Muy bueno / Oso ona;58;25;90;949;0,6;0;14,9;0,87;Muy bueno / Oso ona
08/06/2024;22:00;56;56;Muy bueno / Oso ona;59;27;92;948,8;0,1;0;15,1;0,77;Muy bueno / Oso ona
08/06/2024;21:00;49;49;Muy bueno / Oso ona;61;10;95;948,6;3,9;0;14,8;1,18;Muy bueno / Oso ona
08/06/2024;20:00;53;53;Muy bueno / Oso ona;64;21;91;948,4;0;0,3;15,5;1,09;Muy bueno / Oso ona
08/06/2024;19:00;53;53;Muy bueno / Oso ona;67;53;89;948;0;2,1;16,2;0,73;Muy bueno / Oso ona
08/06/2024;18:00;59;59;Muy bueno / Oso ona;71;15;87;948,3;0,6;16,6;16,7;0,85;Muy bueno / Oso ona
08/06/2024;17:00;66;66;Muy bueno / Oso ona;73;4;85;948,4;0;32,6;16,6;1,26;Muy bueno / Oso ona
08/06/2024;16:00;63;63;Muy bueno / Oso ona;71;14;91;947,9;0;20;16;1,64;Muy bueno / Oso ona
08/06/2024;15:00;70;70;Muy bueno / Oso ona;67;14;85;947,9;0;49,1;17,2;1,97;Muy bueno / Oso ona
08/06/2024;14:00;73;73;Muy bueno / Oso ona;62;4;72;947,5;0;201,6;20,1;1,74;Muy bueno / Oso ona
08/06/2024;13:00;77;77;Muy bueno / Oso ona;56;6;61;946,3;0;526,9;23,9;1,89;Muy bueno / Oso ona
08/06/2024;12:00;75;75;Muy bueno / Oso ona;49;14;54;946,4;0;814,4;25,8;1,31;Muy bueno / Oso ona
08/06/2024;11:00;85;85;Bueno / Ona;44;34;46;946,4;0;774,1;26,8;0,8;Bueno / Ona
08/06/2024;10:00;74;74;Muy bueno / Oso ona;39;43;49;946,8;0;613,7;25,4;0,62;Muy bueno / Oso ona
08/06/2024;09:00;50;50;Muy bueno / Oso ona;35;50;60;947,3;0;476,8;23;0,55;Muy bueno / Oso ona
08/06/2024;08:00;33;33;Muy bueno / Oso ona;33;98;75;947,8;0;365,5;20,1;0,53;Muy bueno / Oso ona
08/06/2024;07:00;31;31;Muy bueno / Oso ona;37;273;81;948,1;0;161,6;18,1;0,25;Muy bueno / Oso ona
08/06/2024;06:00;23;23;Muy bueno / Oso ona;40;140;87;948,2;0;30,9;16,2;0,49;Muy bueno / Oso ona
08/06/2024;05:00;21;21;Muy bueno / Oso ona;45;292;87;948,2;0;0,3;15,8;0,33;Muy bueno / Oso ona
08/06/2024;04:00;37;37;Muy bueno / Oso ona;50;87;87;948,5;0;0;16,3;0,46;Muy bueno / Oso ona
08/06/2024;03:00;43;43;Muy bueno / Oso ona;53;85;87;949,4;0;0;16,3;0,95;Muy bueno / Oso ona
08/06/2024;02:00;45;45;Muy bueno / Oso ona;58;335;84;950,7;0;0;17;0,43;Muy bueno / Oso ona
08/06/2024;01:00;;;Sin datos / Daturik gabe;62;39;82;951,1;0;0;17,3;0,22;Sin datos / Daturik gabe
07/06/2024;24:00;59;59;Muy bueno / Oso ona;65;17;84;951,7;0;0;16,8;0,7;Muy bueno / Oso ona
07/06/2024;23:00;54;54;Muy bueno / Oso ona;68;4;85;951,8;0;0;16,9;0,96;Muy bueno / Oso ona
07/06/2024;22:00;56;56;Muy bueno / Oso ona;71;7;83;951,3;0;0;17,7;1,29;Muy bueno / Oso ona
07/06/2024;21:00;53;53;Muy bueno / Oso ona;74;11;80;950,3;0;0;19,8;1,18;Muy bueno / Oso ona
07/06/2024;20:00;62;62;Muy bueno / Oso ona;77;3;71;949,8;0;6,6;22,7;1,1;Muy bueno / Oso ona
07/06/2024;19:00;74;74;Muy bueno / Oso ona;78;19;62;949,5;0;63,6;25,2;1,07;Muy bueno / Oso ona
07/06/2024;18:00;78;78;Muy bueno / Oso ona;76;11;57;949,4;0;209,9;26,8;1,3;Muy bueno / Oso ona
07/06/2024;17:00;84;84;Bueno / Ona;72;20;50;949,5;0;420,3;28,4;1,22;Bueno / Ona
07/06/2024;16:00;81;81;Bueno / Ona;67;26;48;950,1;0;305,1;28,7;0,97;Bueno / Ona
07/06/2024;15:00;78;78;Muy bueno / Oso ona;61;8;49;950,6;0;473;28,4;0,95;Muy bueno / Oso ona
07/06/2024;14:00;82;82;Bueno / Ona;56;27;47;951,2;0;504,5;28,5;0,85;Bueno / Ona
07/06/2024;13:00;78;78;Muy bueno / Oso ona;53;36;48;951,8;0;515,8;28,8;0,53;Muy bueno / Oso ona
07/06/2024;12:00;65;65;Muy bueno / Oso ona;50;51;52;952,5;0;725,1;26,6;0,49;Muy bueno / Oso ona
07/06/2024;11:00;59;59;Muy bueno / Oso ona;50;70;58;952,7;0;687,4;23,4;0,74;Muy bueno / Oso ona
07/06/2024;10:00;50;50;Muy bueno / Oso ona;49;350;61;953,1;0,1;518,9;21,8;0,23;Muy bueno / Oso ona
