Date;Hour  (GMT);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
04/11/2025;24:00
04/11/2025;23:00
04/11/2025;22:00
04/11/2025;21:00
04/11/2025;20:00
04/11/2025;19:00
04/11/2025;18:00
04/11/2025;17:00
04/11/2025;16:00
04/11/2025;15:00
04/11/2025;14:00
04/11/2025;13:00
04/11/2025;12:00
04/11/2025;11:00
04/11/2025;10:00
04/11/2025;09:00
04/11/2025;08:00
04/11/2025;07:00
04/11/2025;06:00;0;12;12;Muy bueno / Oso ona;16,54;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;87;50;1006,9;0,3;16,4;1,71;Muy bueno / Oso ona
04/11/2025;05:00;0;9;9;Muy bueno / Oso ona;16,88;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;89;50;1007,1;0,3;16,5;3,05;Muy bueno / Oso ona
04/11/2025;04:00;0;8;8;Muy bueno / Oso ona;17,17;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;84;50;1007,4;0,3;16,5;2,42;Muy bueno / Oso ona
04/11/2025;03:00;0;11;11;Muy bueno / Oso ona;17,71;Muy bueno / Oso ona;6;Muy bueno / Oso ona;4;Muy bueno / Oso ona;92;50;1007,6;0,3;16,6;2,12;Muy bueno / Oso ona
04/11/2025;02:00;0;7;7;Muy bueno / Oso ona;17,88;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;117;50;1008;0,3;16,9;3,05;Muy bueno / Oso ona
04/11/2025;01:00;0;7;7;Muy bueno / Oso ona;18,38;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;121;49;1008,6;0,3;17,1;3,23;Muy bueno / Oso ona
03/11/2025;24:00;0;6;6;Muy bueno / Oso ona;18,83;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;108;48;1009;0,3;17,4;1,57;Muy bueno / Oso ona
03/11/2025;23:00;0;13;13;Muy bueno / Oso ona;19,29;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;101;50;1009,2;0,3;17;1,77;Muy bueno / Oso ona
03/11/2025;22:00;0;8;8;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7,33;Muy bueno / Oso ona;5;Muy bueno / Oso ona;82;48;1009,7;0,3;18;2,26;Muy bueno / Oso ona
03/11/2025;21:00;0;13;13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7,5;Muy bueno / Oso ona;6;Muy bueno / Oso ona;78;50;1009,7;0,3;17,7;2,24;Muy bueno / Oso ona
03/11/2025;20:00;6;46;39;Muy bueno / Oso ona;21,08;Bueno / Ona;7,79;Muy bueno / Oso ona;7;Muy bueno / Oso ona;106;58;1009,8;0,3;16,9;1,73;Bueno / Ona
03/11/2025;19:00;8;62;51;Bueno / Ona;21,13;Bueno / Ona;7,83;Muy bueno / Oso ona;6;Muy bueno / Oso ona;156;67;1010;0,3;16,1;2,27;Bueno / Ona
03/11/2025;18:00;17;88;63;Bueno / Ona;;Sin datos / Daturik gabe;7,79;Muy bueno / Oso ona;6;Muy bueno / Oso ona;153;65;1010;0,8;17,1;1,64;Bueno / Ona
03/11/2025;17:00;3;47;44;Bueno / Ona;19,83;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;8;Muy bueno / Oso ona;274;56;1009,9;50,1;19;1,02;Bueno / Ona
03/11/2025;16:00;2;22;20;Muy bueno / Oso ona;19,38;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;7;Muy bueno / Oso ona;293;50;1009,9;231,8;20,7;2,09;Muy bueno / Oso ona
03/11/2025;15:00;1;12;11;Muy bueno / Oso ona;19,08;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;5;Muy bueno / Oso ona;260;40;1009,9;444,2;23,2;1,39;Muy bueno / Oso ona
03/11/2025;14:00;1;8;7;Muy bueno / Oso ona;19;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;5;Muy bueno / Oso ona;175;39;1010,4;563,2;23,4;1,22;Muy bueno / Oso ona
03/11/2025;13:00;1;10;9;Muy bueno / Oso ona;19;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;7;Muy bueno / Oso ona;93;47;1011,5;619,3;21,8;1,02;Muy bueno / Oso ona
03/11/2025;12:00;4;17;12;Muy bueno / Oso ona;19;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;10;Muy bueno / Oso ona;152;56;1013,1;703,4;19,3;1,29;Muy bueno / Oso ona
03/11/2025;11:00;12;40;22;Muy bueno / Oso ona;18,5;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;10;Muy bueno / Oso ona;165;67;1014,3;612,4;16,1;1,8;Muy bueno / Oso ona
03/11/2025;10:00;17;49;25;Muy bueno / Oso ona;17,13;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;9;Muy bueno / Oso ona;171;76;1015;470,3;13,3;1,99;Muy bueno / Oso ona
03/11/2025;09:00;32;77;29;Muy bueno / Oso ona;16,46;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;8;Muy bueno / Oso ona;163;84;1015,4;285,3;10,8;2,33;Muy bueno / Oso ona
03/11/2025;08:00;38;87;29;Muy bueno / Oso ona;15,58;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;7;Muy bueno / Oso ona;149;90;1015,5;38,4;9,5;1,98;Muy bueno / Oso ona
03/11/2025;07:00;27;67;26;Muy bueno / Oso ona;15,04;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;6;Muy bueno / Oso ona;148;92;1015,8;2,2;9,2;2,24;Muy bueno / Oso ona
03/11/2025;06:00;16;45;22;Muy bueno / Oso ona;14,54;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;5;Muy bueno / Oso ona;144;93;1016;0,3;9,4;1,84;Muy bueno / Oso ona
03/11/2025;05:00;7;29;20;Muy bueno / Oso ona;14,5;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;6;Muy bueno / Oso ona;144;92;1016;0,3;9,9;1,7;Muy bueno / Oso ona
03/11/2025;04:00;5;31;24;Muy bueno / Oso ona;14,33;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;7;Muy bueno / Oso ona;125;90;1016;0,3;10,4;1,31;Muy bueno / Oso ona
03/11/2025;03:00;3;29;26;Muy bueno / Oso ona;13,92;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;6;Muy bueno / Oso ona;152;89;1016,1;0,3;10,8;1,65;Muy bueno / Oso ona
03/11/2025;02:00;1;27;26;Muy bueno / Oso ona;13,75;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;7;Muy bueno / Oso ona;144;87;1016,3;0,3;11,5;1,6;Muy bueno / Oso ona
03/11/2025;01:00;2;28;26;Muy bueno / Oso ona;13,29;Muy bueno / Oso ona;6;Muy bueno / Oso ona;7;Muy bueno / Oso ona;149;85;1016,3;0,3;12,2;1,65;Muy bueno / Oso ona
02/11/2025;24:00;2;30;27;Muy bueno / Oso ona;12,75;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;5;Muy bueno / Oso ona;149;87;1016,3;0,3;12,5;1,46;Muy bueno / Oso ona
02/11/2025;23:00;1;32;31;Muy bueno / Oso ona;12,21;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;5;Muy bueno / Oso ona;125;82;1016,3;0,3;13,2;1,18;Muy bueno / Oso ona
02/11/2025;22:00;1;29;28;Muy bueno / Oso ona;11,13;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;137;84;1016,3;0,3;13,6;1,64;Muy bueno / Oso ona
02/11/2025;21:00;5;46;40;Muy bueno / Oso ona;10,71;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;111;79;1016;0,3;14,3;0,85;Muy bueno / Oso ona
02/11/2025;20:00;5;47;41;Bueno / Ona;9,83;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;100;73;1015,7;0,3;15,1;0,58;Bueno / Ona
02/11/2025;19:00;0;18;18;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;304;63;1015,3;0,3;16,4;0,65;Muy bueno / Oso ona
02/11/2025;18:00;0;10;10;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;290;58;1014,6;0,6;16,9;1,5;Muy bueno / Oso ona
02/11/2025;17:00;0;8;8;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;303;54;1014;16,6;17,4;1,2;Muy bueno / Oso ona
02/11/2025;16:00;0;7;7;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;305;56;1013,6;66,2;17,6;1,03;Muy bueno / Oso ona
02/11/2025;15:00;1;4;3;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;272;54;1013,5;256;18;1,41;Muy bueno / Oso ona
02/11/2025;14:00;1;6;5;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;337;54;1013,2;171,4;18,3;0,55;Muy bueno / Oso ona
02/11/2025;13:00;2;11;9;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;4;Muy bueno / Oso ona;3;58;1013,3;267,9;18,1;0,58;Muy bueno / Oso ona
02/11/2025;12:00;3;16;12;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;327;65;1013,6;292,3;17,2;0,54;Muy bueno / Oso ona
02/11/2025;11:00;9;31;18;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;4;Muy bueno / Oso ona;4;Muy bueno / Oso ona;7;72;1013,9;388,1;16,1;0,12;Muy bueno / Oso ona
02/11/2025;10:00;10;31;16;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;110;84;1013,7;299,8;13,3;1,36;Muy bueno / Oso ona
02/11/2025;09:00;6;23;15;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;94;93;1013,4;132,1;11,3;1,38;Muy bueno / Oso ona
02/11/2025;08:00;4;21;15;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;122;95;1012,6;35,7;10,7;1,32;Muy bueno / Oso ona
02/11/2025;07:00;2;18;15;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;3,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;117;97;1011,8;1,7;10,6;1,78;Muy bueno / Oso ona
02/11/2025;06:00;0;11;11;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;3,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;120;96;1011,6;0,3;11,1;1,13;Muy bueno / Oso ona
02/11/2025;05:00;0;10;10;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;101;96;1010,9;0,3;11,1;1,18;Muy bueno / Oso ona
02/11/2025;04:00;0;9;8;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;115;96;1010,4;0,3;11,3;1,32;Muy bueno / Oso ona
02/11/2025;03:00;1;9;8;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;108;95;1010,1;0,3;11,7;1,21;Muy bueno / Oso ona
02/11/2025;02:00;0;10;10;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;2,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;107;94;1009,8;0,3;12,3;0,98;Muy bueno / Oso ona
02/11/2025;01:00;0;11;11;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;109;94;1009,5;0,3;12,6;0,97;Muy bueno / Oso ona
01/11/2025;24:00;0;10;10;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;3;Muy bueno / Oso ona;92;92;1009,7;0,3;12,9;0,9;Muy bueno / Oso ona
01/11/2025;23:00;0;9;9;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;1,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;102;91;1009,8;0,3;12,9;1,16;Muy bueno / Oso ona
01/11/2025;22:00;0;8;8;Muy bueno / Oso ona;3,63;Muy bueno / Oso ona;1,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;92;92;1009,9;0,3;12,8;1,19;Muy bueno / Oso ona
01/11/2025;21:00;1;10;9;Muy bueno / Oso ona;3,67;Muy bueno / Oso ona;1,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;100;92;1009,8;0,3;12,8;0,95;Muy bueno / Oso ona
01/11/2025;20:00;0;11;11;Muy bueno / Oso ona;3,83;Muy bueno / Oso ona;1,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;108;94;1009,5;0,3;12,8;1,15;Muy bueno / Oso ona
01/11/2025;19:00;0;18;18;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;1,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;118;94;1009,3;0,3;13;1,18;Muy bueno / Oso ona
01/11/2025;18:00;1;15;14;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;1,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;93;91;1008,7;0,5;13,1;0,57;Muy bueno / Oso ona
01/11/2025;17:00;1;16;15;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;1,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;317;96;1008,2;6,8;12,9;0,89;Muy bueno / Oso ona
01/11/2025;16:00;1;12;11;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;1,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;327;91;1007,4;29,5;13,3;1,28;Muy bueno / Oso ona
01/11/2025;15:00;1;9;8;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;1,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;318;80;1006,8;46,1;14,5;0,9;Muy bueno / Oso ona
01/11/2025;14:00;1;7;6;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;1,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;318;83;1006,7;61,8;14,1;1,48;Muy bueno / Oso ona
01/11/2025;13:00;1;9;8;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;1,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;321;89;1006,7;53,5;14,7;1,02;Muy bueno / Oso ona
01/11/2025;12:00;1;7;6;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;2,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;337;91;1007;64,3;15,4;0,46;Muy bueno / Oso ona
01/11/2025;11:00;1;6;5;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;2,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;11;92;1006,8;90,3;15,2;0,58;Muy bueno / Oso ona
01/11/2025;10:00;1;10;9;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;2,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;325;92;1006,5;57,1;14,8;1,57;Muy bueno / Oso ona
01/11/2025;09:00;1;8;7;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;2,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;317;91;1005,7;40,3;14,8;3,39;Muy bueno / Oso ona
01/11/2025;08:00;1;8;7;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;2,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;6;87;1003,2;11,4;16,7;0,3;Muy bueno / Oso ona
01/11/2025;07:00;0;6;6;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;2,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;135;87;1002;0,9;16,7;1,21;Muy bueno / Oso ona
01/11/2025;06:00;0;12;11;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;2,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;136;86;1002;0,3;17,1;1,06;Muy bueno / Oso ona
01/11/2025;05:00;0;8;8;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;2,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;180;75;1001,3;0,3;18,4;2,72;Muy bueno / Oso ona
01/11/2025;04:00;0;6;6;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;190;65;1000,6;0,3;19,8;3,24;Muy bueno / Oso ona
01/11/2025;03:00;0;7;7;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;190;55;999,7;0,3;21,4;3,11;Muy bueno / Oso ona
01/11/2025;02:00;0;6;6;Muy bueno / Oso ona;8;Muy bueno / Oso ona;2,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;185;55;999,5;0,3;21,4;3,54;Muy bueno / Oso ona
01/11/2025;01:00;0;4;4;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;181;55;999,5;0,3;21,4;3,04;Muy bueno / Oso ona
31/10/2025;24:00;0;3;3;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;193;54;999,4;0,3;21,6;4,76;Muy bueno / Oso ona
31/10/2025;23:00;0;4;4;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;191;49;999,2;0,3;22,2;2,66;Muy bueno / Oso ona
31/10/2025;22:00;0;6;6;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;152;48;999,3;0,3;22,3;2,32;Muy bueno / Oso ona
31/10/2025;21:00;0;7;7;Muy bueno / Oso ona;8,38;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;163;49;999,2;0,3;22,1;2,62;Muy bueno / Oso ona
31/10/2025;20:00;0;7;6;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;153;48;999,6;0,3;22,2;3,05;Muy bueno / Oso ona
31/10/2025;19:00;1;8;8;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;161;47;999,9;0,3;22,4;2,9;Muy bueno / Oso ona
31/10/2025;18:00;0;11;11;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;186;47;999,6;0,4;22,5;2,44;Muy bueno / Oso ona
31/10/2025;17:00;0;11;11;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;186;50;999,2;7,7;21,9;2,77;Muy bueno / Oso ona
31/10/2025;16:00;0;9;9;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;183;48;999;30,4;22,3;2,82;Muy bueno / Oso ona
31/10/2025;15:00;1;20;19;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;2,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;146;48;998,9;52,9;22,4;1,02;Muy bueno / Oso ona
31/10/2025;14:00;1;10;9;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;163;44;998,9;212,3;23,1;2,61;Muy bueno / Oso ona
31/10/2025;13:00;1;9;8;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;160;45;999,5;246,7;22,5;3,24;Muy bueno / Oso ona
31/10/2025;12:00;1;9;8;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;134;45;1000,3;173;21,8;2,64;Muy bueno / Oso ona
31/10/2025;11:00;1;12;11;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;183;47;1000,6;116,4;21,1;3,52;Muy bueno / Oso ona
31/10/2025;10:00;0;5;5;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;2,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;193;47;1000,5;101,3;20,7;6,99;Muy bueno / Oso ona
31/10/2025;09:00;0;6;5;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;195;45;1000,4;45,5;20,5;5,8;Muy bueno / Oso ona
31/10/2025;08:00;0;4;4;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;3,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;190;45;999,7;7,3;20,4;6,82;Muy bueno / Oso ona
31/10/2025;07:00;0;5;5;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;191;46;999,7;0,7;20;3,65;Muy bueno / Oso ona
31/10/2025;06:00;0;16;16;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;134;50;999,9;0,3;18,8;1,67;Muy bueno / Oso ona
31/10/2025;05:00;0;15;15;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;94;52;1000;0,3;18,3;1,15;Muy bueno / Oso ona
31/10/2025;04:00;0;9;9;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;5;Muy bueno / Oso ona;85;48;1000,4;0,3;18,9;1,27;Muy bueno / Oso ona
31/10/2025;03:00;0;6;6;Muy bueno / Oso ona;9,71;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;147;47;1000,7;0,3;19,2;0,81;Muy bueno / Oso ona
31/10/2025;02:00;0;6;6;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;132;47;1000,8;0,3;19;1,13;Muy bueno / Oso ona
31/10/2025;01:00;0;7;7;Muy bueno / Oso ona;10,29;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;142;47;1000,7;0,3;19,2;1,37;Muy bueno / Oso ona
30/10/2025;24:00;0;6;6;Muy bueno / Oso ona;10,42;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;159;47;1000,7;0,3;19,3;1,59;Muy bueno / Oso ona
30/10/2025;23:00;0;4;4;Muy bueno / Oso ona;10,75;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;196;46;1000,6;0,3;19,7;3,9;Muy bueno / Oso ona
30/10/2025;22:00;0;2;2;Muy bueno / Oso ona;11,21;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;202;48;1000,1;0,3;20,4;4,5;Muy bueno / Oso ona
30/10/2025;21:00;0;4;4;Muy bueno / Oso ona;11,42;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;199;48;999,4;0,3;20,8;4,58;Muy bueno / Oso ona
30/10/2025;20:00;0;10;10;Muy bueno / Oso ona;11,5;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;187;49;999,5;0,3;20,7;3,11;Muy bueno / Oso ona
30/10/2025;19:00;0;9;9;Muy bueno / Oso ona;11,42;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;189;48;999,2;0,3;20,9;3,21;Muy bueno / Oso ona
30/10/2025;18:00;0;11;11;Muy bueno / Oso ona;11,25;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;180;49;999,1;0,9;20,8;2,03;Muy bueno / Oso ona
30/10/2025;17:00;0;11;11;Muy bueno / Oso ona;11,42;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;176;48;998,7;70;21,2;2,05;Muy bueno / Oso ona
30/10/2025;16:00;0;9;9;Muy bueno / Oso ona;11,67;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;170;48;998,5;179,6;21,8;2,44;Muy bueno / Oso ona
30/10/2025;15:00;1;8;7;Muy bueno / Oso ona;11,83;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;166;47;998,4;381,1;22,2;2,01;Muy bueno / Oso ona
30/10/2025;14:00;0;5;4;Muy bueno / Oso ona;11,96;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;198;46;998,9;580,2;22,4;2,51;Muy bueno / Oso ona
30/10/2025;13:00;1;5;5;Muy bueno / Oso ona;12,25;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;196;48;999,7;643,5;22,3;1,77;Muy bueno / Oso ona
30/10/2025;12:00;1;10;8;Muy bueno / Oso ona;12,17;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;161;52;1000,4;729,5;21,3;2,1;Muy bueno / Oso ona
30/10/2025;11:00;1;11;9;Muy bueno / Oso ona;12,04;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;136;59;1001,1;636;19,9;2,07;Muy bueno / Oso ona
30/10/2025;10:00;5;25;17;Muy bueno / Oso ona;12,04;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;80;70;1001,5;502,4;17,6;1,06;Muy bueno / Oso ona
30/10/2025;09:00;27;74;34;Muy bueno / Oso ona;12;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;134;85;1001,8;308,7;14,1;1,36;Muy bueno / Oso ona
30/10/2025;08:00;31;77;31;Muy bueno / Oso ona;11,92;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;143;97;1001,6;76,7;11,6;1,92;Muy bueno / Oso ona
30/10/2025;07:00;22;62;29;Muy bueno / Oso ona;11,71;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;126;98;1001,6;3,5;11,5;1,82;Muy bueno / Oso ona
30/10/2025;06:00;5;30;22;Muy bueno / Oso ona;11,63;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;140;97;1001,9;0,3;11,9;1,77;Muy bueno / Oso ona
30/10/2025;05:00;3;23;19;Muy bueno / Oso ona;11,67;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;114;98;1002;0,3;12;1,15;Muy bueno / Oso ona
