Date;Hour  (GMT);Benceno (µg/m3);CO (mg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;O3 (µg/m3);OZONO;O3 - ICA;ICA Estación
29/01/2025;22:00;0,06;0,14;5;4;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;3,29;Muy bueno / Oso ona;1;Muy bueno / Oso ona;81;81;Bueno / Ona;Bueno / Ona
29/01/2025;21:00;0,08;0,15;3;3;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;1;Muy bueno / Oso ona;84;84;Bueno / Ona;Bueno / Ona
29/01/2025;20:00;0,27;0,19;5;5;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;1;Muy bueno / Oso ona;84;84;Bueno / Ona;Bueno / Ona
29/01/2025;19:00;0,27;0,33;61;54;Bueno / Ona;7,58;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;1;Muy bueno / Oso ona;26;26;Muy bueno / Oso ona;Bueno / Ona
29/01/2025;18:00;0,31;0,3;66;60;Bueno / Ona;7,38;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;Bueno / Ona
29/01/2025;17:00;0,2;0,32;38;34;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;56;56;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;16:00;0,13;0,26;19;17;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;1;Muy bueno / Oso ona;76;76;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;15:00;0,15;0,22;19;18;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;14:00;0,11;0,1;12;11;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;3,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;76;76;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;13:00;0,09;0,09;8;7;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;3,13;Muy bueno / Oso ona;1;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;12:00;0,07;0,1;7;6;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;Muy bueno / Oso ona
29/01/2025;11:00;0,08;0,13;7;7;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;Muy bueno / Oso ona
29/01/2025;10:00;0,09;;5;5;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;3,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;80;80;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;09:00;0,11;0,19;5;5;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;3,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;82;82;Bueno / Ona;Bueno / Ona
29/01/2025;08:00;0,11;0,19;6;6;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;07:00;0,11;0,18;7;6;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;76;76;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;06:00;0,1;0,16;6;5;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;05:00;0,08;0,14;2;2;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;3,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;04:00;0,06;0,16;1;1;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;2;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;03:00;0,1;0,21;1;1;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;2,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;76;76;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;02:00;0,1;0,27;1;1;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;74;74;Muy bueno / Oso ona;Muy bueno / Oso ona
29/01/2025;01:00;0,12;0,26;3;3;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;Muy bueno / Oso ona
28/01/2025;24:00;0,14;0,2;6;6;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;23:00;1,44;0,21;5;5;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;2,58;Muy bueno / Oso ona;6;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;22:00;2,25;0,27;19;18;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;6;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;21:00;0,37;0,27;11;11;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;2,33;Muy bueno / Oso ona;6;Muy bueno / Oso ona;73;73;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;20:00;0,44;0,28;10;9;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;7;Muy bueno / Oso ona;76;76;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;19:00;0,15;0,27;7;7;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;2,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;81;81;Bueno / Ona;Bueno / Ona
28/01/2025;18:00;0,99;0,24;15;13;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;74;74;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;17:00;0,45;0,23;12;11;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;16:00;0,27;0,22;9;8;Muy bueno / Oso ona;9;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;5;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;Muy bueno / Oso ona
28/01/2025;15:00;0,18;0,23;7;6;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;2,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;82;82;Bueno / Ona;Bueno / Ona
28/01/2025;14:00;0,18;0,44;9;8;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;3,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;Muy bueno / Oso ona
28/01/2025;13:00;0,14;0,45;10;8;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;Muy bueno / Oso ona
28/01/2025;12:00;0,14;0,44;;;Sin datos / Daturik gabe;9,33;Muy bueno / Oso ona;3,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;Muy bueno / Oso ona
28/01/2025;11:00;0,1;0,29;7;7;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;3,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;87;87;Bueno / Ona;Bueno / Ona
28/01/2025;10:00;0,1;0,24;8;7;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;3,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;88;88;Bueno / Ona;Bueno / Ona
28/01/2025;09:00;0,16;0,27;7;6;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;89;89;Bueno / Ona;Bueno / Ona
28/01/2025;08:00;0,11;0,29;7;7;Muy bueno / Oso ona;8,7;Muy bueno / Oso ona;3,26;Muy bueno / Oso ona;2;Muy bueno / Oso ona;90;90;Bueno / Ona;Bueno / Ona
28/01/2025;07:00;0,1;0,27;8;7;Muy bueno / Oso ona;8,73;Muy bueno / Oso ona;3,32;Muy bueno / Oso ona;1;Muy bueno / Oso ona;92;92;Bueno / Ona;Bueno / Ona
28/01/2025;06:00;0,07;0,27;5;4;Muy bueno / Oso ona;8,86;Muy bueno / Oso ona;3,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;94;94;Bueno / Ona;Bueno / Ona
28/01/2025;05:00;0,07;0,28;1;1;Muy bueno / Oso ona;9,15;Muy bueno / Oso ona;3,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;97;97;Bueno / Ona;Bueno / Ona
28/01/2025;04:00;0,1;0,26;1;1;Muy bueno / Oso ona;9,47;Muy bueno / Oso ona;3,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;98;98;Bueno / Ona;Bueno / Ona
28/01/2025;03:00;0,1;0,28;1;1;Muy bueno / Oso ona;9,78;Muy bueno / Oso ona;3,78;Muy bueno / Oso ona;2;Muy bueno / Oso ona;98;98;Bueno / Ona;Bueno / Ona
28/01/2025;02:00;0,1;0,26;0;0;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;98;98;Bueno / Ona;Bueno / Ona
28/01/2025;01:00;0,1;0,24;0;0;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;Muy bueno / Oso ona
27/01/2025;24:00;0,1;0,21;0;0;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;98;98;Bueno / Ona;Bueno / Ona
27/01/2025;23:00;0,12;0,22;0;0;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;98;98;Bueno / Ona;Bueno / Ona
27/01/2025;22:00;0,11;0,23;3;3;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;97;97;Bueno / Ona;Bueno / Ona
27/01/2025;21:00;0,36;0,33;10;10;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;86;86;Bueno / Ona;Bueno / Ona
27/01/2025;20:00;0,15;0,45;11;11;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;84;84;Bueno / Ona;Bueno / Ona
27/01/2025;19:00;0,28;0,29;8;8;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;90;90;Bueno / Ona;Bueno / Ona
27/01/2025;18:00;0,46;0,43;32;30;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;60;60;Muy bueno / Oso ona;Muy bueno / Oso ona
27/01/2025;17:00;0,23;0,35;34;33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;Muy bueno / Oso ona
27/01/2025;16:00;0,18;0,27;15;15;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;86;86;Bueno / Ona;Bueno / Ona
27/01/2025;15:00;0,32;0,21;14;13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;89;89;Bueno / Ona;Bueno / Ona
27/01/2025;14:00;0,14;0,32;8;8;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;97;97;Bueno / Ona;Bueno / Ona
27/01/2025;13:00;0,14;0,36;3;3;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;99;99;Bueno / Ona;Bueno / Ona
27/01/2025;12:00;0,13;0,47;3;3;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;98;98;Bueno / Ona;Bueno / Ona
27/01/2025;11:00;0,15;0,69;8;6;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;92;92;Bueno / Ona;Bueno / Ona
27/01/2025;10:00;0,22;;43;32;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;68;68;Muy bueno / Oso ona;Muy bueno / Oso ona
27/01/2025;09:00;1,63;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;Sin datos / Daturik gabe
27/01/2025;08:00;;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;Sin datos / Daturik gabe
27/01/2025;07:00;;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;Sin datos / Daturik gabe
27/01/2025;06:00;;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;Sin datos / Daturik gabe
27/01/2025;05:00;;;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;Sin datos / Daturik gabe
27/01/2025;04:00;;;;;Sin datos / Daturik gabe;3,56;Muy bueno / Oso ona;1,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;Muy bueno / Oso ona
27/01/2025;03:00;;;;;Sin datos / Daturik gabe;3,58;Muy bueno / Oso ona;1,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;Muy bueno / Oso ona
27/01/2025;02:00;;;;;Sin datos / Daturik gabe;3,75;Muy bueno / Oso ona;1,7;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;Muy bueno / Oso ona
27/01/2025;01:00;;;;;Sin datos / Daturik gabe;3,76;Muy bueno / Oso ona;1,76;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;Muy bueno / Oso ona
26/01/2025;24:00;;;;;Sin datos / Daturik gabe;3,86;Muy bueno / Oso ona;1,86;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;Muy bueno / Oso ona
26/01/2025;23:00;;;;;Sin datos / Daturik gabe;3,91;Muy bueno / Oso ona;1,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;Muy bueno / Oso ona
26/01/2025;22:00;0,03;0,09;1;1;Muy bueno / Oso ona;3,96;Muy bueno / Oso ona;2,04;Muy bueno / Oso ona;1;Muy bueno / Oso ona;84;84;Bueno / Ona;Bueno / Ona
26/01/2025;21:00;0,05;0,13;3;3;Muy bueno / Oso ona;4;Muy bueno / Oso ona;2,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;83;83;Bueno / Ona;Bueno / Ona
26/01/2025;20:00;0,06;0,17;3;3;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;2,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;85;85;Bueno / Ona;Bueno / Ona
26/01/2025;19:00;0,06;0,18;3;3;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;2,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;88;88;Bueno / Ona;Bueno / Ona
26/01/2025;18:00;0,06;0,17;2;2;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;92;92;Bueno / Ona;Bueno / Ona
26/01/2025;17:00;0,06;0,14;4;4;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;2,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;93;93;Bueno / Ona;Bueno / Ona
26/01/2025;16:00;0,06;0,15;3;3;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;2,58;Muy bueno / Oso ona;1;Muy bueno / Oso ona;93;93;Bueno / Ona;Bueno / Ona
26/01/2025;15:00;0,06;0,25;5;5;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;90;90;Bueno / Ona;Bueno / Ona
26/01/2025;14:00;0,06;0,01;4;4;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;1;Muy bueno / Oso ona;91;91;Bueno / Ona;Bueno / Ona
26/01/2025;13:00;0,06;0,03;2;2;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;1;Muy bueno / Oso ona;93;93;Bueno / Ona;Bueno / Ona
26/01/2025;12:00;0,06;0,07;3;3;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;2,79;Muy bueno / Oso ona;1;Muy bueno / Oso ona;95;95;Bueno / Ona;Bueno / Ona
26/01/2025;11:00;0,06;0,07;3;3;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;1;Muy bueno / Oso ona;94;94;Bueno / Ona;Bueno / Ona
26/01/2025;10:00;0,06;0,09;1;1;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;2,83;Muy bueno / Oso ona;1;Muy bueno / Oso ona;96;96;Bueno / Ona;Bueno / Ona
26/01/2025;09:00;0,06;0,1;1;1;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;2,75;Muy bueno / Oso ona;1;Muy bueno / Oso ona;98;98;Bueno / Ona;Bueno / Ona
26/01/2025;08:00;0,06;0,11;0;0;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;2,67;Muy bueno / Oso ona;1;Muy bueno / Oso ona;98;98;Bueno / Ona;Bueno / Ona
26/01/2025;07:00;0,08;0,15;2;2;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;2,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;96;96;Bueno / Ona;Bueno / Ona
26/01/2025;06:00;0,06;0,2;4;3;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;95;95;Bueno / Ona;Bueno / Ona
26/01/2025;05:00;0,21;0,22;0;0;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;2,42;Muy bueno / Oso ona;2;Muy bueno / Oso ona;99;99;Bueno / Ona;Bueno / Ona
26/01/2025;04:00;3,05;0,25;5;5;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;2,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;82;82;Bueno / Ona;Bueno / Ona
26/01/2025;03:00;3,47;0,39;20;19;Muy bueno / Oso ona;4,42;Muy bueno / Oso ona;2,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;54;54;Muy bueno / Oso ona;Muy bueno / Oso ona
26/01/2025;02:00;0,16;0,31;11;11;Muy bueno / Oso ona;4,33;Muy bueno / Oso ona;2,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;Muy bueno / Oso ona
26/01/2025;01:00;0,16;0,33;16;16;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;2,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;Muy bueno / Oso ona
25/01/2025;24:00;0,18;0,33;14;14;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;1,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;Muy bueno / Oso ona
25/01/2025;23:00;0,17;0,33;19;18;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;1,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;Muy bueno / Oso ona
25/01/2025;22:00;0,13;0,34;22;22;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;1,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;Muy bueno / Oso ona
25/01/2025;21:00;0,14;0,32;17;17;Muy bueno / Oso ona;3,83;Muy bueno / Oso ona;1,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;Muy bueno / Oso ona
25/01/2025;20:00;0,24;0,3;18;16;Muy bueno / Oso ona;3,83;Muy bueno / Oso ona;1,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;81;81;Bueno / Ona;Bueno / Ona
25/01/2025;19:00;0,23;0,29;15;13;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;1,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;87;87;Bueno / Ona;Bueno / Ona
25/01/2025;18:00;0,1;0,24;8;8;Muy bueno / Oso ona;3,75;Muy bueno / Oso ona;1,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;94;94;Bueno / Ona;Bueno / Ona
25/01/2025;17:00;0,36;0,2;10;10;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;1,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;84;84;Bueno / Ona;Bueno / Ona
25/01/2025;16:00;0,55;0,21;13;13;Muy bueno / Oso ona;3,83;Muy bueno / Oso ona;1,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;86;86;Bueno / Ona;Bueno / Ona
25/01/2025;15:00;0,24;0,56;16;15;Muy bueno / Oso ona;3,63;Muy bueno / Oso ona;1,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;Muy bueno / Oso ona
25/01/2025;14:00;0,13;0,43;19;15;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;1,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;81;81;Bueno / Ona;Bueno / Ona
25/01/2025;13:00;0,21;0,42;19;16;Muy bueno / Oso ona;3,63;Muy bueno / Oso ona;1,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;83;83;Bueno / Ona;Bueno / Ona
25/01/2025;12:00;0,37;0,33;12;11;Muy bueno / Oso ona;3,63;Muy bueno / Oso ona;1,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;89;89;Bueno / Ona;Bueno / Ona
25/01/2025;11:00;0,29;0,25;10;10;Muy bueno / Oso ona;3,83;Muy bueno / Oso ona;1,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;91;91;Bueno / Ona;Bueno / Ona
25/01/2025;10:00;0,05;0,18;3;3;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;1,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;87;87;Bueno / Ona;Bueno / Ona
25/01/2025;09:00;0,05;0,16;1;1;Muy bueno / Oso ona;4;Muy bueno / Oso ona;1,21;Muy bueno / Oso ona;1;Muy bueno / Oso ona;90;90;Bueno / Ona;Bueno / Ona
25/01/2025;08:00;0,06;0,15;1;1;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;1,33;Muy bueno / Oso ona;1;Muy bueno / Oso ona;88;88;Bueno / Ona;Bueno / Ona
25/01/2025;07:00;0,06;0,16;2;2;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;1,42;Muy bueno / Oso ona;1;Muy bueno / Oso ona;85;85;Bueno / Ona;Bueno / Ona
25/01/2025;06:00;0,06;0,15;2;2;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;1,46;Muy bueno / Oso ona;1;Muy bueno / Oso ona;85;85;Bueno / Ona;Bueno / Ona
25/01/2025;05:00;0,06;0,13;1;1;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;1,5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;84;84;Bueno / Ona;Bueno / Ona
25/01/2025;04:00;0,06;0,09;0;0;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;1,5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;86;86;Bueno / Ona;Bueno / Ona
25/01/2025;03:00;0,06;0,07;0;0;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;1,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;90;90;Bueno / Ona;Bueno / Ona
25/01/2025;02:00;0,06;0,05;0;0;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;1,5;Muy bueno / Oso ona;1;Muy bueno / Oso ona;90;90;Bueno / Ona;Bueno / Ona
25/01/2025;01:00;0,06;0,05;1;1;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;1,46;Muy bueno / Oso ona;1;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;Muy bueno / Oso ona
24/01/2025;24:00;0,06;0,04;2;1;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;1,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;88;88;Bueno / Ona;Bueno / Ona
24/01/2025;23:00;0,09;0,04;2;2;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;1,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;88;88;Bueno / Ona;Bueno / Ona
24/01/2025;22:00;0,11;0,04;5;4;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;1,83;Muy bueno / Oso ona;1;Muy bueno / Oso ona;86;86;Bueno / Ona;Bueno / Ona
24/01/2025;21:00;0,11;0,03;8;8;Muy bueno / Oso ona;6;Muy bueno / Oso ona;2,08;Muy bueno / Oso ona;1;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;Muy bueno / Oso ona
24/01/2025;20:00;0,1;0,03;8;8;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;2,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;84;84;Bueno / Ona;Bueno / Ona
24/01/2025;19:00;0,09;0,04;6;5;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;2,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;88;88;Bueno / Ona;Bueno / Ona
24/01/2025;18:00;0,06;0,04;3;3;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;2,71;Muy bueno / Oso ona;1;Muy bueno / Oso ona;88;88;Bueno / Ona;Bueno / Ona
24/01/2025;17:00;0,08;0,04;5;4;Muy bueno / Oso ona;8;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;1;Muy bueno / Oso ona;86;86;Bueno / Ona;Bueno / Ona
24/01/2025;16:00;0,07;0,07;5;5;Muy bueno / Oso ona;8;Muy bueno / Oso ona;2,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;86;86;Bueno / Ona;Bueno / Ona
