Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;O3 (µg/m3);OZONO;O3 - ICA;O3 8h (µg/m3);PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
31/12/2024;24:00;0,3;0,38;27;75;34;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;9;16,75;Muy bueno / Oso ona;11,96;Bueno / Ona;6;Muy bueno / Oso ona;Bueno / Ona
31/12/2024;23:00;0,3;0,38;17;61;35;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;10;13,21;Muy bueno / Oso ona;11,92;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
31/12/2024;22:00;0,36;0,39;34;93;41;Bueno / Ona;10;10;Muy bueno / Oso ona;11;13,08;Muy bueno / Oso ona;11,71;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
31/12/2024;21:00;0,41;0,37;55;130;46;Bueno / Ona;8;8;Muy bueno / Oso ona;11;12,71;Muy bueno / Oso ona;11,29;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
31/12/2024;20:00;0,43;0,35;78;168;50;Bueno / Ona;9;9;Muy bueno / Oso ona;11;12,17;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Bueno / Ona
31/12/2024;19:00;0,46;0,34;82;178;54;Bueno / Ona;9;9;Muy bueno / Oso ona;12;11,71;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Bueno / Ona
31/12/2024;18:00;0,43;0,31;73;163;51;Bueno / Ona;9;9;Muy bueno / Oso ona;14;11,42;Muy bueno / Oso ona;10;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Bueno / Ona
31/12/2024;17:00;0,34;0,28;41;109;46;Bueno / Ona;11;11;Muy bueno / Oso ona;14;11,21;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Bueno / Ona
31/12/2024;16:00;0,37;0,27;53;136;55;Bueno / Ona;12;12;Muy bueno / Oso ona;14;11,17;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Bueno / Ona
31/12/2024;15:00;0,3;0,26;40;114;53;Bueno / Ona;17;17;Muy bueno / Oso ona;13;10,96;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
31/12/2024;14:00;0,22;0,24;26;80;40;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;12;10,83;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;13:00;0,26;0,23;42;101;37;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;11;10,79;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;12:00;0,31;0,22;41;97;34;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;11;10,75;Muy bueno / Oso ona;9;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;11:00;0,21;0,2;32;78;30;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;10;10,71;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;10:00;0,23;0,2;42;97;33;Muy bueno / Oso ona;12;12;Muy bueno / Oso ona;9;10,75;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;09:00;0,25;0,19;52;113;33;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;9;10,83;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;08:00;0,25;0,18;43;95;29;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;9;10,88;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;07:00;0,19;0,18;33;79;29;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;9;10,79;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;06:00;0,17;0,19;21;59;26;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;9;10,75;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;05:00;0,16;0,21;9;37;23;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;9;10,75;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;04:00;0,16;0,25;5;29;21;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;9;10,79;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;03:00;0,17;0,28;5;31;22;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;9;10,83;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;02:00;0,17;0,3;6;33;23;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;9;10,88;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;01:00;0,2;0,32;13;46;26;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;9;10,96;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;24:00;0,23;0,33;24;65;29;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;9;11,04;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;23:00;0,28;0,32;36;87;33;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;10;11,08;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;22:00;0,3;0,31;49;111;36;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;10;11,13;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;21:00;0,49;0,3;65;139;39;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;10;11,13;Muy bueno / Oso ona;9;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;20:00;0,38;0,26;79;168;47;Bueno / Ona;9;9;Muy bueno / Oso ona;13;11,17;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;19:00;0,33;0,24;90;185;48;Bueno / Ona;9;9;Muy bueno / Oso ona;15;11,25;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;18:00;0,32;0,24;71;156;47;Bueno / Ona;9;9;Muy bueno / Oso ona;16;11,42;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;17:00;0,27;0,23;54;125;43;Bueno / Ona;11;11;Muy bueno / Oso ona;16;11,75;Muy bueno / Oso ona;9,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;16:00;0,21;0,23;31;84;37;Muy bueno / Oso ona;14;14;Muy bueno / Oso ona;16;11,88;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;15:00;0,18;0,24;22;65;32;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;15;12;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;14:00;0,19;0,24;28;73;30;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;14;12,08;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;13:00;0,22;0,24;26;68;29;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;14;12,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;12:00;0,24;0,24;34;86;33;Muy bueno / Oso ona;20;20;Muy bueno / Oso ona;12;12,33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;11:00;0,32;0,23;46;110;40;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;11;12,42;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;10:00;0,24;0,21;51;114;35;Muy bueno / Oso ona;13;13;Muy bueno / Oso ona;10;12,5;Muy bueno / Oso ona;11,17;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;09:00;0,27;0,2;66;138;36;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;10;12,46;Muy bueno / Oso ona;11,29;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;08:00;0,27;0,19;56;126;40;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;10;12,46;Muy bueno / Oso ona;11,42;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;07:00;0,21;0,2;33;82;32;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;10;12,58;Muy bueno / Oso ona;11,54;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;06:00;0,19;0,21;28;69;27;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;10;12,75;Muy bueno / Oso ona;11,67;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;05:00;0,16;0,23;11;38;21;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;10;12,88;Muy bueno / Oso ona;11,83;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;04:00;0,16;0,26;5;26;19;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;10;13;Muy bueno / Oso ona;11,96;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;03:00;0,17;0,28;6;31;22;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;9;13,08;Muy bueno / Oso ona;12;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;02:00;0,18;0,32;7;34;23;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;9;13,13;Muy bueno / Oso ona;12,04;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
30/12/2024;01:00;0,22;0,34;10;41;26;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;10;13,21;Muy bueno / Oso ona;12,08;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;24:00;0,29;0,35;17;54;28;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;10;13,25;Muy bueno / Oso ona;12,13;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;23:00;0,34;0,34;27;74;32;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;10;13,33;Muy bueno / Oso ona;12,21;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;22:00;0,34;0,33;37;91;36;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;10;13,42;Muy bueno / Oso ona;12,29;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;21:00;0,36;0,31;44;108;40;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;15;13,54;Muy bueno / Oso ona;12,33;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;20:00;0,37;0,31;60;140;48;Bueno / Ona;9;9;Muy bueno / Oso ona;18;13,67;Muy bueno / Oso ona;12,42;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;19:00;0,46;0,31;57;138;51;Bueno / Ona;10;10;Muy bueno / Oso ona;20;13,67;Muy bueno / Oso ona;12,42;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;18:00;0,32;0,31;57;141;53;Bueno / Ona;10;10;Muy bueno / Oso ona;21;13,67;Muy bueno / Oso ona;12,42;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;17:00;0,31;0,3;74;170;56;Bueno / Ona;11;11;Muy bueno / Oso ona;21;13,54;Muy bueno / Oso ona;12,25;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;16:00;0,25;0,29;17;66;40;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;21;13,54;Muy bueno / Oso ona;12,25;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;15:00;0,23;0,3;12;48;30;Muy bueno / Oso ona;36;36;Muy bueno / Oso ona;19;13,42;Muy bueno / Oso ona;12,08;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;14:00;0,22;0,3;12;42;24;Muy bueno / Oso ona;37;37;Muy bueno / Oso ona;18;13,42;Muy bueno / Oso ona;12,04;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;13:00;0,33;0,3;19;53;25;Muy bueno / Oso ona;29;29;Muy bueno / Oso ona;15;13,38;Muy bueno / Oso ona;12;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;12:00;0,34;0,28;23;64;30;Muy bueno / Oso ona;21;21;Muy bueno / Oso ona;12;13,38;Muy bueno / Oso ona;12;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;11:00;0,42;0,27;35;85;31;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;11;13,38;Muy bueno / Oso ona;11,96;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;10:00;0,26;0,25;29;68;24;Muy bueno / Oso ona;13;13;Muy bueno / Oso ona;11;13,42;Muy bueno / Oso ona;11,96;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;09:00;0,25;0,25;24;61;25;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;11;13,46;Muy bueno / Oso ona;12;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;08:00;0,29;0,26;23;58;23;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;11;13,58;Muy bueno / Oso ona;12,04;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;07:00;0,23;0,27;12;42;24;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;11;13,63;Muy bueno / Oso ona;12;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;06:00;0,24;0,29;9;37;23;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;11;13,63;Muy bueno / Oso ona;11,96;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;05:00;0,24;0,31;6;31;22;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;11;13,58;Muy bueno / Oso ona;11,88;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;04:00;0,23;0,33;6;31;22;Muy bueno / Oso ona;12;12;Muy bueno / Oso ona;10;13,5;Muy bueno / Oso ona;11,83;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;03:00;0,24;0,35;6;31;22;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;10;13,5;Muy bueno / Oso ona;11,83;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;02:00;0,29;0,37;11;42;26;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;9;13,5;Muy bueno / Oso ona;11,83;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;01:00;0,34;0,39;33;81;31;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;9;13,46;Muy bueno / Oso ona;11,83;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
28/12/2024;24:00;0,36;0,4;45;104;36;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;9;13,42;Muy bueno / Oso ona;11,79;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
28/12/2024;23:00;0,39;0,38;36;93;37;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;10;13,46;Muy bueno / Oso ona;11,71;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
28/12/2024;22:00;0,39;0,36;34;90;38;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;15;13,38;Muy bueno / Oso ona;11,67;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
28/12/2024;21:00;0,43;0,34;40;106;44;Bueno / Ona;10;10;Muy bueno / Oso ona;19;13,25;Muy bueno / Oso ona;11,54;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
28/12/2024;20:00;0,41;0,3;51;132;54;Bueno / Ona;9;9;Muy bueno / Oso ona;23;13,08;Muy bueno / Oso ona;11,38;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
28/12/2024;19:00;0,38;0,28;53;134;53;Bueno / Ona;10;10;Muy bueno / Oso ona;25;13;Muy bueno / Oso ona;11,25;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
28/12/2024;18:00;0,46;0,25;47;129;58;Bueno / Ona;10;10;Muy bueno / Oso ona;27;12,83;Muy bueno / Oso ona;11,04;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
28/12/2024;17:00;0,37;0,23;40;118;57;Bueno / Ona;;;Sin datos / Daturik gabe;28;12,71;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Bueno / Ona
28/12/2024;16:00;0,22;0,21;7;38;27;Muy bueno / Oso ona;38;38;Muy bueno / Oso ona;25;12,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;5;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;15:00;0,21;0,2;10;41;26;Muy bueno / Oso ona;42;42;Muy bueno / Oso ona;23;12,33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;13;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;14:00;0,23;0,19;18;58;31;Muy bueno / Oso ona;32;32;Muy bueno / Oso ona;19;12,25;Muy bueno / Oso ona;;Sin datos / Daturik gabe;13;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;13:00;0,17;0,18;15;54;31;Muy bueno / Oso ona;33;33;Muy bueno / Oso ona;17;12,08;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;12:00;0,19;0,17;20;64;33;Muy bueno / Oso ona;25;25;Muy bueno / Oso ona;16;11,83;Muy bueno / Oso ona;10;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;11:00;0,18;0,16;21;67;36;Muy bueno / Oso ona;20;20;Muy bueno / Oso ona;16;11,54;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;10:00;0,26;0,15;43;107;42;Bueno / Ona;13;13;Muy bueno / Oso ona;16;11,25;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
28/12/2024;09:00;0,24;0,13;55;126;42;Bueno / Ona;11;11;Muy bueno / Oso ona;17;10,92;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
28/12/2024;08:00;0,17;0,11;39;99;39;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;17;10,75;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;07:00;0,12;0,11;15;59;36;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;18;10,67;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;06:00;0,11;0,14;11;49;33;Muy bueno / Oso ona;14;14;Muy bueno / Oso ona;19;10,58;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;05:00;0,09;0,15;5;36;29;Muy bueno / Oso ona;20;20;Muy bueno / Oso ona;19;10,42;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;04:00;0,11;0,18;4;26;20;Muy bueno / Oso ona;27;27;Muy bueno / Oso ona;17;10,25;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;03:00;0,11;0,21;4;31;25;Muy bueno / Oso ona;22;22;Muy bueno / Oso ona;15;10,04;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;02:00;0,1;0,23;6;47;37;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;14;9,88;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;01:00;0,1;0,26;13;66;47;Bueno / Ona;16;16;Muy bueno / Oso ona;13;9,75;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;24:00;0,18;0,27;13;66;47;Bueno / Ona;18;18;Muy bueno / Oso ona;12;9,71;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;23:00;0,29;0,27;22;83;49;Bueno / Ona;13;13;Muy bueno / Oso ona;15;9,54;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;22:00;0,26;0,25;27;93;52;Bueno / Ona;13;13;Muy bueno / Oso ona;20;9,54;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;21:00;0,32;0,24;62;151;57;Bueno / Ona;10;10;Muy bueno / Oso ona;26;9,63;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;20:00;0,32;0,22;65;156;56;Bueno / Ona;10;10;Muy bueno / Oso ona;31;9,88;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;19:00;0,28;0,2;49;127;51;Bueno / Ona;10;10;Muy bueno / Oso ona;36;10,21;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;18:00;0,29;0,19;48;127;54;Bueno / Ona;;;Sin datos / Daturik gabe;41;10,54;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;17:00;0,25;0,17;33;101;50;Bueno / Ona;13;13;Muy bueno / Oso ona;39;10,92;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;16:00;0,15;0,17;8;40;27;Muy bueno / Oso ona;36;36;Muy bueno / Oso ona;37;11,38;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;15:00;0,15;0,2;8;34;22;Muy bueno / Oso ona;43;43;Muy bueno / Oso ona;34;11,79;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;14:00;0,14;0,22;6;25;15;Muy bueno / Oso ona;48;48;Muy bueno / Oso ona;30;12,25;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;13:00;0,18;0,22;17;44;19;Muy bueno / Oso ona;40;40;Muy bueno / Oso ona;26;12,58;Muy bueno / Oso ona;9,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;12:00;0,16;0,22;12;37;20;Muy bueno / Oso ona;39;39;Muy bueno / Oso ona;23;12,79;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;11:00;0,19;0,22;14;43;22;Muy bueno / Oso ona;37;37;Muy bueno / Oso ona;20;13,08;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;10:00;0,18;0,22;23;63;28;Muy bueno / Oso ona;32;32;Muy bueno / Oso ona;18;13,25;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;09:00;0,23;0,22;31;91;43;Bueno / Ona;24;24;Muy bueno / Oso ona;16;13,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;08:00;0,35;0,22;70;168;62;Bueno / Ona;10;10;Muy bueno / Oso ona;14;13,33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;07:00;0,31;0,2;57;144;57;Bueno / Ona;10;10;Muy bueno / Oso ona;14;13,33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;06:00;0,2;0,2;21;76;43;Bueno / Ona;12;12;Muy bueno / Oso ona;14;13,33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;05:00;0,17;0,21;6;39;31;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;14;13,46;Muy bueno / Oso ona;11,17;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;04:00;0,16;0,24;4;28;23;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;13;13,54;Muy bueno / Oso ona;11,29;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;03:00;0,17;0,26;3;21;17;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;12;13,58;Muy bueno / Oso ona;11,38;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;02:00;0,18;0,29;4;26;20;Muy bueno / Oso ona;14;14;Muy bueno / Oso ona;11;13,58;Muy bueno / Oso ona;11,46;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
27/12/2024;01:00;0,21;0,31;9;38;24;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;11;13,5;Muy bueno / Oso ona;11,42;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
26/12/2024;24:00;0,23;0,33;6;32;23;Muy bueno / Oso ona;12;12;Muy bueno / Oso ona;11;13,29;Muy bueno / Oso ona;11,21;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
26/12/2024;23:00;0,26;0,34;10;42;27;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;12;13,13;Muy bueno / Oso ona;11,04;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
