Date;Hour  (GMT);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s);ICA Estación
31/12/2024;24:00;2;28;26;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;158;78;1021,4;0,3;5,3;2,63;Muy bueno / Oso ona
31/12/2024;23:00;2;30;27;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;154;81;1021,7;0,3;5,1;2,73;Muy bueno / Oso ona
31/12/2024;22:00;4;37;31;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;134;81;1021,9;0,3;5,5;1,66;Muy bueno / Oso ona
31/12/2024;21:00;5;38;30;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;151;80;1021,7;0,3;5,9;2,17;Muy bueno / Oso ona
31/12/2024;20:00;6;38;30;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;160;83;1021,4;0,3;6;2,71;Muy bueno / Oso ona
31/12/2024;19:00;7;43;32;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;143;84;1021,4;0,3;6,6;1,7;Muy bueno / Oso ona
31/12/2024;18:00;7;46;35;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;148;77;1020,9;0,5;8,3;1,34;Muy bueno / Oso ona
31/12/2024;17:00;6;42;34;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;144;64;1020,4;10,1;10,7;1,15;Muy bueno / Oso ona
31/12/2024;16:00;1;19;18;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;114;50;1020,4;23;13,7;0,76;Muy bueno / Oso ona
31/12/2024;15:00;4;30;23;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;260;51;1020,7;144,5;13,2;0,23;Muy bueno / Oso ona
31/12/2024;14:00;5;27;19;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;294;53;1021,1;454,5;12,7;0,37;Muy bueno / Oso ona
31/12/2024;13:00;3;20;15;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;153;56;1021,7;529,4;11,5;0,38;Muy bueno / Oso ona
31/12/2024;12:00;4;19;14;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;133;61;1022,3;508,4;9,3;1,54;Muy bueno / Oso ona
31/12/2024;11:00;8;31;19;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;123;68;1022,8;432,6;7,1;2;Muy bueno / Oso ona
31/12/2024;10:00;9;35;22;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;123;77;1022,9;60,1;4,6;2,12;Muy bueno / Oso ona
31/12/2024;09:00;14;46;25;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;98;86;1022,7;19,4;2,7;2,21;Muy bueno / Oso ona
31/12/2024;08:00;16;52;29;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;111;89;1022,6;3,5;2;1,84;Muy bueno / Oso ona
31/12/2024;07:00;15;51;28;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;101;90;1022,5;0,3;1,9;1,78;Muy bueno / Oso ona
31/12/2024;06:00;9;41;27;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;104;91;1022,4;0,3;2,1;1,49;Muy bueno / Oso ona
31/12/2024;05:00;5;33;26;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;101;90;1022,3;0,3;2,3;1,4;Muy bueno / Oso ona
31/12/2024;04:00;2;28;25;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;102;89;1022,3;0,3;2,7;1,35;Muy bueno / Oso ona
31/12/2024;03:00;1;26;24;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;96;88;1022,2;0,3;3;1,26;Muy bueno / Oso ona
31/12/2024;02:00;4;31;26;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;115;88;1022;0,3;3,3;1,3;Muy bueno / Oso ona
31/12/2024;01:00;5;35;26;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;108;87;1022,1;0,3;3,6;1,3;Muy bueno / Oso ona
30/12/2024;24:00;10;47;32;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;118;89;1022,1;0,3;3,9;1,42;Muy bueno / Oso ona
30/12/2024;23:00;12;50;33;Muy bueno / Oso ona;8;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;126;87;1022;0,3;4,3;1,45;Muy bueno / Oso ona
30/12/2024;22:00;17;60;35;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;124;86;1021,6;0,3;4,8;1,55;Muy bueno / Oso ona
30/12/2024;21:00;22;68;36;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;143;86;1021,3;0,3;5,2;1,82;Muy bueno / Oso ona
30/12/2024;20:00;13;53;33;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;149;84;1021;0,3;5,9;1,92;Muy bueno / Oso ona
30/12/2024;19:00;10;49;33;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;155;82;1020,5;0,3;6,8;2,2;Muy bueno / Oso ona
30/12/2024;18:00;3;35;30;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;145;74;1020,2;0,5;8,7;1,88;Muy bueno / Oso ona
30/12/2024;17:00;2;31;28;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;113;62;1019,8;9,5;10,6;1,19;Muy bueno / Oso ona
30/12/2024;16:00;2;23;20;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;125;53;1019,5;21,6;13,1;1,18;Muy bueno / Oso ona
30/12/2024;15:00;2;18;15;Muy bueno / Oso ona;9,33;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;99;54;1019,4;132,5;13;0,79;Muy bueno / Oso ona
30/12/2024;14:00;4;20;14;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;134;57;1020;451,4;12,1;1,34;Muy bueno / Oso ona
30/12/2024;13:00;4;20;14;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;118;58;1020,6;530,9;11,4;1,41;Muy bueno / Oso ona
30/12/2024;12:00;5;25;18;Muy bueno / Oso ona;9,75;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;141;61;1021,4;513,2;10,1;1,88;Muy bueno / Oso ona
30/12/2024;11:00;8;33;21;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;110;67;1022;437,5;8,6;1,55;Muy bueno / Oso ona
30/12/2024;10:00;6;31;22;Muy bueno / Oso ona;10,17;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;121;73;1021,8;54,5;6,8;2,25;Muy bueno / Oso ona
30/12/2024;09:00;12;47;29;Muy bueno / Oso ona;10,42;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;121;81;1021,4;17,8;5,3;1,86;Muy bueno / Oso ona
30/12/2024;08:00;20;65;35;Muy bueno / Oso ona;10,54;Muy bueno / Oso ona;8;Muy bueno / Oso ona;3;Muy bueno / Oso ona;93;88;1021,1;3,4;3,8;1,62;Muy bueno / Oso ona
30/12/2024;07:00;8;41;28;Muy bueno / Oso ona;10,63;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;117;91;1020,7;0,4;3,6;1,62;Muy bueno / Oso ona
30/12/2024;06:00;4;32;26;Muy bueno / Oso ona;10,79;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;139;93;1020,5;0,4;3,6;1,64;Muy bueno / Oso ona
30/12/2024;05:00;3;31;26;Muy bueno / Oso ona;11,04;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;143;95;1020,5;0,4;3,4;2;Muy bueno / Oso ona
30/12/2024;04:00;2;24;22;Muy bueno / Oso ona;11,29;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;126;96;1020,7;0,3;3,7;1,61;Muy bueno / Oso ona
30/12/2024;03:00;2;24;22;Muy bueno / Oso ona;11,46;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;111;95;1021;0,3;4;1,35;Muy bueno / Oso ona
30/12/2024;02:00;3;28;24;Muy bueno / Oso ona;11,58;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;104;95;1021,2;0,3;4,1;1,35;Muy bueno / Oso ona
30/12/2024;01:00;3;31;26;Muy bueno / Oso ona;11,75;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;121;93;1021,6;0,3;4,8;1,33;Muy bueno / Oso ona
29/12/2024;24:00;8;39;27;Muy bueno / Oso ona;11,92;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;122;92;1021,8;0,3;5,3;1,31;Muy bueno / Oso ona
29/12/2024;23:00;7;43;31;Muy bueno / Oso ona;12;Muy bueno / Oso ona;9;Muy bueno / Oso ona;3;Muy bueno / Oso ona;135;91;1021,5;0,3;6;1,32;Muy bueno / Oso ona
29/12/2024;22:00;10;50;35;Muy bueno / Oso ona;12,13;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;138;90;1021,6;0,3;6,4;1,44;Muy bueno / Oso ona
29/12/2024;21:00;10;51;36;Muy bueno / Oso ona;12,17;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;144;89;1021,4;0,3;7;1,63;Muy bueno / Oso ona
29/12/2024;20:00;13;57;37;Muy bueno / Oso ona;12,17;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;129;88;1021,1;0,3;7,7;1,44;Muy bueno / Oso ona
29/12/2024;19:00;7;50;39;Muy bueno / Oso ona;12,21;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;121;87;1020,9;0,3;8,4;1,24;Muy bueno / Oso ona
29/12/2024;18:00;7;53;42;Bueno / Ona;12,25;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;121;81;1020,6;0,4;10;0,64;Bueno / Ona
29/12/2024;17:00;1;36;34;Muy bueno / Oso ona;12,17;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;161;67;1020,2;11,4;12,8;0,15;Muy bueno / Oso ona
29/12/2024;16:00;1;13;13;Muy bueno / Oso ona;12,08;Muy bueno / Oso ona;9;Muy bueno / Oso ona;3;Muy bueno / Oso ona;229;59;1019,9;42,2;14,6;0,42;Muy bueno / Oso ona
29/12/2024;15:00;1;12;11;Muy bueno / Oso ona;12,13;Muy bueno / Oso ona;9;Muy bueno / Oso ona;3;Muy bueno / Oso ona;164;60;1020;140,6;14,2;0,94;Muy bueno / Oso ona
29/12/2024;14:00;1;11;10;Muy bueno / Oso ona;12,21;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;192;62;1020,5;447,6;13,7;0,79;Muy bueno / Oso ona
29/12/2024;13:00;1;13;12;Muy bueno / Oso ona;12,33;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;164;64;1021,2;525,1;12,9;0,96;Muy bueno / Oso ona
29/12/2024;12:00;5;26;19;Muy bueno / Oso ona;12,42;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;154;70;1022,1;501,7;11,5;1,54;Muy bueno / Oso ona
29/12/2024;11:00;6;28;19;Muy bueno / Oso ona;12,42;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;111;78;1022,6;419,1;9,6;1,04;Muy bueno / Oso ona
29/12/2024;10:00;11;38;22;Muy bueno / Oso ona;12,33;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;96;89;1022,6;56,6;6,9;1,26;Muy bueno / Oso ona
29/12/2024;09:00;7;34;23;Muy bueno / Oso ona;12,33;Muy bueno / Oso ona;9;Muy bueno / Oso ona;3;Muy bueno / Oso ona;112;92;1022,4;23,7;5,8;1,21;Muy bueno / Oso ona
29/12/2024;08:00;7;35;24;Muy bueno / Oso ona;12,33;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;132;96;1022;3,7;4,9;1,19;Muy bueno / Oso ona
29/12/2024;07:00;6;34;24;Muy bueno / Oso ona;12,29;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;124;95;1021,6;0,4;5,4;1,21;Muy bueno / Oso ona
29/12/2024;06:00;4;30;24;Muy bueno / Oso ona;12,13;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;126;95;1021,3;0,3;6;1,34;Muy bueno / Oso ona
29/12/2024;05:00;5;30;23;Muy bueno / Oso ona;11,88;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;133;95;1021,3;0,3;6,4;1,24;Muy bueno / Oso ona
29/12/2024;04:00;2;27;24;Muy bueno / Oso ona;11,58;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;134;95;1021,3;0,3;6,8;1,23;Muy bueno / Oso ona
29/12/2024;03:00;4;32;25;Muy bueno / Oso ona;11,33;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;118;91;1021,4;0,3;7,8;1,4;Muy bueno / Oso ona
29/12/2024;02:00;6;37;28;Muy bueno / Oso ona;11,08;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;116;90;1021,3;0,3;8,4;1,26;Muy bueno / Oso ona
29/12/2024;01:00;9;44;31;Muy bueno / Oso ona;10,75;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;121;89;1021,6;0,3;8,6;1,42;Muy bueno / Oso ona
28/12/2024;24:00;15;58;36;Muy bueno / Oso ona;10,46;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;128;87;1021,9;0,3;8,7;1,18;Muy bueno / Oso ona
28/12/2024;23:00;13;58;39;Muy bueno / Oso ona;10,21;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;141;87;1022;0,3;8,8;1,05;Muy bueno / Oso ona
28/12/2024;22:00;21;71;39;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;155;89;1022;0,3;8,5;1,34;Muy bueno / Oso ona
28/12/2024;21:00;10;52;37;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;145;88;1022,1;0,3;8,4;1,51;Muy bueno / Oso ona
28/12/2024;20:00;15;61;38;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;132;89;1022;0,3;8,2;1,04;Muy bueno / Oso ona
28/12/2024;19:00;32;99;50;Bueno / Ona;9,46;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;125;86;1021,5;0,3;9,3;0,56;Bueno / Ona
28/12/2024;18:00;2;39;36;Muy bueno / Oso ona;9,29;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;335;79;1020,9;0,4;11;0,5;Muy bueno / Oso ona
28/12/2024;17:00;1;27;26;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;306;71;1020,4;10,6;12,2;1,24;Muy bueno / Oso ona
28/12/2024;16:00;1;14;13;Muy bueno / Oso ona;9;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;312;63;1020;28,8;13,9;1,99;Muy bueno / Oso ona
28/12/2024;15:00;4;31;24;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;290;58;1019,8;119,8;14,2;1,7;Muy bueno / Oso ona
28/12/2024;14:00;5;31;23;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;293;56;1019,9;448,1;14,3;1,24;Muy bueno / Oso ona
28/12/2024;13:00;5;29;21;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;23;56;1020,4;533,2;14,6;0,29;Muy bueno / Oso ona
28/12/2024;12:00;6;33;24;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;314;58;1021,4;514,5;14;0,27;Muy bueno / Oso ona
28/12/2024;11:00;5;28;20;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;123;64;1021,8;429,1;12;0,55;Muy bueno / Oso ona
28/12/2024;10:00;4;29;23;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;115;72;1021,7;51,4;9,6;1,1;Muy bueno / Oso ona
28/12/2024;09:00;6;43;33;Muy bueno / Oso ona;8,38;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;129;80;1021,3;21,2;7,6;1,11;Muy bueno / Oso ona
28/12/2024;08:00;1;30;29;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;135;79;1020,8;3,7;7,4;1,3;Muy bueno / Oso ona
28/12/2024;07:00;1;24;24;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;110;75;1020,4;0,3;8;1,41;Muy bueno / Oso ona
28/12/2024;06:00;0;22;21;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;94;81;1020,2;0,3;7;1,39;Muy bueno / Oso ona
28/12/2024;05:00;0;20;20;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;121;78;1020,2;0,3;7,9;1,66;Muy bueno / Oso ona
28/12/2024;04:00;0;16;16;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;115;73;1020,1;0,3;8,9;1,81;Muy bueno / Oso ona
28/12/2024;03:00;;15;;Sin datos / Daturik gabe;7,88;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;119;69;1020;0,3;10,3;1,81;Muy bueno / Oso ona
28/12/2024;02:00;;14;;Sin datos / Daturik gabe;7,75;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;94;66;1019,9;0,3;10,9;1,8;Muy bueno / Oso ona
28/12/2024;01:00;0;17;17;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;88;68;1020,1;0,3;10,5;2,23;Muy bueno / Oso ona
27/12/2024;24:00;0;21;20;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;91;67;1020,2;0,3;10,7;2,32;Muy bueno / Oso ona
27/12/2024;23:00;0;24;24;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;89;66;1020;0,3;11,1;2,72;Muy bueno / Oso ona
27/12/2024;22:00;1;30;29;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;90;68;1019,8;0,3;11,2;2,35;Muy bueno / Oso ona
27/12/2024;21:00;4;45;39;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;87;73;1019,9;0,3;11;1,53;Muy bueno / Oso ona
27/12/2024;20:00;9;59;45;Bueno / Ona;8,58;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;102;76;1019,7;0,3;11;1,11;Bueno / Ona
27/12/2024;19:00;11;61;45;Bueno / Ona;8,88;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;100;75;1019,4;0,3;11,7;1,1;Bueno / Ona
27/12/2024;18:00;8;60;48;Bueno / Ona;9,13;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;94;69;1018,9;0,4;13;1,11;Bueno / Ona
27/12/2024;17:00;1;28;27;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;98;59;1018,4;9,4;14,9;1,29;Muy bueno / Oso ona
27/12/2024;16:00;1;20;19;Muy bueno / Oso ona;10,13;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;99;55;1018,1;23,1;16,4;1,19;Muy bueno / Oso ona
27/12/2024;15:00;1;14;13;Muy bueno / Oso ona;10,58;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;151;55;1018,4;109,1;16,2;1,61;Muy bueno / Oso ona
27/12/2024;14:00;1;12;11;Muy bueno / Oso ona;10,88;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;174;58;1018,9;445,5;15,7;2,04;Muy bueno / Oso ona
27/12/2024;13:00;2;16;14;Muy bueno / Oso ona;11,13;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;163;60;1019,8;524,1;15,6;1,61;Muy bueno / Oso ona
27/12/2024;12:00;3;18;14;Muy bueno / Oso ona;11,29;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;165;63;1020,5;501,8;14,8;2,07;Muy bueno / Oso ona
27/12/2024;11:00;19;58;30;Muy bueno / Oso ona;11,25;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;118;70;1020,8;413;13,2;1,11;Muy bueno / Oso ona
27/12/2024;10:00;40;96;35;Muy bueno / Oso ona;11;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;106;87;1020,7;48,7;9,2;0,65;Muy bueno / Oso ona
27/12/2024;09:00;38;93;35;Muy bueno / Oso ona;10,67;Muy bueno / Oso ona;7;Muy bueno / Oso ona;4;Muy bueno / Oso ona;125;91;1020,4;20,3;7,7;0,73;Muy bueno / Oso ona
27/12/2024;08:00;27;78;38;Muy bueno / Oso ona;10,38;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;124;91;1020,1;3,7;7,3;1,03;Muy bueno / Oso ona
27/12/2024;07:00;15;55;32;Muy bueno / Oso ona;10,25;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;117;93;1019,8;0,4;7;0,86;Muy bueno / Oso ona
27/12/2024;06:00;5;36;29;Muy bueno / Oso ona;10,38;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;138;92;1019,6;0,4;7,4;1,29;Muy bueno / Oso ona
27/12/2024;05:00;2;26;23;Muy bueno / Oso ona;10,54;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;133;92;1019,6;0,4;7,4;1,74;Muy bueno / Oso ona
27/12/2024;04:00;1;20;19;Muy bueno / Oso ona;10,67;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;151;95;1019,6;0,4;7;1,48;Muy bueno / Oso ona
27/12/2024;03:00;1;21;20;Muy bueno / Oso ona;10,83;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;143;95;1019,7;0,3;7,6;1,25;Muy bueno / Oso ona
27/12/2024;02:00;1;23;22;Muy bueno / Oso ona;10,83;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;147;98;1019,6;0,3;7,3;1,6;Muy bueno / Oso ona
27/12/2024;01:00;1;25;24;Muy bueno / Oso ona;10,71;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;152;100;1019,7;0,3;7,3;1,9;Muy bueno / Oso ona
26/12/2024;24:00;3;29;25;Muy bueno / Oso ona;10,46;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;162;100;1020;0,3;7,5;1,75;Muy bueno / Oso ona
26/12/2024;23:00;6;36;26;Muy bueno / Oso ona;10,33;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;159;100;1020,2;0,3;7,7;1,86;Muy bueno / Oso ona
26/12/2024;22:00;12;47;29;Muy bueno / Oso ona;10,17;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;160;98;1020,1;0,3;8,4;1,07;Muy bueno / Oso ona
