Date;Hour  (GMT);Benceno (µg/m3);CO (mg/m3);NOX (µg/m3);NO2;NO2 - ICA;O3 (µg/m3);OZONO;O3 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
31/12/2024;24:00;0,48;0,24;32;26;Muy bueno / Oso ona;31;31;Muy bueno / Oso ona;10,96;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;23:00;0,43;0,24;27;26;Muy bueno / Oso ona;32;32;Muy bueno / Oso ona;9,25;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;22:00;0,44;0,3;46;36;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;21:00;0,42;0,28;42;33;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;9;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;20:00;0,42;0,32;64;37;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;19:00;0,54;0,31;77;34;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;18:00;0,5;0,23;57;35;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;17:00;0,78;0,24;60;40;Muy bueno / Oso ona;20;20;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;9;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;16:00;0,49;0,21;41;31;Muy bueno / Oso ona;37;37;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;14;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;15:00;0,47;0,21;42;28;Muy bueno / Oso ona;41;41;Muy bueno / Oso ona;9,33;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;11;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;14:00;0,72;0,27;43;25;Muy bueno / Oso ona;43;43;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;10;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;13:00;0,3;0,24;39;22;Muy bueno / Oso ona;42;42;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;12:00;0,22;0,21;25;16;Muy bueno / Oso ona;46;46;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;11:00;0,23;0,2;31;18;Muy bueno / Oso ona;39;39;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;10:00;0,21;0,19;33;20;Muy bueno / Oso ona;34;34;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;09:00;0,2;0,17;32;24;Muy bueno / Oso ona;28;28;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;08:00;0,18;0,14;35;27;Muy bueno / Oso ona;22;22;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;07:00;0,19;0,17;29;24;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;06:00;0,19;0,16;28;22;Muy bueno / Oso ona;22;22;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;05:00;0,18;0,19;21;20;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;04:00;0,18;0,19;18;18;Muy bueno / Oso ona;25;25;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;03:00;0,19;0,18;15;15;Muy bueno / Oso ona;29;29;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;02:00;0,24;0,19;19;18;Muy bueno / Oso ona;25;25;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;01:00;0,28;0,22;25;22;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;8,46;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;24:00;0,38;0,26;36;27;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;23:00;0,5;0,3;51;31;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;22:00;0,55;0,32;71;34;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;21:00;0,49;0,34;79;33;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;20:00;0,55;0,27;56;27;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;19:00;0,38;0,26;67;27;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;18:00;0,57;0,28;62;30;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;17:00;0,91;0,34;58;32;Muy bueno / Oso ona;20;20;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;16:00;0,19;0,09;24;19;Muy bueno / Oso ona;41;41;Muy bueno / Oso ona;8,17;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;15:00;0,15;0,1;12;10;Muy bueno / Oso ona;53;53;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;14:00;0,21;0,28;25;16;Muy bueno / Oso ona;44;44;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;13:00;0,2;0,33;16;10;Muy bueno / Oso ona;49;49;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;12:00;0,23;0,32;29;16;Muy bueno / Oso ona;43;43;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;11:00;0,27;0,35;35;19;Muy bueno / Oso ona;36;36;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;10:00;0,18;0,36;40;22;Muy bueno / Oso ona;32;32;Muy bueno / Oso ona;9,08;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;09:00;0,19;0,33;30;22;Muy bueno / Oso ona;31;31;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;08:00;0,21;0,35;26;21;Muy bueno / Oso ona;31;31;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;07:00;0,2;0,34;28;24;Muy bueno / Oso ona;26;26;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;06:00;0,15;0,33;24;21;Muy bueno / Oso ona;27;27;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;05:00;0,15;0,32;17;17;Muy bueno / Oso ona;31;31;Muy bueno / Oso ona;10,08;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;04:00;0,14;0,33;14;14;Muy bueno / Oso ona;31;31;Muy bueno / Oso ona;10,29;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;03:00;0,16;0,35;16;16;Muy bueno / Oso ona;28;28;Muy bueno / Oso ona;10,54;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;02:00;0,18;0,37;17;17;Muy bueno / Oso ona;26;26;Muy bueno / Oso ona;10,67;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;01:00;0,21;0,37;19;19;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;10,71;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;24:00;0,25;0,37;23;22;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;10,79;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;23:00;0,39;0,4;30;27;Muy bueno / Oso ona;21;21;Muy bueno / Oso ona;11;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;22:00;0,45;0,47;50;32;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;11,25;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;21:00;0,51;0,51;66;36;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;11,38;Muy bueno / Oso ona;9;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;20:00;0,42;0,47;47;29;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;11,46;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;19:00;0,38;0,4;39;27;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;11,46;Muy bueno / Oso ona;9;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;18:00;0,31;0,34;34;27;Muy bueno / Oso ona;22;22;Muy bueno / Oso ona;11,38;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;17:00;0,37;0,32;45;36;Muy bueno / Oso ona;28;28;Muy bueno / Oso ona;11,46;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;16:00;0,14;0,27;22;19;Muy bueno / Oso ona;55;55;Muy bueno / Oso ona;11,29;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;15:00;0,17;0,26;15;12;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;11,29;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;14:00;0,2;0,36;25;17;Muy bueno / Oso ona;50;50;Muy bueno / Oso ona;11,38;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;13:00;0,24;0,42;27;19;Muy bueno / Oso ona;47;47;Muy bueno / Oso ona;11,38;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;12:00;0,22;0,43;24;15;Muy bueno / Oso ona;45;45;Muy bueno / Oso ona;11,33;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;11:00;0,19;0,42;28;18;Muy bueno / Oso ona;39;39;Muy bueno / Oso ona;11,38;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;10:00;0,17;0,4;25;17;Muy bueno / Oso ona;34;34;Muy bueno / Oso ona;11,38;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;09:00;0,16;0,39;25;19;Muy bueno / Oso ona;27;27;Muy bueno / Oso ona;11,33;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;08:00;0,18;0,39;25;22;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;11,29;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;07:00;0,22;0,39;26;21;Muy bueno / Oso ona;21;21;Muy bueno / Oso ona;11,21;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;06:00;0,25;0,4;30;22;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;11,17;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;05:00;0,25;0,36;25;22;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;11,08;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;04:00;0,29;0,38;25;20;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;10,96;Muy bueno / Oso ona;8,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;03:00;0,25;0,34;24;18;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;10,83;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;02:00;0,28;0,33;24;18;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;10,83;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;01:00;0,4;0,29;20;18;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;10,83;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;24:00;0,49;0,38;60;32;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;10,75;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;23:00;0,53;0,38;55;35;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;10,46;Muy bueno / Oso ona;8;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;22:00;0,56;0,37;59;37;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;10,08;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;21:00;0,55;0,39;73;40;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;20:00;0,4;0,32;60;35;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;19:00;0,29;0,24;48;34;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;18:00;0,27;0,15;49;38;Muy bueno / Oso ona;21;21;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;17:00;0,86;0,12;51;40;Muy bueno / Oso ona;31;31;Muy bueno / Oso ona;9,5;Muy bueno / Oso ona;7;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;16:00;0,16;0,04;17;14;Muy bueno / Oso ona;56;56;Muy bueno / Oso ona;9,25;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;15:00;0,18;0,12;20;14;Muy bueno / Oso ona;57;57;Muy bueno / Oso ona;9,04;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;14:00;0,29;0,36;37;22;Muy bueno / Oso ona;45;45;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;19;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;13:00;0,22;0,4;30;18;Muy bueno / Oso ona;48;48;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;12:00;0,21;0,41;28;18;Muy bueno / Oso ona;46;46;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;11:00;0,22;0,43;34;22;Muy bueno / Oso ona;41;41;Muy bueno / Oso ona;8,38;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;10:00;0,2;0,44;26;18;Muy bueno / Oso ona;44;44;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;09:00;0,16;0,42;24;20;Muy bueno / Oso ona;41;41;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;08:00;0,14;0,4;21;20;Muy bueno / Oso ona;42;42;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;07:00;0,13;0,38;23;23;Muy bueno / Oso ona;40;40;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;06:00;0,12;0,37;21;20;Muy bueno / Oso ona;41;41;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;05:00;0,1;0,36;6;6;Muy bueno / Oso ona;56;56;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;04:00;0,1;0,34;3;3;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;03:00;0,12;0,34;3;3;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;02:00;0,12;0,35;4;4;Muy bueno / Oso ona;60;60;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;01:00;0,1;0,36;3;3;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;6,75;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;24:00;0,1;0,35;7;5;Muy bueno / Oso ona;65;65;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;23:00;0,24;0,37;5;5;Muy bueno / Oso ona;66;66;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;22:00;0,41;0,41;20;17;Muy bueno / Oso ona;50;50;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;21:00;0,38;0,44;30;26;Muy bueno / Oso ona;32;32;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;20:00;0,29;0,46;30;28;Muy bueno / Oso ona;30;30;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;19:00;0,63;0,39;38;31;Muy bueno / Oso ona;21;21;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;18:00;0,22;0,35;27;23;Muy bueno / Oso ona;33;33;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;17:00;0,13;0,26;13;12;Muy bueno / Oso ona;51;51;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;16:00;0,12;0,25;11;10;Muy bueno / Oso ona;55;55;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;15:00;0,17;0,26;9;8;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;9,29;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;14:00;0,1;0,16;10;7;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;9,54;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;13:00;0,12;0,21;11;8;Muy bueno / Oso ona;56;56;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;12:00;0,1;0,22;11;9;Muy bueno / Oso ona;57;57;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;11:00;0,18;0,28;14;11;Muy bueno / Oso ona;54;54;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;7;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;10:00;0,45;0,34;31;21;Muy bueno / Oso ona;44;44;Muy bueno / Oso ona;10,13;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;09:00;0,34;0,39;61;39;Muy bueno / Oso ona;23;23;Muy bueno / Oso ona;10,21;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;08:00;0,1;0,29;16;15;Muy bueno / Oso ona;55;55;Muy bueno / Oso ona;10,25;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;07:00;0,15;0,29;11;10;Muy bueno / Oso ona;58;58;Muy bueno / Oso ona;10,5;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;06:00;0,11;0,28;16;14;Muy bueno / Oso ona;48;48;Muy bueno / Oso ona;10,75;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;05:00;0,06;0,25;3;3;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;10,96;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;04:00;0,1;0,27;6;6;Muy bueno / Oso ona;54;54;Muy bueno / Oso ona;11,13;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;03:00;0,12;0,27;6;6;Muy bueno / Oso ona;51;51;Muy bueno / Oso ona;11,29;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;02:00;0,16;0,28;7;7;Muy bueno / Oso ona;49;49;Muy bueno / Oso ona;11,46;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;01:00;0,19;0,31;14;14;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;11,25;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
