Date;Hour  (GMT);Benceno (µg/m3);CO (mg/m3);NOX (µg/m3);NO2;NO2 - ICA;O3 (µg/m3);OZONO;O3 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
16/07/2024;23:00;0,06;0,22;7;7;Muy bueno / Oso ona;71;71;Muy bueno / Oso ona;14,63;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;22:00;0,02;0,21;9;9;Muy bueno / Oso ona;72;72;Muy bueno / Oso ona;15,67;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;21:00;0,02;0,19;6;5;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;16,04;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;20:00;0,05;0,21;5;5;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;16,04;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;19:00;0,03;0,18;5;5;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;16,04;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;18:00;0,11;0,14;6;5;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;16,08;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;17:00;0,19;0,15;7;6;Muy bueno / Oso ona;75;75;Muy bueno / Oso ona;16,13;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;16:00;0,13;0,12;8;7;Muy bueno / Oso ona;76;76;Muy bueno / Oso ona;16,13;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;15:00;0,09;0,14;8;6;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;15,96;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;14:00;0,05;0,12;7;6;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;16,04;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;13:00;0,08;0,15;8;7;Muy bueno / Oso ona;82;82;Bueno / Ona;16,04;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Bueno / Ona
16/07/2024;12:00;0,09;0,15;9;6;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;16,04;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;11:00;0,14;0,16;11;9;Muy bueno / Oso ona;74;74;Muy bueno / Oso ona;16;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;10:00;0,15;0,27;20;14;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;15,92;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;09:00;0,37;0,34;36;26;Muy bueno / Oso ona;43;43;Muy bueno / Oso ona;15,79;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;08:00;0,24;0,39;59;30;Muy bueno / Oso ona;22;22;Muy bueno / Oso ona;15,88;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;07:00;0,17;0,36;49;26;Muy bueno / Oso ona;20;20;Muy bueno / Oso ona;15,33;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;06:00;0,27;0,43;65;28;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;15,04;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;05:00;0,18;0,39;56;29;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;15,25;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;04:00;0,15;0,37;40;30;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;15,71;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;03:00;0,15;0,36;30;28;Muy bueno / Oso ona;20;20;Muy bueno / Oso ona;16;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;02:00;0,14;0,33;29;28;Muy bueno / Oso ona;21;21;Muy bueno / Oso ona;16,25;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
16/07/2024;01:00;0,1;0,31;19;19;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;16,46;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/07/2024;24:00;0,09;0,26;13;13;Muy bueno / Oso ona;45;45;Muy bueno / Oso ona;16,75;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
15/07/2024;23:00;0,12;0,16;14;13;Muy bueno / Oso ona;44;44;Muy bueno / Oso ona;17,13;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
15/07/2024;22:00;0,12;0,24;16;15;Muy bueno / Oso ona;47;47;Muy bueno / Oso ona;16,33;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
15/07/2024;21:00;0,1;0,21;17;15;Muy bueno / Oso ona;58;58;Muy bueno / Oso ona;16,13;Muy bueno / Oso ona;9,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
15/07/2024;20:00;0,07;0,19;10;10;Muy bueno / Oso ona;69;69;Muy bueno / Oso ona;16,46;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
15/07/2024;19:00;0,06;0,16;7;6;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;16,67;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
15/07/2024;18:00;0,06;0,16;5;5;Muy bueno / Oso ona;81;81;Bueno / Ona;16,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Bueno / Ona
15/07/2024;17:00;0,06;0,16;5;4;Muy bueno / Oso ona;82;82;Bueno / Ona;17;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Bueno / Ona
15/07/2024;16:00;0,04;0,13;6;5;Muy bueno / Oso ona;81;81;Bueno / Ona;17,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Bueno / Ona
15/07/2024;15:00;0,09;0,16;7;6;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;17,13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
15/07/2024;14:00;0,11;0,32;6;5;Muy bueno / Oso ona;83;83;Bueno / Ona;17;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Bueno / Ona
15/07/2024;13:00;0,11;0,34;7;6;Muy bueno / Oso ona;83;83;Bueno / Ona;16,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Bueno / Ona
15/07/2024;12:00;0,05;0,37;5;4;Muy bueno / Oso ona;85;85;Bueno / Ona;17;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Bueno / Ona
15/07/2024;11:00;0,05;0,37;10;9;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;17,08;Muy bueno / Oso ona;11,08;Bueno / Ona;5;Muy bueno / Oso ona;Bueno / Ona
15/07/2024;10:00;0,05;0,42;14;10;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;17,25;Muy bueno / Oso ona;11,33;Bueno / Ona;4;Muy bueno / Oso ona;Bueno / Ona
15/07/2024;09:00;0,07;0,44;16;12;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;17,38;Muy bueno / Oso ona;11,54;Bueno / Ona;5;Muy bueno / Oso ona;Bueno / Ona
15/07/2024;08:00;0,16;0,45;27;22;Muy bueno / Oso ona;44;44;Muy bueno / Oso ona;17,17;Muy bueno / Oso ona;11,63;Bueno / Ona;6;Muy bueno / Oso ona;Bueno / Ona
15/07/2024;07:00;0,08;0,41;22;18;Muy bueno / Oso ona;46;46;Muy bueno / Oso ona;17,21;Muy bueno / Oso ona;11,83;Bueno / Ona;7;Muy bueno / Oso ona;Bueno / Ona
15/07/2024;06:00;0,22;0,53;43;23;Muy bueno / Oso ona;28;28;Muy bueno / Oso ona;17,04;Muy bueno / Oso ona;11,96;Bueno / Ona;8;Muy bueno / Oso ona;Bueno / Ona
15/07/2024;05:00;0,15;0,58;51;28;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;16,63;Muy bueno / Oso ona;11,71;Bueno / Ona;7;Muy bueno / Oso ona;Bueno / Ona
15/07/2024;04:00;0,15;0,52;37;28;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;16,04;Muy bueno / Oso ona;11,33;Bueno / Ona;6;Muy bueno / Oso ona;Bueno / Ona
15/07/2024;03:00;0,18;0,57;34;28;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;15,67;Muy bueno / Oso ona;11;Bueno / Ona;5;Muy bueno / Oso ona;Bueno / Ona
15/07/2024;02:00;0,18;0,58;33;29;Muy bueno / Oso ona;20;20;Muy bueno / Oso ona;15,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;4;Muy bueno / Oso ona;Muy bueno / Oso ona
15/07/2024;01:00;0,16;0,56;23;22;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;14,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;24:00;0,12;0,52;22;21;Muy bueno / Oso ona;30;30;Muy bueno / Oso ona;14,33;Muy bueno / Oso ona;9,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;23:00;0,2;0,5;21;20;Muy bueno / Oso ona;28;28;Muy bueno / Oso ona;13,92;Muy bueno / Oso ona;9,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;22:00;0,16;0,5;21;19;Muy bueno / Oso ona;34;34;Muy bueno / Oso ona;13,5;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;21:00;0,12;0,48;24;19;Muy bueno / Oso ona;47;47;Muy bueno / Oso ona;13,04;Muy bueno / Oso ona;8,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;20:00;0,11;0,41;11;10;Muy bueno / Oso ona;68;68;Muy bueno / Oso ona;12,75;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;19:00;0,14;0,4;9;8;Muy bueno / Oso ona;76;76;Muy bueno / Oso ona;12,75;Muy bueno / Oso ona;8,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;18:00;0,04;0,38;8;6;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;12,58;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;17:00;0,05;0,37;4;4;Muy bueno / Oso ona;78;78;Muy bueno / Oso ona;12,38;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;16:00;0,07;0,37;4;4;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;12,17;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;15:00;0,05;0,36;4;3;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;11,92;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;14:00;0,05;0,37;6;4;Muy bueno / Oso ona;83;83;Bueno / Ona;11,67;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Bueno / Ona
14/07/2024;13:00;0,22;0,4;10;9;Muy bueno / Oso ona;81;81;Bueno / Ona;11,42;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
14/07/2024;12:00;0,17;0,41;10;8;Muy bueno / Oso ona;87;87;Bueno / Ona;11,13;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Bueno / Ona
14/07/2024;11:00;0,17;0,44;23;17;Muy bueno / Oso ona;57;57;Muy bueno / Oso ona;10,79;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;12;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;10:00;0,22;0,47;25;17;Muy bueno / Oso ona;51;51;Muy bueno / Oso ona;10,38;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;16;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;09:00;0,35;0,47;26;18;Muy bueno / Oso ona;48;48;Muy bueno / Oso ona;10,04;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;16;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;08:00;0,31;0,48;18;12;Muy bueno / Oso ona;45;45;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;07:00;0,11;0,44;11;9;Muy bueno / Oso ona;39;39;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;06:00;0,12;0,43;12;10;Muy bueno / Oso ona;36;36;Muy bueno / Oso ona;9,88;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;05:00;0,11;0,48;40;28;Muy bueno / Oso ona;21;21;Muy bueno / Oso ona;10;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;04:00;0,09;0,47;27;24;Muy bueno / Oso ona;26;26;Muy bueno / Oso ona;10;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;03:00;0,08;0,42;14;14;Muy bueno / Oso ona;43;43;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;02:00;0,1;0,39;9;8;Muy bueno / Oso ona;48;48;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
14/07/2024;01:00;0,06;0,4;9;9;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;9,92;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
13/07/2024;24:00;0,06;0,38;10;10;Muy bueno / Oso ona;49;49;Muy bueno / Oso ona;10,17;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
13/07/2024;23:00;0,05;0,37;8;8;Muy bueno / Oso ona;59;59;Muy bueno / Oso ona;10,25;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
13/07/2024;22:00;0,05;0,35;6;6;Muy bueno / Oso ona;70;70;Muy bueno / Oso ona;10,42;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
13/07/2024;21:00;0,08;0,34;7;5;Muy bueno / Oso ona;77;77;Muy bueno / Oso ona;10,54;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
13/07/2024;20:00;0,16;0,34;4;4;Muy bueno / Oso ona;82;82;Bueno / Ona;10,46;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
13/07/2024;19:00;0,13;0,33;6;3;Muy bueno / Oso ona;86;86;Bueno / Ona;10,21;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
13/07/2024;18:00;0,03;0,29;5;3;Muy bueno / Oso ona;88;88;Bueno / Ona;10,08;Muy bueno / Oso ona;5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
13/07/2024;17:00;0,05;0,29;5;4;Muy bueno / Oso ona;88;88;Bueno / Ona;10,13;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
13/07/2024;16:00;0,05;0,28;3;2;Muy bueno / Oso ona;86;86;Bueno / Ona;10,17;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
13/07/2024;15:00;0,03;0,26;4;3;Muy bueno / Oso ona;86;86;Bueno / Ona;10,25;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
13/07/2024;14:00;0,06;0,27;4;3;Muy bueno / Oso ona;87;87;Bueno / Ona;10,38;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
13/07/2024;13:00;0,03;0,29;5;4;Muy bueno / Oso ona;85;85;Bueno / Ona;10,5;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
13/07/2024;12:00;0,03;0,32;4;3;Muy bueno / Oso ona;85;85;Bueno / Ona;10,67;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
13/07/2024;11:00;0,04;0,35;4;3;Muy bueno / Oso ona;83;83;Bueno / Ona;10,83;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Bueno / Ona
13/07/2024;10:00;0,06;0,41;10;5;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;10,92;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
13/07/2024;09:00;0,13;0,49;17;12;Muy bueno / Oso ona;58;58;Muy bueno / Oso ona;10,88;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
13/07/2024;08:00;0,13;0,55;37;20;Muy bueno / Oso ona;33;33;Muy bueno / Oso ona;10,75;Muy bueno / Oso ona;5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
13/07/2024;07:00;0,17;0,5;21;13;Muy bueno / Oso ona;30;30;Muy bueno / Oso ona;10,54;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
13/07/2024;06:00;0,17;0,53;34;23;Muy bueno / Oso ona;21;21;Muy bueno / Oso ona;10,38;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/07/2024;05:00;0,1;0,52;36;24;Muy bueno / Oso ona;21;21;Muy bueno / Oso ona;10,08;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
13/07/2024;04:00;0,07;0,49;12;11;Muy bueno / Oso ona;38;38;Muy bueno / Oso ona;9,75;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/07/2024;03:00;0,08;0,49;8;8;Muy bueno / Oso ona;37;37;Muy bueno / Oso ona;9,54;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/07/2024;02:00;0,1;0,48;8;8;Muy bueno / Oso ona;39;39;Muy bueno / Oso ona;9,29;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
13/07/2024;01:00;0,06;0,47;8;8;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;9;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;24:00;0,06;0,45;9;8;Muy bueno / Oso ona;49;49;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;3,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;23:00;0,06;0,43;10;10;Muy bueno / Oso ona;50;50;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;22:00;0,11;0,45;14;13;Muy bueno / Oso ona;48;48;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;3,75;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;21:00;0,04;0,39;13;12;Muy bueno / Oso ona;67;67;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;20:00;0,03;0,37;4;4;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;19:00;0,1;0,35;5;5;Muy bueno / Oso ona;81;81;Bueno / Ona;7,54;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Bueno / Ona
12/07/2024;18:00;0,24;0,35;8;6;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;17:00;0,17;0,38;6;6;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;16:00;0,29;0,4;7;6;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;15:00;0,26;0,41;7;6;Muy bueno / Oso ona;80;80;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;3,75;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;14:00;0,21;0,43;7;6;Muy bueno / Oso ona;82;82;Bueno / Ona;7,67;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Bueno / Ona
12/07/2024;13:00;0,36;0,5;19;14;Muy bueno / Oso ona;73;73;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;12:00;0,22;0,48;10;9;Muy bueno / Oso ona;79;79;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;11:00;0,64;0,53;28;23;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;10:00;0,46;0,54;23;20;Muy bueno / Oso ona;70;70;Muy bueno / Oso ona;9,38;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;09:00;0,45;0,53;27;23;Muy bueno / Oso ona;66;66;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;08:00;0,17;0,51;15;14;Muy bueno / Oso ona;75;75;Muy bueno / Oso ona;10,67;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;07:00;0,76;0,5;24;21;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;10,96;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;06:00;0,78;0,5;21;20;Muy bueno / Oso ona;63;63;Muy bueno / Oso ona;11,38;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;05:00;0,43;0,49;27;19;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;11,88;Muy bueno / Oso ona;7;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;04:00;0,4;0,48;10;8;Muy bueno / Oso ona;72;72;Muy bueno / Oso ona;12,38;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;03:00;0,35;0,44;5;5;Muy bueno / Oso ona;75;75;Muy bueno / Oso ona;12,96;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;02:00;0,38;0,41;6;6;Muy bueno / Oso ona;75;75;Muy bueno / Oso ona;13,46;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
12/07/2024;01:00;0,16;0,44;4;4;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;14;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
11/07/2024;24:00;0,11;0,44;5;5;Muy bueno / Oso ona;62;62;Muy bueno / Oso ona;14,58;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/07/2024;23:00;0,06;0,44;9;9;Muy bueno / Oso ona;61;61;Muy bueno / Oso ona;15,17;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
11/07/2024;22:00;0,06;0,44;11;11;Muy bueno / Oso ona;64;64;Muy bueno / Oso ona;15,46;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;Muy bueno / Oso ona
11/07/2024;21:00;0,05;0,42;8;8;Muy bueno / Oso ona;72;72;Muy bueno / Oso ona;15,67;Muy bueno / Oso ona;;Sin datos / Daturik gabe;3;Muy bueno / Oso ona;Muy bueno / Oso ona
