Date;Hour  (GMT);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;O3 (µg/m3);OZONO;O3 - ICA;O3 8h (µg/m3);PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
24/10/2024;10:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;14,92;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
24/10/2024;09:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;15,38;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
24/10/2024;08:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;15,96;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
24/10/2024;07:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;16,46;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
24/10/2024;06:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;16,71;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
24/10/2024;05:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;17,08;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
24/10/2024;04:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;17,54;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
24/10/2024;03:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;18;Muy bueno / Oso ona;8,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
24/10/2024;02:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;18,58;Muy bueno / Oso ona;9,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
24/10/2024;01:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;19,08;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;24:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;19,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;23:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;18,88;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;22:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;18,29;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;21:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;17,25;Muy bueno / Oso ona;9,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;20:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;16,75;Muy bueno / Oso ona;9,17;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;19:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;16,04;Muy bueno / Oso ona;8,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;18:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;15,38;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;17:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;15,29;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;16:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;15,25;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;15:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;15,29;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;14:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;15;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;13:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;14,88;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;12:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;14,88;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;11:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;14,79;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;10:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;14,79;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;09:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;14,57;Muy bueno / Oso ona;8,43;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;08:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;14,14;Muy bueno / Oso ona;8,41;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;07:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;13,59;Muy bueno / Oso ona;8,09;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;06:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;13,14;Muy bueno / Oso ona;7,86;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;05:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;12,73;Muy bueno / Oso ona;7,64;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;04:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;12,45;Muy bueno / Oso ona;7,36;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;03:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;11,82;Muy bueno / Oso ona;6,91;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;02:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;10,95;Muy bueno / Oso ona;6,27;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
23/10/2024;01:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,77;Muy bueno / Oso ona;5,41;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;24:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,05;Muy bueno / Oso ona;4,91;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;23:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8,91;Muy bueno / Oso ona;4,91;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;22:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,23;Muy bueno / Oso ona;5,32;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;21:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,18;Muy bueno / Oso ona;5,32;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;20:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,45;Muy bueno / Oso ona;5,41;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;19:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,73;Muy bueno / Oso ona;5,55;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;18:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,82;Muy bueno / Oso ona;5,59;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;17:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,77;Muy bueno / Oso ona;5,59;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;16:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,95;Muy bueno / Oso ona;5,64;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;15:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;10,23;Muy bueno / Oso ona;5,77;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;14:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;10,59;Muy bueno / Oso ona;5,91;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;13:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;11,14;Muy bueno / Oso ona;6,14;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;12:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;11,32;Muy bueno / Oso ona;6,23;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;11:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;11,45;Muy bueno / Oso ona;6,32;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;10:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;11,23;Muy bueno / Oso ona;6,23;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;09:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;11,17;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;08:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;11,83;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;07:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;12,46;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;06:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;12,83;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;05:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;12,88;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;04:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;12,67;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;03:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;12,92;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;02:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;13,33;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
22/10/2024;01:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;13,75;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;24:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;13,96;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;23:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;14,08;Muy bueno / Oso ona;6,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;22:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;13,88;Muy bueno / Oso ona;6,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;21:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;14,04;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;20:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;14,04;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;19:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;14,04;Muy bueno / Oso ona;6,5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;18:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;14,13;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;17:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;14,38;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;16:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;14,5;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;15:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;14,38;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;14:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;13,96;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;13:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;13,46;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;12:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;13,29;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;11:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;13,17;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;10:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;13,04;Muy bueno / Oso ona;6,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;09:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;12,83;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;08:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;11,92;Muy bueno / Oso ona;5,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;07:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;11;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;06:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;10,5;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;05:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;10,29;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;04:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;10,17;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;03:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,83;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;02:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,33;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
21/10/2024;01:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8,92;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;24:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8,46;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;23:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;22:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;7,54;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;21:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;7,33;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;20:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;7,38;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;19:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;7,42;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;18:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;7,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;17:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;7,42;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;16:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;7,17;Muy bueno / Oso ona;3,96;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;15:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;7;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;14:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;7,13;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;13:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;7,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;12:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;7,46;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;11:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;7,63;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;10:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;7,75;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;09:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;7,92;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;08:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8,08;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;07:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8,29;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;06:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8,46;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;05:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8,67;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;04:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8,92;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;03:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,08;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;02:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,29;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/10/2024;01:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,42;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;24:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,67;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;23:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,75;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;22:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,83;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;21:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,75;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;20:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,33;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;19:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8,92;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;18:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8,5;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;17:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8,33;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;16:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8,25;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;15:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8,21;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;14:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8,21;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;13:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8,21;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;12:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8,21;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;11:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;10:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8,46;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;09:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;8,96;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;08:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,5;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;07:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,71;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;06:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,75;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;05:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,71;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;04:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,71;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;03:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,67;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
19/10/2024;02:00;;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;9,54;Muy bueno / Oso ona;4,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
