Date;Hour  (GMT);NO (µg/m3);NOX (µg/m3);NO2;NO2 - ICA;O3 (µg/m3);OZONO;O3 - ICA;O3 8h (µg/m3);PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
31/12/2024;24:00;1;20;18;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;10;8,83;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;23:00;1;20;18;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;11;7,88;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;22:00;1;21;19;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;14;7,71;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;21:00;4;33;26;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;16;7,71;Muy bueno / Oso ona;6,04;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;20:00;6;37;28;Muy bueno / Oso ona;5;5;Muy bueno / Oso ona;19;7,58;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;19:00;12;48;30;Muy bueno / Oso ona;4;4;Muy bueno / Oso ona;22;7,5;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;18:00;12;53;34;Muy bueno / Oso ona;3;3;Muy bueno / Oso ona;25;7,33;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;17:00;12;55;37;Muy bueno / Oso ona;7;7;Muy bueno / Oso ona;27;7,21;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;16:00;3;24;20;Muy bueno / Oso ona;31;31;Muy bueno / Oso ona;28;7;Muy bueno / Oso ona;5,46;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;15:00;6;31;23;Muy bueno / Oso ona;34;34;Muy bueno / Oso ona;26;6,96;Muy bueno / Oso ona;5,42;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;14:00;6;26;18;Muy bueno / Oso ona;35;35;Muy bueno / Oso ona;22;6,83;Muy bueno / Oso ona;5,33;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;13:00;3;17;12;Muy bueno / Oso ona;34;34;Muy bueno / Oso ona;19;6,79;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;12:00;5;21;13;Muy bueno / Oso ona;30;30;Muy bueno / Oso ona;16;6,79;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;11:00;7;23;13;Muy bueno / Oso ona;26;26;Muy bueno / Oso ona;14;6,75;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;10:00;6;24;15;Muy bueno / Oso ona;20;20;Muy bueno / Oso ona;12;6,67;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;09:00;4;23;17;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;11;6,58;Muy bueno / Oso ona;5;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;08:00;3;23;18;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;11;6,46;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;07:00;3;24;19;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;10;6,33;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;06:00;1;20;17;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;10;6,25;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;05:00;1;17;15;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;10;6,25;Muy bueno / Oso ona;4,71;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;04:00;0;15;15;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;8;6,25;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;03:00;0;12;12;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;7;6,25;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;02:00;0;13;13;Muy bueno / Oso ona;14;14;Muy bueno / Oso ona;6;6,29;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
31/12/2024;01:00;1;14;13;Muy bueno / Oso ona;14;14;Muy bueno / Oso ona;6;6,33;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;24:00;2;23;20;Muy bueno / Oso ona;6;6;Muy bueno / Oso ona;5;6,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;23:00;2;25;22;Muy bueno / Oso ona;7;7;Muy bueno / Oso ona;8;6,46;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;22:00;3;29;24;Muy bueno / Oso ona;6;6;Muy bueno / Oso ona;11;6,54;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;21:00;8;40;28;Muy bueno / Oso ona;2;2;Muy bueno / Oso ona;14;6,63;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;20:00;9;42;27;Muy bueno / Oso ona;3;3;Muy bueno / Oso ona;18;6,67;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;19:00;10;45;29;Muy bueno / Oso ona;3;3;Muy bueno / Oso ona;21;6,75;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;18:00;9;44;30;Muy bueno / Oso ona;6;6;Muy bueno / Oso ona;24;6,96;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;17:00;10;47;32;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;26;7,25;Muy bueno / Oso ona;5,92;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;16:00;3;23;18;Muy bueno / Oso ona;25;25;Muy bueno / Oso ona;27;7,38;Muy bueno / Oso ona;6;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;15:00;3;17;13;Muy bueno / Oso ona;32;32;Muy bueno / Oso ona;26;7,46;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;14:00;4;18;12;Muy bueno / Oso ona;32;32;Muy bueno / Oso ona;23;7,58;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;13:00;5;18;10;Muy bueno / Oso ona;31;31;Muy bueno / Oso ona;21;7,67;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;12:00;5;19;11;Muy bueno / Oso ona;29;29;Muy bueno / Oso ona;18;7,75;Muy bueno / Oso ona;6,46;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;11:00;6;23;14;Muy bueno / Oso ona;26;26;Muy bueno / Oso ona;17;8;Muy bueno / Oso ona;6,67;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;10:00;6;25;16;Muy bueno / Oso ona;22;22;Muy bueno / Oso ona;15;8,21;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;09:00;5;26;18;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;14;8,38;Muy bueno / Oso ona;7,04;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;08:00;2;24;20;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;13;8,54;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;07:00;4;25;19;Muy bueno / Oso ona;13;13;Muy bueno / Oso ona;12;8,75;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;06:00;3;21;17;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;12;8,96;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;05:00;2;18;16;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;11;9,13;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;04:00;0;11;11;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;11;9,38;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;03:00;0;13;12;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;9;9,58;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;02:00;0;14;14;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;7;9,71;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
30/12/2024;01:00;1;18;17;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;6;9,83;Muy bueno / Oso ona;8,13;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;24:00;0;16;16;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;10;9,96;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;23:00;1;20;18;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;15;10,08;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;22:00;2;27;24;Muy bueno / Oso ona;7;7;Muy bueno / Oso ona;21;10,29;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;21:00;5;33;26;Muy bueno / Oso ona;5;5;Muy bueno / Oso ona;27;10,38;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;20:00;5;38;29;Muy bueno / Oso ona;4;4;Muy bueno / Oso ona;32;10,46;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;19:00;11;53;36;Muy bueno / Oso ona;4;4;Muy bueno / Oso ona;35;10,54;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;18:00;12;66;47;Bueno / Ona;2;2;Muy bueno / Oso ona;38;10,54;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Bueno / Ona
29/12/2024;17:00;2;22;19;Muy bueno / Oso ona;40;40;Muy bueno / Oso ona;40;10,5;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;16:00;1;10;8;Muy bueno / Oso ona;51;51;Muy bueno / Oso ona;38;10,46;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;15:00;1;7;5;Muy bueno / Oso ona;56;56;Muy bueno / Oso ona;33;10,54;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;14:00;1;7;5;Muy bueno / Oso ona;55;55;Muy bueno / Oso ona;27;10,63;Muy bueno / Oso ona;8,5;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;13:00;2;11;7;Muy bueno / Oso ona;46;46;Muy bueno / Oso ona;21;10,67;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;12:00;6;24;15;Muy bueno / Oso ona;28;28;Muy bueno / Oso ona;16;10,71;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;11:00;5;21;13;Muy bueno / Oso ona;24;24;Muy bueno / Oso ona;13;10,58;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;10:00;4;18;12;Muy bueno / Oso ona;22;22;Muy bueno / Oso ona;11;10,58;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;09:00;2;15;12;Muy bueno / Oso ona;18;18;Muy bueno / Oso ona;9;10,58;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;08:00;1;17;14;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;7;10,58;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;07:00;1;17;15;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;6;10,54;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;06:00;1;15;13;Muy bueno / Oso ona;10;10;Muy bueno / Oso ona;5;10,46;Muy bueno / Oso ona;8,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;05:00;1;19;17;Muy bueno / Oso ona;6;6;Muy bueno / Oso ona;4;10,33;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;04:00;2;22;19;Muy bueno / Oso ona;5;5;Muy bueno / Oso ona;3;10,08;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;03:00;1;19;17;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;3;9,96;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;02:00;1;23;20;Muy bueno / Oso ona;5;5;Muy bueno / Oso ona;2;9,88;Muy bueno / Oso ona;7,88;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
29/12/2024;01:00;3;29;24;Muy bueno / Oso ona;4;4;Muy bueno / Oso ona;4;9,71;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;24:00;6;36;27;Muy bueno / Oso ona;2;2;Muy bueno / Oso ona;9;9,54;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;23:00;17;57;31;Muy bueno / Oso ona;1;1;Muy bueno / Oso ona;15;9,33;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;22:00;17;59;34;Muy bueno / Oso ona;1;1;Muy bueno / Oso ona;20;9,04;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;21:00;7;43;32;Muy bueno / Oso ona;3;3;Muy bueno / Oso ona;26;8,79;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;20:00;19;66;37;Muy bueno / Oso ona;1;1;Muy bueno / Oso ona;30;8,67;Muy bueno / Oso ona;6,79;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;19:00;15;62;40;Muy bueno / Oso ona;4;4;Muy bueno / Oso ona;35;8,58;Muy bueno / Oso ona;6,71;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;18:00;3;37;32;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;38;8,46;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;17:00;0;16;15;Muy bueno / Oso ona;43;43;Muy bueno / Oso ona;40;8,21;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;16:00;1;9;8;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;37;8,13;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;15:00;3;19;14;Muy bueno / Oso ona;43;43;Muy bueno / Oso ona;35;7,96;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;18;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;14:00;5;20;13;Muy bueno / Oso ona;43;43;Muy bueno / Oso ona;34;7,79;Muy bueno / Oso ona;6;Muy bueno / Oso ona;8;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;13:00;5;19;12;Muy bueno / Oso ona;41;41;Muy bueno / Oso ona;34;7,67;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;12:00;4;18;12;Muy bueno / Oso ona;37;37;Muy bueno / Oso ona;33;7,54;Muy bueno / Oso ona;5,71;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;11:00;5;23;15;Muy bueno / Oso ona;31;31;Muy bueno / Oso ona;34;7,46;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;10:00;5;27;19;Muy bueno / Oso ona;26;26;Muy bueno / Oso ona;36;7,42;Muy bueno / Oso ona;5,58;Muy bueno / Oso ona;7;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;09:00;3;22;18;Muy bueno / Oso ona;26;26;Muy bueno / Oso ona;37;7,5;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;08:00;1;14;13;Muy bueno / Oso ona;34;34;Muy bueno / Oso ona;41;7,5;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;07:00;0;12;12;Muy bueno / Oso ona;36;36;Muy bueno / Oso ona;43;7,42;Muy bueno / Oso ona;5,21;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;06:00;0;11;11;Muy bueno / Oso ona;38;38;Muy bueno / Oso ona;45;7,25;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;05:00;0;11;11;Muy bueno / Oso ona;39;39;Muy bueno / Oso ona;46;7,13;Muy bueno / Oso ona;4,92;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;04:00;0;8;8;Muy bueno / Oso ona;43;43;Muy bueno / Oso ona;45;7,04;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;03:00;0;6;6;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;41;6,88;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;02:00;0;5;5;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;37;6,71;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
28/12/2024;01:00;0;6;6;Muy bueno / Oso ona;52;52;Muy bueno / Oso ona;34;6,71;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;24:00;0;8;8;Muy bueno / Oso ona;50;50;Muy bueno / Oso ona;32;6,83;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;23:00;0;9;9;Muy bueno / Oso ona;49;49;Muy bueno / Oso ona;32;6,96;Muy bueno / Oso ona;4,75;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;22:00;1;13;11;Muy bueno / Oso ona;43;43;Muy bueno / Oso ona;32;7,17;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;21:00;1;24;21;Muy bueno / Oso ona;29;29;Muy bueno / Oso ona;33;7,63;Muy bueno / Oso ona;5,25;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;20:00;3;36;32;Muy bueno / Oso ona;17;17;Muy bueno / Oso ona;35;7,96;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;19:00;4;39;33;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;38;8,29;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;18:00;3;36;32;Muy bueno / Oso ona;19;19;Muy bueno / Oso ona;41;8,58;Muy bueno / Oso ona;6,08;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;17:00;1;20;18;Muy bueno / Oso ona;35;35;Muy bueno / Oso ona;39;8,83;Muy bueno / Oso ona;6,29;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;16:00;1;12;10;Muy bueno / Oso ona;47;47;Muy bueno / Oso ona;36;9,17;Muy bueno / Oso ona;6,54;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;15:00;1;9;7;Muy bueno / Oso ona;50;50;Muy bueno / Oso ona;30;9,54;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;14:00;1;8;6;Muy bueno / Oso ona;49;49;Muy bueno / Oso ona;26;9,96;Muy bueno / Oso ona;7,13;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;13:00;1;9;6;Muy bueno / Oso ona;46;46;Muy bueno / Oso ona;21;10,08;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;12:00;1;8;6;Muy bueno / Oso ona;45;45;Muy bueno / Oso ona;17;10,13;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;11:00;5;21;13;Muy bueno / Oso ona;34;34;Muy bueno / Oso ona;13;10,13;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;10:00;25;68;30;Muy bueno / Oso ona;9;9;Muy bueno / Oso ona;11;10;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;09:00;27;74;33;Muy bueno / Oso ona;4;4;Muy bueno / Oso ona;12;9,83;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;08:00;14;53;31;Muy bueno / Oso ona;6;6;Muy bueno / Oso ona;12;9,71;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;07:00;6;35;25;Muy bueno / Oso ona;16;16;Muy bueno / Oso ona;12;9,75;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;06:00;3;27;22;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;10;9,96;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;05:00;2;18;15;Muy bueno / Oso ona;11;11;Muy bueno / Oso ona;9;10,08;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;04:00;0;13;13;Muy bueno / Oso ona;15;15;Muy bueno / Oso ona;8;10,21;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;03:00;0;11;11;Muy bueno / Oso ona;;;Sin datos / Daturik gabe;6;10,29;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;02:00;0;14;14;Muy bueno / Oso ona;12;12;Muy bueno / Oso ona;3;10,33;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
27/12/2024;01:00;1;16;14;Muy bueno / Oso ona;8;8;Muy bueno / Oso ona;3;10,21;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;24:00;1;18;16;Muy bueno / Oso ona;6;6;Muy bueno / Oso ona;3;10;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;23:00;5;29;22;Muy bueno / Oso ona;2;2;Muy bueno / Oso ona;4;9,92;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;22:00;19;55;26;Muy bueno / Oso ona;1;1;Muy bueno / Oso ona;6;9,67;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;21:00;43;92;26;Muy bueno / Oso ona;1;1;Muy bueno / Oso ona;9;9,13;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;6;Muy bueno / Oso ona;Muy bueno / Oso ona
26/12/2024;20:00;49;105;29;Muy bueno / Oso ona;1;1;Muy bueno / Oso ona;12;8,63;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;Muy bueno / Oso ona
